LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,109,2146,850.6,15,6,Alpine,17/04/2022,2022-04-18
Ararat (RC),VIC220,11845,73,1635,616.3,4,6,Ararat,17/04/2022,2022-04-18
Ballarat (C),VIC241,109505,1234,21700,1126.9,174,7,Ballarat,17/04/2022,2022-04-18
Banyule (C),VIC188,131631,1309,28334,994.4,185,6,Banyule,17/04/2022,2022-04-18
Bass Coast (S),VIC173,36320,277,6278,762.7,56,6,Bass Coast,17/04/2022,2022-04-18
Baw Baw (S),VIC194,53396,475,10478,889.6,75,6,Baw Baw,17/04/2022,2022-04-18
Bayside (C),VIC182,106862,929,23340,869.3,131,6,Bayside,17/04/2022,2022-04-18
Benalla (RC),VIC199,14037,86,2077,612.7,18,6,Benalla,17/04/2022,2022-04-18
Boroondara (C),VIC201,183199,1636,35570,893,206,6,Boroondara,17/04/2022,2022-04-18
Brimbank (C),VIC189,209523,1552,50834,740.7,239,6,Brimbank,17/04/2022,2022-04-18
Buloke (S),VIC183,6124,29,621,473.5,6,5,Buloke,17/04/2022,2022-04-18
Campaspe (S),VIC239,37622,189,6509,502.4,38,6,Campaspe,17/04/2022,2022-04-18
Cardinia (S),VIC212,112159,1017,26845,906.7,137,6,Cardinia,17/04/2022,2022-04-18
Casey (C),VIC213,353872,2710,89264,765.8,424,6,Casey,17/04/2022,2022-04-18
Central Goldfields (S),VIC169,13186,127,1731,963.1,17,6,Central Goldfields,17/04/2022,2022-04-18
Colac-Otway (S),VIC224,21564,149,3539,691,15,6,Colac-Otway,17/04/2022,2022-04-18
Corangamite (S),VIC231,16020,108,2238,674.2,13,6,Corangamite,17/04/2022,2022-04-18
Darebin (C),VIC205,164184,1476,36967,899,227,6,Darebin,17/04/2022,2022-04-18
East Gippsland (S),VIC243,47316,334,5802,705.9,57,6,East Gippsland,17/04/2022,2022-04-18
Frankston (C),VIC227,142643,1128,30770,790.8,201,6,Frankston,17/04/2022,2022-04-18
Gannawarra (S),VIC214,10472,43,1160,410.6,8,5,Gannawarra,17/04/2022,2022-04-18
Glen Eira (C),VIC177,156511,1432,37030,915,224,6,Glen Eira,17/04/2022,2022-04-18
Glenelg (S),VIC223,19674,157,2674,798,19,6,Glenelg,17/04/2022,2022-04-18
Golden Plains (S),VIC230,23722,213,4227,897.9,26,6,Golden Plains,17/04/2022,2022-04-18
Greater Bendigo (C),VIC193,118093,1129,21954,956,162,6,Greater Bendigo,17/04/2022,2022-04-18
Greater Dandenong (C),VIC247,168201,985,37678,585.6,138,6,Greater Dandenong,17/04/2022,2022-04-18
Greater Geelong (C),VIC215,258934,2154,53776,831.9,302,6,Greater Geelong,17/04/2022,2022-04-18
Greater Shepparton (C),VIC93,66498,384,13378,577.5,55,6,Greater Shepparton,17/04/2022,2022-04-18
Hepburn (S),VIC94,15975,123,2102,770,11,6,Hepburn,17/04/2022,2022-04-18
Hindmarsh (S),VIC152,5588,33,615,590.6,3,6,Hindmarsh,17/04/2022,2022-04-18
Hobsons Bay (C),VIC235,97751,818,20813,836.8,128,6,Hobsons Bay,17/04/2022,2022-04-18
Horsham (RC),VIC153,19921,246,3170,1234.9,27,7,Horsham,17/04/2022,2022-04-18
Hume (C),VIC198,233471,1527,66786,654,202,6,Hume,17/04/2022,2022-04-18
Indigo (S),VIC191,16701,120,2310,718.5,16,6,Indigo,17/04/2022,2022-04-18
Interstate,,,25,4342,0,8,0,,17/04/2022,2022-04-18
Kingston (C),VIC226,165782,1319,35902,795.6,206,6,Kingston,17/04/2022,2022-04-18
Knox (C),VIC209,164538,1486,32676,903.1,210,6,Knox,17/04/2022,2022-04-18
Latrobe (C),VIC219,75561,766,14835,1013.8,100,7,Latrobe,17/04/2022,2022-04-18
Loddon (S),VIC185,7504,36,822,479.7,4,5,Loddon,17/04/2022,2022-04-18
Macedon Ranges (S),VIC228,50231,440,9305,876,49,6,Macedon Ranges,17/04/2022,2022-04-18
Manningham (C),VIC195,127573,1076,25261,843.4,189,6,Manningham,17/04/2022,2022-04-18
Mansfield (S),VIC244,9176,68,1757,741.1,15,6,Mansfield,17/04/2022,2022-04-18
Maribyrnong (C),VIC234,93448,834,22762,892.5,112,6,Maribyrnong,17/04/2022,2022-04-18
Maroondah (C),VIC207,118558,1057,23242,891.5,154,6,Maroondah,17/04/2022,2022-04-18
Melbourne (C),VIC132,178955,1627,42712,909.2,225,6,Melbourne,17/04/2022,2022-04-18
Melton (C),VIC237,164895,1356,49497,822.3,208,6,Melton,17/04/2022,2022-04-18
Mildura (RC),VIC222,55777,390,11602,699.2,46,6,Mildura,17/04/2022,2022-04-18
Mitchell (S),VIC211,46082,428,10133,928.8,37,6,Mitchell,17/04/2022,2022-04-18
Moira (S),VIC190,29925,166,5270,554.7,19,6,Moira,17/04/2022,2022-04-18
Monash (C),VIC210,202847,1591,38571,784.3,242,6,Monash,17/04/2022,2022-04-18
Moonee Valley (C),VIC121,130294,1121,31192,860.4,184,6,Moonee Valley,17/04/2022,2022-04-18
Moorabool (S),VIC236,35049,272,7650,776.1,36,6,Moorabool,17/04/2022,2022-04-18
Moreland (C),VIC131,185767,1814,46272,976.5,232,6,Moreland,17/04/2022,2022-04-18
Mornington Peninsula (S),VIC204,167636,1291,34626,770.1,205,6,Mornington Peninsula,17/04/2022,2022-04-18
Mount Alexander (S),VIC105,19754,158,2735,799.8,11,6,Mount Alexander,17/04/2022,2022-04-18
Moyne (S),VIC229,16953,116,2472,684.2,24,6,Moyne,17/04/2022,2022-04-18
Murrindindi (S),VIC250,14570,65,2024,446.1,6,5,Murrindindi,17/04/2022,2022-04-18
Nillumbik (S),VIC216,65094,614,13543,943.3,76,6,Nillumbik,17/04/2022,2022-04-18
Northern Grampians (S),VIC166,11402,65,1744,570.1,9,6,Northern Grampians,17/04/2022,2022-04-18
Overseas,,,0,79,0,0,0,,17/04/2022,2022-04-18
Overseas Traveller,,,0,621,0,0,0,,17/04/2022,2022-04-18
Port Phillip (C),VIC208,115601,1002,27217,866.8,118,6,Port Phillip,17/04/2022,2022-04-18
Pyrenees (S),VIC217,7472,44,982,588.9,7,6,Pyrenees,17/04/2022,2022-04-18
Queenscliffe (B),VIC238,2940,33,573,1122.4,6,7,Queenscliffe,17/04/2022,2022-04-18
South Gippsland (S),VIC178,29914,220,4417,735.4,22,6,South Gippsland,17/04/2022,2022-04-18
Southern Grampians (S),VIC233,16100,119,2305,739.1,14,6,Southern Grampians,17/04/2022,2022-04-18
Stonnington (C),VIC203,117768,981,25995,833,135,6,Stonnington,17/04/2022,2022-04-18
Strathbogie (S),VIC110,10781,71,1525,658.6,6,6,Strathbogie,17/04/2022,2022-04-18
Surf Coast (S),VIC225,33456,348,8118,1040.2,44,7,Surf Coast,17/04/2022,2022-04-18
Swan Hill (RC),VIC180,20649,154,4000,745.8,17,6,Swan Hill,17/04/2022,2022-04-18
Towong (S),VIC187,6040,46,661,761.6,2,6,Towong,17/04/2022,2022-04-18
Unincorporated Vic,,,4,101,0,0,0,,17/04/2022,2022-04-18
Unknown,,,135,6494,0,22,0,,17/04/2022,2022-04-18
Wangaratta (RC),VIC186,29187,273,5006,935.3,45,6,Wangaratta,17/04/2022,2022-04-18
Warrnambool (C),VIC179,35181,312,6416,886.8,51,6,Warrnambool,17/04/2022,2022-04-18
Wellington (S),VIC218,44380,467,6673,1052.3,54,7,Wellington,17/04/2022,2022-04-18
West Wimmera (S),VIC232,3841,29,299,755,0,6,West Wimmera,17/04/2022,2022-04-18
Whitehorse (C),VIC196,178739,1569,31300,877.8,223,6,Whitehorse,17/04/2022,2022-04-18
Whittlesea (C),VIC197,230238,1825,59840,792.7,256,6,Whittlesea,17/04/2022,2022-04-18
Wodonga (C),VIC192,42083,466,7848,1107.3,61,7,Wodonga,17/04/2022,2022-04-18
Wyndham (C),VIC221,270487,1966,69612,726.8,290,6,Wyndham,17/04/2022,2022-04-18
Yarra (C),VIC202,101495,1017,25059,1002,127,7,Yarra,17/04/2022,2022-04-18
Yarra Ranges (S),VIC206,159462,1554,31330,974.5,245,6,Yarra Ranges,17/04/2022,2022-04-18
Yarriambiack (S),VIC200,6639,41,735,617.6,7,6,Yarriambiack,17/04/2022,2022-04-18
