LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,104,2110,811.6,12,6,Alpine,15/04/2022,2022-04-16
Ararat (RC),VIC220,11845,79,1624,666.9,16,6,Ararat,15/04/2022,2022-04-16
Ballarat (C),VIC241,109505,1271,21380,1160.7,198,7,Ballarat,15/04/2022,2022-04-16
Banyule (C),VIC188,131631,1367,27979,1038.5,191,7,Banyule,15/04/2022,2022-04-16
Bass Coast (S),VIC173,36320,264,6188,726.9,57,6,Bass Coast,15/04/2022,2022-04-16
Baw Baw (S),VIC194,53396,515,10343,964.5,81,6,Baw Baw,15/04/2022,2022-04-16
Bayside (C),VIC182,106862,976,23105,913.3,154,6,Bayside,15/04/2022,2022-04-16
Benalla (RC),VIC199,14037,78,2042,555.7,12,6,Benalla,15/04/2022,2022-04-16
Boroondara (C),VIC201,183199,1760,35208,960.7,241,6,Boroondara,15/04/2022,2022-04-16
Brimbank (C),VIC189,209523,1430,50270,682.5,255,6,Brimbank,15/04/2022,2022-04-16
Buloke (S),VIC183,6124,37,613,604.2,3,6,Buloke,15/04/2022,2022-04-16
Campaspe (S),VIC239,37622,202,6450,536.9,25,6,Campaspe,15/04/2022,2022-04-16
Cardinia (S),VIC212,112159,1100,26615,980.8,192,6,Cardinia,15/04/2022,2022-04-16
Casey (C),VIC213,353872,2822,88532,797.5,406,6,Casey,15/04/2022,2022-04-16
Central Goldfields (S),VIC169,13186,125,1699,948,18,6,Central Goldfields,15/04/2022,2022-04-16
Colac-Otway (S),VIC224,21564,158,3512,732.7,20,6,Colac-Otway,15/04/2022,2022-04-16
Corangamite (S),VIC231,16020,121,2213,755.3,17,6,Corangamite,15/04/2022,2022-04-16
Darebin (C),VIC205,164184,1528,36580,930.7,242,6,Darebin,15/04/2022,2022-04-16
East Gippsland (S),VIC243,47316,370,5712,782,54,6,East Gippsland,15/04/2022,2022-04-16
Frankston (C),VIC227,142643,1141,30428,799.9,187,6,Frankston,15/04/2022,2022-04-16
Gannawarra (S),VIC214,10472,48,1147,458.4,4,5,Gannawarra,15/04/2022,2022-04-16
Glen Eira (C),VIC177,156511,1499,36636,957.8,220,6,Glen Eira,15/04/2022,2022-04-16
Glenelg (S),VIC223,19674,154,2621,782.8,22,6,Glenelg,15/04/2022,2022-04-16
Golden Plains (S),VIC230,23722,235,4180,990.6,49,6,Golden Plains,15/04/2022,2022-04-16
Greater Bendigo (C),VIC193,118093,1190,21713,1007.7,273,7,Greater Bendigo,15/04/2022,2022-04-16
Greater Dandenong (C),VIC247,168201,1071,37432,636.7,159,6,Greater Dandenong,15/04/2022,2022-04-16
Greater Geelong (C),VIC215,258934,2290,53262,884.4,458,6,Greater Geelong,15/04/2022,2022-04-16
Greater Shepparton (C),VIC93,66498,402,13266,604.5,41,6,Greater Shepparton,15/04/2022,2022-04-16
Hepburn (S),VIC94,15975,143,2074,895.1,13,6,Hepburn,15/04/2022,2022-04-16
Hindmarsh (S),VIC152,5588,37,607,662.1,2,6,Hindmarsh,15/04/2022,2022-04-16
Hobsons Bay (C),VIC235,97751,838,20600,857.3,131,6,Hobsons Bay,15/04/2022,2022-04-16
Horsham (RC),VIC153,19921,286,3132,1435.7,52,7,Horsham,15/04/2022,2022-04-16
Hume (C),VIC198,233471,1561,66400,668.6,289,6,Hume,15/04/2022,2022-04-16
Indigo (S),VIC191,16701,119,2267,712.5,11,6,Indigo,15/04/2022,2022-04-16
Interstate,,,113,4424,0,72,0,,15/04/2022,2022-04-16
Kingston (C),VIC226,165782,1345,35505,811.3,216,6,Kingston,15/04/2022,2022-04-16
Knox (C),VIC209,164538,1546,32315,939.6,258,6,Knox,15/04/2022,2022-04-16
Latrobe (C),VIC219,75561,788,14661,1042.9,124,7,Latrobe,15/04/2022,2022-04-16
Loddon (S),VIC185,7504,46,813,613,5,6,Loddon,15/04/2022,2022-04-16
Macedon Ranges (S),VIC228,50231,495,9206,985.4,69,6,Macedon Ranges,15/04/2022,2022-04-16
Manningham (C),VIC195,127573,1102,24930,863.8,187,6,Manningham,15/04/2022,2022-04-16
Mansfield (S),VIC244,9176,65,1733,708.4,11,6,Mansfield,15/04/2022,2022-04-16
Maribyrnong (C),VIC234,93448,887,22562,949.2,138,6,Maribyrnong,15/04/2022,2022-04-16
Maroondah (C),VIC207,118558,1107,22964,933.7,188,6,Maroondah,15/04/2022,2022-04-16
Melbourne (C),VIC132,178955,1661,42307,928.2,249,6,Melbourne,15/04/2022,2022-04-16
Melton (C),VIC237,164895,1479,49173,896.9,263,6,Melton,15/04/2022,2022-04-16
Mildura (RC),VIC222,55777,431,11510,772.7,65,6,Mildura,15/04/2022,2022-04-16
Mitchell (S),VIC211,46082,476,10048,1032.9,85,7,Mitchell,15/04/2022,2022-04-16
Moira (S),VIC190,29925,169,5231,564.7,28,6,Moira,15/04/2022,2022-04-16
Monash (C),VIC210,202847,1643,38142,810,294,6,Monash,15/04/2022,2022-04-16
Moonee Valley (C),VIC121,130294,1123,30899,861.9,179,6,Moonee Valley,15/04/2022,2022-04-16
Moorabool (S),VIC236,35049,265,7570,756.1,45,6,Moorabool,15/04/2022,2022-04-16
Moreland (C),VIC131,185767,1810,45830,974.3,274,6,Moreland,15/04/2022,2022-04-16
Mornington Peninsula (S),VIC204,167636,1347,34266,803.5,260,6,Mornington Peninsula,15/04/2022,2022-04-16
Mount Alexander (S),VIC105,19754,188,2711,951.7,28,6,Mount Alexander,15/04/2022,2022-04-16
Moyne (S),VIC229,16953,89,2424,525,20,6,Moyne,15/04/2022,2022-04-16
Murrindindi (S),VIC250,14570,70,2009,480.4,7,5,Murrindindi,15/04/2022,2022-04-16
Nillumbik (S),VIC216,65094,671,13388,1030.8,130,7,Nillumbik,15/04/2022,2022-04-16
Northern Grampians (S),VIC166,11402,76,1730,666.5,15,6,Northern Grampians,15/04/2022,2022-04-16
Overseas,,,4,83,0,3,0,,15/04/2022,2022-04-16
Overseas Traveller,,,0,621,0,0,0,,15/04/2022,2022-04-16
Port Phillip (C),VIC208,115601,1098,26991,949.8,151,6,Port Phillip,15/04/2022,2022-04-16
Pyrenees (S),VIC217,7472,34,965,455,11,5,Pyrenees,15/04/2022,2022-04-16
Queenscliffe (B),VIC238,2940,28,563,952.4,6,6,Queenscliffe,15/04/2022,2022-04-16
South Gippsland (S),VIC178,29914,222,4360,742.1,33,6,South Gippsland,15/04/2022,2022-04-16
Southern Grampians (S),VIC233,16100,120,2284,745.3,18,6,Southern Grampians,15/04/2022,2022-04-16
Stonnington (C),VIC203,117768,1027,25768,872.1,161,6,Stonnington,15/04/2022,2022-04-16
Strathbogie (S),VIC110,10781,63,1509,584.4,16,6,Strathbogie,15/04/2022,2022-04-16
Surf Coast (S),VIC225,33456,424,8048,1267.3,81,7,Surf Coast,15/04/2022,2022-04-16
Swan Hill (RC),VIC180,20649,164,3965,794.2,21,6,Swan Hill,15/04/2022,2022-04-16
Towong (S),VIC187,6040,48,651,794.7,9,6,Towong,15/04/2022,2022-04-16
Unincorporated Vic,,,5,101,0,1,0,,15/04/2022,2022-04-16
Unknown,,,235,6527,0,62,0,,15/04/2022,2022-04-16
Wangaratta (RC),VIC186,29187,272,4933,931.9,39,6,Wangaratta,15/04/2022,2022-04-16
Warrnambool (C),VIC179,35181,327,6336,929.5,58,6,Warrnambool,15/04/2022,2022-04-16
Wellington (S),VIC218,44380,478,6576,1077.1,91,7,Wellington,15/04/2022,2022-04-16
West Wimmera (S),VIC232,3841,30,293,781,3,6,West Wimmera,15/04/2022,2022-04-16
Whitehorse (C),VIC196,178739,1679,30874,939.4,288,6,Whitehorse,15/04/2022,2022-04-16
Whittlesea (C),VIC197,230238,2016,59420,875.6,332,6,Whittlesea,15/04/2022,2022-04-16
Wodonga (C),VIC192,42083,490,7762,1164.4,81,7,Wodonga,15/04/2022,2022-04-16
