LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,80,1632,624.3,7,6,Alpine,22/03/2022,2022-03-23
Ararat (RC),VIC220,11845,57,1381,481.2,16,5,Ararat,22/03/2022,2022-03-23
Ballarat (C),VIC241,109505,811,17113,740.6,145,6,Ballarat,22/03/2022,2022-03-23
Banyule (C),VIC188,131631,1363,22519,1035.5,295,7,Banyule,22/03/2022,2022-03-23
Bass Coast (S),VIC173,36320,328,4983,903.1,76,6,Bass Coast,22/03/2022,2022-03-23
Baw Baw (S),VIC194,53396,303,8425,567.5,54,6,Baw Baw,22/03/2022,2022-03-23
Bayside (C),VIC182,106862,910,18941,851.6,193,6,Bayside,22/03/2022,2022-03-23
Benalla (RC),VIC199,14037,118,1693,840.6,18,6,Benalla,22/03/2022,2022-03-23
Boroondara (C),VIC201,183199,1654,28487,902.8,288,6,Boroondara,22/03/2022,2022-03-23
Brimbank (C),VIC189,209523,1056,45004,504,211,6,Brimbank,22/03/2022,2022-03-23
Buloke (S),VIC183,6124,16,419,261.3,4,5,Buloke,22/03/2022,2022-03-23
Campaspe (S),VIC239,37622,328,5480,871.8,47,6,Campaspe,22/03/2022,2022-03-23
Cardinia (S),VIC212,112159,956,22370,852.4,185,6,Cardinia,22/03/2022,2022-03-23
Casey (C),VIC213,353872,2523,76763,713,532,6,Casey,22/03/2022,2022-03-23
Central Goldfields (S),VIC169,13186,129,1157,978.3,25,6,Central Goldfields,22/03/2022,2022-03-23
Colac-Otway (S),VIC224,21564,199,2882,922.8,48,6,Colac-Otway,22/03/2022,2022-03-23
Corangamite (S),VIC231,16020,86,1701,536.8,17,6,Corangamite,22/03/2022,2022-03-23
Darebin (C),VIC205,164184,1522,30447,927,317,6,Darebin,22/03/2022,2022-03-23
East Gippsland (S),VIC243,47316,190,4267,401.6,36,5,East Gippsland,22/03/2022,2022-03-23
Frankston (C),VIC227,142643,1223,25472,857.4,212,6,Frankston,22/03/2022,2022-03-23
Gannawarra (S),VIC214,10472,51,955,487,10,5,Gannawarra,22/03/2022,2022-03-23
Glen Eira (C),VIC177,156511,1762,30073,1125.8,364,7,Glen Eira,22/03/2022,2022-03-23
Glenelg (S),VIC223,19674,128,1841,650.6,22,6,Glenelg,22/03/2022,2022-03-23
Golden Plains (S),VIC230,23722,213,3294,897.9,50,6,Golden Plains,22/03/2022,2022-03-23
Greater Bendigo (C),VIC193,118093,1323,16331,1120.3,262,7,Greater Bendigo,22/03/2022,2022-03-23
Greater Dandenong (C),VIC247,168201,868,33347,516,171,6,Greater Dandenong,22/03/2022,2022-03-23
Greater Geelong (C),VIC215,258934,2465,43249,952,459,6,Greater Geelong,22/03/2022,2022-03-23
Greater Shepparton (C),VIC93,66498,416,11709,625.6,82,6,Greater Shepparton,22/03/2022,2022-03-23
Hepburn (S),VIC94,15975,101,1549,632.2,20,6,Hepburn,22/03/2022,2022-03-23
Hindmarsh (S),VIC152,5588,19,489,340,2,5,Hindmarsh,22/03/2022,2022-03-23
Hobsons Bay (C),VIC235,97751,786,17239,804.1,136,6,Hobsons Bay,22/03/2022,2022-03-23
Horsham (RC),VIC153,19921,121,2481,607.4,26,6,Horsham,22/03/2022,2022-03-23
Hume (C),VIC198,233471,1453,60119,622.3,290,6,Hume,22/03/2022,2022-03-23
Indigo (S),VIC191,16701,117,1731,700.6,23,6,Indigo,22/03/2022,2022-03-23
Interstate,,,71,4260,0,35,0,,22/03/2022,2022-03-23
Kingston (C),VIC226,165782,1392,29584,839.7,265,6,Kingston,22/03/2022,2022-03-23
Knox (C),VIC209,164538,1412,26098,858.2,278,6,Knox,22/03/2022,2022-03-23
Latrobe (C),VIC219,75561,561,11668,742.4,119,6,Latrobe,22/03/2022,2022-03-23
Loddon (S),VIC185,7504,87,552,1159.4,9,7,Loddon,22/03/2022,2022-03-23
Macedon Ranges (S),VIC228,50231,471,7010,937.7,105,6,Macedon Ranges,22/03/2022,2022-03-23
Manningham (C),VIC195,127573,1014,20481,794.8,225,6,Manningham,22/03/2022,2022-03-23
Mansfield (S),VIC244,9176,98,1163,1068,30,7,Mansfield,22/03/2022,2022-03-23
Maribyrnong (C),VIC234,93448,844,19181,903.2,158,6,Maribyrnong,22/03/2022,2022-03-23
Maroondah (C),VIC207,118558,959,18446,808.9,216,6,Maroondah,22/03/2022,2022-03-23
Melbourne (C),VIC132,178955,1653,35928,923.7,340,6,Melbourne,22/03/2022,2022-03-23
Melton (C),VIC237,164895,1222,43451,741.1,226,6,Melton,22/03/2022,2022-03-23
Mildura (RC),VIC222,55777,584,9414,1047,101,7,Mildura,22/03/2022,2022-03-23
Mitchell (S),VIC211,46082,441,8119,957,96,6,Mitchell,22/03/2022,2022-03-23
Moira (S),VIC190,29925,170,4432,568.1,27,6,Moira,22/03/2022,2022-03-23
Monash (C),VIC210,202847,1482,31602,730.6,293,6,Monash,22/03/2022,2022-03-23
Moonee Valley (C),VIC121,130294,991,26231,760.6,201,6,Moonee Valley,22/03/2022,2022-03-23
Moorabool (S),VIC236,35049,258,6379,736.1,39,6,Moorabool,22/03/2022,2022-03-23
Moreland (C),VIC131,185767,1629,38820,876.9,308,6,Moreland,22/03/2022,2022-03-23
Mornington Peninsula (S),VIC204,167636,1312,28235,782.6,260,6,Mornington Peninsula,22/03/2022,2022-03-23
Mount Alexander (S),VIC105,19754,125,2037,632.8,24,6,Mount Alexander,22/03/2022,2022-03-23
Moyne (S),VIC229,16953,155,1917,914.3,37,6,Moyne,22/03/2022,2022-03-23
Murrindindi (S),VIC250,14570,124,1633,851.1,26,6,Murrindindi,22/03/2022,2022-03-23
Nillumbik (S),VIC216,65094,578,10595,887.9,116,6,Nillumbik,22/03/2022,2022-03-23
Northern Grampians (S),VIC166,11402,48,1388,421,8,5,Northern Grampians,22/03/2022,2022-03-23
Overseas,,,3,83,0,3,0,,22/03/2022,2022-03-23
Overseas Traveller,,,0,621,0,0,0,,22/03/2022,2022-03-23
Port Phillip (C),VIC208,115601,921,22714,796.7,190,6,Port Phillip,22/03/2022,2022-03-23
Pyrenees (S),VIC217,7472,45,786,602.2,10,6,Pyrenees,22/03/2022,2022-03-23
Queenscliffe (B),VIC238,2940,21,472,714.3,8,6,Queenscliffe,22/03/2022,2022-03-23
South Gippsland (S),VIC178,29914,259,3119,865.8,64,6,South Gippsland,22/03/2022,2022-03-23
Southern Grampians (S),VIC233,16100,92,1775,571.4,21,6,Southern Grampians,22/03/2022,2022-03-23
Stonnington (C),VIC203,117768,1046,21588,888.2,216,6,Stonnington,22/03/2022,2022-03-23
Strathbogie (S),VIC110,10781,73,1196,677.1,7,6,Strathbogie,22/03/2022,2022-03-23
Surf Coast (S),VIC225,33456,350,6151,1046.2,62,7,Surf Coast,22/03/2022,2022-03-23
Swan Hill (RC),VIC180,20649,192,3254,929.8,28,6,Swan Hill,22/03/2022,2022-03-23
Towong (S),VIC187,6040,38,504,629.1,8,6,Towong,22/03/2022,2022-03-23
Unincorporated Vic,,,3,79,0,1,0,,22/03/2022,2022-03-23
Unknown,,,115,5700,0,12,0,,22/03/2022,2022-03-23
Wangaratta (RC),VIC186,29187,250,4023,856.5,43,6,Wangaratta,22/03/2022,2022-03-23
Warrnambool (C),VIC179,35181,297,4991,844.2,54,6,Warrnambool,22/03/2022,2022-03-23
Wellington (S),VIC218,44380,225,4941,507,38,6,Wellington,22/03/2022,2022-03-23
West Wimmera (S),VIC232,3841,11,213,286.4,1,5,West Wimmera,22/03/2022,2022-03-23
Whitehorse (C),VIC196,178739,1429,24502,799.5,277,6,Whitehorse,22/03/2022,2022-03-23
Whittlesea (C),VIC197,230238,1932,51159,839.1,376,6,Whittlesea,22/03/2022,2022-03-23
Wodonga (C),VIC192,42083,344,6222,817.4,62,6,Wodonga,22/03/2022,2022-03-23
Wyndham (C),VIC221,270487,1720,61192,635.9,266,6,Wyndham,22/03/2022,2022-03-23
Yarra (C),VIC202,101495,1128,20742,1111.4,258,7,Yarra,22/03/2022,2022-03-23
Yarra Ranges (S),VIC206,159462,1332,24743,835.3,274,6,Yarra Ranges,22/03/2022,2022-03-23
Yarriambiack (S),VIC200,6639,42,583,632.6,7,6,Yarriambiack,22/03/2022,2022-03-23
Yarriambiack (S),VIC200,6639,52,578,783.3,10,6,Yarriambiack,2022-03-21,2022-03-22
