LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,93,1626,725.8,13,6,Alpine,21/03/2022,2022-03-22
Ararat (RC),VIC220,11845,50,1364,422.1,8,5,Ararat,21/03/2022,2022-03-22
Ballarat (C),VIC241,109505,845,16969,771.7,122,6,Ballarat,21/03/2022,2022-03-22
Banyule (C),VIC188,131631,1332,22232,1011.9,253,7,Banyule,21/03/2022,2022-03-22
Bass Coast (S),VIC173,36320,324,4912,892.1,68,6,Bass Coast,21/03/2022,2022-03-22
Baw Baw (S),VIC194,53396,316,8372,591.8,46,6,Baw Baw,21/03/2022,2022-03-22
Bayside (C),VIC182,106862,874,18751,817.9,152,6,Bayside,21/03/2022,2022-03-22
Benalla (RC),VIC199,14037,123,1677,876.3,19,6,Benalla,21/03/2022,2022-03-22
Boroondara (C),VIC201,183199,1677,28203,915.4,313,6,Boroondara,21/03/2022,2022-03-22
Brimbank (C),VIC189,209523,996,44800,475.4,173,5,Brimbank,21/03/2022,2022-03-22
Buloke (S),VIC183,6124,14,416,228.6,4,5,Buloke,21/03/2022,2022-03-22
Campaspe (S),VIC239,37622,352,5433,935.6,66,6,Campaspe,21/03/2022,2022-03-22
Cardinia (S),VIC212,112159,947,22183,844.3,165,6,Cardinia,21/03/2022,2022-03-22
Casey (C),VIC213,353872,2419,76247,683.6,484,6,Casey,21/03/2022,2022-03-22
Central Goldfields (S),VIC169,13186,122,1136,925.2,20,6,Central Goldfields,21/03/2022,2022-03-22
Colac-Otway (S),VIC224,21564,175,2834,811.5,35,6,Colac-Otway,21/03/2022,2022-03-22
Corangamite (S),VIC231,16020,89,1686,555.6,19,6,Corangamite,21/03/2022,2022-03-22
Darebin (C),VIC205,164184,1483,30130,903.3,281,6,Darebin,21/03/2022,2022-03-22
East Gippsland (S),VIC243,47316,182,4231,384.6,41,5,East Gippsland,21/03/2022,2022-03-22
Frankston (C),VIC227,142643,1261,25259,884,257,6,Frankston,21/03/2022,2022-03-22
Gannawarra (S),VIC214,10472,48,944,458.4,9,5,Gannawarra,21/03/2022,2022-03-22
Glen Eira (C),VIC177,156511,1711,29714,1093.2,282,7,Glen Eira,21/03/2022,2022-03-22
Glenelg (S),VIC223,19674,131,1818,665.9,21,6,Glenelg,21/03/2022,2022-03-22
Golden Plains (S),VIC230,23722,203,3243,855.7,43,6,Golden Plains,21/03/2022,2022-03-22
Greater Bendigo (C),VIC193,118093,1319,16089,1116.9,279,7,Greater Bendigo,21/03/2022,2022-03-22
Greater Dandenong (C),VIC247,168201,848,33167,504.2,147,6,Greater Dandenong,21/03/2022,2022-03-22
Greater Geelong (C),VIC215,258934,2517,42787,972.1,447,6,Greater Geelong,21/03/2022,2022-03-22
Greater Shepparton (C),VIC93,66498,438,11628,658.7,65,6,Greater Shepparton,21/03/2022,2022-03-22
Hepburn (S),VIC94,15975,99,1531,619.7,22,6,Hepburn,21/03/2022,2022-03-22
Hindmarsh (S),VIC152,5588,18,487,322.1,2,5,Hindmarsh,21/03/2022,2022-03-22
Hobsons Bay (C),VIC235,97751,827,17107,846,137,6,Hobsons Bay,21/03/2022,2022-03-22
Horsham (RC),VIC153,19921,121,2454,607.4,8,6,Horsham,21/03/2022,2022-03-22
Hume (C),VIC198,233471,1473,59837,630.9,236,6,Hume,21/03/2022,2022-03-22
Indigo (S),VIC191,16701,121,1708,724.5,21,6,Indigo,21/03/2022,2022-03-22
Interstate,,,42,4222,0,12,0,,21/03/2022,2022-03-22
Kingston (C),VIC226,165782,1369,29327,825.8,284,6,Kingston,21/03/2022,2022-03-22
Knox (C),VIC209,164538,1443,25825,877,248,6,Knox,21/03/2022,2022-03-22
Latrobe (C),VIC219,75561,553,11549,731.9,89,6,Latrobe,21/03/2022,2022-03-22
Loddon (S),VIC185,7504,87,543,1159.4,21,7,Loddon,21/03/2022,2022-03-22
Macedon Ranges (S),VIC228,50231,448,6907,891.9,103,6,Macedon Ranges,21/03/2022,2022-03-22
Manningham (C),VIC195,127573,1000,20255,783.9,155,6,Manningham,21/03/2022,2022-03-22
Mansfield (S),VIC244,9176,81,1134,882.7,28,6,Mansfield,21/03/2022,2022-03-22
Maribyrnong (C),VIC234,93448,833,19018,891.4,165,6,Maribyrnong,21/03/2022,2022-03-22
Maroondah (C),VIC207,118558,914,18232,770.9,173,6,Maroondah,21/03/2022,2022-03-22
Melbourne (C),VIC132,178955,1591,35588,889.1,297,6,Melbourne,21/03/2022,2022-03-22
Melton (C),VIC237,164895,1182,43229,716.8,214,6,Melton,21/03/2022,2022-03-22
Mildura (RC),VIC222,55777,604,9313,1082.9,104,7,Mildura,21/03/2022,2022-03-22
Mitchell (S),VIC211,46082,424,8024,920.1,104,6,Mitchell,21/03/2022,2022-03-22
Moira (S),VIC190,29925,187,4405,624.9,35,6,Moira,21/03/2022,2022-03-22
Monash (C),VIC210,202847,1523,31319,750.8,256,6,Monash,21/03/2022,2022-03-22
Moonee Valley (C),VIC121,130294,989,26040,759.1,181,6,Moonee Valley,21/03/2022,2022-03-22
Moorabool (S),VIC236,35049,277,6339,790.3,52,6,Moorabool,21/03/2022,2022-03-22
Moreland (C),VIC131,185767,1663,38521,895.2,272,6,Moreland,21/03/2022,2022-03-22
Mornington Peninsula (S),VIC204,167636,1331,27974,794,243,6,Mornington Peninsula,21/03/2022,2022-03-22
Mount Alexander (S),VIC105,19754,118,2013,597.3,23,6,Mount Alexander,21/03/2022,2022-03-22
Moyne (S),VIC229,16953,129,1879,760.9,39,6,Moyne,21/03/2022,2022-03-22
Murrindindi (S),VIC250,14570,127,1607,871.7,18,6,Murrindindi,21/03/2022,2022-03-22
Nillumbik (S),VIC216,65094,570,10478,875.7,125,6,Nillumbik,21/03/2022,2022-03-22
Northern Grampians (S),VIC166,11402,51,1380,447.3,5,5,Northern Grampians,21/03/2022,2022-03-22
Other,,,0,1,0,0,0,,21/03/2022,2022-03-22
Overseas,,,1,81,0,1,0,,21/03/2022,2022-03-22
Overseas Traveller,,,0,621,0,0,0,,21/03/2022,2022-03-22
Port Phillip (C),VIC208,115601,908,22529,785.5,184,6,Port Phillip,21/03/2022,2022-03-22
Pyrenees (S),VIC217,7472,54,777,722.7,9,6,Pyrenees,21/03/2022,2022-03-22
Queenscliffe (B),VIC238,2940,19,464,646.3,3,6,Queenscliffe,21/03/2022,2022-03-22
South Gippsland (S),VIC178,29914,239,3054,799,62,6,South Gippsland,21/03/2022,2022-03-22
Southern Grampians (S),VIC233,16100,98,1757,608.7,12,6,Southern Grampians,21/03/2022,2022-03-22
Stonnington (C),VIC203,117768,1041,21374,883.9,174,6,Stonnington,21/03/2022,2022-03-22
Strathbogie (S),VIC110,10781,77,1189,714.2,17,6,Strathbogie,21/03/2022,2022-03-22
