LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,36,1471,280.9,4,5,Alpine,08/03/2022,2022-03-09
Ararat (RC),VIC220,11845,57,1261,481.2,15,5,Ararat,08/03/2022,2022-03-09
Ballarat (C),VIC241,109505,1021,15151,932.4,167,6,Ballarat,08/03/2022,2022-03-09
Banyule (C),VIC188,131631,909,19785,690.6,198,6,Banyule,08/03/2022,2022-03-09
Bass Coast (S),VIC173,36320,138,4378,380,26,5,Bass Coast,08/03/2022,2022-03-09
Baw Baw (S),VIC194,53396,347,7759,649.9,53,6,Baw Baw,08/03/2022,2022-03-09
Bayside (C),VIC182,106862,761,17083,712.1,133,6,Bayside,08/03/2022,2022-03-09
Benalla (RC),VIC199,14037,96,1473,683.9,10,6,Benalla,08/03/2022,2022-03-09
Boroondara (C),VIC201,183199,1343,24904,733.1,256,6,Boroondara,08/03/2022,2022-03-09
Brimbank (C),VIC189,209523,720,42994,343.6,123,5,Brimbank,08/03/2022,2022-03-09
Buloke (S),VIC183,6124,12,394,196,3,4,Buloke,08/03/2022,2022-03-09
Campaspe (S),VIC239,37622,350,4756,930.3,57,6,Campaspe,08/03/2022,2022-03-09
Cardinia (S),VIC212,112159,741,20371,660.7,113,6,Cardinia,08/03/2022,2022-03-09
Casey (C),VIC213,353872,1991,71728,562.6,331,6,Casey,08/03/2022,2022-03-09
Central Goldfields (S),VIC169,13186,78,910,591.5,12,6,Central Goldfields,08/03/2022,2022-03-09
Colac-Otway (S),VIC224,21564,107,2533,496.2,12,5,Colac-Otway,08/03/2022,2022-03-09
Corangamite (S),VIC231,16020,65,1527,405.7,14,5,Corangamite,08/03/2022,2022-03-09
Darebin (C),VIC205,164184,980,27464,596.9,198,6,Darebin,08/03/2022,2022-03-09
East Gippsland (S),VIC243,47316,82,3943,173.3,17,4,East Gippsland,08/03/2022,2022-03-09
Frankston (C),VIC227,142643,918,22989,643.6,146,6,Frankston,08/03/2022,2022-03-09
Gannawarra (S),VIC214,10472,98,814,935.8,11,6,Gannawarra,08/03/2022,2022-03-09
Glen Eira (C),VIC177,156511,1163,26665,743.1,204,6,Glen Eira,08/03/2022,2022-03-09
Glenelg (S),VIC223,19674,121,1543,615,26,6,Glenelg,08/03/2022,2022-03-09
Golden Plains (S),VIC230,23722,140,2874,590.2,25,6,Golden Plains,08/03/2022,2022-03-09
Greater Bendigo (C),VIC193,118093,915,13680,774.8,167,6,Greater Bendigo,08/03/2022,2022-03-09
Greater Dandenong (C),VIC247,168201,558,31685,331.7,97,5,Greater Dandenong,08/03/2022,2022-03-09
Greater Geelong (C),VIC215,258934,1538,38191,594,350,6,Greater Geelong,08/03/2022,2022-03-09
Greater Shepparton (C),VIC93,66498,354,10824,532.3,53,6,Greater Shepparton,08/03/2022,2022-03-09
Hepburn (S),VIC94,15975,72,1343,450.7,15,5,Hepburn,08/03/2022,2022-03-09
Hindmarsh (S),VIC152,5588,33,446,590.6,5,6,Hindmarsh,08/03/2022,2022-03-09
