LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,126,2099,983.3,25,6,Alpine,14/04/2022,2022-04-15
Ararat (RC),VIC220,11845,78,1608,658.5,14,6,Ararat,14/04/2022,2022-04-15
Ballarat (C),VIC241,109505,1262,21185,1152.5,190,7,Ballarat,14/04/2022,2022-04-15
Banyule (C),VIC188,131631,1398,27798,1062.1,222,7,Banyule,14/04/2022,2022-04-15
Bass Coast (S),VIC173,36320,250,6133,688.3,32,6,Bass Coast,14/04/2022,2022-04-15
Baw Baw (S),VIC194,53396,534,10261,1000.1,66,7,Baw Baw,14/04/2022,2022-04-15
Bayside (C),VIC182,106862,988,22959,924.6,157,6,Bayside,14/04/2022,2022-04-15
Benalla (RC),VIC199,14037,81,2030,577,10,6,Benalla,14/04/2022,2022-04-15
Boroondara (C),VIC201,183199,1810,34977,988,281,6,Boroondara,14/04/2022,2022-04-15
Brimbank (C),VIC189,209523,1442,50032,688.2,207,6,Brimbank,14/04/2022,2022-04-15
Buloke (S),VIC183,6124,41,610,669.5,5,6,Buloke,14/04/2022,2022-04-15
Campaspe (S),VIC239,37622,218,6425,579.4,29,6,Campaspe,14/04/2022,2022-04-15
Cardinia (S),VIC212,112159,1065,26425,949.5,178,6,Cardinia,14/04/2022,2022-04-15
Casey (C),VIC213,353872,2897,88139,818.7,473,6,Casey,14/04/2022,2022-04-15
Central Goldfields (S),VIC169,13186,128,1682,970.7,22,6,Central Goldfields,14/04/2022,2022-04-15
Colac-Otway (S),VIC224,21564,158,3492,732.7,49,6,Colac-Otway,14/04/2022,2022-04-15
Corangamite (S),VIC231,16020,127,2195,792.8,16,6,Corangamite,14/04/2022,2022-04-15
Darebin (C),VIC205,164184,1544,36352,940.4,254,6,Darebin,14/04/2022,2022-04-15
East Gippsland (S),VIC243,47316,371,5658,784.1,51,6,East Gippsland,14/04/2022,2022-04-15
Frankston (C),VIC227,142643,1156,30249,810.4,181,6,Frankston,14/04/2022,2022-04-15
Gannawarra (S),VIC214,10472,62,1144,592.1,3,6,Gannawarra,14/04/2022,2022-04-15
