LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,94,1590,733.6,12,6,Alpine,18/03/2022,2022-03-19
Ararat (RC),VIC220,11845,49,1342,413.7,9,5,Ararat,18/03/2022,2022-03-19
Ballarat (C),VIC241,109505,893,16645,815.5,140,6,Ballarat,18/03/2022,2022-03-19
Banyule (C),VIC188,131631,1281,21653,973.2,186,6,Banyule,18/03/2022,2022-03-19
Bass Coast (S),VIC173,36320,276,4759,759.9,53,6,Bass Coast,18/03/2022,2022-03-19
Baw Baw (S),VIC194,53396,311,8234,582.4,51,6,Baw Baw,18/03/2022,2022-03-19
Bayside (C),VIC182,106862,851,18365,796.4,111,6,Bayside,18/03/2022,2022-03-19
Benalla (RC),VIC199,14037,107,1626,762.3,21,6,Benalla,18/03/2022,2022-03-19
Boroondara (C),VIC201,183199,1675,27473,914.3,250,6,Boroondara,18/03/2022,2022-03-19
Brimbank (C),VIC189,209523,916,44376,437.2,152,5,Brimbank,18/03/2022,2022-03-19
Buloke (S),VIC183,6124,10,408,163.3,3,4,Buloke,18/03/2022,2022-03-19
Campaspe (S),VIC239,37622,314,5272,834.6,47,6,Campaspe,18/03/2022,2022-03-19
Cardinia (S),VIC212,112159,916,21751,816.7,143,6,Cardinia,18/03/2022,2022-03-19
Casey (C),VIC213,353872,2213,75127,625.4,374,6,Casey,18/03/2022,2022-03-19
Central Goldfields (S),VIC169,13186,119,1083,902.5,20,6,Central Goldfields,18/03/2022,2022-03-19
Colac-Otway (S),VIC224,21564,143,2744,663.1,32,6,Colac-Otway,18/03/2022,2022-03-19
Corangamite (S),VIC231,16020,89,1650,555.6,16,6,Corangamite,18/03/2022,2022-03-19
Darebin (C),VIC205,164184,1383,29497,842.3,212,6,Darebin,18/03/2022,2022-03-19
East Gippsland (S),VIC243,47316,118,4133,249.4,20,5,East Gippsland,18/03/2022,2022-03-19
Frankston (C),VIC227,142643,1151,24686,806.9,178,6,Frankston,18/03/2022,2022-03-19
Gannawarra (S),VIC214,10472,48,924,458.4,10,5,Gannawarra,18/03/2022,2022-03-19
Glen Eira (C),VIC177,156511,1538,28934,982.7,220,6,Glen Eira,18/03/2022,2022-03-19
Glenelg (S),VIC223,19674,122,1758,620.1,16,6,Glenelg,18/03/2022,2022-03-19
Golden Plains (S),VIC230,23722,180,3152,758.8,28,6,Golden Plains,18/03/2022,2022-03-19
Greater Bendigo (C),VIC193,118093,1068,15355,904.4,138,6,Greater Bendigo,18/03/2022,2022-03-19
Greater Dandenong (C),VIC247,168201,743,32792,441.7,128,5,Greater Dandenong,18/03/2022,2022-03-19
Greater Geelong (C),VIC215,258934,2369,41706,914.9,393,6,Greater Geelong,18/03/2022,2022-03-19
Greater Shepparton (C),VIC93,66498,421,11431,633.1,64,6,Greater Shepparton,18/03/2022,2022-03-19
Hepburn (S),VIC94,15975,88,1486,550.9,12,6,Hepburn,18/03/2022,2022-03-19
Hindmarsh (S),VIC152,5588,19,478,340,4,5,Hindmarsh,18/03/2022,2022-03-19
