LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,45,1456,351.2,6,5,Alpine,05/03/2022,2022-03-06
Ararat (RC),VIC220,11845,53,1228,447.4,4,5,Ararat,05/03/2022,2022-03-06
Ballarat (C),VIC241,109505,1112,14650,1015.5,129,7,Ballarat,05/03/2022,2022-03-06
Banyule (C),VIC188,131631,878,19298,667,125,6,Banyule,05/03/2022,2022-03-06
Bass Coast (S),VIC173,36320,128,4313,352.4,16,5,Bass Coast,05/03/2022,2022-03-06
Baw Baw (S),VIC194,53396,402,7592,752.9,46,6,Baw Baw,05/03/2022,2022-03-06
Bayside (C),VIC182,106862,795,16702,744,93,6,Bayside,05/03/2022,2022-03-06
Benalla (RC),VIC199,14037,115,1432,819.3,15,6,Benalla,05/03/2022,2022-03-06
Boroondara (C),VIC201,183199,1317,24209,718.9,182,6,Boroondara,05/03/2022,2022-03-06
Brimbank (C),VIC189,209523,725,42646,346,102,5,Brimbank,05/03/2022,2022-03-06
Buloke (S),VIC183,6124,16,389,261.3,1,5,Buloke,05/03/2022,2022-03-06
Campaspe (S),VIC239,37622,349,4583,927.6,35,6,Campaspe,05/03/2022,2022-03-06
Cardinia (S),VIC212,112159,779,19981,694.5,101,6,Cardinia,05/03/2022,2022-03-06
Casey (C),VIC213,353872,2209,70745,624.2,282,6,Casey,05/03/2022,2022-03-06
Central Goldfields (S),VIC169,13186,63,871,477.8,10,5,Central Goldfields,05/03/2022,2022-03-06
Colac-Otway (S),VIC224,21564,137,2490,635.3,21,6,Colac-Otway,05/03/2022,2022-03-06
Corangamite (S),VIC231,16020,51,1490,318.4,4,5,Corangamite,05/03/2022,2022-03-06
Darebin (C),VIC205,164184,959,26972,584.1,118,6,Darebin,05/03/2022,2022-03-06
East Gippsland (S),VIC243,47316,117,3911,247.3,7,5,East Gippsland,05/03/2022,2022-03-06
Frankston (C),VIC227,142643,949,22540,665.3,129,6,Frankston,05/03/2022,2022-03-06
Gannawarra (S),VIC214,10472,71,760,678,14,6,Gannawarra,05/03/2022,2022-03-06
Glen Eira (C),VIC177,156511,1166,26073,745,137,6,Glen Eira,05/03/2022,2022-03-06
Glenelg (S),VIC223,19674,89,1477,452.4,19,5,Glenelg,05/03/2022,2022-03-06
Golden Plains (S),VIC230,23722,157,2805,661.8,14,6,Golden Plains,05/03/2022,2022-03-06
Greater Bendigo (C),VIC193,118093,918,13229,777.4,111,6,Greater Bendigo,05/03/2022,2022-03-06
Greater Dandenong (C),VIC247,168201,540,31402,321,80,5,Greater Dandenong,05/03/2022,2022-03-06
Greater Geelong (C),VIC215,258934,1378,37301,532.2,177,6,Greater Geelong,05/03/2022,2022-03-06
Greater Shepparton (C),VIC93,66498,405,10683,609,60,6,Greater Shepparton,05/03/2022,2022-03-06
Hepburn (S),VIC94,15975,64,1303,400.6,5,5,Hepburn,05/03/2022,2022-03-06
Hindmarsh (S),VIC152,5588,45,433,805.3,4,6,Hindmarsh,05/03/2022,2022-03-06
Hobsons Bay (C),VIC235,97751,467,15453,477.7,60,5,Hobsons Bay,05/03/2022,2022-03-06
Horsham (RC),VIC153,19921,159,2085,798.2,24,6,Horsham,05/03/2022,2022-03-06
Hume (C),VIC198,233471,1185,56577,507.6,153,6,Hume,05/03/2022,2022-03-06
Indigo (S),VIC191,16701,65,1428,389.2,10,5,Indigo,05/03/2022,2022-03-06
Interstate,,,63,4115,0,17,0,,05/03/2022,2022-03-06
Kingston (C),VIC226,165782,915,26311,551.9,117,6,Kingston,05/03/2022,2022-03-06
Knox (C),VIC209,164538,1232,22491,748.8,180,6,Knox,05/03/2022,2022-03-06
Latrobe (C),VIC219,75561,449,10463,594.2,53,6,Latrobe,05/03/2022,2022-03-06
Loddon (S),VIC185,7504,39,398,519.7,4,6,Loddon,05/03/2022,2022-03-06
Macedon Ranges (S),VIC228,50231,249,5966,495.7,37,5,Macedon Ranges,05/03/2022,2022-03-06
Manningham (C),VIC195,127573,856,17902,671,111,6,Manningham,05/03/2022,2022-03-06
Mansfield (S),VIC244,9176,51,982,555.8,6,6,Mansfield,05/03/2022,2022-03-06
Maribyrnong (C),VIC234,93448,414,17298,443,46,5,Maribyrnong,05/03/2022,2022-03-06
Maroondah (C),VIC207,118558,764,16299,644.4,101,6,Maroondah,05/03/2022,2022-03-06
Melbourne (C),VIC132,178955,1230,32337,687.3,147,6,Melbourne,05/03/2022,2022-03-06
Melton (C),VIC237,164895,1058,40590,641.6,114,6,Melton,05/03/2022,2022-03-06
Mildura (RC),VIC222,55777,526,7947,943,67,6,Mildura,05/03/2022,2022-03-06
Mitchell (S),VIC211,46082,339,7133,735.6,38,6,Mitchell,05/03/2022,2022-03-06
Moira (S),VIC190,29925,142,3906,474.5,17,5,Moira,05/03/2022,2022-03-06
Monash (C),VIC210,202847,1264,27780,623.1,161,6,Monash,05/03/2022,2022-03-06
Moonee Valley (C),VIC121,130294,649,23787,498.1,75,5,Moonee Valley,05/03/2022,2022-03-06
Moorabool (S),VIC236,35049,264,5664,753.2,30,6,Moorabool,05/03/2022,2022-03-06
Moreland (C),VIC131,185767,1076,35056,579.2,148,6,Moreland,05/03/2022,2022-03-06
Mornington Peninsula (S),VIC204,167636,984,24868,587,126,6,Mornington Peninsula,05/03/2022,2022-03-06
Mount Alexander (S),VIC105,19754,77,1769,389.8,8,5,Mount Alexander,05/03/2022,2022-03-06
Moyne (S),VIC229,16953,60,1592,353.9,6,5,Moyne,05/03/2022,2022-03-06
Murrindindi (S),VIC250,14570,71,1352,487.3,17,5,Murrindindi,05/03/2022,2022-03-06
Nillumbik (S),VIC216,65094,330,9331,507,39,6,Nillumbik,05/03/2022,2022-03-06
Northern Grampians (S),VIC166,11402,33,1269,289.4,4,5,Northern Grampians,05/03/2022,2022-03-06
Overseas,,,4,84,0,2,0,,05/03/2022,2022-03-06
Overseas Traveller,,,0,621,0,0,0,,05/03/2022,2022-03-06
Port Phillip (C),VIC208,115601,629,20513,544.1,77,6,Port Phillip,05/03/2022,2022-03-06
Pyrenees (S),VIC217,7472,37,672,495.2,3,5,Pyrenees,05/03/2022,2022-03-06
Queenscliffe (B),VIC238,2940,12,410,408.2,3,5,Queenscliffe,05/03/2022,2022-03-06
South Gippsland (S),VIC178,29914,119,2639,397.8,12,5,South Gippsland,05/03/2022,2022-03-06
Southern Grampians (S),VIC233,16100,50,1557,310.6,7,5,Southern Grampians,05/03/2022,2022-03-06
Stonnington (C),VIC203,117768,698,19005,592.7,96,6,Stonnington,05/03/2022,2022-03-06
Strathbogie (S),VIC110,10781,58,1035,538,6,6,Strathbogie,05/03/2022,2022-03-06
Surf Coast (S),VIC225,33456,212,5255,633.7,29,6,Surf Coast,05/03/2022,2022-03-06
Swan Hill (RC),VIC180,20649,93,2783,450.4,5,5,Swan Hill,05/03/2022,2022-03-06
Towong (S),VIC187,6040,43,393,711.9,8,6,Towong,05/03/2022,2022-03-06
Unincorporated Vic,,,2,73,0,0,0,,05/03/2022,2022-03-06
Unknown,,,136,5326,0,13,0,,05/03/2022,2022-03-06
Wangaratta (RC),VIC186,29187,215,3282,736.6,25,6,Wangaratta,05/03/2022,2022-03-06
Warrnambool (C),VIC179,35181,159,4415,451.9,30,5,Warrnambool,05/03/2022,2022-03-06
Wellington (S),VIC218,44380,198,4375,446.1,31,5,Wellington,05/03/2022,2022-03-06
West Wimmera (S),VIC232,3841,12,190,312.4,0,5,West Wimmera,05/03/2022,2022-03-06
Whitehorse (C),VIC196,178739,1174,21018,656.8,157,6,Whitehorse,05/03/2022,2022-03-06
Whittlesea (C),VIC197,230238,1386,46917,602,186,6,Whittlesea,05/03/2022,2022-03-06
Wodonga (C),VIC192,42083,263,5266,625,36,6,Wodonga,05/03/2022,2022-03-06
