LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,128,1811,998.9,22,6,Alpine,01/04/2022,2022-04-02
Ararat (RC),VIC220,11845,53,1466,447.4,10,5,Ararat,01/04/2022,2022-04-02
Ballarat (C),VIC241,109505,1021,18624,932.4,133,6,Ballarat,01/04/2022,2022-04-02
Banyule (C),VIC188,131631,1404,24723,1066.6,195,7,Banyule,01/04/2022,2022-04-02
Bass Coast (S),VIC173,36320,346,5538,952.6,49,6,Bass Coast,01/04/2022,2022-04-02
Baw Baw (S),VIC194,53396,503,9132,942,72,6,Baw Baw,01/04/2022,2022-04-02
Bayside (C),VIC182,106862,1158,20716,1083.6,154,7,Bayside,01/04/2022,2022-04-02
Benalla (RC),VIC199,14037,99,1861,705.3,18,6,Benalla,01/04/2022,2022-04-02
Boroondara (C),VIC201,183199,1777,31263,970,245,6,Boroondara,01/04/2022,2022-04-02
Brimbank (C),VIC189,209523,1423,47090,679.2,193,6,Brimbank,01/04/2022,2022-04-02
Buloke (S),VIC183,6124,68,518,1110.4,13,7,Buloke,01/04/2022,2022-04-02
Campaspe (S),VIC239,37622,266,5930,707,35,6,Campaspe,01/04/2022,2022-04-02
Cardinia (S),VIC212,112159,1076,24037,959.4,176,6,Cardinia,01/04/2022,2022-04-02
Casey (C),VIC213,353872,3215,81670,908.5,513,6,Casey,01/04/2022,2022-04-02
Central Goldfields (S),VIC169,13186,170,1388,1289.2,23,7,Central Goldfields,01/04/2022,2022-04-02
Colac-Otway (S),VIC224,21564,131,3136,607.5,15,6,Colac-Otway,01/04/2022,2022-04-02
Corangamite (S),VIC231,16020,142,1904,886.4,25,6,Corangamite,01/04/2022,2022-04-02
Darebin (C),VIC205,164184,1610,32993,980.6,203,6,Darebin,01/04/2022,2022-04-02
East Gippsland (S),VIC243,47316,318,4762,672.1,52,6,East Gippsland,01/04/2022,2022-04-02
Frankston (C),VIC227,142643,1282,27544,898.7,182,6,Frankston,01/04/2022,2022-04-02
Gannawarra (S),VIC214,10472,47,1020,448.8,4,5,Gannawarra,01/04/2022,2022-04-02
Glen Eira (C),VIC177,156511,1766,32976,1128.4,299,7,Glen Eira,01/04/2022,2022-04-02
Glenelg (S),VIC223,19674,216,2154,1097.9,43,7,Glenelg,01/04/2022,2022-04-02
Golden Plains (S),VIC230,23722,221,3665,931.6,20,6,Golden Plains,01/04/2022,2022-04-02
Greater Bendigo (C),VIC193,118093,1399,18663,1184.7,205,7,Greater Bendigo,01/04/2022,2022-04-02
Greater Dandenong (C),VIC247,168201,1056,34971,627.8,160,6,Greater Dandenong,01/04/2022,2022-04-02
Greater Geelong (C),VIC215,258934,2721,47559,1050.8,416,7,Greater Geelong,01/04/2022,2022-04-02
Greater Shepparton (C),VIC93,66498,393,12352,591,58,6,Greater Shepparton,01/04/2022,2022-04-02
Hepburn (S),VIC94,15975,145,1768,907.7,15,6,Hepburn,01/04/2022,2022-04-02
Hindmarsh (S),VIC152,5588,12,513,214.7,4,5,Hindmarsh,01/04/2022,2022-04-02
Hobsons Bay (C),VIC235,97751,911,18608,932,137,6,Hobsons Bay,01/04/2022,2022-04-02
Horsham (RC),VIC153,19921,107,2639,537.1,18,6,Horsham,01/04/2022,2022-04-02
Hume (C),VIC198,233471,1660,62706,711,226,6,Hume,01/04/2022,2022-04-02
Indigo (S),VIC191,16701,147,1955,880.2,13,6,Indigo,01/04/2022,2022-04-02
Interstate,,,85,4328,0,46,0,,01/04/2022,2022-04-02
Kingston (C),VIC226,165782,1579,32177,952.5,213,6,Kingston,01/04/2022,2022-04-02
Knox (C),VIC209,164538,1714,28712,1041.7,225,7,Knox,01/04/2022,2022-04-02
Latrobe (C),VIC219,75561,772,12853,1021.7,130,7,Latrobe,01/04/2022,2022-04-02
Loddon (S),VIC185,7504,78,673,1039.4,7,7,Loddon,01/04/2022,2022-04-02
Macedon Ranges (S),VIC228,50231,533,7851,1061.1,87,7,Macedon Ranges,01/04/2022,2022-04-02
Manningham (C),VIC195,127573,1109,22284,869.3,191,6,Manningham,01/04/2022,2022-04-02
Mansfield (S),VIC244,9176,218,1526,2375.8,30,7,Mansfield,01/04/2022,2022-04-02
Maribyrnong (C),VIC234,93448,884,20571,946,128,6,Maribyrnong,01/04/2022,2022-04-02
Maroondah (C),VIC207,118558,1199,20300,1011.3,172,7,Maroondah,01/04/2022,2022-04-02
Melbourne (C),VIC132,178955,1722,38663,962.3,259,6,Melbourne,01/04/2022,2022-04-02
Melton (C),VIC237,164895,1516,45776,919.4,233,6,Melton,01/04/2022,2022-04-02
Mildura (RC),VIC222,55777,614,10367,1100.8,81,7,Mildura,01/04/2022,2022-04-02
Mitchell (S),VIC211,46082,504,8934,1093.7,75,7,Mitchell,01/04/2022,2022-04-02
Moira (S),VIC190,29925,215,4756,718.5,37,6,Moira,01/04/2022,2022-04-02
Monash (C),VIC210,202847,1766,34288,870.6,290,6,Monash,01/04/2022,2022-04-02
Moonee Valley (C),VIC121,130294,1271,28161,975.5,201,6,Moonee Valley,01/04/2022,2022-04-02
Moorabool (S),VIC236,35049,366,6925,1044.3,41,7,Moorabool,01/04/2022,2022-04-02
Moreland (C),VIC131,185767,1821,41671,980.3,292,6,Moreland,01/04/2022,2022-04-02
Mornington Peninsula (S),VIC204,167636,1724,30811,1028.4,258,7,Mornington Peninsula,01/04/2022,2022-04-02
Mount Alexander (S),VIC105,19754,151,2267,764.4,17,6,Mount Alexander,01/04/2022,2022-04-02
Moyne (S),VIC229,16953,138,2159,814,10,6,Moyne,01/04/2022,2022-04-02
Murrindindi (S),VIC250,14570,120,1827,823.6,26,6,Murrindindi,01/04/2022,2022-04-02
Nillumbik (S),VIC216,65094,780,11798,1198.3,118,7,Nillumbik,01/04/2022,2022-04-02
Northern Grampians (S),VIC166,11402,101,1521,885.8,12,6,Northern Grampians,01/04/2022,2022-04-02
Overseas,,,2,82,0,0,0,,01/04/2022,2022-04-02
Overseas Traveller,,,0,621,0,0,0,,01/04/2022,2022-04-02
Port Phillip (C),VIC208,115601,1102,24456,953.3,181,6,Port Phillip,01/04/2022,2022-04-02
Pyrenees (S),VIC217,7472,64,876,856.5,5,6,Pyrenees,01/04/2022,2022-04-02
Queenscliffe (B),VIC238,2940,21,504,714.3,1,6,Queenscliffe,01/04/2022,2022-04-02
South Gippsland (S),VIC178,29914,373,3723,1246.9,49,7,South Gippsland,01/04/2022,2022-04-02
Southern Grampians (S),VIC233,16100,172,2018,1068.3,21,7,Southern Grampians,01/04/2022,2022-04-02
Stonnington (C),VIC203,117768,1118,23370,949.3,159,6,Stonnington,01/04/2022,2022-04-02
Strathbogie (S),VIC110,10781,99,1354,918.3,12,6,Strathbogie,01/04/2022,2022-04-02
