postcode,population,active,cases,rate,new,band,data_date,file_processed_date
3000,37979,474,13506,1248.1,108,7,11/04/2022,2022-04-12
3001,0,0,0,0,0,0,11/04/2022,2022-04-12
3002,4957,66,1085,1331.5,10,7,11/04/2022,2022-04-12
3003,5516,80,2394,1450.3,10,7,11/04/2022,2022-04-12
3004,9311,117,2952,1256.6,24,7,11/04/2022,2022-04-12
3005,523,0,0,0,0,0,11/04/2022,2022-04-12
3006,18811,232,6152,1233.3,47,7,11/04/2022,2022-04-12
3008,10438,157,3413,1504.1,34,7,11/04/2022,2022-04-12
3010,1595,0,3,0,0,0,11/04/2022,2022-04-12
3011,21464,263,5817,1225.3,38,7,11/04/2022,2022-04-12
3012,26295,302,7040,1148.5,37,7,11/04/2022,2022-04-12
3013,14967,193,3807,1289.5,28,7,11/04/2022,2022-04-12
3015,17472,218,4366,1247.7,38,7,11/04/2022,2022-04-12
3016,15558,182,3369,1169.8,30,7,11/04/2022,2022-04-12
3018,12685,139,2404,1095.8,17,7,11/04/2022,2022-04-12
3019,9199,47,2636,510.9,13,6,11/04/2022,2022-04-12
3020,44784,324,11089,723.5,53,6,11/04/2022,2022-04-12
3021,54190,302,13302,557.3,67,6,11/04/2022,2022-04-12
3022,3102,36,849,1160.5,15,7,11/04/2022,2022-04-12
3023,63974,522,18299,816,72,6,11/04/2022,2022-04-12
3024,23852,349,8255,1463.2,69,7,11/04/2022,2022-04-12
3025,12155,132,3416,1086,30,7,11/04/2022,2022-04-12
3026,72,60,2562,83333.3,7,7,11/04/2022,2022-04-12
3027,6650,80,2241,1203,17,7,11/04/2022,2022-04-12
3028,29198,240,6107,822,48,6,11/04/2022,2022-04-12
3029,93946,864,31891,919.7,164,6,11/04/2022,2022-04-12
3030,100311,1038,25921,1034.8,174,7,11/04/2022,2022-04-12
3031,18533,212,4504,1143.9,36,7,11/04/2022,2022-04-12
3032,29449,336,7598,1141,46,7,11/04/2022,2022-04-12
3033,14512,154,3590,1061.2,21,7,11/04/2022,2022-04-12
