LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,77,1687,600.9,17,6,Alpine,26/03/2022,2022-03-27
Ararat (RC),VIC220,11845,53,1409,447.4,4,5,Ararat,26/03/2022,2022-03-27
Ballarat (C),VIC241,109505,802,17618,732.4,92,6,Ballarat,26/03/2022,2022-03-27
Banyule (C),VIC188,131631,1404,23353,1066.6,191,7,Banyule,26/03/2022,2022-03-27
Bass Coast (S),VIC173,36320,343,5190,944.4,43,6,Bass Coast,26/03/2022,2022-03-27
Baw Baw (S),VIC194,53396,314,8630,588.1,30,6,Baw Baw,26/03/2022,2022-03-27
Bayside (C),VIC182,106862,985,19562,921.7,125,6,Bayside,26/03/2022,2022-03-27
Benalla (RC),VIC199,14037,103,1761,733.8,14,6,Benalla,26/03/2022,2022-03-27
Boroondara (C),VIC201,183199,1678,29539,915.9,214,6,Boroondara,26/03/2022,2022-03-27
Brimbank (C),VIC189,209523,1071,45682,511.2,133,6,Brimbank,26/03/2022,2022-03-27
Buloke (S),VIC183,6124,38,447,620.5,2,6,Buloke,26/03/2022,2022-03-27
Campaspe (S),VIC239,37622,293,5663,778.8,22,6,Campaspe,26/03/2022,2022-03-27
Cardinia (S),VIC212,112159,986,22974,879.1,129,6,Cardinia,26/03/2022,2022-03-27
Casey (C),VIC213,353872,2804,78507,792.4,431,6,Casey,26/03/2022,2022-03-27
Central Goldfields (S),VIC169,13186,122,1231,925.2,30,6,Central Goldfields,26/03/2022,2022-03-27
Colac-Otway (S),VIC224,21564,239,3013,1108.3,28,7,Colac-Otway,26/03/2022,2022-03-27
Corangamite (S),VIC231,16020,92,1759,574.3,12,6,Corangamite,26/03/2022,2022-03-27
Darebin (C),VIC205,164184,1596,31434,972.1,221,6,Darebin,26/03/2022,2022-03-27
East Gippsland (S),VIC243,47316,268,4446,566.4,33,6,East Gippsland,26/03/2022,2022-03-27
Frankston (C),VIC227,142643,1327,26292,930.3,166,6,Frankston,26/03/2022,2022-03-27
Gannawarra (S),VIC214,10472,34,970,324.7,4,5,Gannawarra,26/03/2022,2022-03-27
Glen Eira (C),VIC177,156511,1791,31164,1144.3,200,7,Glen Eira,26/03/2022,2022-03-27
Glenelg (S),VIC223,19674,148,1936,752.3,22,6,Glenelg,26/03/2022,2022-03-27
Golden Plains (S),VIC230,23722,247,3438,1041.2,28,7,Golden Plains,26/03/2022,2022-03-27
Greater Bendigo (C),VIC193,118093,1495,17249,1266,161,7,Greater Bendigo,26/03/2022,2022-03-27
Greater Dandenong (C),VIC247,168201,906,33927,538.6,132,6,Greater Dandenong,26/03/2022,2022-03-27
Greater Geelong (C),VIC215,258934,2541,44839,981.3,367,6,Greater Geelong,26/03/2022,2022-03-27
Greater Shepparton (C),VIC93,66498,410,11968,616.6,56,6,Greater Shepparton,26/03/2022,2022-03-27
Hepburn (S),VIC94,15975,118,1621,738.7,15,6,Hepburn,26/03/2022,2022-03-27
Hindmarsh (S),VIC152,5588,19,500,340,0,5,Hindmarsh,26/03/2022,2022-03-27
Hobsons Bay (C),VIC235,97751,767,17703,784.6,98,6,Hobsons Bay,26/03/2022,2022-03-27
Horsham (RC),VIC153,19921,102,2541,512,11,6,Horsham,26/03/2022,2022-03-27
Hume (C),VIC198,233471,1489,61054,637.8,219,6,Hume,26/03/2022,2022-03-27
Indigo (S),VIC191,16701,118,1810,706.5,11,6,Indigo,26/03/2022,2022-03-27
Interstate,,,74,4287,0,47,0,,26/03/2022,2022-03-27
Kingston (C),VIC226,165782,1631,30623,983.8,230,6,Kingston,26/03/2022,2022-03-27
Knox (C),VIC209,164538,1460,27010,887.3,212,6,Knox,26/03/2022,2022-03-27
Latrobe (C),VIC219,75561,641,12084,848.3,87,6,Latrobe,26/03/2022,2022-03-27
