LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,106,2129,827.2,18,6,Alpine,16/04/2022,2022-04-17
Ararat (RC),VIC220,11845,82,1634,692.3,13,6,Ararat,16/04/2022,2022-04-17
Ballarat (C),VIC241,109505,1304,21577,1190.8,198,7,Ballarat,16/04/2022,2022-04-17
Banyule (C),VIC188,131631,1370,28177,1040.8,197,7,Banyule,16/04/2022,2022-04-17
Bass Coast (S),VIC173,36320,261,6233,718.6,47,6,Bass Coast,16/04/2022,2022-04-17
Baw Baw (S),VIC194,53396,505,10413,945.8,70,6,Baw Baw,16/04/2022,2022-04-17
Bayside (C),VIC182,106862,985,23234,921.7,134,6,Bayside,16/04/2022,2022-04-17
Benalla (RC),VIC199,14037,84,2059,598.4,17,6,Benalla,16/04/2022,2022-04-17
Boroondara (C),VIC201,183199,1709,35408,932.9,216,6,Boroondara,16/04/2022,2022-04-17
Brimbank (C),VIC189,209523,1625,50685,775.6,240,6,Brimbank,16/04/2022,2022-04-17
Buloke (S),VIC183,6124,31,615,506.2,3,6,Buloke,16/04/2022,2022-04-17
Campaspe (S),VIC239,37622,190,6476,505,24,6,Campaspe,16/04/2022,2022-04-17
Cardinia (S),VIC212,112159,1111,26789,990.6,180,6,Cardinia,16/04/2022,2022-04-17
Casey (C),VIC213,353872,2782,88910,786.2,396,6,Casey,16/04/2022,2022-04-17
Central Goldfields (S),VIC169,13186,133,1717,1008.6,20,7,Central Goldfields,16/04/2022,2022-04-17
Colac-Otway (S),VIC224,21564,157,3529,728.1,21,6,Colac-Otway,16/04/2022,2022-04-17
Corangamite (S),VIC231,16020,120,2227,749.1,13,6,Corangamite,16/04/2022,2022-04-17
Darebin (C),VIC205,164184,1509,36769,919.1,184,6,Darebin,16/04/2022,2022-04-17
East Gippsland (S),VIC243,47316,346,5751,731.3,40,6,East Gippsland,16/04/2022,2022-04-17
Frankston (C),VIC227,142643,1107,30581,776.1,147,6,Frankston,16/04/2022,2022-04-17
Gannawarra (S),VIC214,10472,46,1152,439.3,5,5,Gannawarra,16/04/2022,2022-04-17
