LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,41,1460,320,4,5,Alpine,06/03/2022,2022-03-07
Ararat (RC),VIC220,11845,58,1239,489.7,11,5,Ararat,06/03/2022,2022-03-07
Ballarat (C),VIC241,109505,1108,14808,1011.8,167,7,Ballarat,06/03/2022,2022-03-07
Banyule (C),VIC188,131631,890,19443,676.1,144,6,Banyule,06/03/2022,2022-03-07
Bass Coast (S),VIC173,36320,124,4319,341.4,7,5,Bass Coast,06/03/2022,2022-03-07
Baw Baw (S),VIC194,53396,368,7634,689.2,45,6,Baw Baw,06/03/2022,2022-03-07
Bayside (C),VIC182,106862,792,16827,741.1,123,6,Bayside,06/03/2022,2022-03-07
Benalla (RC),VIC199,14037,114,1451,812.1,19,6,Benalla,06/03/2022,2022-03-07
Boroondara (C),VIC201,183199,1318,24397,719.4,204,6,Boroondara,06/03/2022,2022-03-07
Brimbank (C),VIC189,209523,738,42760,352.2,120,5,Brimbank,06/03/2022,2022-03-07
Buloke (S),VIC183,6124,14,390,228.6,1,5,Buloke,06/03/2022,2022-03-07
Campaspe (S),VIC239,37622,352,4639,935.6,55,6,Campaspe,06/03/2022,2022-03-07
Cardinia (S),VIC212,112159,776,20115,691.9,135,6,Cardinia,06/03/2022,2022-03-07
Casey (C),VIC213,353872,2135,71036,603.3,296,6,Casey,06/03/2022,2022-03-07
Central Goldfields (S),VIC169,13186,63,878,477.8,7,5,Central Goldfields,06/03/2022,2022-03-07
Colac-Otway (S),VIC224,21564,130,2505,602.9,15,6,Colac-Otway,06/03/2022,2022-03-07
Corangamite (S),VIC231,16020,57,1505,355.8,14,5,Corangamite,06/03/2022,2022-03-07
Darebin (C),VIC205,164184,951,27093,579.2,126,6,Darebin,06/03/2022,2022-03-07
East Gippsland (S),VIC243,47316,105,3919,221.9,8,5,East Gippsland,06/03/2022,2022-03-07
Frankston (C),VIC227,142643,942,22672,660.4,135,6,Frankston,06/03/2022,2022-03-07
Gannawarra (S),VIC214,10472,83,780,792.6,20,6,Gannawarra,06/03/2022,2022-03-07
Glen Eira (C),VIC177,156511,1210,26282,773.1,211,6,Glen Eira,06/03/2022,2022-03-07
Glenelg (S),VIC223,19674,96,1492,488,16,5,Glenelg,06/03/2022,2022-03-07
Golden Plains (S),VIC230,23722,149,2824,628.1,18,6,Golden Plains,06/03/2022,2022-03-07
Greater Bendigo (C),VIC193,118093,920,13352,779,124,6,Greater Bendigo,06/03/2022,2022-03-07
Greater Dandenong (C),VIC247,168201,542,31482,322.2,77,5,Greater Dandenong,06/03/2022,2022-03-07
Greater Geelong (C),VIC215,258934,1394,37544,538.4,238,6,Greater Geelong,06/03/2022,2022-03-07
Greater Shepparton (C),VIC93,66498,387,10721,582,40,6,Greater Shepparton,06/03/2022,2022-03-07
Hepburn (S),VIC94,15975,62,1311,388.1,8,5,Hepburn,06/03/2022,2022-03-07
Hindmarsh (S),VIC152,5588,43,435,769.5,2,6,Hindmarsh,06/03/2022,2022-03-07
Hobsons Bay (C),VIC235,97751,478,15528,489,78,5,Hobsons Bay,06/03/2022,2022-03-07
Horsham (RC),VIC153,19921,173,2120,868.4,35,6,Horsham,06/03/2022,2022-03-07
Hume (C),VIC198,233471,1162,56739,497.7,174,5,Hume,06/03/2022,2022-03-07
Indigo (S),VIC191,16701,68,1439,407.2,11,5,Indigo,06/03/2022,2022-03-07
