LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,142,1953,1108.2,33,7,Alpine,07/04/2022,2022-04-08
Ararat (RC),VIC220,11845,55,1522,464.3,11,5,Ararat,07/04/2022,2022-04-08
Ballarat (C),VIC241,109505,1220,19811,1114.1,250,7,Ballarat,07/04/2022,2022-04-08
Banyule (C),VIC188,131631,1594,26298,1211,293,7,Banyule,07/04/2022,2022-04-08
Bass Coast (S),VIC173,36320,311,5846,856.3,46,6,Bass Coast,07/04/2022,2022-04-08
Baw Baw (S),VIC194,53396,535,9645,1001.9,69,7,Baw Baw,07/04/2022,2022-04-08
Bayside (C),VIC182,106862,1143,21854,1069.6,185,7,Bayside,07/04/2022,2022-04-08
Benalla (RC),VIC199,14037,85,1940,605.5,12,6,Benalla,07/04/2022,2022-04-08
Boroondara (C),VIC201,183199,1758,32992,959.6,294,6,Boroondara,07/04/2022,2022-04-08
Brimbank (C),VIC189,209523,1404,48487,670.1,253,6,Brimbank,07/04/2022,2022-04-08
Buloke (S),VIC183,6124,46,562,751.1,5,6,Buloke,07/04/2022,2022-04-08
Campaspe (S),VIC239,37622,243,6169,645.9,48,6,Campaspe,07/04/2022,2022-04-08
Cardinia (S),VIC212,112159,1207,25239,1076.2,221,7,Cardinia,07/04/2022,2022-04-08
Casey (C),VIC213,353872,3346,84938,945.5,569,6,Casey,07/04/2022,2022-04-08
Central Goldfields (S),VIC169,13186,150,1538,1137.6,31,7,Central Goldfields,07/04/2022,2022-04-08
Colac-Otway (S),VIC224,21564,159,3293,737.3,34,6,Colac-Otway,07/04/2022,2022-04-08
Corangamite (S),VIC231,16020,149,2056,930.1,24,6,Corangamite,07/04/2022,2022-04-08
Darebin (C),VIC205,164184,1702,34669,1036.6,331,7,Darebin,07/04/2022,2022-04-08
East Gippsland (S),VIC243,47316,482,5244,1018.7,81,7,East Gippsland,07/04/2022,2022-04-08
Frankston (C),VIC227,142643,1417,28937,993.4,227,6,Frankston,07/04/2022,2022-04-08
Gannawarra (S),VIC214,10472,55,1078,525.2,8,6,Gannawarra,07/04/2022,2022-04-08
Glen Eira (C),VIC177,156511,1761,34692,1125.2,299,7,Glen Eira,07/04/2022,2022-04-08
Glenelg (S),VIC223,19674,270,2421,1372.4,42,7,Glenelg,07/04/2022,2022-04-08
Golden Plains (S),VIC230,23722,208,3871,876.8,40,6,Golden Plains,07/04/2022,2022-04-08
Greater Bendigo (C),VIC193,118093,1584,20278,1341.3,287,7,Greater Bendigo,07/04/2022,2022-04-08
Greater Dandenong (C),VIC247,168201,1111,36057,660.5,202,6,Greater Dandenong,07/04/2022,2022-04-08
Greater Geelong (C),VIC215,258934,2746,50250,1060.5,459,7,Greater Geelong,07/04/2022,2022-04-08
Greater Shepparton (C),VIC93,66498,440,12783,661.7,89,6,Greater Shepparton,07/04/2022,2022-04-08
Hepburn (S),VIC94,15975,140,1905,876.4,26,6,Hepburn,07/04/2022,2022-04-08
Hindmarsh (S),VIC152,5588,45,559,805.3,6,6,Hindmarsh,07/04/2022,2022-04-08
Hobsons Bay (C),VIC235,97751,905,19501,925.8,164,6,Hobsons Bay,07/04/2022,2022-04-08
Horsham (RC),VIC153,19921,155,2790,778.1,42,6,Horsham,07/04/2022,2022-04-08
Hume (C),VIC198,233471,1757,64464,752.6,311,6,Hume,07/04/2022,2022-04-08
Indigo (S),VIC191,16701,148,2107,886.2,28,6,Indigo,07/04/2022,2022-04-08
Interstate,,,41,4313,0,16,0,,07/04/2022,2022-04-08
Kingston (C),VIC226,165782,1544,33741,931.3,271,6,Kingston,07/04/2022,2022-04-08
Knox (C),VIC209,164538,1633,30350,992.5,265,6,Knox,07/04/2022,2022-04-08
Latrobe (C),VIC219,75561,899,13708,1189.8,146,7,Latrobe,07/04/2022,2022-04-08
Loddon (S),VIC185,7504,71,744,946.2,13,6,Loddon,07/04/2022,2022-04-08
Macedon Ranges (S),VIC228,50231,678,8512,1349.8,106,7,Macedon Ranges,07/04/2022,2022-04-08
Manningham (C),VIC195,127573,1229,23508,963.4,236,6,Manningham,07/04/2022,2022-04-08
Mansfield (S),VIC244,9176,104,1638,1133.4,15,7,Mansfield,07/04/2022,2022-04-08
Maribyrnong (C),VIC234,93448,913,21474,977,159,6,Maribyrnong,07/04/2022,2022-04-08
Maroondah (C),VIC207,118558,1289,21574,1087.2,213,7,Maroondah,07/04/2022,2022-04-08
Melbourne (C),VIC132,178955,1644,40280,918.7,274,6,Melbourne,07/04/2022,2022-04-08
Melton (C),VIC237,164895,1476,47260,895.1,263,6,Melton,07/04/2022,2022-04-08
Mildura (RC),VIC222,55777,573,10944,1027.3,105,7,Mildura,07/04/2022,2022-04-08
Mitchell (S),VIC211,46082,534,9466,1158.8,99,7,Mitchell,07/04/2022,2022-04-08
