LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,127,1789,991.1,23,6,Alpine,31/03/2022,2022-04-01
Ararat (RC),VIC220,11845,51,1456,430.6,7,5,Ararat,31/03/2022,2022-04-01
Ballarat (C),VIC241,109505,1014,18495,926,197,6,Ballarat,31/03/2022,2022-04-01
Banyule (C),VIC188,131631,1437,24538,1091.7,234,7,Banyule,31/03/2022,2022-04-01
Bass Coast (S),VIC173,36320,350,5488,963.7,66,6,Bass Coast,31/03/2022,2022-04-01
Baw Baw (S),VIC194,53396,484,9061,906.4,81,6,Baw Baw,31/03/2022,2022-04-01
Bayside (C),VIC182,106862,1159,20570,1084.6,201,7,Bayside,31/03/2022,2022-04-01
Benalla (RC),VIC199,14037,94,1844,669.7,14,6,Benalla,31/03/2022,2022-04-01
Boroondara (C),VIC201,183199,1752,31020,956.3,288,6,Boroondara,31/03/2022,2022-04-01
Brimbank (C),VIC189,209523,1411,46901,673.4,265,6,Brimbank,31/03/2022,2022-04-01
Buloke (S),VIC183,6124,67,507,1094.1,15,7,Buloke,31/03/2022,2022-04-01
Campaspe (S),VIC239,37622,272,5895,723,39,6,Campaspe,31/03/2022,2022-04-01
Cardinia (S),VIC212,112159,1034,23866,921.9,170,6,Cardinia,31/03/2022,2022-04-01
Casey (C),VIC213,353872,3137,81159,886.5,491,6,Casey,31/03/2022,2022-04-01
Central Goldfields (S),VIC169,13186,168,1365,1274.1,22,7,Central Goldfields,31/03/2022,2022-04-01
Colac-Otway (S),VIC224,21564,138,3120,640,17,6,Colac-Otway,31/03/2022,2022-04-01
Corangamite (S),VIC231,16020,137,1880,855.2,21,6,Corangamite,31/03/2022,2022-04-01
Darebin (C),VIC205,164184,1661,32800,1011.7,266,7,Darebin,31/03/2022,2022-04-01
East Gippsland (S),VIC243,47316,306,4710,646.7,76,6,East Gippsland,31/03/2022,2022-04-01
Frankston (C),VIC227,142643,1299,27368,910.7,204,6,Frankston,31/03/2022,2022-04-01
Gannawarra (S),VIC214,10472,49,1016,467.9,11,5,Gannawarra,31/03/2022,2022-04-01
Glen Eira (C),VIC177,156511,1729,32689,1104.7,260,7,Glen Eira,31/03/2022,2022-04-01
Glenelg (S),VIC223,19674,214,2117,1087.7,47,7,Glenelg,31/03/2022,2022-04-01
Golden Plains (S),VIC230,23722,239,3644,1007.5,39,7,Golden Plains,31/03/2022,2022-04-01
Greater Bendigo (C),VIC193,118093,1415,18466,1198.2,189,7,Greater Bendigo,31/03/2022,2022-04-01
Greater Dandenong (C),VIC247,168201,1053,34824,626,189,6,Greater Dandenong,31/03/2022,2022-04-01
Greater Geelong (C),VIC215,258934,2716,47146,1048.9,475,7,Greater Geelong,31/03/2022,2022-04-01
Greater Shepparton (C),VIC93,66498,386,12296,580.5,61,6,Greater Shepparton,31/03/2022,2022-04-01
Hepburn (S),VIC94,15975,146,1754,913.9,24,6,Hepburn,31/03/2022,2022-04-01
Hindmarsh (S),VIC152,5588,15,509,268.4,6,5,Hindmarsh,31/03/2022,2022-04-01
Hobsons Bay (C),VIC235,97751,869,18473,889,155,6,Hobsons Bay,31/03/2022,2022-04-01
Horsham (RC),VIC153,19921,103,2622,517,24,6,Horsham,31/03/2022,2022-04-01
Hume (C),VIC198,233471,1699,62493,727.7,300,6,Hume,31/03/2022,2022-04-01
Indigo (S),VIC191,16701,160,1949,958,32,6,Indigo,31/03/2022,2022-04-01
Interstate,,,81,4316,0,54,0,,31/03/2022,2022-04-01
Kingston (C),VIC226,165782,1591,31961,959.7,237,6,Kingston,31/03/2022,2022-04-01
Knox (C),VIC209,164538,1733,28489,1053.3,265,7,Knox,31/03/2022,2022-04-01
Latrobe (C),VIC219,75561,766,12730,1013.8,150,7,Latrobe,31/03/2022,2022-04-01
Loddon (S),VIC185,7504,78,666,1039.4,12,7,Loddon,31/03/2022,2022-04-01
