LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,94,1251,733.6,9,6,Alpine,11/02/2022,2022-02-12
Ararat (RC),VIC220,11845,104,1024,878,13,6,Ararat,11/02/2022,2022-02-12
Ballarat (C),VIC241,109505,1172,10629,1070.3,185,7,Ballarat,11/02/2022,2022-02-12
Banyule (C),VIC188,131631,974,16604,739.9,152,6,Banyule,11/02/2022,2022-02-12
Bass Coast (S),VIC173,36320,369,3634,1016,50,7,Bass Coast,11/02/2022,2022-02-12
Baw Baw (S),VIC194,53396,507,6179,949.5,69,6,Baw Baw,11/02/2022,2022-02-12
Bayside (C),VIC182,106862,668,14534,625.1,95,6,Bayside,11/02/2022,2022-02-12
Benalla (RC),VIC199,14037,100,1085,712.4,12,6,Benalla,11/02/2022,2022-02-12
Boroondara (C),VIC201,183199,976,20643,532.8,128,6,Boroondara,11/02/2022,2022-02-12
Brimbank (C),VIC189,209523,1371,39802,654.3,140,6,Brimbank,11/02/2022,2022-02-12
Buloke (S),VIC183,6124,31,331,506.2,1,6,Buloke,11/02/2022,2022-02-12
Campaspe (S),VIC239,37622,345,3446,917,43,6,Campaspe,11/02/2022,2022-02-12
Cardinia (S),VIC212,112159,1530,16715,1364.1,166,7,Cardinia,11/02/2022,2022-02-12
Casey (C),VIC213,353872,3564,61670,1007.1,474,7,Casey,11/02/2022,2022-02-12
Central Goldfields (S),VIC169,13186,79,640,599.1,15,6,Central Goldfields,11/02/2022,2022-02-12
Colac-Otway (S),VIC224,21564,100,1947,463.7,19,5,Colac-Otway,11/02/2022,2022-02-12
Corangamite (S),VIC231,16020,94,1234,586.8,15,6,Corangamite,11/02/2022,2022-02-12
Darebin (C),VIC205,164184,1262,23860,768.6,167,6,Darebin,11/02/2022,2022-02-12
East Gippsland (S),VIC243,47316,309,3371,653.1,35,6,East Gippsland,11/02/2022,2022-02-12
Frankston (C),VIC227,142643,1375,19051,963.9,196,6,Frankston,11/02/2022,2022-02-12
Gannawarra (S),VIC214,10472,73,594,697.1,5,6,Gannawarra,11/02/2022,2022-02-12
Glen Eira (C),VIC177,156511,1263,22374,807,151,6,Glen Eira,11/02/2022,2022-02-12
Glenelg (S),VIC223,19674,83,1182,421.9,11,5,Glenelg,11/02/2022,2022-02-12
Golden Plains (S),VIC230,23722,215,2092,906.3,21,6,Golden Plains,11/02/2022,2022-02-12
Greater Bendigo (C),VIC193,118093,940,10621,796,140,6,Greater Bendigo,11/02/2022,2022-02-12
Greater Dandenong (C),VIC247,168201,1108,29131,658.7,142,6,Greater Dandenong,11/02/2022,2022-02-12
Greater Geelong (C),VIC215,258934,2561,31827,989.1,338,6,Greater Geelong,11/02/2022,2022-02-12
