LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,109,1766,850.6,26,6,Alpine,30/03/2022,2022-03-31
Ararat (RC),VIC220,11845,52,1449,439,15,5,Ararat,30/03/2022,2022-03-31
Ballarat (C),VIC241,109505,938,18284,856.6,174,6,Ballarat,30/03/2022,2022-03-31
Banyule (C),VIC188,131631,1404,24314,1066.6,224,7,Banyule,30/03/2022,2022-03-31
Bass Coast (S),VIC173,36320,335,5425,922.4,66,6,Bass Coast,30/03/2022,2022-03-31
Baw Baw (S),VIC194,53396,448,8980,839,105,6,Baw Baw,30/03/2022,2022-03-31
Bayside (C),VIC182,106862,1102,20369,1031.2,237,7,Bayside,30/03/2022,2022-03-31
Benalla (RC),VIC199,14037,104,1829,740.9,20,6,Benalla,30/03/2022,2022-03-31
Boroondara (C),VIC201,183199,1719,30743,938.3,340,6,Boroondara,30/03/2022,2022-03-31
Brimbank (C),VIC189,209523,1332,46646,635.7,267,6,Brimbank,30/03/2022,2022-03-31
Buloke (S),VIC183,6124,62,492,1012.4,15,7,Buloke,30/03/2022,2022-03-31
Campaspe (S),VIC239,37622,276,5857,733.6,50,6,Campaspe,30/03/2022,2022-03-31
Cardinia (S),VIC212,112159,1007,23696,897.8,212,6,Cardinia,30/03/2022,2022-03-31
Casey (C),VIC213,353872,3095,80683,874.6,556,6,Casey,30/03/2022,2022-03-31
Central Goldfields (S),VIC169,13186,161,1343,1221,26,7,Central Goldfields,30/03/2022,2022-03-31
Colac-Otway (S),VIC224,21564,156,3104,723.4,21,6,Colac-Otway,30/03/2022,2022-03-31
Corangamite (S),VIC231,16020,134,1861,836.5,26,6,Corangamite,30/03/2022,2022-03-31
Darebin (C),VIC205,164184,1621,32540,987.3,315,6,Darebin,30/03/2022,2022-03-31
East Gippsland (S),VIC243,47316,275,4634,581.2,56,6,East Gippsland,30/03/2022,2022-03-31
Frankston (C),VIC227,142643,1300,27167,911.4,216,6,Frankston,30/03/2022,2022-03-31
Gannawarra (S),VIC214,10472,42,1005,401.1,5,5,Gannawarra,30/03/2022,2022-03-31
Glen Eira (C),VIC177,156511,1719,32429,1098.3,326,7,Glen Eira,30/03/2022,2022-03-31
Glenelg (S),VIC223,19674,187,2072,950.5,41,6,Glenelg,30/03/2022,2022-03-31
Golden Plains (S),VIC230,23722,234,3604,986.4,35,6,Golden Plains,30/03/2022,2022-03-31
Greater Bendigo (C),VIC193,118093,1477,18311,1250.7,273,7,Greater Bendigo,30/03/2022,2022-03-31
Greater Dandenong (C),VIC247,168201,984,34642,585,179,6,Greater Dandenong,30/03/2022,2022-03-31
Greater Geelong (C),VIC215,258934,2580,46673,996.4,449,6,Greater Geelong,30/03/2022,2022-03-31
Greater Shepparton (C),VIC93,66498,389,12240,585,77,6,Greater Shepparton,30/03/2022,2022-03-31
Hepburn (S),VIC94,15975,143,1728,895.1,22,6,Hepburn,30/03/2022,2022-03-31
Hindmarsh (S),VIC152,5588,13,503,232.6,0,5,Hindmarsh,30/03/2022,2022-03-31
Hobsons Bay (C),VIC235,97751,836,18322,855.2,169,6,Hobsons Bay,30/03/2022,2022-03-31
Horsham (RC),VIC153,19921,93,2598,466.8,19,5,Horsham,30/03/2022,2022-03-31
Hume (C),VIC198,233471,1627,62194,696.9,339,6,Hume,30/03/2022,2022-03-31
Indigo (S),VIC191,16701,153,1916,916.1,33,6,Indigo,30/03/2022,2022-03-31
Interstate,,,32,4263,0,13,0,,30/03/2022,2022-03-31
Kingston (C),VIC226,165782,1624,31735,979.6,274,6,Kingston,30/03/2022,2022-03-31
Knox (C),VIC209,164538,1696,28229,1030.8,329,7,Knox,30/03/2022,2022-03-31
Latrobe (C),VIC219,75561,723,12579,956.8,161,6,Latrobe,30/03/2022,2022-03-31
Loddon (S),VIC185,7504,78,655,1039.4,14,7,Loddon,30/03/2022,2022-03-31
Macedon Ranges (S),VIC228,50231,492,7664,979.5,88,6,Macedon Ranges,30/03/2022,2022-03-31
Manningham (C),VIC195,127573,1050,21900,823.1,206,6,Manningham,30/03/2022,2022-03-31
Mansfield (S),VIC244,9176,231,1466,2517.4,44,7,Mansfield,30/03/2022,2022-03-31
Maribyrnong (C),VIC234,93448,880,20316,941.7,149,6,Maribyrnong,30/03/2022,2022-03-31
Maroondah (C),VIC207,118558,1189,19956,1002.9,241,7,Maroondah,30/03/2022,2022-03-31
Melbourne (C),VIC132,178955,1680,38138,938.8,325,6,Melbourne,30/03/2022,2022-03-31
Melton (C),VIC237,164895,1450,45302,879.3,294,6,Melton,30/03/2022,2022-03-31
Mildura (RC),VIC222,55777,609,10167,1091.8,98,7,Mildura,30/03/2022,2022-03-31
Mitchell (S),VIC211,46082,498,8777,1080.7,84,7,Mitchell,30/03/2022,2022-03-31
Moira (S),VIC190,29925,184,4675,614.9,39,6,Moira,30/03/2022,2022-03-31
Monash (C),VIC210,202847,1674,33746,825.3,330,6,Monash,30/03/2022,2022-03-31
Moonee Valley (C),VIC121,130294,1231,27774,944.8,219,6,Moonee Valley,30/03/2022,2022-03-31
Moorabool (S),VIC236,35049,339,6808,967.2,64,6,Moorabool,30/03/2022,2022-03-31
Moreland (C),VIC131,185767,1715,41069,923.2,359,6,Moreland,30/03/2022,2022-03-31
Mornington Peninsula (S),VIC204,167636,1621,30283,967,282,6,Mornington Peninsula,30/03/2022,2022-03-31
Mount Alexander (S),VIC105,19754,148,2222,749.2,32,6,Mount Alexander,30/03/2022,2022-03-31
Moyne (S),VIC229,16953,145,2125,855.3,26,6,Moyne,30/03/2022,2022-03-31
Murrindindi (S),VIC250,14570,109,1776,748.1,21,6,Murrindindi,30/03/2022,2022-03-31
Nillumbik (S),VIC216,65094,741,11556,1138.4,133,7,Nillumbik,30/03/2022,2022-03-31
Northern Grampians (S),VIC166,11402,90,1490,789.3,16,6,Northern Grampians,30/03/2022,2022-03-31
Overseas,,,0,80,0,0,0,,30/03/2022,2022-03-31
Overseas Traveller,,,0,621,0,0,0,,30/03/2022,2022-03-31
Port Phillip (C),VIC208,115601,1022,24084,884.1,209,6,Port Phillip,30/03/2022,2022-03-31
Pyrenees (S),VIC217,7472,62,860,829.8,11,6,Pyrenees,30/03/2022,2022-03-31
Queenscliffe (B),VIC238,2940,25,502,850.3,2,6,Queenscliffe,30/03/2022,2022-03-31
South Gippsland (S),VIC178,29914,399,3625,1333.8,64,7,South Gippsland,30/03/2022,2022-03-31
Southern Grampians (S),VIC233,16100,171,1971,1062.1,33,7,Southern Grampians,30/03/2022,2022-03-31
Stonnington (C),VIC203,117768,1070,23040,908.6,209,6,Stonnington,30/03/2022,2022-03-31
Strathbogie (S),VIC110,10781,103,1328,955.4,14,6,Strathbogie,30/03/2022,2022-03-31
Surf Coast (S),VIC225,33456,477,6811,1425.8,96,7,Surf Coast,30/03/2022,2022-03-31
Swan Hill (RC),VIC180,20649,172,3475,833,32,6,Swan Hill,30/03/2022,2022-03-31
Towong (S),VIC187,6040,33,543,546.4,6,6,Towong,30/03/2022,2022-03-31
Unincorporated Vic,,,4,86,0,1,0,,30/03/2022,2022-03-31
Unknown,,,102,5894,0,20,0,,30/03/2022,2022-03-31
Wangaratta (RC),VIC186,29187,240,4334,822.3,31,6,Wangaratta,30/03/2022,2022-03-31
Warrnambool (C),VIC179,35181,325,5418,923.8,49,6,Warrnambool,30/03/2022,2022-03-31
Wellington (S),VIC218,44380,327,5372,736.8,54,6,Wellington,30/03/2022,2022-03-31
West Wimmera (S),VIC232,3841,15,230,390.5,3,5,West Wimmera,30/03/2022,2022-03-31
Whitehorse (C),VIC196,178739,1570,26512,878.4,287,6,Whitehorse,30/03/2022,2022-03-31
Whittlesea (C),VIC197,230238,2165,53920,940.3,429,6,Whittlesea,30/03/2022,2022-03-31
Wodonga (C),VIC192,42083,298,6610,708.1,62,6,Wodonga,30/03/2022,2022-03-31
Wyndham (C),VIC221,270487,2050,63736,757.9,391,6,Wyndham,30/03/2022,2022-03-31
