LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,101,1615,788.2,7,6,Alpine,20/03/2022,2022-03-21
Ararat (RC),VIC220,11845,51,1356,430.6,7,5,Ararat,20/03/2022,2022-03-21
Ballarat (C),VIC241,109505,883,16851,806.4,107,6,Ballarat,20/03/2022,2022-03-21
Banyule (C),VIC188,131631,1315,21983,999,175,6,Banyule,20/03/2022,2022-03-21
Bass Coast (S),VIC173,36320,298,4841,820.5,39,6,Bass Coast,20/03/2022,2022-03-21
Baw Baw (S),VIC194,53396,320,8326,599.3,42,6,Baw Baw,20/03/2022,2022-03-21
Bayside (C),VIC182,106862,886,18605,829.1,126,6,Bayside,20/03/2022,2022-03-21
Benalla (RC),VIC199,14037,122,1658,869.1,19,6,Benalla,20/03/2022,2022-03-21
Boroondara (C),VIC201,183199,1645,27898,897.9,230,6,Boroondara,20/03/2022,2022-03-21
Brimbank (C),VIC189,209523,968,44630,462,137,5,Brimbank,20/03/2022,2022-03-21
Buloke (S),VIC183,6124,11,412,179.6,4,4,Buloke,20/03/2022,2022-03-21
Campaspe (S),VIC239,37622,341,5367,906.4,49,6,Campaspe,20/03/2022,2022-03-21
Cardinia (S),VIC212,112159,962,22020,857.7,158,6,Cardinia,20/03/2022,2022-03-21
Casey (C),VIC213,353872,2293,75759,648,342,6,Casey,20/03/2022,2022-03-21
Central Goldfields (S),VIC169,13186,124,1116,940.4,14,6,Central Goldfields,20/03/2022,2022-03-21
Colac-Otway (S),VIC224,21564,161,2799,746.6,42,6,Colac-Otway,20/03/2022,2022-03-21
Corangamite (S),VIC231,16020,89,1667,555.6,14,6,Corangamite,20/03/2022,2022-03-21
Darebin (C),VIC205,164184,1422,29846,866.1,189,6,Darebin,20/03/2022,2022-03-21
East Gippsland (S),VIC243,47316,153,4189,323.4,31,5,East Gippsland,20/03/2022,2022-03-21
Frankston (C),VIC227,142643,1202,25004,842.7,175,6,Frankston,20/03/2022,2022-03-21
Gannawarra (S),VIC214,10472,46,935,439.3,6,5,Gannawarra,20/03/2022,2022-03-21
Glen Eira (C),VIC177,156511,1669,29436,1066.4,300,7,Glen Eira,20/03/2022,2022-03-21
Glenelg (S),VIC223,19674,134,1797,681.1,19,6,Glenelg,20/03/2022,2022-03-21
Golden Plains (S),VIC230,23722,184,3200,775.7,33,6,Golden Plains,20/03/2022,2022-03-21
Greater Bendigo (C),VIC193,118093,1266,15821,1072,215,7,Greater Bendigo,20/03/2022,2022-03-21
Greater Dandenong (C),VIC247,168201,808,33021,480.4,129,5,Greater Dandenong,20/03/2022,2022-03-21
Greater Geelong (C),VIC215,258934,2483,42343,958.9,360,6,Greater Geelong,20/03/2022,2022-03-21
Greater Shepparton (C),VIC93,66498,452,11562,679.7,70,6,Greater Shepparton,20/03/2022,2022-03-21
Hepburn (S),VIC94,15975,90,1509,563.4,10,6,Hepburn,20/03/2022,2022-03-21
Hindmarsh (S),VIC152,5588,19,485,340,4,5,Hindmarsh,20/03/2022,2022-03-21
Hobsons Bay (C),VIC235,97751,814,16975,832.7,108,6,Hobsons Bay,20/03/2022,2022-03-21
Horsham (RC),VIC153,19921,131,2447,657.6,20,6,Horsham,20/03/2022,2022-03-21
Hume (C),VIC198,233471,1462,59603,626.2,182,6,Hume,20/03/2022,2022-03-21
Indigo (S),VIC191,16701,124,1687,742.5,19,6,Indigo,20/03/2022,2022-03-21
Interstate,,,37,4212,0,16,0,,20/03/2022,2022-03-21
Kingston (C),VIC226,165782,1302,29045,785.4,214,6,Kingston,20/03/2022,2022-03-21
Knox (C),VIC209,164538,1443,25575,877,198,6,Knox,20/03/2022,2022-03-21
Latrobe (C),VIC219,75561,534,11460,706.7,71,6,Latrobe,20/03/2022,2022-03-21
Loddon (S),VIC185,7504,75,522,999.5,15,6,Loddon,20/03/2022,2022-03-21
Macedon Ranges (S),VIC228,50231,428,6802,852.1,77,6,Macedon Ranges,20/03/2022,2022-03-21
Manningham (C),VIC195,127573,981,20101,769,148,6,Manningham,20/03/2022,2022-03-21
Mansfield (S),VIC244,9176,59,1100,643,20,6,Mansfield,20/03/2022,2022-03-21
Maribyrnong (C),VIC234,93448,774,18853,828.3,104,6,Maribyrnong,20/03/2022,2022-03-21
Maroondah (C),VIC207,118558,900,18066,759.1,145,6,Maroondah,20/03/2022,2022-03-21
Melbourne (C),VIC132,178955,1468,35303,820.3,211,6,Melbourne,20/03/2022,2022-03-21
Melton (C),VIC237,164895,1141,43020,692,168,6,Melton,20/03/2022,2022-03-21
Mildura (RC),VIC222,55777,573,9209,1027.3,98,7,Mildura,20/03/2022,2022-03-21
Mitchell (S),VIC211,46082,385,7920,835.5,85,6,Mitchell,20/03/2022,2022-03-21
Moira (S),VIC190,29925,196,4370,655,21,6,Moira,20/03/2022,2022-03-21
Monash (C),VIC210,202847,1499,31063,739,232,6,Monash,20/03/2022,2022-03-21
Moonee Valley (C),VIC121,130294,940,25854,721.4,114,6,Moonee Valley,20/03/2022,2022-03-21
Moorabool (S),VIC236,35049,270,6288,770.4,24,6,Moorabool,20/03/2022,2022-03-21
Moreland (C),VIC131,185767,1644,38251,885,204,6,Moreland,20/03/2022,2022-03-21
Mornington Peninsula (S),VIC204,167636,1304,27728,777.9,194,6,Mornington Peninsula,20/03/2022,2022-03-21
Mount Alexander (S),VIC105,19754,106,1989,536.6,12,6,Mount Alexander,20/03/2022,2022-03-21
Moyne (S),VIC229,16953,116,1841,684.2,11,6,Moyne,20/03/2022,2022-03-21
Murrindindi (S),VIC250,14570,129,1591,885.4,20,6,Murrindindi,20/03/2022,2022-03-21
Nillumbik (S),VIC216,65094,521,10355,800.4,73,6,Nillumbik,20/03/2022,2022-03-21
Northern Grampians (S),VIC166,11402,48,1375,421,7,5,Northern Grampians,20/03/2022,2022-03-21
Other,,,0,1,0,0,0,,20/03/2022,2022-03-21
Overseas,,,1,81,0,1,0,,20/03/2022,2022-03-21
Overseas Traveller,,,0,621,0,0,0,,20/03/2022,2022-03-21
Port Phillip (C),VIC208,115601,858,22347,742.2,106,6,Port Phillip,20/03/2022,2022-03-21
Pyrenees (S),VIC217,7472,51,768,682.5,4,6,Pyrenees,20/03/2022,2022-03-21
Queenscliffe (B),VIC238,2940,23,461,782.3,1,6,Queenscliffe,20/03/2022,2022-03-21
South Gippsland (S),VIC178,29914,210,2992,702,36,6,South Gippsland,20/03/2022,2022-03-21
Southern Grampians (S),VIC233,16100,102,1745,633.5,11,6,Southern Grampians,20/03/2022,2022-03-21
Stonnington (C),VIC203,117768,1024,21204,869.5,148,6,Stonnington,20/03/2022,2022-03-21
Strathbogie (S),VIC110,10781,76,1172,704.9,9,6,Strathbogie,20/03/2022,2022-03-21
Surf Coast (S),VIC225,33456,342,6027,1022.2,44,7,Surf Coast,20/03/2022,2022-03-21
Swan Hill (RC),VIC180,20649,211,3187,1021.8,24,7,Swan Hill,20/03/2022,2022-03-21
Towong (S),VIC187,6040,36,490,596,3,6,Towong,20/03/2022,2022-03-21
Unincorporated Vic,,,3,79,0,0,0,,20/03/2022,2022-03-21
Unknown,,,101,5634,0,4,0,,20/03/2022,2022-03-21
Wangaratta (RC),VIC186,29187,258,3927,884,36,6,Wangaratta,20/03/2022,2022-03-21
Warrnambool (C),VIC179,35181,275,4896,781.7,61,6,Warrnambool,20/03/2022,2022-03-21
Wellington (S),VIC218,44380,216,4864,486.7,32,5,Wellington,20/03/2022,2022-03-21
West Wimmera (S),VIC232,3841,12,212,312.4,0,5,West Wimmera,20/03/2022,2022-03-21
Whitehorse (C),VIC196,178739,1431,23979,800.6,223,6,Whitehorse,20/03/2022,2022-03-21
Whittlesea (C),VIC197,230238,1847,50467,802.2,267,6,Whittlesea,20/03/2022,2022-03-21
Wodonga (C),VIC192,42083,390,6104,926.7,47,6,Wodonga,20/03/2022,2022-03-21
Wyndham (C),VIC221,270487,1750,60614,647,280,6,Wyndham,20/03/2022,2022-03-21
Yarra (C),VIC202,101495,1050,20310,1034.5,133,7,Yarra,20/03/2022,2022-03-21
Yarra Ranges (S),VIC206,159462,1301,24240,815.9,190,6,Yarra Ranges,20/03/2022,2022-03-21
Yarriambiack (S),VIC200,6639,49,567,738.1,7,6,Yarriambiack,2022-03-20,2022-03-21
