LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,102,1608,796,17,6,Alpine,19/03/2022,2022-03-20
Ararat (RC),VIC220,11845,48,1350,405.2,8,5,Ararat,19/03/2022,2022-03-20
Ballarat (C),VIC241,109505,886,16744,809.1,99,6,Ballarat,19/03/2022,2022-03-20
Banyule (C),VIC188,131631,1306,21819,992.2,161,6,Banyule,19/03/2022,2022-03-20
Bass Coast (S),VIC173,36320,285,4799,784.7,41,6,Bass Coast,19/03/2022,2022-03-20
Baw Baw (S),VIC194,53396,329,8285,616.2,51,6,Baw Baw,19/03/2022,2022-03-20
Bayside (C),VIC182,106862,864,18481,808.5,119,6,Bayside,19/03/2022,2022-03-20
Benalla (RC),VIC199,14037,108,1639,769.4,13,6,Benalla,19/03/2022,2022-03-20
Boroondara (C),VIC201,183199,1658,27673,905,208,6,Boroondara,19/03/2022,2022-03-20
Brimbank (C),VIC189,209523,928,44506,442.9,144,5,Brimbank,19/03/2022,2022-03-20
Buloke (S),VIC183,6124,8,408,130.6,0,4,Buloke,19/03/2022,2022-03-20
Campaspe (S),VIC239,37622,329,5319,874.5,48,6,Campaspe,19/03/2022,2022-03-20
Cardinia (S),VIC212,112159,928,21866,827.4,114,6,Cardinia,19/03/2022,2022-03-20
Casey (C),VIC213,353872,2210,75417,624.5,307,6,Casey,19/03/2022,2022-03-20
Central Goldfields (S),VIC169,13186,128,1102,970.7,20,6,Central Goldfields,19/03/2022,2022-03-20
Colac-Otway (S),VIC224,21564,146,2758,677.1,15,6,Colac-Otway,19/03/2022,2022-03-20
Corangamite (S),VIC231,16020,83,1653,518.1,4,6,Corangamite,19/03/2022,2022-03-20
Darebin (C),VIC205,164184,1391,29661,847.2,172,6,Darebin,19/03/2022,2022-03-20
East Gippsland (S),VIC243,47316,135,4158,285.3,26,5,East Gippsland,19/03/2022,2022-03-20
Frankston (C),VIC227,142643,1169,24835,819.5,149,6,Frankston,19/03/2022,2022-03-20
Gannawarra (S),VIC214,10472,45,929,429.7,7,5,Gannawarra,19/03/2022,2022-03-20
Glen Eira (C),VIC177,156511,1575,29146,1006.3,216,7,Glen Eira,19/03/2022,2022-03-20
Glenelg (S),VIC223,19674,126,1777,640.4,19,6,Glenelg,19/03/2022,2022-03-20
Golden Plains (S),VIC230,23722,173,3168,729.3,15,6,Golden Plains,19/03/2022,2022-03-20
Greater Bendigo (C),VIC193,118093,1195,15613,1011.9,180,7,Greater Bendigo,19/03/2022,2022-03-20
Greater Dandenong (C),VIC247,168201,779,32899,463.1,110,5,Greater Dandenong,19/03/2022,2022-03-20
Greater Geelong (C),VIC215,258934,2406,41990,929.2,302,6,Greater Geelong,19/03/2022,2022-03-20
Greater Shepparton (C),VIC93,66498,431,11492,648.1,62,6,Greater Shepparton,19/03/2022,2022-03-20
Hepburn (S),VIC94,15975,88,1498,550.9,11,6,Hepburn,19/03/2022,2022-03-20
Hindmarsh (S),VIC152,5588,20,481,357.9,3,5,Hindmarsh,19/03/2022,2022-03-20
Hobsons Bay (C),VIC235,97751,778,16872,795.9,106,6,Hobsons Bay,19/03/2022,2022-03-20
Horsham (RC),VIC153,19921,130,2427,652.6,12,6,Horsham,19/03/2022,2022-03-20
Hume (C),VIC198,233471,1429,59431,612.1,229,6,Hume,19/03/2022,2022-03-20
Indigo (S),VIC191,16701,112,1668,670.6,18,6,Indigo,19/03/2022,2022-03-20
Interstate,,,27,4199,0,9,0,,19/03/2022,2022-03-20
Kingston (C),VIC226,165782,1256,28835,757.6,168,6,Kingston,19/03/2022,2022-03-20
Knox (C),VIC209,164538,1422,25382,864.2,179,6,Knox,19/03/2022,2022-03-20
Latrobe (C),VIC219,75561,517,11389,684.2,83,6,Latrobe,19/03/2022,2022-03-20
Loddon (S),VIC185,7504,68,507,906.2,3,6,Loddon,19/03/2022,2022-03-20
Macedon Ranges (S),VIC228,50231,405,6725,806.3,43,6,Macedon Ranges,19/03/2022,2022-03-20
Manningham (C),VIC195,127573,963,19959,754.9,151,6,Manningham,19/03/2022,2022-03-20
Mansfield (S),VIC244,9176,46,1080,501.3,11,6,Mansfield,19/03/2022,2022-03-20
Maribyrnong (C),VIC234,93448,742,18746,794,98,6,Maribyrnong,19/03/2022,2022-03-20
Maroondah (C),VIC207,118558,869,17922,733,99,6,Maroondah,19/03/2022,2022-03-20
Melbourne (C),VIC132,178955,1405,35099,785.1,201,6,Melbourne,19/03/2022,2022-03-20
Melton (C),VIC237,164895,1105,42851,670.1,143,6,Melton,19/03/2022,2022-03-20
Mildura (RC),VIC222,55777,558,9110,1000.4,76,7,Mildura,19/03/2022,2022-03-20
Mitchell (S),VIC211,46082,336,7833,729.1,39,6,Mitchell,19/03/2022,2022-03-20
Moira (S),VIC190,29925,205,4349,685,20,6,Moira,19/03/2022,2022-03-20
Monash (C),VIC210,202847,1434,30836,706.9,194,6,Monash,19/03/2022,2022-03-20
Moonee Valley (C),VIC121,130294,931,25747,714.5,119,6,Moonee Valley,19/03/2022,2022-03-20
Moorabool (S),VIC236,35049,281,6265,801.7,40,6,Moorabool,19/03/2022,2022-03-20
Moreland (C),VIC131,185767,1613,38050,868.3,203,6,Moreland,19/03/2022,2022-03-20
Mornington Peninsula (S),VIC204,167636,1263,27532,753.4,180,6,Mornington Peninsula,19/03/2022,2022-03-20
Mount Alexander (S),VIC105,19754,100,1976,506.2,20,6,Mount Alexander,19/03/2022,2022-03-20
Moyne (S),VIC229,16953,113,1830,666.5,21,6,Moyne,19/03/2022,2022-03-20
Murrindindi (S),VIC250,14570,122,1573,837.3,21,6,Murrindindi,19/03/2022,2022-03-20
Nillumbik (S),VIC216,65094,497,10283,763.5,68,6,Nillumbik,19/03/2022,2022-03-20
Northern Grampians (S),VIC166,11402,50,1368,438.5,3,5,Northern Grampians,19/03/2022,2022-03-20
Other,,,0,1,0,0,0,,19/03/2022,2022-03-20
Overseas,,,0,80,0,0,0,,19/03/2022,2022-03-20
Overseas Traveller,,,0,621,0,0,0,,19/03/2022,2022-03-20
Port Phillip (C),VIC208,115601,840,22245,726.6,101,6,Port Phillip,19/03/2022,2022-03-20
Pyrenees (S),VIC217,7472,52,764,695.9,5,6,Pyrenees,19/03/2022,2022-03-20
Queenscliffe (B),VIC238,2940,29,460,986.4,3,6,Queenscliffe,19/03/2022,2022-03-20
South Gippsland (S),VIC178,29914,195,2954,651.9,35,6,South Gippsland,19/03/2022,2022-03-20
Southern Grampians (S),VIC233,16100,95,1734,590.1,12,6,Southern Grampians,19/03/2022,2022-03-20
Stonnington (C),VIC203,117768,1010,21063,857.6,120,6,Stonnington,19/03/2022,2022-03-20
Strathbogie (S),VIC110,10781,78,1163,723.5,11,6,Strathbogie,19/03/2022,2022-03-20
Surf Coast (S),VIC225,33456,341,5984,1019.2,43,7,Surf Coast,19/03/2022,2022-03-20
Swan Hill (RC),VIC180,20649,215,3165,1041.2,30,7,Swan Hill,19/03/2022,2022-03-20
Towong (S),VIC187,6040,37,487,612.6,4,6,Towong,19/03/2022,2022-03-20
Unincorporated Vic,,,4,79,0,0,0,,19/03/2022,2022-03-20
Unknown,,,81,5596,0,5,0,,19/03/2022,2022-03-20
Wangaratta (RC),VIC186,29187,255,3891,873.7,28,6,Wangaratta,19/03/2022,2022-03-20
Warrnambool (C),VIC179,35181,234,4835,665.1,38,6,Warrnambool,19/03/2022,2022-03-20
Wellington (S),VIC218,44380,218,4831,491.2,34,5,Wellington,19/03/2022,2022-03-20
West Wimmera (S),VIC232,3841,14,212,364.5,2,5,West Wimmera,19/03/2022,2022-03-20
Whitehorse (C),VIC196,178739,1382,23764,773.2,182,6,Whitehorse,19/03/2022,2022-03-20
Whittlesea (C),VIC197,230238,1775,50203,770.9,264,6,Whittlesea,19/03/2022,2022-03-20
Wodonga (C),VIC192,42083,411,6058,976.6,30,6,Wodonga,19/03/2022,2022-03-20
Wyndham (C),VIC221,270487,1667,60336,616.3,229,6,Wyndham,19/03/2022,2022-03-20
Yarra (C),VIC202,101495,1025,20181,1009.9,135,7,Yarra,19/03/2022,2022-03-20
