LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,134,2074,1045.7,11,7,Alpine,13/04/2022,2022-04-14
Ararat (RC),VIC220,11845,73,1596,616.3,19,6,Ararat,13/04/2022,2022-04-14
Ballarat (C),VIC241,109505,1305,21015,1191.7,241,7,Ballarat,13/04/2022,2022-04-14
Banyule (C),VIC188,131631,1398,27582,1062.1,242,7,Banyule,13/04/2022,2022-04-14
Bass Coast (S),VIC173,36320,266,6104,732.4,46,6,Bass Coast,13/04/2022,2022-04-14
Baw Baw (S),VIC194,53396,569,10200,1065.6,75,7,Baw Baw,13/04/2022,2022-04-14
Bayside (C),VIC182,106862,995,22812,931.1,165,6,Bayside,13/04/2022,2022-04-14
Benalla (RC),VIC199,14037,82,2020,584.2,11,6,Benalla,13/04/2022,2022-04-14
Boroondara (C),VIC201,183199,1822,34713,994.5,356,6,Boroondara,13/04/2022,2022-04-14
Brimbank (C),VIC189,209523,1496,49860,714,270,6,Brimbank,13/04/2022,2022-04-14
Buloke (S),VIC183,6124,38,605,620.5,3,6,Buloke,13/04/2022,2022-04-14
Campaspe (S),VIC239,37622,233,6397,619.3,37,6,Campaspe,13/04/2022,2022-04-14
Cardinia (S),VIC212,112159,1080,26259,962.9,195,6,Cardinia,13/04/2022,2022-04-14
Casey (C),VIC213,353872,3015,87695,852,511,6,Casey,13/04/2022,2022-04-14
Central Goldfields (S),VIC169,13186,131,1662,993.5,22,6,Central Goldfields,13/04/2022,2022-04-14
Colac-Otway (S),VIC224,21564,151,3443,700.2,26,6,Colac-Otway,13/04/2022,2022-04-14
Corangamite (S),VIC231,16020,131,2177,817.7,36,6,Corangamite,13/04/2022,2022-04-14
Darebin (C),VIC205,164184,1561,36113,950.8,285,6,Darebin,13/04/2022,2022-04-14
East Gippsland (S),VIC243,47316,395,5612,834.8,63,6,East Gippsland,13/04/2022,2022-04-14
Frankston (C),VIC227,142643,1237,30087,867.2,213,6,Frankston,13/04/2022,2022-04-14
Gannawarra (S),VIC214,10472,72,1142,687.5,12,6,Gannawarra,13/04/2022,2022-04-14
