LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,47,1440,366.8,3,5,Alpine,03/03/2022,2022-03-04
Ararat (RC),VIC220,11845,64,1217,540.3,9,6,Ararat,03/03/2022,2022-03-04
Ballarat (C),VIC241,109505,1202,14385,1097.7,164,7,Ballarat,03/03/2022,2022-03-04
Banyule (C),VIC188,131631,873,19065,663.2,135,6,Banyule,03/03/2022,2022-03-04
Bass Coast (S),VIC173,36320,143,4276,393.7,21,5,Bass Coast,03/03/2022,2022-03-04
Baw Baw (S),VIC194,53396,444,7502,831.5,75,6,Baw Baw,03/03/2022,2022-03-04
Bayside (C),VIC182,106862,843,16513,788.9,119,6,Bayside,03/03/2022,2022-03-04
Benalla (RC),VIC199,14037,117,1406,833.5,12,6,Benalla,03/03/2022,2022-03-04
Boroondara (C),VIC201,183199,1290,23835,704.2,195,6,Boroondara,03/03/2022,2022-03-04
Brimbank (C),VIC189,209523,812,42430,387.5,114,5,Brimbank,03/03/2022,2022-03-04
Buloke (S),VIC183,6124,18,389,293.9,3,5,Buloke,03/03/2022,2022-03-04
Campaspe (S),VIC239,37622,363,4501,964.9,69,6,Campaspe,03/03/2022,2022-03-04
Cardinia (S),VIC212,112159,887,19779,790.8,120,6,Cardinia,03/03/2022,2022-03-04
Casey (C),VIC213,353872,2525,70140,713.5,321,6,Casey,03/03/2022,2022-03-04
Central Goldfields (S),VIC169,13186,62,849,470.2,12,5,Central Goldfields,03/03/2022,2022-03-04
Colac-Otway (S),VIC224,21564,134,2454,621.4,27,6,Colac-Otway,03/03/2022,2022-03-04
Corangamite (S),VIC231,16020,59,1477,368.3,11,5,Corangamite,03/03/2022,2022-03-04
Darebin (C),VIC205,164184,1003,26714,610.9,136,6,Darebin,03/03/2022,2022-03-04
East Gippsland (S),VIC243,47316,140,3889,295.9,19,5,East Gippsland,03/03/2022,2022-03-04
Frankston (C),VIC227,142643,999,22277,700.3,159,6,Frankston,03/03/2022,2022-03-04
Gannawarra (S),VIC214,10472,58,731,553.9,12,6,Gannawarra,03/03/2022,2022-03-04
Glen Eira (C),VIC177,156511,1203,25776,768.6,219,6,Glen Eira,03/03/2022,2022-03-04
Glenelg (S),VIC223,19674,85,1447,432,16,5,Glenelg,03/03/2022,2022-03-04
Golden Plains (S),VIC230,23722,170,2763,716.6,24,6,Golden Plains,03/03/2022,2022-03-04
Greater Bendigo (C),VIC193,118093,918,12994,777.4,143,6,Greater Bendigo,03/03/2022,2022-03-04
Greater Dandenong (C),VIC247,168201,606,31245,360.3,95,5,Greater Dandenong,03/03/2022,2022-03-04
Greater Geelong (C),VIC215,258934,1453,36921,561.1,233,6,Greater Geelong,03/03/2022,2022-03-04
Greater Shepparton (C),VIC93,66498,436,10571,655.7,79,6,Greater Shepparton,03/03/2022,2022-03-04
Hepburn (S),VIC94,15975,76,1289,475.7,11,5,Hepburn,03/03/2022,2022-03-04
Hindmarsh (S),VIC152,5588,44,424,787.4,14,6,Hindmarsh,03/03/2022,2022-03-04
