LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,139,2769,1084.8,35,7,Alpine,18/05/2022,2022-05-19
Ararat (RC),VIC220,11845,171,2290,1443.6,24,7,Ararat,18/05/2022,2022-05-19
Ballarat (C),VIC241,109505,2150,29087,1963.4,376,7,Ballarat,18/05/2022,2022-05-19
Banyule (C),VIC188,131631,1670,35577,1268.7,276,7,Banyule,18/05/2022,2022-05-19
Bass Coast (S),VIC173,36320,557,8269,1533.6,81,7,Bass Coast,18/05/2022,2022-05-19
Baw Baw (S),VIC194,53396,763,13245,1428.9,127,7,Baw Baw,18/05/2022,2022-05-19
Bayside (C),VIC182,106862,1285,28628,1202.5,207,7,Bayside,18/05/2022,2022-05-19
Benalla (RC),VIC199,14037,118,2647,840.6,17,6,Benalla,18/05/2022,2022-05-19
Boroondara (C),VIC201,183199,2084,44529,1137.6,305,7,Boroondara,18/05/2022,2022-05-19
Brimbank (C),VIC189,209523,1631,58399,778.4,275,6,Brimbank,18/05/2022,2022-05-19
Buloke (S),VIC183,6124,79,857,1290,11,7,Buloke,18/05/2022,2022-05-19
Campaspe (S),VIC239,37622,348,7904,925,70,6,Campaspe,18/05/2022,2022-05-19
Cardinia (S),VIC212,112159,1308,32293,1166.2,245,7,Cardinia,18/05/2022,2022-05-19
Casey (C),VIC213,353872,3892,105551,1099.8,691,7,Casey,18/05/2022,2022-05-19
Central Goldfields (S),VIC169,13186,156,2373,1183.1,20,7,Central Goldfields,18/05/2022,2022-05-19
Colac-Otway (S),VIC224,21564,151,4301,700.2,27,6,Colac-Otway,18/05/2022,2022-05-19
Corangamite (S),VIC231,16020,124,2803,774,20,6,Corangamite,18/05/2022,2022-05-19
Darebin (C),VIC205,164184,1973,45515,1201.7,374,7,Darebin,18/05/2022,2022-05-19
East Gippsland (S),VIC243,47316,588,8269,1242.7,114,7,East Gippsland,18/05/2022,2022-05-19
Frankston (C),VIC227,142643,1679,38011,1177.1,290,7,Frankston,18/05/2022,2022-05-19
Gannawarra (S),VIC214,10472,102,1521,974,20,6,Gannawarra,18/05/2022,2022-05-19
Glen Eira (C),VIC177,156511,1712,44757,1093.9,297,7,Glen Eira,18/05/2022,2022-05-19
Glenelg (S),VIC223,19674,134,3377,681.1,17,6,Glenelg,18/05/2022,2022-05-19
Golden Plains (S),VIC230,23722,343,5459,1445.9,59,7,Golden Plains,18/05/2022,2022-05-19
Greater Bendigo (C),VIC193,118093,1645,29066,1393,235,7,Greater Bendigo,18/05/2022,2022-05-19
Greater Dandenong (C),VIC247,168201,1432,43902,851.4,224,6,Greater Dandenong,18/05/2022,2022-05-19
Greater Geelong (C),VIC215,258934,3567,67891,1377.6,600,7,Greater Geelong,18/05/2022,2022-05-19
Greater Shepparton (C),VIC93,66498,897,16775,1348.9,163,7,Greater Shepparton,18/05/2022,2022-05-19
Hepburn (S),VIC94,15975,199,2910,1245.7,37,7,Hepburn,18/05/2022,2022-05-19
Hindmarsh (S),VIC152,5588,92,1030,1646.4,8,7,Hindmarsh,18/05/2022,2022-05-19
Hobsons Bay (C),VIC235,97751,1132,25514,1158,181,7,Hobsons Bay,18/05/2022,2022-05-19
Horsham (RC),VIC153,19921,248,4310,1244.9,46,7,Horsham,18/05/2022,2022-05-19
Hume (C),VIC198,233471,2079,75522,890.5,376,6,Hume,18/05/2022,2022-05-19
Indigo (S),VIC191,16701,275,3370,1646.6,38,7,Indigo,18/05/2022,2022-05-19
Interstate,,,122,4871,0,40,0,,18/05/2022,2022-05-19
Kingston (C),VIC226,165782,2079,44778,1254.1,360,7,Kingston,18/05/2022,2022-05-19
Knox (C),VIC209,164538,2190,41323,1331,366,7,Knox,18/05/2022,2022-05-19
Latrobe (C),VIC219,75561,981,18572,1298.3,186,7,Latrobe,18/05/2022,2022-05-19
