LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,107,2430,835,26,6,Alpine,04/05/2022,2022-05-05
Ararat (RC),VIC220,11845,109,1945,920.2,25,6,Ararat,04/05/2022,2022-05-05
Ballarat (C),VIC241,109505,1192,24817,1088.5,227,7,Ballarat,04/05/2022,2022-05-05
Banyule (C),VIC188,131631,1335,31829,1014.2,285,7,Banyule,04/05/2022,2022-05-05
Bass Coast (S),VIC173,36320,386,7196,1062.8,81,7,Bass Coast,04/05/2022,2022-05-05
Baw Baw (S),VIC194,53396,426,11657,797.8,73,6,Baw Baw,04/05/2022,2022-05-05
Bayside (C),VIC182,106862,918,25797,859.1,165,6,Bayside,04/05/2022,2022-05-05
Benalla (RC),VIC199,14037,122,2399,869.1,21,6,Benalla,04/05/2022,2022-05-05
Boroondara (C),VIC201,183199,1646,39951,898.5,369,6,Boroondara,04/05/2022,2022-05-05
Brimbank (C),VIC189,209523,1360,54834,649.1,260,6,Brimbank,04/05/2022,2022-05-05
Buloke (S),VIC183,6124,22,688,359.2,3,5,Buloke,04/05/2022,2022-05-05
Campaspe (S),VIC239,37622,249,7161,661.8,50,6,Campaspe,04/05/2022,2022-05-05
Cardinia (S),VIC212,112159,1003,29571,894.3,190,6,Cardinia,04/05/2022,2022-05-05
Casey (C),VIC213,353872,3059,97140,864.4,574,6,Casey,04/05/2022,2022-05-05
Central Goldfields (S),VIC169,13186,124,2041,940.4,28,6,Central Goldfields,04/05/2022,2022-05-05
Colac-Otway (S),VIC224,21564,166,3946,769.8,30,6,Colac-Otway,04/05/2022,2022-05-05
Corangamite (S),VIC231,16020,88,2500,549.3,18,6,Corangamite,04/05/2022,2022-05-05
Darebin (C),VIC205,164184,1507,41203,917.9,308,6,Darebin,04/05/2022,2022-05-05
East Gippsland (S),VIC243,47316,469,6968,991.2,82,6,East Gippsland,04/05/2022,2022-05-05
Frankston (C),VIC227,142643,1400,34259,981.5,278,6,Frankston,04/05/2022,2022-05-05
Gannawarra (S),VIC214,10472,58,1317,553.9,12,6,Gannawarra,04/05/2022,2022-05-05
Glen Eira (C),VIC177,156511,1480,40930,945.6,255,6,Glen Eira,04/05/2022,2022-05-05
Glenelg (S),VIC223,19674,131,3061,665.9,37,6,Glenelg,04/05/2022,2022-05-05
Golden Plains (S),VIC230,23722,183,4749,771.4,29,6,Golden Plains,04/05/2022,2022-05-05
Greater Bendigo (C),VIC193,118093,1394,25426,1180.4,303,7,Greater Bendigo,04/05/2022,2022-05-05
Greater Dandenong (C),VIC247,168201,1157,40817,687.9,224,6,Greater Dandenong,04/05/2022,2022-05-05
Greater Geelong (C),VIC215,258934,2446,60488,944.6,480,6,Greater Geelong,04/05/2022,2022-05-05
Greater Shepparton (C),VIC93,66498,676,14837,1016.6,153,7,Greater Shepparton,04/05/2022,2022-05-05
Hepburn (S),VIC94,15975,154,2470,964,24,6,Hepburn,04/05/2022,2022-05-05
Hindmarsh (S),VIC152,5588,69,774,1234.8,15,7,Hindmarsh,04/05/2022,2022-05-05
Hobsons Bay (C),VIC235,97751,831,23045,850.1,159,6,Hobsons Bay,04/05/2022,2022-05-05
Horsham (RC),VIC153,19921,188,3806,943.7,38,6,Horsham,04/05/2022,2022-05-05
Hume (C),VIC198,233471,1668,71024,714.4,357,6,Hume,04/05/2022,2022-05-05
Indigo (S),VIC191,16701,214,2766,1281.4,36,7,Indigo,04/05/2022,2022-05-05
Interstate,,,147,4532,0,55,0,,04/05/2022,2022-05-05
Kingston (C),VIC226,165782,1695,40198,1022.4,342,7,Kingston,04/05/2022,2022-05-05
Knox (C),VIC209,164538,1539,36680,935.3,332,6,Knox,04/05/2022,2022-05-05
Latrobe (C),VIC219,75561,615,16625,813.9,107,6,Latrobe,04/05/2022,2022-05-05
Loddon (S),VIC185,7504,52,927,693,14,6,Loddon,04/05/2022,2022-05-05
Macedon Ranges (S),VIC228,50231,427,10455,850.1,103,6,Macedon Ranges,04/05/2022,2022-05-05
Manningham (C),VIC195,127573,1140,28245,893.6,220,6,Manningham,04/05/2022,2022-05-05
Mansfield (S),VIC244,9176,67,1971,730.2,23,6,Mansfield,04/05/2022,2022-05-05
Maribyrnong (C),VIC234,93448,845,25121,904.2,165,6,Maribyrnong,04/05/2022,2022-05-05
Maroondah (C),VIC207,118558,1187,26289,1001.2,242,7,Maroondah,04/05/2022,2022-05-05
Melbourne (C),VIC132,178955,1616,47369,903,314,6,Melbourne,04/05/2022,2022-05-05
Melton (C),VIC237,164895,1522,53444,923,287,6,Melton,04/05/2022,2022-05-05
Mildura (RC),VIC222,55777,448,12876,803.2,70,6,Mildura,04/05/2022,2022-05-05
Mitchell (S),VIC211,46082,366,11078,794.2,88,6,Mitchell,04/05/2022,2022-05-05
Moira (S),VIC190,29925,236,5829,788.6,57,6,Moira,04/05/2022,2022-05-05
Monash (C),VIC210,202847,1862,43591,917.9,372,6,Monash,04/05/2022,2022-05-05
Moonee Valley (C),VIC121,130294,1122,34262,861.1,232,6,Moonee Valley,04/05/2022,2022-05-05
Moorabool (S),VIC236,35049,267,8392,761.8,47,6,Moorabool,04/05/2022,2022-05-05
Moreland (C),VIC131,185767,1699,51044,914.6,313,6,Moreland,04/05/2022,2022-05-05
Mornington Peninsula (S),VIC204,167636,1467,38542,875.1,276,6,Mornington Peninsula,04/05/2022,2022-05-05
