LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,46,4164,359,4,5,Alpine,2022-08-23,2022-08-24
Ararat (RC),VIC220,11845,59,3647,498.1,7,5,Ararat,2022-08-23,2022-08-24
Ballarat (C),VIC241,109505,546,45626,498.6,83,5,Ballarat,2022-08-23,2022-08-24
Banyule (C),VIC188,131631,401,52206,304.6,68,5,Banyule,2022-08-23,2022-08-24
Bass Coast (S),VIC173,36320,107,12934,294.6,14,5,Bass Coast,2022-08-23,2022-08-24
Baw Baw (S),VIC194,53396,138,20021,258.4,32,5,Baw Baw,2022-08-23,2022-08-24
Bayside (C),VIC182,106862,281,39915,263,51,5,Bayside,2022-08-23,2022-08-24
Benalla (RC),VIC199,14037,96,4239,683.9,18,6,Benalla,2022-08-23,2022-08-24
Boroondara (C),VIC201,183199,464,65393,253.3,83,5,Boroondara,2022-08-23,2022-08-24
Brimbank (C),VIC189,209523,416,74351,198.5,88,4,Brimbank,2022-08-23,2022-08-24
Buloke (S),VIC183,6124,15,1400,244.9,3,5,Buloke,2022-08-23,2022-08-24
Campaspe (S),VIC239,37622,132,11939,350.9,29,5,Campaspe,2022-08-23,2022-08-24
Cardinia (S),VIC212,112159,416,46260,370.9,78,5,Cardinia,2022-08-23,2022-08-24
Casey (C),VIC213,353872,1069,145187,302.1,164,5,Casey,2022-08-23,2022-08-24
Central Goldfields (S),VIC169,13186,45,3763,341.3,8,5,Central Goldfields,2022-08-23,2022-08-24
Colac-Otway (S),VIC224,21564,68,6551,315.3,11,5,Colac-Otway,2022-08-23,2022-08-24
Corangamite (S),VIC231,16020,29,4267,181,2,4,Corangamite,2022-08-23,2022-08-24
Darebin (C),VIC205,164184,406,65278,247.3,63,5,Darebin,2022-08-23,2022-08-24
East Gippsland (S),VIC243,47316,129,13114,272.6,19,5,East Gippsland,2022-08-23,2022-08-24
Frankston (C),VIC227,142643,497,54838,348.4,99,5,Frankston,2022-08-23,2022-08-24
Gannawarra (S),VIC214,10472,22,2616,210.1,5,5,Gannawarra,2022-08-23,2022-08-24
Glen Eira (C),VIC177,156511,381,62403,243.4,63,5,Glen Eira,2022-08-23,2022-08-24
Glenelg (S),VIC223,19674,44,5617,223.6,5,5,Glenelg,2022-08-23,2022-08-24
Golden Plains (S),VIC230,23722,110,8690,463.7,13,5,Golden Plains,2022-08-23,2022-08-24
Greater Bendigo (C),VIC193,118093,379,46668,320.9,57,5,Greater Bendigo,2022-08-23,2022-08-24
Greater Dandenong (C),VIC247,168201,400,57313,237.8,68,5,Greater Dandenong,2022-08-23,2022-08-24
Greater Geelong (C),VIC215,258934,905,106138,349.5,169,5,Greater Geelong,2022-08-23,2022-08-24
Greater Shepparton (C),VIC93,66498,191,24636,287.2,25,5,Greater Shepparton,2022-08-23,2022-08-24
Hepburn (S),VIC94,15975,69,4704,431.9,13,5,Hepburn,2022-08-23,2022-08-24
Hindmarsh (S),VIC152,5588,9,1596,161.1,4,4,Hindmarsh,2022-08-23,2022-08-24
Hobsons Bay (C),VIC235,97751,266,36885,272.1,38,5,Hobsons Bay,2022-08-23,2022-08-24
Horsham (RC),VIC153,19921,69,7092,346.4,11,5,Horsham,2022-08-23,2022-08-24
Hume (C),VIC198,233471,601,97124,257.4,92,5,Hume,2022-08-23,2022-08-24
Indigo (S),VIC191,16701,64,5388,383.2,5,5,Indigo,2022-08-23,2022-08-24
Interstate,,,34,6029,0,9,0,,2022-08-23,2022-08-24
Kingston (C),VIC226,165782,480,63753,289.5,93,5,Kingston,2022-08-23,2022-08-24
Knox (C),VIC209,164538,537,63188,326.4,98,5,Knox,2022-08-23,2022-08-24
Latrobe (C),VIC219,75561,313,27898,414.2,53,5,Latrobe,2022-08-23,2022-08-24
Loddon (S),VIC185,7504,18,1823,239.9,1,5,Loddon,2022-08-23,2022-08-24
Macedon Ranges (S),VIC228,50231,174,18035,346.4,27,5,Macedon Ranges,2022-08-23,2022-08-24
Manningham (C),VIC195,127573,304,47235,238.3,59,5,Manningham,2022-08-23,2022-08-24
Mansfield (S),VIC244,9176,17,3210,185.3,7,4,Mansfield,2022-08-23,2022-08-24
Maribyrnong (C),VIC234,93448,244,38537,261.1,36,5,Maribyrnong,2022-08-23,2022-08-24
Maroondah (C),VIC207,118558,354,46635,298.6,55,5,Maroondah,2022-08-23,2022-08-24
Melbourne (C),VIC132,178955,438,70793,244.8,96,5,Melbourne,2022-08-23,2022-08-24
Melton (C),VIC237,164895,610,77431,369.9,111,5,Melton,2022-08-23,2022-08-24
Mildura (RC),VIC222,55777,182,20434,326.3,31,5,Mildura,2022-08-23,2022-08-24
Mitchell (S),VIC211,46082,178,18497,386.3,34,5,Mitchell,2022-08-23,2022-08-24
Moira (S),VIC190,29925,76,9347,254,11,5,Moira,2022-08-23,2022-08-24
Monash (C),VIC210,202847,522,73831,257.3,84,5,Monash,2022-08-23,2022-08-24
Moonee Valley (C),VIC121,130294,291,51539,223.3,52,5,Moonee Valley,2022-08-23,2022-08-24
Moorabool (S),VIC236,35049,123,13596,350.9,27,5,Moorabool,2022-08-23,2022-08-24
Moreland (C),VIC131,185767,493,77223,265.4,78,5,Moreland,2022-08-23,2022-08-24
Mornington Peninsula (S),VIC204,167636,474,60600,282.8,98,5,Mornington Peninsula,2022-08-23,2022-08-24
Mount Alexander (S),VIC105,19754,50,6500,253.1,9,5,Mount Alexander,2022-08-23,2022-08-24
Moyne (S),VIC229,16953,62,5210,365.7,10,5,Moyne,2022-08-23,2022-08-24
Murrindindi (S),VIC250,14570,35,4098,240.2,4,5,Murrindindi,2022-08-23,2022-08-24
Nillumbik (S),VIC216,65094,227,25512,348.7,40,5,Nillumbik,2022-08-23,2022-08-24
Northern Grampians (S),VIC166,11402,47,3775,412.2,6,5,Northern Grampians,2022-08-23,2022-08-24
Overseas,,,5,190,0,0,0,,2022-08-23,2022-08-24
Overseas Traveller,,,0,621,0,0,0,,2022-08-23,2022-08-24
Port Phillip (C),VIC208,115601,237,44144,205,38,5,Port Phillip,2022-08-23,2022-08-24
Pyrenees (S),VIC217,7472,16,2201,214.1,0,5,Pyrenees,2022-08-23,2022-08-24
Queenscliffe (B),VIC238,2940,10,1099,340.1,1,5,Queenscliffe,2022-08-23,2022-08-24
South Gippsland (S),VIC178,29914,81,9275,270.8,12,5,South Gippsland,2022-08-23,2022-08-24
Southern Grampians (S),VIC233,16100,53,5189,329.2,15,5,Southern Grampians,2022-08-23,2022-08-24
Stonnington (C),VIC203,117768,242,42286,205.5,41,5,Stonnington,2022-08-23,2022-08-24
Strathbogie (S),VIC110,10781,28,2936,259.7,4,5,Strathbogie,2022-08-23,2022-08-24
Surf Coast (S),VIC225,33456,120,14451,358.7,20,5,Surf Coast,2022-08-23,2022-08-24
Swan Hill (RC),VIC180,20649,51,6540,247,11,5,Swan Hill,2022-08-23,2022-08-24
Towong (S),VIC187,6040,11,1537,182.1,1,4,Towong,2022-08-23,2022-08-24
Unincorporated Vic,,,4,436,0,0,0,,2022-08-23,2022-08-24
Unknown,,,60,5748,0,6,0,,2022-08-23,2022-08-24
Wangaratta (RC),VIC186,29187,109,10044,373.5,21,5,Wangaratta,2022-08-23,2022-08-24
