LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,47,4177,366.8,7,5,Alpine,2022-08-25,2022-08-26
Ararat (RC),VIC220,11845,51,3666,430.6,8,5,Ararat,2022-08-25,2022-08-26
Ballarat (C),VIC241,109505,482,45764,440.2,80,5,Ballarat,2022-08-25,2022-08-26
Banyule (C),VIC188,131631,368,52303,279.6,52,5,Banyule,2022-08-25,2022-08-26
Bass Coast (S),VIC173,36320,89,12958,245,11,5,Bass Coast,2022-08-25,2022-08-26
Baw Baw (S),VIC194,53396,148,20064,277.2,31,5,Baw Baw,2022-08-25,2022-08-26
Bayside (C),VIC182,106862,258,40002,241.4,50,5,Bayside,2022-08-25,2022-08-26
Benalla (RC),VIC199,14037,86,4268,612.7,20,6,Benalla,2022-08-25,2022-08-26
Boroondara (C),VIC201,183199,413,65514,225.4,74,5,Boroondara,2022-08-25,2022-08-26
Brimbank (C),VIC189,209523,403,74467,192.3,69,4,Brimbank,2022-08-25,2022-08-26
Buloke (S),VIC183,6124,23,1410,375.6,7,5,Buloke,2022-08-25,2022-08-26
Campaspe (S),VIC239,37622,149,11993,396,20,5,Campaspe,2022-08-25,2022-08-26
Cardinia (S),VIC212,112159,329,46335,293.3,38,5,Cardinia,2022-08-25,2022-08-26
Casey (C),VIC213,353872,956,145473,270.2,146,5,Casey,2022-08-25,2022-08-26
Central Goldfields (S),VIC169,13186,45,3773,341.3,4,5,Central Goldfields,2022-08-25,2022-08-26
Colac-Otway (S),VIC224,21564,70,6575,324.6,12,5,Colac-Otway,2022-08-25,2022-08-26
Corangamite (S),VIC231,16020,23,4273,143.6,4,4,Corangamite,2022-08-25,2022-08-26
Darebin (C),VIC205,164184,423,65430,257.6,72,5,Darebin,2022-08-25,2022-08-26
East Gippsland (S),VIC243,47316,108,13148,228.3,19,5,East Gippsland,2022-08-25,2022-08-26
Frankston (C),VIC227,142643,488,54995,342.1,90,5,Frankston,2022-08-25,2022-08-26
Gannawarra (S),VIC214,10472,18,2624,171.9,2,4,Gannawarra,2022-08-25,2022-08-26
Glen Eira (C),VIC177,156511,396,62551,253,80,5,Glen Eira,2022-08-25,2022-08-26
Glenelg (S),VIC223,19674,46,5631,233.8,6,5,Glenelg,2022-08-25,2022-08-26
Golden Plains (S),VIC230,23722,108,8726,455.3,22,5,Golden Plains,2022-08-25,2022-08-26
Greater Bendigo (C),VIC193,118093,352,46755,298.1,55,5,Greater Bendigo,2022-08-25,2022-08-26
Greater Dandenong (C),VIC247,168201,391,57464,232.5,88,5,Greater Dandenong,2022-08-25,2022-08-26
Greater Geelong (C),VIC215,258934,846,106394,326.7,150,5,Greater Geelong,2022-08-25,2022-08-26
Greater Shepparton (C),VIC93,66498,148,24668,222.6,16,5,Greater Shepparton,2022-08-25,2022-08-26
Hepburn (S),VIC94,15975,52,4715,325.5,7,5,Hepburn,2022-08-25,2022-08-26
Hindmarsh (S),VIC152,5588,13,1601,232.6,3,5,Hindmarsh,2022-08-25,2022-08-26
Hobsons Bay (C),VIC235,97751,241,36951,246.5,43,5,Hobsons Bay,2022-08-25,2022-08-26
Horsham (RC),VIC153,19921,58,7104,291.2,4,5,Horsham,2022-08-25,2022-08-26
Hume (C),VIC198,233471,544,97287,233,91,5,Hume,2022-08-25,2022-08-26
Indigo (S),VIC191,16701,66,5415,395.2,15,5,Indigo,2022-08-25,2022-08-26
Interstate,,,34,6041,0,6,0,,2022-08-25,2022-08-26
Kingston (C),VIC226,165782,451,63863,272,65,5,Kingston,2022-08-25,2022-08-26
Knox (C),VIC209,164538,456,63334,277.1,73,5,Knox,2022-08-25,2022-08-26
Latrobe (C),VIC219,75561,262,27960,346.7,38,5,Latrobe,2022-08-25,2022-08-26
Loddon (S),VIC185,7504,25,1834,333.2,5,5,Loddon,2022-08-25,2022-08-26
Macedon Ranges (S),VIC228,50231,130,18067,258.8,17,5,Macedon Ranges,2022-08-25,2022-08-26
Manningham (C),VIC195,127573,274,47315,214.8,37,5,Manningham,2022-08-25,2022-08-26
Mansfield (S),VIC244,9176,16,3217,174.4,4,4,Mansfield,2022-08-25,2022-08-26
Maribyrnong (C),VIC234,93448,215,38586,230.1,30,5,Maribyrnong,2022-08-25,2022-08-26
Maroondah (C),VIC207,118558,304,46715,256.4,40,5,Maroondah,2022-08-25,2022-08-26
Melbourne (C),VIC132,178955,436,70945,243.6,76,5,Melbourne,2022-08-25,2022-08-26
Melton (C),VIC237,164895,596,77624,361.4,98,5,Melton,2022-08-25,2022-08-26
Mildura (RC),VIC222,55777,167,20480,299.4,21,5,Mildura,2022-08-25,2022-08-26
Mitchell (S),VIC211,46082,156,18541,338.5,17,5,Mitchell,2022-08-25,2022-08-26
Moira (S),VIC190,29925,92,9379,307.4,24,5,Moira,2022-08-25,2022-08-26
Monash (C),VIC210,202847,518,74028,255.4,113,5,Monash,2022-08-25,2022-08-26
Moonee Valley (C),VIC121,130294,255,51615,195.7,40,4,Moonee Valley,2022-08-25,2022-08-26
Moorabool (S),VIC236,35049,112,13626,319.6,10,5,Moorabool,2022-08-25,2022-08-26
Moreland (C),VIC131,185767,434,77340,233.6,62,5,Moreland,2022-08-25,2022-08-26
Mornington Peninsula (S),VIC204,167636,476,60746,283.9,75,5,Mornington Peninsula,2022-08-25,2022-08-26
Mount Alexander (S),VIC105,19754,46,6525,232.9,15,5,Mount Alexander,2022-08-25,2022-08-26
Moyne (S),VIC229,16953,46,5224,271.3,9,5,Moyne,2022-08-25,2022-08-26
Murrindindi (S),VIC250,14570,26,4099,178.4,4,4,Murrindindi,2022-08-25,2022-08-26
Nillumbik (S),VIC216,65094,199,25582,305.7,34,5,Nillumbik,2022-08-25,2022-08-26
Northern Grampians (S),VIC166,11402,42,3784,368.4,6,5,Northern Grampians,2022-08-25,2022-08-26
Overseas,,,3,189,0,0,0,,2022-08-25,2022-08-26
Overseas Traveller,,,0,621,0,0,0,,2022-08-25,2022-08-26
Port Phillip (C),VIC208,115601,220,44219,190.3,41,4,Port Phillip,2022-08-25,2022-08-26
Pyrenees (S),VIC217,7472,9,2200,120.4,0,4,Pyrenees,2022-08-25,2022-08-26
Queenscliffe (B),VIC238,2940,8,1101,272.1,1,5,Queenscliffe,2022-08-25,2022-08-26
South Gippsland (S),VIC178,29914,63,9294,210.6,14,5,South Gippsland,2022-08-25,2022-08-26
Southern Grampians (S),VIC233,16100,43,5198,267.1,3,5,Southern Grampians,2022-08-25,2022-08-26
Stonnington (C),VIC203,117768,210,42367,178.3,35,4,Stonnington,2022-08-25,2022-08-26
Strathbogie (S),VIC110,10781,26,2946,241.2,3,5,Strathbogie,2022-08-25,2022-08-26
Surf Coast (S),VIC225,33456,102,14473,304.9,18,5,Surf Coast,2022-08-25,2022-08-26
Swan Hill (RC),VIC180,20649,43,6551,208.2,6,5,Swan Hill,2022-08-25,2022-08-26
Towong (S),VIC187,6040,16,1545,264.9,2,5,Towong,2022-08-25,2022-08-26
Unincorporated Vic,,,1,437,0,0,0,,2022-08-25,2022-08-26
Unknown,,,41,5756,0,5,0,,2022-08-25,2022-08-26
Wangaratta (RC),VIC186,29187,101,10075,346,16,5,Wangaratta,2022-08-25,2022-08-26
Warrnambool (C),VIC179,35181,144,12735,409.3,20,5,Warrnambool,2022-08-25,2022-08-26
Wellington (S),VIC218,44380,119,14474,268.1,19,5,Wellington,2022-08-25,2022-08-26
West Wimmera (S),VIC232,3841,16,885,416.6,3,5,West Wimmera,2022-08-25,2022-08-26
Whitehorse (C),VIC196,178739,388,64923,217.1,62,5,Whitehorse,2022-08-25,2022-08-26
Whittlesea (C),VIC197,230238,594,95162,258,96,5,Whittlesea,2022-08-25,2022-08-26
Wodonga (C),VIC192,42083,164,16660,389.7,26,5,Wodonga,2022-08-25,2022-08-26
Wyndham (C),VIC221,270487,863,116604,319.1,136,5,Wyndham,2022-08-25,2022-08-26
Yarra (C),VIC202,101495,219,41446,215.8,31,5,Yarra,2022-08-25,2022-08-26
Yarra Ranges (S),VIC206,159462,440,59366,275.9,82,5,Yarra Ranges,2022-08-25,2022-08-26
Yarriambiack (S),VIC200,6639,11,1765,165.7,1,4,Yarriambiack,2022-08-25,2022-08-26
