LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,46,4149,359,7,5,Alpine,2022-08-21,2022-08-22
Ararat (RC),VIC220,11845,72,3628,607.9,6,6,Ararat,2022-08-21,2022-08-22
Ballarat (C),VIC241,109505,622,45445,568,57,6,Ballarat,2022-08-21,2022-08-22
Banyule (C),VIC188,131631,427,52063,324.4,43,5,Banyule,2022-08-21,2022-08-22
Bass Coast (S),VIC173,36320,112,12896,308.4,14,5,Bass Coast,2022-08-21,2022-08-22
Baw Baw (S),VIC194,53396,168,19964,314.6,21,5,Baw Baw,2022-08-21,2022-08-22
Bayside (C),VIC182,106862,293,39827,274.2,35,5,Bayside,2022-08-21,2022-08-22
Benalla (RC),VIC199,14037,93,4202,662.5,8,6,Benalla,2022-08-21,2022-08-22
Boroondara (C),VIC201,183199,476,65220,259.8,61,5,Boroondara,2022-08-21,2022-08-22
Brimbank (C),VIC189,209523,431,74172,205.7,55,5,Brimbank,2022-08-21,2022-08-22
Buloke (S),VIC183,6124,15,1392,244.9,1,5,Buloke,2022-08-21,2022-08-22
Campaspe (S),VIC239,37622,122,11879,324.3,20,5,Campaspe,2022-08-21,2022-08-22
Cardinia (S),VIC212,112159,436,46113,388.7,54,5,Cardinia,2022-08-21,2022-08-22
Casey (C),VIC213,353872,1228,144833,347,139,5,Casey,2022-08-21,2022-08-22
Central Goldfields (S),VIC169,13186,53,3746,401.9,11,5,Central Goldfields,2022-08-21,2022-08-22
Colac-Otway (S),VIC224,21564,74,6523,343.2,14,5,Colac-Otway,2022-08-21,2022-08-22
Corangamite (S),VIC231,16020,39,4262,243.4,5,5,Corangamite,2022-08-21,2022-08-22
Darebin (C),VIC205,164184,489,65146,297.8,68,5,Darebin,2022-08-21,2022-08-22
East Gippsland (S),VIC243,47316,142,13072,300.1,15,5,East Gippsland,2022-08-21,2022-08-22
Frankston (C),VIC227,142643,510,54649,357.5,67,5,Frankston,2022-08-21,2022-08-22
Gannawarra (S),VIC214,10472,26,2603,248.3,3,5,Gannawarra,2022-08-21,2022-08-22
Glen Eira (C),VIC177,156511,418,62270,267.1,45,5,Glen Eira,2022-08-21,2022-08-22
Glenelg (S),VIC223,19674,49,5605,249.1,6,5,Glenelg,2022-08-21,2022-08-22
Golden Plains (S),VIC230,23722,113,8653,476.4,6,5,Golden Plains,2022-08-21,2022-08-22
Greater Bendigo (C),VIC193,118093,441,46538,373.4,52,5,Greater Bendigo,2022-08-21,2022-08-22
Greater Dandenong (C),VIC247,168201,437,57165,259.8,68,5,Greater Dandenong,2022-08-21,2022-08-22
Greater Geelong (C),VIC215,258934,1005,105810,388.1,108,5,Greater Geelong,2022-08-21,2022-08-22
Greater Shepparton (C),VIC93,66498,241,24580,362.4,34,5,Greater Shepparton,2022-08-21,2022-08-22
Hepburn (S),VIC94,15975,79,4680,494.5,8,5,Hepburn,2022-08-21,2022-08-22
Hindmarsh (S),VIC152,5588,9,1592,161.1,3,4,Hindmarsh,2022-08-21,2022-08-22
Hobsons Bay (C),VIC235,97751,292,36793,298.7,39,5,Hobsons Bay,2022-08-21,2022-08-22
Horsham (RC),VIC153,19921,83,7070,416.6,13,5,Horsham,2022-08-21,2022-08-22
Hume (C),VIC198,233471,656,96922,281,69,5,Hume,2022-08-21,2022-08-22
Indigo (S),VIC191,16701,65,5369,389.2,11,5,Indigo,2022-08-21,2022-08-22
Interstate,,,29,6014,0,5,0,,2022-08-21,2022-08-22
Kingston (C),VIC226,165782,506,63550,305.2,48,5,Kingston,2022-08-21,2022-08-22
Knox (C),VIC209,164538,638,63005,387.8,65,5,Knox,2022-08-21,2022-08-22
Latrobe (C),VIC219,75561,373,27783,493.6,41,5,Latrobe,2022-08-21,2022-08-22
Loddon (S),VIC185,7504,18,1820,239.9,4,5,Loddon,2022-08-21,2022-08-22
Macedon Ranges (S),VIC228,50231,188,17986,374.3,26,5,Macedon Ranges,2022-08-21,2022-08-22
Manningham (C),VIC195,127573,337,47126,264.2,48,5,Manningham,2022-08-21,2022-08-22
Mansfield (S),VIC244,9176,24,3203,261.6,0,5,Mansfield,2022-08-21,2022-08-22
Maribyrnong (C),VIC234,93448,261,38453,279.3,32,5,Maribyrnong,2022-08-21,2022-08-22
Maroondah (C),VIC207,118558,447,46512,377,48,5,Maroondah,2022-08-21,2022-08-22
Melbourne (C),VIC132,178955,479,70594,267.7,43,5,Melbourne,2022-08-21,2022-08-22
Melton (C),VIC237,164895,637,77210,386.3,98,5,Melton,2022-08-21,2022-08-22
Mildura (RC),VIC222,55777,213,20378,381.9,23,5,Mildura,2022-08-21,2022-08-22
Mitchell (S),VIC211,46082,192,18431,416.6,26,5,Mitchell,2022-08-21,2022-08-22
Moira (S),VIC190,29925,84,9312,280.7,9,5,Moira,2022-08-21,2022-08-22
Monash (C),VIC210,202847,655,73655,322.9,75,5,Monash,2022-08-21,2022-08-22
Moonee Valley (C),VIC121,130294,334,51441,256.3,45,5,Moonee Valley,2022-08-21,2022-08-22
Moorabool (S),VIC236,35049,133,13542,379.5,16,5,Moorabool,2022-08-21,2022-08-22
Moreland (C),VIC131,185767,556,77049,299.3,68,5,Moreland,2022-08-21,2022-08-22
Mornington Peninsula (S),VIC204,167636,490,60415,292.3,77,5,Mornington Peninsula,2022-08-21,2022-08-22
Mount Alexander (S),VIC105,19754,47,6487,237.9,7,5,Mount Alexander,2022-08-21,2022-08-22
Moyne (S),VIC229,16953,72,5195,424.7,6,5,Moyne,2022-08-21,2022-08-22
Murrindindi (S),VIC250,14570,42,4089,288.3,4,5,Murrindindi,2022-08-21,2022-08-22
Nillumbik (S),VIC216,65094,251,25438,385.6,31,5,Nillumbik,2022-08-21,2022-08-22
Northern Grampians (S),VIC166,11402,75,3758,657.8,3,6,Northern Grampians,2022-08-21,2022-08-22
Overseas,,,6,187,0,0,0,,2022-08-21,2022-08-22
Overseas Traveller,,,0,621,0,0,0,,2022-08-21,2022-08-22
Port Phillip (C),VIC208,115601,301,44062,260.4,34,5,Port Phillip,2022-08-21,2022-08-22
Pyrenees (S),VIC217,7472,28,2200,374.7,7,5,Pyrenees,2022-08-21,2022-08-22
Queenscliffe (B),VIC238,2940,15,1098,510.2,1,6,Queenscliffe,2022-08-21,2022-08-22
South Gippsland (S),VIC178,29914,94,9255,314.2,9,5,South Gippsland,2022-08-21,2022-08-22
Southern Grampians (S),VIC233,16100,48,5163,298.1,3,5,Southern Grampians,2022-08-21,2022-08-22
Stonnington (C),VIC203,117768,249,42184,211.4,30,5,Stonnington,2022-08-21,2022-08-22
Strathbogie (S),VIC110,10781,25,2925,231.9,3,5,Strathbogie,2022-08-21,2022-08-22
Surf Coast (S),VIC225,33456,131,14404,391.6,20,5,Surf Coast,2022-08-21,2022-08-22
Swan Hill (RC),VIC180,20649,54,6521,261.5,8,5,Swan Hill,2022-08-21,2022-08-22
Towong (S),VIC187,6040,18,1536,298,0,5,Towong,2022-08-21,2022-08-22
Unincorporated Vic,,,6,436,0,1,0,,2022-08-21,2022-08-22
Unknown,,,96,5749,0,2,0,,2022-08-21,2022-08-22
Wangaratta (RC),VIC186,29187,122,10004,418,20,5,Wangaratta,2022-08-21,2022-08-22
Warrnambool (C),VIC179,35181,180,12643,511.6,22,6,Warrnambool,2022-08-21,2022-08-22
Wellington (S),VIC218,44380,150,14393,338,17,5,Wellington,2022-08-21,2022-08-22
West Wimmera (S),VIC232,3841,15,874,390.5,3,5,West Wimmera,2022-08-21,2022-08-22
Whitehorse (C),VIC196,178739,555,64674,310.5,59,5,Whitehorse,2022-08-21,2022-08-22
Whittlesea (C),VIC197,230238,626,94725,271.9,79,5,Whittlesea,2022-08-21,2022-08-22
Wodonga (C),VIC192,42083,173,16532,411.1,26,5,Wodonga,2022-08-21,2022-08-22
