LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,147,2633,1147.2,17,7,Alpine,13/05/2022,2022-05-14
Ararat (RC),VIC220,11845,154,2156,1300.1,28,7,Ararat,13/05/2022,2022-05-14
Ballarat (C),VIC241,109505,2046,27426,1868.4,319,7,Ballarat,13/05/2022,2022-05-14
Banyule (C),VIC188,131631,1821,34216,1383.4,276,7,Banyule,13/05/2022,2022-05-14
Bass Coast (S),VIC173,36320,508,7879,1398.7,68,7,Bass Coast,13/05/2022,2022-05-14
Baw Baw (S),VIC194,53396,755,12657,1414,133,7,Baw Baw,13/05/2022,2022-05-14
Bayside (C),VIC182,106862,1252,27485,1171.6,221,7,Bayside,13/05/2022,2022-05-14
Benalla (RC),VIC199,14037,113,2560,805,17,6,Benalla,13/05/2022,2022-05-14
Boroondara (C),VIC201,183199,2103,42779,1147.9,340,7,Boroondara,13/05/2022,2022-05-14
Brimbank (C),VIC189,209523,1530,56945,730.2,236,6,Brimbank,13/05/2022,2022-05-14
Buloke (S),VIC183,6124,79,780,1290,13,7,Buloke,13/05/2022,2022-05-14
Campaspe (S),VIC239,37622,335,7615,890.4,49,6,Campaspe,13/05/2022,2022-05-14
Cardinia (S),VIC212,112159,1191,31198,1061.9,197,7,Cardinia,13/05/2022,2022-05-14
Casey (C),VIC213,353872,3901,102471,1102.4,695,7,Casey,13/05/2022,2022-05-14
Central Goldfields (S),VIC169,13186,147,2242,1114.8,15,7,Central Goldfields,13/05/2022,2022-05-14
Colac-Otway (S),VIC224,21564,172,4192,797.6,27,6,Colac-Otway,13/05/2022,2022-05-14
Corangamite (S),VIC231,16020,168,2706,1048.7,22,7,Corangamite,13/05/2022,2022-05-14
Darebin (C),VIC205,164184,1939,43830,1181,323,7,Darebin,13/05/2022,2022-05-14
East Gippsland (S),VIC243,47316,587,7778,1240.6,84,7,East Gippsland,13/05/2022,2022-05-14
Frankston (C),VIC227,142643,1746,36664,1224,266,7,Frankston,13/05/2022,2022-05-14
Gannawarra (S),VIC214,10472,94,1442,897.6,17,6,Gannawarra,13/05/2022,2022-05-14
Glen Eira (C),VIC177,156511,1775,43393,1134.1,266,7,Glen Eira,13/05/2022,2022-05-14
Glenelg (S),VIC223,19674,156,3271,792.9,21,6,Glenelg,13/05/2022,2022-05-14
Golden Plains (S),VIC230,23722,341,5198,1437.5,64,7,Golden Plains,13/05/2022,2022-05-14
Greater Bendigo (C),VIC193,118093,1740,27800,1473.4,254,7,Greater Bendigo,13/05/2022,2022-05-14
Greater Dandenong (C),VIC247,168201,1347,42656,800.8,222,6,Greater Dandenong,13/05/2022,2022-05-14
Greater Geelong (C),VIC215,258934,3371,65004,1301.9,580,7,Greater Geelong,13/05/2022,2022-05-14
Greater Shepparton (C),VIC93,66498,854,16031,1284.2,127,7,Greater Shepparton,13/05/2022,2022-05-14
Hepburn (S),VIC94,15975,243,2780,1521.1,42,7,Hepburn,13/05/2022,2022-05-14
Hindmarsh (S),VIC152,5588,119,952,2129.6,10,7,Hindmarsh,13/05/2022,2022-05-14
Hobsons Bay (C),VIC235,97751,1073,24560,1097.7,189,7,Hobsons Bay,13/05/2022,2022-05-14
Horsham (RC),VIC153,19921,221,4113,1109.4,32,7,Horsham,13/05/2022,2022-05-14
Hume (C),VIC198,233471,1986,73794,850.6,292,6,Hume,13/05/2022,2022-05-14
Indigo (S),VIC191,16701,270,3162,1616.7,46,7,Indigo,13/05/2022,2022-05-14
Interstate,,,216,4822,0,54,0,,13/05/2022,2022-05-14
Kingston (C),VIC226,165782,2169,43118,1308.3,332,7,Kingston,13/05/2022,2022-05-14
Knox (C),VIC209,164538,2115,39509,1285.4,350,7,Knox,13/05/2022,2022-05-14
Latrobe (C),VIC219,75561,897,17790,1187.1,162,7,Latrobe,13/05/2022,2022-05-14
Loddon (S),VIC185,7504,97,1047,1292.6,15,7,Loddon,13/05/2022,2022-05-14
Macedon Ranges (S),VIC228,50231,745,11404,1483.1,112,7,Macedon Ranges,13/05/2022,2022-05-14
Manningham (C),VIC195,127573,1340,30130,1050.4,204,7,Manningham,13/05/2022,2022-05-14
Mansfield (S),VIC244,9176,116,2142,1264.2,9,7,Mansfield,13/05/2022,2022-05-14
