LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,82,2330,639.9,10,6,Alpine,29/04/2022,2022-04-30
Ararat (RC),VIC220,11845,107,1854,903.3,18,6,Ararat,29/04/2022,2022-04-30
Ballarat (C),VIC241,109505,1113,23857,1016.4,189,7,Ballarat,29/04/2022,2022-04-30
Banyule (C),VIC188,131631,1279,30769,971.7,241,6,Banyule,29/04/2022,2022-04-30
Bass Coast (S),VIC173,36320,287,6856,790.2,39,6,Bass Coast,29/04/2022,2022-04-30
Baw Baw (S),VIC194,53396,427,11309,799.7,63,6,Baw Baw,29/04/2022,2022-04-30
Bayside (C),VIC182,106862,833,25016,779.5,135,6,Bayside,29/04/2022,2022-04-30
Benalla (RC),VIC199,14037,119,2308,847.8,17,6,Benalla,29/04/2022,2022-04-30
Boroondara (C),VIC201,183199,1597,38624,871.7,247,6,Boroondara,29/04/2022,2022-04-30
Brimbank (C),VIC189,209523,1501,53783,716.4,259,6,Brimbank,29/04/2022,2022-04-30
Buloke (S),VIC183,6124,23,669,375.6,4,5,Buloke,29/04/2022,2022-04-30
Campaspe (S),VIC239,37622,216,6957,574.1,32,6,Campaspe,29/04/2022,2022-04-30
Cardinia (S),VIC212,112159,922,28736,822,144,6,Cardinia,29/04/2022,2022-04-30
Casey (C),VIC213,353872,2805,94646,792.7,459,6,Casey,29/04/2022,2022-04-30
Central Goldfields (S),VIC169,13186,102,1943,773.5,24,6,Central Goldfields,29/04/2022,2022-04-30
Colac-Otway (S),VIC224,21564,132,3803,612.1,23,6,Colac-Otway,29/04/2022,2022-04-30
Corangamite (S),VIC231,16020,75,2422,468.2,12,5,Corangamite,29/04/2022,2022-04-30
Darebin (C),VIC205,164184,1519,39999,925.2,263,6,Darebin,29/04/2022,2022-04-30
East Gippsland (S),VIC243,47316,387,6581,817.9,59,6,East Gippsland,29/04/2022,2022-04-30
Frankston (C),VIC227,142643,1209,33129,847.6,222,6,Frankston,29/04/2022,2022-04-30
Gannawarra (S),VIC214,10472,66,1280,630.3,18,6,Gannawarra,29/04/2022,2022-04-30
Glen Eira (C),VIC177,156511,1432,39776,915,241,6,Glen Eira,29/04/2022,2022-04-30
Glenelg (S),VIC223,19674,119,2950,604.9,13,6,Glenelg,29/04/2022,2022-04-30
Golden Plains (S),VIC230,23722,189,4599,796.7,19,6,Golden Plains,29/04/2022,2022-04-30
Greater Bendigo (C),VIC193,118093,1253,24264,1061,191,7,Greater Bendigo,29/04/2022,2022-04-30
Greater Dandenong (C),VIC247,168201,1101,39871,654.6,167,6,Greater Dandenong,29/04/2022,2022-04-30
Greater Geelong (C),VIC215,258934,2304,58448,889.8,344,6,Greater Geelong,29/04/2022,2022-04-30
Greater Shepparton (C),VIC93,66498,533,14293,801.5,119,6,Greater Shepparton,29/04/2022,2022-04-30
Hepburn (S),VIC94,15975,112,2348,701.1,20,6,Hepburn,29/04/2022,2022-04-30
Hindmarsh (S),VIC152,5588,53,718,948.5,5,6,Hindmarsh,29/04/2022,2022-04-30
Hobsons Bay (C),VIC235,97751,787,22379,805.1,149,6,Hobsons Bay,29/04/2022,2022-04-30
Horsham (RC),VIC153,19921,236,3669,1184.7,33,7,Horsham,29/04/2022,2022-04-30
Hume (C),VIC198,233471,1557,69695,666.9,294,6,Hume,29/04/2022,2022-04-30
Indigo (S),VIC191,16701,151,2591,904.1,27,6,Indigo,29/04/2022,2022-04-30
Interstate,,,18,4387,0,5,0,,29/04/2022,2022-04-30
Kingston (C),VIC226,165782,1527,38803,921.1,244,6,Kingston,29/04/2022,2022-04-30
Knox (C),VIC209,164538,1414,35399,859.4,230,6,Knox,29/04/2022,2022-04-30
Latrobe (C),VIC219,75561,547,16109,723.9,104,6,Latrobe,29/04/2022,2022-04-30
Loddon (S),VIC185,7504,31,886,413.1,7,5,Loddon,29/04/2022,2022-04-30
Macedon Ranges (S),VIC228,50231,386,10098,768.4,59,6,Macedon Ranges,29/04/2022,2022-04-30
Manningham (C),VIC195,127573,1130,27336,885.8,201,6,Manningham,29/04/2022,2022-04-30
Mansfield (S),VIC244,9176,78,1908,850,7,6,Mansfield,29/04/2022,2022-04-30
Maribyrnong (C),VIC234,93448,873,24443,934.2,143,6,Maribyrnong,29/04/2022,2022-04-30
Maroondah (C),VIC207,118558,1046,25296,882.3,164,6,Maroondah,29/04/2022,2022-04-30
Melbourne (C),VIC132,178955,1709,46093,955,272,6,Melbourne,29/04/2022,2022-04-30
Melton (C),VIC237,164895,1489,52233,903,257,6,Melton,29/04/2022,2022-04-30
Mildura (RC),VIC222,55777,454,12514,814,67,6,Mildura,29/04/2022,2022-04-30
Mitchell (S),VIC211,46082,288,10738,625,43,6,Mitchell,29/04/2022,2022-04-30
Moira (S),VIC190,29925,195,5643,651.6,28,6,Moira,29/04/2022,2022-04-30
Monash (C),VIC210,202847,1733,42019,854.3,272,6,Monash,29/04/2022,2022-04-30
Moonee Valley (C),VIC121,130294,1107,33357,849.6,192,6,Moonee Valley,29/04/2022,2022-04-30
Moorabool (S),VIC236,35049,239,8169,681.9,46,6,Moorabool,29/04/2022,2022-04-30
Moreland (C),VIC131,185767,1703,49700,916.7,280,6,Moreland,29/04/2022,2022-04-30
Mornington Peninsula (S),VIC204,167636,1343,37361,801.1,252,6,Mornington Peninsula,29/04/2022,2022-04-30
Mount Alexander (S),VIC105,19754,171,3057,865.6,40,6,Mount Alexander,29/04/2022,2022-04-30
Moyne (S),VIC229,16953,99,2708,584,19,6,Moyne,29/04/2022,2022-04-30
Murrindindi (S),VIC250,14570,97,2228,665.8,20,6,Murrindindi,29/04/2022,2022-04-30
Nillumbik (S),VIC216,65094,558,14670,857.2,112,6,Nillumbik,29/04/2022,2022-04-30
Northern Grampians (S),VIC166,11402,72,1935,631.5,13,6,Northern Grampians,29/04/2022,2022-04-30
Overseas,,,1,79,0,1,0,,29/04/2022,2022-04-30
Overseas Traveller,,,0,621,0,0,0,,29/04/2022,2022-04-30
Port Phillip (C),VIC208,115601,897,29139,775.9,128,6,Port Phillip,29/04/2022,2022-04-30
Pyrenees (S),VIC217,7472,34,1064,455,2,5,Pyrenees,29/04/2022,2022-04-30
Queenscliffe (B),VIC238,2940,28,637,952.4,7,6,Queenscliffe,29/04/2022,2022-04-30
South Gippsland (S),VIC178,29914,248,4888,829,46,6,South Gippsland,29/04/2022,2022-04-30
Southern Grampians (S),VIC233,16100,128,2587,795,21,6,Southern Grampians,29/04/2022,2022-04-30
