LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,93,2349,725.8,19,6,Alpine,30/04/2022,2022-05-01
Ararat (RC),VIC220,11845,118,1871,996.2,17,6,Ararat,30/04/2022,2022-05-01
Ballarat (C),VIC241,109505,1103,23982,1007.3,129,7,Ballarat,30/04/2022,2022-05-01
Banyule (C),VIC188,131631,1273,30925,967.1,161,6,Banyule,30/04/2022,2022-05-01
Bass Coast (S),VIC173,36320,296,6907,815,50,6,Bass Coast,30/04/2022,2022-05-01
Baw Baw (S),VIC194,53396,431,11371,807.2,63,6,Baw Baw,30/04/2022,2022-05-01
Bayside (C),VIC182,106862,841,25133,787,117,6,Bayside,30/04/2022,2022-05-01
Benalla (RC),VIC199,14037,120,2330,854.9,23,6,Benalla,30/04/2022,2022-05-01
Boroondara (C),VIC201,183199,1584,38843,864.6,219,6,Boroondara,30/04/2022,2022-05-01
Brimbank (C),VIC189,209523,1519,53976,725,209,6,Brimbank,30/04/2022,2022-05-01
Buloke (S),VIC183,6124,25,672,408.2,3,5,Buloke,30/04/2022,2022-05-01
Campaspe (S),VIC239,37622,220,6993,584.8,36,6,Campaspe,30/04/2022,2022-05-01
Cardinia (S),VIC212,112159,928,28875,827.4,142,6,Cardinia,30/04/2022,2022-05-01
Casey (C),VIC213,353872,2842,95029,803.1,390,6,Casey,30/04/2022,2022-05-01
Central Goldfields (S),VIC169,13186,96,1954,728,10,6,Central Goldfields,30/04/2022,2022-05-01
Colac-Otway (S),VIC224,21564,135,3824,626,21,6,Colac-Otway,30/04/2022,2022-05-01
Corangamite (S),VIC231,16020,78,2439,486.9,17,5,Corangamite,30/04/2022,2022-05-01
Darebin (C),VIC205,164184,1528,40208,930.7,209,6,Darebin,30/04/2022,2022-05-01
East Gippsland (S),VIC243,47316,378,6631,798.9,49,6,East Gippsland,30/04/2022,2022-05-01
Frankston (C),VIC227,142643,1230,33299,862.3,179,6,Frankston,30/04/2022,2022-05-01
Gannawarra (S),VIC214,10472,71,1291,678,11,6,Gannawarra,30/04/2022,2022-05-01
Glen Eira (C),VIC177,156511,1433,39966,915.6,192,6,Glen Eira,30/04/2022,2022-05-01
Glenelg (S),VIC223,19674,112,2964,569.3,15,6,Glenelg,30/04/2022,2022-05-01
Golden Plains (S),VIC230,23722,195,4630,822,31,6,Golden Plains,30/04/2022,2022-05-01
Greater Bendigo (C),VIC193,118093,1284,24462,1087.3,199,7,Greater Bendigo,30/04/2022,2022-05-01
Greater Dandenong (C),VIC247,168201,1106,40011,657.5,148,6,Greater Dandenong,30/04/2022,2022-05-01
Greater Geelong (C),VIC215,258934,2299,58735,887.9,290,6,Greater Geelong,30/04/2022,2022-05-01
Greater Shepparton (C),VIC93,66498,538,14365,809,74,6,Greater Shepparton,30/04/2022,2022-05-01
Hepburn (S),VIC94,15975,129,2374,807.5,26,6,Hepburn,30/04/2022,2022-05-01
Hindmarsh (S),VIC152,5588,54,726,966.4,8,6,Hindmarsh,30/04/2022,2022-05-01
Hobsons Bay (C),VIC235,97751,775,22475,792.8,96,6,Hobsons Bay,30/04/2022,2022-05-01
Horsham (RC),VIC153,19921,218,3686,1094.3,17,7,Horsham,30/04/2022,2022-05-01
Hume (C),VIC198,233471,1592,69897,681.9,209,6,Hume,30/04/2022,2022-05-01
Indigo (S),VIC191,16701,165,2620,988,29,6,Indigo,30/04/2022,2022-05-01
Interstate,,,37,4406,0,23,0,,30/04/2022,2022-05-01
Kingston (C),VIC226,165782,1566,39031,944.6,237,6,Kingston,30/04/2022,2022-05-01
Knox (C),VIC209,164538,1433,35594,870.9,196,6,Knox,30/04/2022,2022-05-01
Latrobe (C),VIC219,75561,566,16199,749.1,91,6,Latrobe,30/04/2022,2022-05-01
Loddon (S),VIC185,7504,33,891,439.8,5,5,Loddon,30/04/2022,2022-05-01
Macedon Ranges (S),VIC228,50231,375,10133,746.6,39,6,Macedon Ranges,30/04/2022,2022-05-01
Manningham (C),VIC195,127573,1152,27502,903,171,6,Manningham,30/04/2022,2022-05-01
Mansfield (S),VIC244,9176,64,1912,697.5,4,6,Mansfield,30/04/2022,2022-05-01
Maribyrnong (C),VIC234,93448,889,24560,951.3,114,6,Maribyrnong,30/04/2022,2022-05-01
Maroondah (C),VIC207,118558,1056,25457,890.7,163,6,Maroondah,30/04/2022,2022-05-01
Melbourne (C),VIC132,178955,1729,46290,966.2,209,6,Melbourne,30/04/2022,2022-05-01
Melton (C),VIC237,164895,1517,52447,920,220,6,Melton,30/04/2022,2022-05-01
Mildura (RC),VIC222,55777,444,12575,796,62,6,Mildura,30/04/2022,2022-05-01
Mitchell (S),VIC211,46082,306,10794,664,51,6,Mitchell,30/04/2022,2022-05-01
Moira (S),VIC190,29925,193,5667,644.9,25,6,Moira,30/04/2022,2022-05-01
Monash (C),VIC210,202847,1805,42315,889.8,296,6,Monash,30/04/2022,2022-05-01
Moonee Valley (C),VIC121,130294,1120,33511,859.6,157,6,Moonee Valley,30/04/2022,2022-05-01
Moorabool (S),VIC236,35049,247,8206,704.7,37,6,Moorabool,30/04/2022,2022-05-01
Moreland (C),VIC131,185767,1699,49906,914.6,204,6,Moreland,30/04/2022,2022-05-01
Mornington Peninsula (S),VIC204,167636,1377,37567,821.4,203,6,Mornington Peninsula,30/04/2022,2022-05-01
Mount Alexander (S),VIC105,19754,159,3072,804.9,16,6,Mount Alexander,30/04/2022,2022-05-01
Moyne (S),VIC229,16953,95,2722,560.4,14,6,Moyne,30/04/2022,2022-05-01
Murrindindi (S),VIC250,14570,103,2244,706.9,18,6,Murrindindi,30/04/2022,2022-05-01
Nillumbik (S),VIC216,65094,549,14739,843.4,71,6,Nillumbik,30/04/2022,2022-05-01
Northern Grampians (S),VIC166,11402,81,1951,710.4,16,6,Northern Grampians,30/04/2022,2022-05-01
Overseas,,,1,79,0,1,0,,30/04/2022,2022-05-01
Overseas Traveller,,,0,621,0,0,0,,30/04/2022,2022-05-01
Port Phillip (C),VIC208,115601,879,29233,760.4,103,6,Port Phillip,30/04/2022,2022-05-01
Pyrenees (S),VIC217,7472,36,1070,481.8,6,5,Pyrenees,30/04/2022,2022-05-01
Queenscliffe (B),VIC238,2940,29,639,986.4,2,6,Queenscliffe,30/04/2022,2022-05-01
South Gippsland (S),VIC178,29914,244,4910,815.7,25,6,South Gippsland,30/04/2022,2022-05-01
Southern Grampians (S),VIC233,16100,129,2602,801.2,16,6,Southern Grampians,30/04/2022,2022-05-01
Stonnington (C),VIC203,117768,951,27985,807.5,116,6,Stonnington,30/04/2022,2022-05-01
Strathbogie (S),VIC110,10781,57,1656,528.7,7,6,Strathbogie,30/04/2022,2022-05-01
Surf Coast (S),VIC225,33456,261,8776,780.1,36,6,Surf Coast,30/04/2022,2022-05-01
Swan Hill (RC),VIC180,20649,111,4243,537.6,9,6,Swan Hill,30/04/2022,2022-05-01
Towong (S),VIC187,6040,40,753,662.3,6,6,Towong,30/04/2022,2022-05-01
Unincorporated Vic,,,1,107,0,0,0,,30/04/2022,2022-05-01
Unknown,,,145,6937,0,9,0,,30/04/2022,2022-05-01
Wangaratta (RC),VIC186,29187,214,5565,733.2,18,6,Wangaratta,30/04/2022,2022-05-01
Warrnambool (C),VIC179,35181,263,7080,747.6,38,6,Warrnambool,30/04/2022,2022-05-01
Wellington (S),VIC218,44380,406,7590,914.8,57,6,Wellington,30/04/2022,2022-05-01
