LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,90,2380,702.4,13,6,Alpine,02/05/2022,2022-05-03
Ararat (RC),VIC220,11845,117,1899,987.8,18,6,Ararat,02/05/2022,2022-05-03
Ballarat (C),VIC241,109505,1183,24366,1080.3,208,7,Ballarat,02/05/2022,2022-05-03
Banyule (C),VIC188,131631,1350,31349,1025.6,237,7,Banyule,02/05/2022,2022-05-03
Bass Coast (S),VIC173,36320,334,7033,919.6,68,6,Bass Coast,02/05/2022,2022-05-03
Baw Baw (S),VIC194,53396,449,11506,840.9,74,6,Baw Baw,02/05/2022,2022-05-03
Bayside (C),VIC182,106862,887,25457,830,183,6,Bayside,02/05/2022,2022-05-03
Benalla (RC),VIC199,14037,118,2364,840.6,14,6,Benalla,02/05/2022,2022-05-03
Boroondara (C),VIC201,183199,1579,39278,861.9,252,6,Boroondara,02/05/2022,2022-05-03
Brimbank (C),VIC189,209523,1450,54318,692,207,6,Brimbank,02/05/2022,2022-05-03
Buloke (S),VIC183,6124,19,677,310.3,3,5,Buloke,02/05/2022,2022-05-03
Campaspe (S),VIC239,37622,240,7063,637.9,44,6,Campaspe,02/05/2022,2022-05-03
Cardinia (S),VIC212,112159,985,29192,878.2,182,6,Cardinia,02/05/2022,2022-05-03
Casey (C),VIC213,353872,2986,95994,843.8,549,6,Casey,02/05/2022,2022-05-03
Central Goldfields (S),VIC169,13186,115,1996,872.1,33,6,Central Goldfields,02/05/2022,2022-05-03
Colac-Otway (S),VIC224,21564,159,3881,737.3,35,6,Colac-Otway,02/05/2022,2022-05-03
Corangamite (S),VIC231,16020,87,2466,543.1,17,6,Corangamite,02/05/2022,2022-05-03
Darebin (C),VIC205,164184,1529,40649,931.3,249,6,Darebin,02/05/2022,2022-05-03
East Gippsland (S),VIC243,47316,415,6775,877.1,76,6,East Gippsland,02/05/2022,2022-05-03
Frankston (C),VIC227,142643,1311,33737,919.1,233,6,Frankston,02/05/2022,2022-05-03
Gannawarra (S),VIC214,10472,67,1303,639.8,8,6,Gannawarra,02/05/2022,2022-05-03
Glen Eira (C),VIC177,156511,1500,40410,958.4,264,6,Glen Eira,02/05/2022,2022-05-03
Glenelg (S),VIC223,19674,107,2998,543.9,20,6,Glenelg,02/05/2022,2022-05-03
Golden Plains (S),VIC230,23722,185,4683,779.9,35,6,Golden Plains,02/05/2022,2022-05-03
Greater Bendigo (C),VIC193,118093,1330,24892,1126.2,271,7,Greater Bendigo,02/05/2022,2022-05-03
Greater Dandenong (C),VIC247,168201,1205,40415,716.4,227,6,Greater Dandenong,02/05/2022,2022-05-03
Greater Geelong (C),VIC215,258934,2411,59526,931.1,474,6,Greater Geelong,02/05/2022,2022-05-03
Greater Shepparton (C),VIC93,66498,590,14569,887.2,129,6,Greater Shepparton,02/05/2022,2022-05-03
Hepburn (S),VIC94,15975,140,2414,876.4,23,6,Hepburn,02/05/2022,2022-05-03
Hindmarsh (S),VIC152,5588,43,735,769.5,8,6,Hindmarsh,02/05/2022,2022-05-03
Hobsons Bay (C),VIC235,97751,836,22726,855.2,132,6,Hobsons Bay,02/05/2022,2022-05-03
Horsham (RC),VIC153,19921,192,3733,963.8,30,6,Horsham,02/05/2022,2022-05-03
Hume (C),VIC198,233471,1601,70361,685.7,265,6,Hume,02/05/2022,2022-05-03
Indigo (S),VIC191,16701,183,2684,1095.7,43,7,Indigo,02/05/2022,2022-05-03
Interstate,,,61,4434,0,23,0,,02/05/2022,2022-05-03
