LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,88,2307,686.7,14,6,Alpine,27/04/2022,2022-04-28
Ararat (RC),VIC220,11845,111,1817,937.1,26,6,Ararat,27/04/2022,2022-04-28
Ballarat (C),VIC241,109505,1019,23452,930.6,202,6,Ballarat,27/04/2022,2022-04-28
Banyule (C),VIC188,131631,1216,30314,923.8,229,6,Banyule,27/04/2022,2022-04-28
Bass Coast (S),VIC173,36320,271,6753,746.1,65,6,Bass Coast,27/04/2022,2022-04-28
Baw Baw (S),VIC194,53396,422,11175,790.3,99,6,Baw Baw,27/04/2022,2022-04-28
Bayside (C),VIC182,106862,822,24731,769.2,157,6,Bayside,27/04/2022,2022-04-28
Benalla (RC),VIC199,14037,113,2270,805,24,6,Benalla,27/04/2022,2022-04-28
Boroondara (C),VIC201,183199,1520,38083,829.7,280,6,Boroondara,27/04/2022,2022-04-28
Brimbank (C),VIC189,209523,1326,53126,632.9,258,6,Brimbank,27/04/2022,2022-04-28
Buloke (S),VIC183,6124,22,662,359.2,3,5,Buloke,27/04/2022,2022-04-28
Campaspe (S),VIC239,37622,195,6867,518.3,41,6,Campaspe,27/04/2022,2022-04-28
Cardinia (S),VIC212,112159,874,28396,779.3,158,6,Cardinia,27/04/2022,2022-04-28
Casey (C),VIC213,353872,2611,93665,737.8,507,6,Casey,27/04/2022,2022-04-28
Central Goldfields (S),VIC169,13186,88,1899,667.4,12,6,Central Goldfields,27/04/2022,2022-04-28
Colac-Otway (S),VIC224,21564,125,3763,579.7,29,6,Colac-Otway,27/04/2022,2022-04-28
Corangamite (S),VIC231,16020,83,2392,518.1,8,6,Corangamite,27/04/2022,2022-04-28
Darebin (C),VIC205,164184,1480,39477,901.4,301,6,Darebin,27/04/2022,2022-04-28
East Gippsland (S),VIC243,47316,356,6452,752.4,67,6,East Gippsland,27/04/2022,2022-04-28
Frankston (C),VIC227,142643,1126,32662,789.4,216,6,Frankston,27/04/2022,2022-04-28
Gannawarra (S),VIC214,10472,45,1248,429.7,13,5,Gannawarra,27/04/2022,2022-04-28
Glen Eira (C),VIC177,156511,1310,39262,837,254,6,Glen Eira,27/04/2022,2022-04-28
Glenelg (S),VIC223,19674,118,2916,599.8,17,6,Glenelg,27/04/2022,2022-04-28
Golden Plains (S),VIC230,23722,185,4546,779.9,41,6,Golden Plains,27/04/2022,2022-04-28
Greater Bendigo (C),VIC193,118093,1194,23865,1011.1,234,7,Greater Bendigo,27/04/2022,2022-04-28
Greater Dandenong (C),VIC247,168201,1046,39458,621.9,195,6,Greater Dandenong,27/04/2022,2022-04-28
Greater Geelong (C),VIC215,258934,2223,57650,858.5,477,6,Greater Geelong,27/04/2022,2022-04-28
Greater Shepparton (C),VIC93,66498,451,14083,678.2,85,6,Greater Shepparton,27/04/2022,2022-04-28
Hepburn (S),VIC94,15975,110,2305,688.6,16,6,Hepburn,27/04/2022,2022-04-28
Hindmarsh (S),VIC152,5588,52,700,930.6,11,6,Hindmarsh,27/04/2022,2022-04-28
Hobsons Bay (C),VIC235,97751,729,22084,745.8,151,6,Hobsons Bay,27/04/2022,2022-04-28
Horsham (RC),VIC153,19921,246,3597,1234.9,46,7,Horsham,27/04/2022,2022-04-28
Hume (C),VIC198,233471,1389,69082,594.9,270,6,Hume,27/04/2022,2022-04-28
Indigo (S),VIC191,16701,129,2526,772.4,22,6,Indigo,27/04/2022,2022-04-28
Interstate,,,124,4480,0,64,0,,27/04/2022,2022-04-28
Kingston (C),VIC226,165782,1409,38255,849.9,287,6,Kingston,27/04/2022,2022-04-28
Knox (C),VIC209,164538,1306,34891,793.7,263,6,Knox,27/04/2022,2022-04-28
Latrobe (C),VIC219,75561,560,15908,741.1,116,6,Latrobe,27/04/2022,2022-04-28
Loddon (S),VIC185,7504,23,871,306.5,5,5,Loddon,27/04/2022,2022-04-28
Macedon Ranges (S),VIC228,50231,377,9960,750.5,57,6,Macedon Ranges,27/04/2022,2022-04-28
Manningham (C),VIC195,127573,996,26885,780.7,196,6,Manningham,27/04/2022,2022-04-28
Mansfield (S),VIC244,9176,72,1885,784.7,22,6,Mansfield,27/04/2022,2022-04-28
Maribyrnong (C),VIC234,93448,816,24150,873.2,184,6,Maribyrnong,27/04/2022,2022-04-28
Maroondah (C),VIC207,118558,995,24937,839.3,190,6,Maroondah,27/04/2022,2022-04-28
Melbourne (C),VIC132,178955,1601,45460,894.6,348,6,Melbourne,27/04/2022,2022-04-28
Melton (C),VIC237,164895,1304,51694,790.8,306,6,Melton,27/04/2022,2022-04-28
Mildura (RC),VIC222,55777,478,12372,857,90,6,Mildura,27/04/2022,2022-04-28
Mitchell (S),VIC211,46082,293,10644,635.8,58,6,Mitchell,27/04/2022,2022-04-28
Moira (S),VIC190,29925,174,5573,581.5,33,6,Moira,27/04/2022,2022-04-28
Monash (C),VIC210,202847,1716,41422,846,344,6,Monash,27/04/2022,2022-04-28
Moonee Valley (C),VIC121,130294,1030,32956,790.5,219,6,Moonee Valley,27/04/2022,2022-04-28
Moorabool (S),VIC236,35049,225,8084,642,43,6,Moorabool,27/04/2022,2022-04-28
Moreland (C),VIC131,185767,1593,49059,857.5,337,6,Moreland,27/04/2022,2022-04-28
Mornington Peninsula (S),VIC204,167636,1253,36819,747.5,235,6,Mornington Peninsula,27/04/2022,2022-04-28
Mount Alexander (S),VIC105,19754,146,2987,739.1,37,6,Mount Alexander,27/04/2022,2022-04-28
Moyne (S),VIC229,16953,102,2680,601.7,25,6,Moyne,27/04/2022,2022-04-28
Murrindindi (S),VIC250,14570,99,2191,679.5,12,6,Murrindindi,27/04/2022,2022-04-28
Nillumbik (S),VIC216,65094,486,14434,746.6,113,6,Nillumbik,27/04/2022,2022-04-28
Northern Grampians (S),VIC166,11402,89,1913,780.6,15,6,Northern Grampians,27/04/2022,2022-04-28
Other,,,0,1,0,0,0,,27/04/2022,2022-04-28
Overseas,,,4,82,0,3,0,,27/04/2022,2022-04-28
Overseas Traveller,,,0,621,0,0,0,,27/04/2022,2022-04-28
Port Phillip (C),VIC208,115601,863,28807,746.5,156,6,Port Phillip,27/04/2022,2022-04-28
Pyrenees (S),VIC217,7472,35,1055,468.4,10,5,Pyrenees,27/04/2022,2022-04-28
Queenscliffe (B),VIC238,2940,19,621,646.3,5,6,Queenscliffe,27/04/2022,2022-04-28
South Gippsland (S),VIC178,29914,229,4793,765.5,42,6,South Gippsland,27/04/2022,2022-04-28
Southern Grampians (S),VIC233,16100,133,2542,826.1,20,6,Southern Grampians,27/04/2022,2022-04-28
Stonnington (C),VIC203,117768,934,27543,793.1,203,6,Stonnington,27/04/2022,2022-04-28
Strathbogie (S),VIC110,10781,57,1635,528.7,13,6,Strathbogie,27/04/2022,2022-04-28
Surf Coast (S),VIC225,33456,273,8626,816,48,6,Surf Coast,27/04/2022,2022-04-28
Swan Hill (RC),VIC180,20649,106,4189,513.3,20,6,Swan Hill,27/04/2022,2022-04-28
Towong (S),VIC187,6040,32,733,529.8,11,6,Towong,27/04/2022,2022-04-28
Unincorporated Vic,,,2,106,0,0,0,,27/04/2022,2022-04-28
Unknown,,,144,6823,0,31,0,,27/04/2022,2022-04-28
Wangaratta (RC),VIC186,29187,277,5486,949.1,41,6,Wangaratta,27/04/2022,2022-04-28
Warrnambool (C),VIC179,35181,282,6953,801.6,53,6,Warrnambool,27/04/2022,2022-04-28
Wellington (S),VIC218,44380,421,7407,948.6,88,6,Wellington,27/04/2022,2022-04-28
West Wimmera (S),VIC232,3841,41,351,1067.4,7,7,West Wimmera,27/04/2022,2022-04-28
Whitehorse (C),VIC196,178739,1480,33830,828,291,6,Whitehorse,27/04/2022,2022-04-28
Whittlesea (C),VIC197,230238,1716,62719,745.3,336,6,Whittlesea,27/04/2022,2022-04-28
Wodonga (C),VIC192,42083,428,8603,1017,84,7,Wodonga,27/04/2022,2022-04-28
Wyndham (C),VIC221,270487,2066,73040,763.8,385,6,Wyndham,27/04/2022,2022-04-28
Yarra (C),VIC202,101495,846,26584,833.5,183,6,Yarra,27/04/2022,2022-04-28
Yarra Ranges (S),VIC206,159462,1242,33523,778.9,264,6,Yarra Ranges,27/04/2022,2022-04-28
Yarriambiack (S),VIC200,6639,39,796,587.4,6,6,Yarriambiack,2022-04-27,2022-04-28
