LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,141,2548,1100.4,30,7,Alpine,09/05/2022,2022-05-10
Ararat (RC),VIC220,11845,117,2033,987.8,26,6,Ararat,09/05/2022,2022-05-10
Ballarat (C),VIC241,109505,1442,25978,1316.8,330,7,Ballarat,09/05/2022,2022-05-10
Banyule (C),VIC188,131631,1473,32953,1119,278,7,Banyule,09/05/2022,2022-05-10
Bass Coast (S),VIC173,36320,423,7508,1164.6,68,7,Bass Coast,09/05/2022,2022-05-10
Baw Baw (S),VIC194,53396,542,12114,1015.1,127,7,Baw Baw,09/05/2022,2022-05-10
Bayside (C),VIC182,106862,1003,26592,938.6,186,6,Bayside,09/05/2022,2022-05-10
Benalla (RC),VIC199,14037,102,2477,726.7,16,6,Benalla,09/05/2022,2022-05-10
Boroondara (C),VIC201,183199,1852,41328,1010.9,374,7,Boroondara,09/05/2022,2022-05-10
Brimbank (C),VIC189,209523,1396,55877,666.3,264,6,Brimbank,09/05/2022,2022-05-10
Buloke (S),VIC183,6124,33,715,538.9,12,6,Buloke,09/05/2022,2022-05-10
Campaspe (S),VIC239,37622,270,7378,717.7,55,6,Campaspe,09/05/2022,2022-05-10
Cardinia (S),VIC212,112159,991,30336,883.6,185,6,Cardinia,09/05/2022,2022-05-10
Casey (C),VIC213,353872,3335,99769,942.4,655,6,Casey,09/05/2022,2022-05-10
Central Goldfields (S),VIC169,13186,136,2147,1031.4,28,7,Central Goldfields,09/05/2022,2022-05-10
Colac-Otway (S),VIC224,21564,168,4072,779.1,24,6,Colac-Otway,09/05/2022,2022-05-10
Corangamite (S),VIC231,16020,121,2600,755.3,41,6,Corangamite,09/05/2022,2022-05-10
Darebin (C),VIC205,164184,1640,42478,998.9,277,6,Darebin,09/05/2022,2022-05-10
East Gippsland (S),VIC243,47316,556,7400,1175.1,138,7,East Gippsland,09/05/2022,2022-05-10
Frankston (C),VIC227,142643,1547,35465,1084.5,313,7,Frankston,09/05/2022,2022-05-10
Gannawarra (S),VIC214,10472,60,1369,573,15,6,Gannawarra,09/05/2022,2022-05-10
Glen Eira (C),VIC177,156511,1556,42163,994.2,296,6,Glen Eira,09/05/2022,2022-05-10
Glenelg (S),VIC223,19674,143,3162,726.8,24,6,Glenelg,09/05/2022,2022-05-10
Golden Plains (S),VIC230,23722,241,4949,1015.9,43,7,Golden Plains,09/05/2022,2022-05-10
Greater Bendigo (C),VIC193,118093,1539,26599,1303.2,291,7,Greater Bendigo,09/05/2022,2022-05-10
Greater Dandenong (C),VIC247,168201,1108,41698,658.7,215,6,Greater Dandenong,09/05/2022,2022-05-10
Greater Geelong (C),VIC215,258934,2736,62646,1056.6,536,7,Greater Geelong,09/05/2022,2022-05-10
Greater Shepparton (C),VIC93,66498,798,15445,1200,148,7,Greater Shepparton,09/05/2022,2022-05-10
Hepburn (S),VIC94,15975,169,2604,1057.9,38,7,Hepburn,09/05/2022,2022-05-10
Hindmarsh (S),VIC152,5588,141,883,2523.3,24,7,Hindmarsh,09/05/2022,2022-05-10
Hobsons Bay (C),VIC235,97751,957,23810,979,177,6,Hobsons Bay,09/05/2022,2022-05-10
Horsham (RC),VIC153,19921,207,3964,1039.1,34,7,Horsham,09/05/2022,2022-05-10
Hume (C),VIC198,233471,1832,72443,784.7,329,6,Hume,09/05/2022,2022-05-10
Indigo (S),VIC191,16701,240,2950,1437,37,7,Indigo,09/05/2022,2022-05-10
Interstate,,,185,4664,0,28,0,,09/05/2022,2022-05-10
Kingston (C),VIC226,165782,1828,41619,1102.7,395,7,Kingston,09/05/2022,2022-05-10
