LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,46,4160,359,11,5,Alpine,2022-08-22,2022-08-23
Ararat (RC),VIC220,11845,70,3640,591,12,6,Ararat,2022-08-22,2022-08-23
Ballarat (C),VIC241,109505,588,45546,537,102,6,Ballarat,2022-08-22,2022-08-23
Banyule (C),VIC188,131631,410,52138,311.5,78,5,Banyule,2022-08-22,2022-08-23
Bass Coast (S),VIC173,36320,118,12920,324.9,25,5,Bass Coast,2022-08-22,2022-08-23
Baw Baw (S),VIC194,53396,144,19988,269.7,25,5,Baw Baw,2022-08-22,2022-08-23
Bayside (C),VIC182,106862,287,39867,268.6,41,5,Bayside,2022-08-22,2022-08-23
Benalla (RC),VIC199,14037,93,4222,662.5,19,6,Benalla,2022-08-22,2022-08-23
Boroondara (C),VIC201,183199,464,65308,253.3,91,5,Boroondara,2022-08-22,2022-08-23
Brimbank (C),VIC189,209523,416,74262,198.5,87,4,Brimbank,2022-08-22,2022-08-23
Buloke (S),VIC183,6124,15,1397,244.9,5,5,Buloke,2022-08-22,2022-08-23
Campaspe (S),VIC239,37622,121,11910,321.6,31,5,Campaspe,2022-08-22,2022-08-23
Cardinia (S),VIC212,112159,420,46183,374.5,70,5,Cardinia,2022-08-22,2022-08-23
Casey (C),VIC213,353872,1150,145026,325,191,5,Casey,2022-08-22,2022-08-23
Central Goldfields (S),VIC169,13186,53,3755,401.9,9,5,Central Goldfields,2022-08-22,2022-08-23
Colac-Otway (S),VIC224,21564,77,6537,357.1,15,5,Colac-Otway,2022-08-22,2022-08-23
Corangamite (S),VIC231,16020,38,4265,237.2,3,5,Corangamite,2022-08-22,2022-08-23
Darebin (C),VIC205,164184,458,65221,279,80,5,Darebin,2022-08-22,2022-08-23
East Gippsland (S),VIC243,47316,135,13095,285.3,23,5,East Gippsland,2022-08-22,2022-08-23
Frankston (C),VIC227,142643,501,54737,351.2,89,5,Frankston,2022-08-22,2022-08-23
Gannawarra (S),VIC214,10472,22,2611,210.1,8,5,Gannawarra,2022-08-22,2022-08-23
Glen Eira (C),VIC177,156511,402,62340,256.9,69,5,Glen Eira,2022-08-22,2022-08-23
Glenelg (S),VIC223,19674,49,5612,249.1,8,5,Glenelg,2022-08-22,2022-08-23
Golden Plains (S),VIC230,23722,108,8677,455.3,24,5,Golden Plains,2022-08-22,2022-08-23
Greater Bendigo (C),VIC193,118093,428,46612,362.4,76,5,Greater Bendigo,2022-08-22,2022-08-23
Greater Dandenong (C),VIC247,168201,436,57244,259.2,81,5,Greater Dandenong,2022-08-22,2022-08-23
Greater Geelong (C),VIC215,258934,937,105966,361.9,165,5,Greater Geelong,2022-08-22,2022-08-23
Greater Shepparton (C),VIC93,66498,218,24611,327.8,32,5,Greater Shepparton,2022-08-22,2022-08-23
Hepburn (S),VIC94,15975,71,4691,444.4,11,5,Hepburn,2022-08-22,2022-08-23
Hindmarsh (S),VIC152,5588,7,1592,125.3,0,4,Hindmarsh,2022-08-22,2022-08-23
Hobsons Bay (C),VIC235,97751,273,36847,279.3,51,5,Hobsons Bay,2022-08-22,2022-08-23
Horsham (RC),VIC153,19921,82,7081,411.6,11,5,Horsham,2022-08-22,2022-08-23
Hume (C),VIC198,233471,639,97039,273.7,120,5,Hume,2022-08-22,2022-08-23
Indigo (S),VIC191,16701,70,5384,419.1,16,5,Indigo,2022-08-22,2022-08-23
