LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,142,2650,1108.2,19,7,Alpine,14/05/2022,2022-05-15
Ararat (RC),VIC220,11845,185,2198,1561.8,41,7,Ararat,14/05/2022,2022-05-15
Ballarat (C),VIC241,109505,2083,27674,1902.2,250,7,Ballarat,14/05/2022,2022-05-15
Banyule (C),VIC188,131631,1832,34422,1391.8,209,7,Banyule,14/05/2022,2022-05-15
Bass Coast (S),VIC173,36320,512,7950,1409.7,74,7,Bass Coast,14/05/2022,2022-05-15
Baw Baw (S),VIC194,53396,797,12760,1492.6,103,7,Baw Baw,14/05/2022,2022-05-15
Bayside (C),VIC182,106862,1279,27659,1196.9,170,7,Bayside,14/05/2022,2022-05-15
Benalla (RC),VIC199,14037,116,2582,826.4,21,6,Benalla,14/05/2022,2022-05-15
Boroondara (C),VIC201,183199,2163,43084,1180.7,300,7,Boroondara,14/05/2022,2022-05-15
Brimbank (C),VIC189,209523,1582,57157,755,218,6,Brimbank,14/05/2022,2022-05-15
Buloke (S),VIC183,6124,89,795,1453.3,15,7,Buloke,14/05/2022,2022-05-15
Campaspe (S),VIC239,37622,337,7658,895.8,46,6,Campaspe,14/05/2022,2022-05-15
Cardinia (S),VIC212,112159,1219,31358,1086.8,156,7,Cardinia,14/05/2022,2022-05-15
Casey (C),VIC213,353872,3878,102945,1095.9,478,7,Casey,14/05/2022,2022-05-15
Central Goldfields (S),VIC169,13186,146,2262,1107.2,20,7,Central Goldfields,14/05/2022,2022-05-15
Colac-Otway (S),VIC224,21564,157,4201,728.1,12,6,Colac-Otway,14/05/2022,2022-05-15
Corangamite (S),VIC231,16020,154,2719,961.3,14,6,Corangamite,14/05/2022,2022-05-15
Darebin (C),VIC205,164184,1949,44068,1187.1,244,7,Darebin,14/05/2022,2022-05-15
East Gippsland (S),VIC243,47316,581,7842,1227.9,66,7,East Gippsland,14/05/2022,2022-05-15
Frankston (C),VIC227,142643,1795,36912,1258.4,244,7,Frankston,14/05/2022,2022-05-15
Gannawarra (S),VIC214,10472,102,1462,974,21,6,Gannawarra,14/05/2022,2022-05-15
Glen Eira (C),VIC177,156511,1786,43601,1141.1,214,7,Glen Eira,14/05/2022,2022-05-15
Glenelg (S),VIC223,19674,155,3291,787.8,20,6,Glenelg,14/05/2022,2022-05-15
Golden Plains (S),VIC230,23722,343,5238,1445.9,41,7,Golden Plains,14/05/2022,2022-05-15
Greater Bendigo (C),VIC193,118093,1801,28030,1525.1,228,7,Greater Bendigo,14/05/2022,2022-05-15
Greater Dandenong (C),VIC247,168201,1404,42868,834.7,220,6,Greater Dandenong,14/05/2022,2022-05-15
Greater Geelong (C),VIC215,258934,3475,65489,1342,492,7,Greater Geelong,14/05/2022,2022-05-15
Greater Shepparton (C),VIC93,66498,873,16150,1312.8,119,7,Greater Shepparton,14/05/2022,2022-05-15
Hepburn (S),VIC94,15975,246,2804,1539.9,28,7,Hepburn,14/05/2022,2022-05-15
