LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,101,2265,788.2,21,6,Alpine,24/04/2022,2022-04-25
Ararat (RC),VIC220,11845,121,1764,1021.5,23,7,Ararat,24/04/2022,2022-04-25
Ballarat (C),VIC241,109505,1037,22912,947,174,6,Ballarat,24/04/2022,2022-04-25
Banyule (C),VIC188,131631,1217,29686,924.6,191,6,Banyule,24/04/2022,2022-04-25
Bass Coast (S),VIC173,36320,294,6618,809.5,47,6,Bass Coast,24/04/2022,2022-04-25
Baw Baw (S),VIC194,53396,403,10947,754.7,74,6,Baw Baw,24/04/2022,2022-04-25
Bayside (C),VIC182,106862,829,24292,775.8,142,6,Bayside,24/04/2022,2022-04-25
Benalla (RC),VIC199,14037,109,2203,776.5,14,6,Benalla,24/04/2022,2022-04-25
Boroondara (C),VIC201,183199,1420,37224,775.1,216,6,Boroondara,24/04/2022,2022-04-25
Brimbank (C),VIC189,209523,1532,52494,731.2,218,6,Brimbank,24/04/2022,2022-04-25
Buloke (S),VIC183,6124,25,650,408.2,5,5,Buloke,24/04/2022,2022-04-25
Campaspe (S),VIC239,37622,209,6749,555.5,26,6,Campaspe,24/04/2022,2022-04-25
Cardinia (S),VIC212,112159,948,27950,845.2,140,6,Cardinia,24/04/2022,2022-04-25
Casey (C),VIC213,353872,2551,92148,720.9,341,6,Casey,24/04/2022,2022-04-25
Central Goldfields (S),VIC169,13186,110,1860,834.2,13,6,Central Goldfields,24/04/2022,2022-04-25
Colac-Otway (S),VIC224,21564,120,3684,556.5,10,6,Colac-Otway,24/04/2022,2022-04-25
Corangamite (S),VIC231,16020,101,2356,630.5,11,6,Corangamite,24/04/2022,2022-04-25
Darebin (C),VIC205,164184,1521,38664,926.4,208,6,Darebin,24/04/2022,2022-04-25
East Gippsland (S),VIC243,47316,355,6241,750.3,45,6,East Gippsland,24/04/2022,2022-04-25
Frankston (C),VIC227,142643,1077,32047,755,162,6,Frankston,24/04/2022,2022-04-25
Gannawarra (S),VIC214,10472,46,1220,439.3,7,5,Gannawarra,24/04/2022,2022-04-25
Glen Eira (C),VIC177,156511,1303,38528,832.5,185,6,Glen Eira,24/04/2022,2022-04-25
Glenelg (S),VIC223,19674,159,2861,808.2,23,6,Glenelg,24/04/2022,2022-04-25
Golden Plains (S),VIC230,23722,185,4439,779.9,26,6,Golden Plains,24/04/2022,2022-04-25
Greater Bendigo (C),VIC193,118093,1144,23254,968.7,216,6,Greater Bendigo,24/04/2022,2022-04-25
Greater Dandenong (C),VIC247,168201,1081,38900,642.7,159,6,Greater Dandenong,24/04/2022,2022-04-25
Greater Geelong (C),VIC215,258934,2325,56450,897.9,347,6,Greater Geelong,24/04/2022,2022-04-25
Greater Shepparton (C),VIC93,66498,405,13823,609,60,6,Greater Shepparton,24/04/2022,2022-04-25
Hepburn (S),VIC94,15975,119,2243,744.9,17,6,Hepburn,24/04/2022,2022-04-25
Hindmarsh (S),VIC152,5588,52,672,930.6,8,6,Hindmarsh,24/04/2022,2022-04-25
Hobsons Bay (C),VIC235,97751,759,21677,776.5,90,6,Hobsons Bay,24/04/2022,2022-04-25
Horsham (RC),VIC153,19921,265,3467,1330.3,42,7,Horsham,24/04/2022,2022-04-25
Hume (C),VIC198,233471,1404,68374,601.4,215,6,Hume,24/04/2022,2022-04-25
Indigo (S),VIC191,16701,113,2444,676.6,14,6,Indigo,24/04/2022,2022-04-25
Interstate,,,26,4373,0,10,0,,24/04/2022,2022-04-25
Kingston (C),VIC226,165782,1326,37429,799.8,194,6,Kingston,24/04/2022,2022-04-25
Knox (C),VIC209,164538,1326,34167,805.9,192,6,Knox,24/04/2022,2022-04-25
Latrobe (C),VIC219,75561,675,15626,893.3,86,6,Latrobe,24/04/2022,2022-04-25
Loddon (S),VIC185,7504,35,859,466.4,2,5,Loddon,24/04/2022,2022-04-25
Macedon Ranges (S),VIC228,50231,414,9772,824.2,65,6,Macedon Ranges,24/04/2022,2022-04-25
Manningham (C),VIC195,127573,962,26348,754.1,168,6,Manningham,24/04/2022,2022-04-25
Mansfield (S),VIC244,9176,75,1844,817.3,13,6,Mansfield,24/04/2022,2022-04-25
Maribyrnong (C),VIC234,93448,795,23680,850.7,114,6,Maribyrnong,24/04/2022,2022-04-25
Maroondah (C),VIC207,118558,1027,24415,866.2,168,6,Maroondah,24/04/2022,2022-04-25
Melbourne (C),VIC132,178955,1663,44567,929.3,215,6,Melbourne,24/04/2022,2022-04-25
Melton (C),VIC237,164895,1230,50928,745.9,186,6,Melton,24/04/2022,2022-04-25
Mildura (RC),VIC222,55777,476,12144,853.4,75,6,Mildura,24/04/2022,2022-04-25
Mitchell (S),VIC211,46082,312,10485,677.1,42,6,Mitchell,24/04/2022,2022-04-25
Moira (S),VIC190,29925,167,5465,558.1,23,6,Moira,24/04/2022,2022-04-25
Monash (C),VIC210,202847,1741,40523,858.3,250,6,Monash,24/04/2022,2022-04-25
