LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,114,3953,889.7,16,6,Alpine,30/07/2022,2022-07-31
Ararat (RC),VIC220,11845,137,3303,1156.6,22,7,Ararat,30/07/2022,2022-07-31
Ballarat (C),VIC241,109505,1242,42870,1134.2,138,7,Ballarat,30/07/2022,2022-07-31
Banyule (C),VIC188,131631,1445,49655,1097.8,152,7,Banyule,30/07/2022,2022-07-31
Bass Coast (S),VIC173,36320,259,12208,713.1,28,6,Bass Coast,30/07/2022,2022-07-31
Baw Baw (S),VIC194,53396,599,18918,1121.8,85,7,Baw Baw,30/07/2022,2022-07-31
Bayside (C),VIC182,106862,905,38204,846.9,124,6,Bayside,30/07/2022,2022-07-31
Benalla (RC),VIC199,14037,148,3868,1054.4,14,7,Benalla,30/07/2022,2022-07-31
Boroondara (C),VIC201,183199,1567,62347,855.4,166,6,Boroondara,30/07/2022,2022-07-31
Brimbank (C),VIC189,209523,1404,71724,670.1,164,6,Brimbank,30/07/2022,2022-07-31
Buloke (S),VIC183,6124,51,1306,832.8,5,6,Buloke,30/07/2022,2022-07-31
Campaspe (S),VIC239,37622,363,11279,964.9,35,6,Campaspe,30/07/2022,2022-07-31
Cardinia (S),VIC212,112159,1197,43749,1067.2,135,7,Cardinia,30/07/2022,2022-07-31
Casey (C),VIC213,353872,3536,138138,999.2,395,6,Casey,30/07/2022,2022-07-31
Central Goldfields (S),VIC169,13186,111,3598,841.8,5,6,Central Goldfields,30/07/2022,2022-07-31
Colac-Otway (S),VIC224,21564,175,6183,811.5,25,6,Colac-Otway,30/07/2022,2022-07-31
Corangamite (S),VIC231,16020,112,4023,699.1,17,6,Corangamite,30/07/2022,2022-07-31
Darebin (C),VIC205,164184,1640,62368,998.9,172,6,Darebin,30/07/2022,2022-07-31
East Gippsland (S),VIC243,47316,261,12297,551.6,43,6,East Gippsland,30/07/2022,2022-07-31
Frankston (C),VIC227,142643,1372,51917,961.8,164,6,Frankston,30/07/2022,2022-07-31
Gannawarra (S),VIC214,10472,78,2472,744.8,16,6,Gannawarra,30/07/2022,2022-07-31
Glen Eira (C),VIC177,156511,1443,59692,922,155,6,Glen Eira,30/07/2022,2022-07-31
Glenelg (S),VIC223,19674,128,5309,650.6,8,6,Glenelg,30/07/2022,2022-07-31
Golden Plains (S),VIC230,23722,221,8127,931.6,24,6,Golden Plains,30/07/2022,2022-07-31
Greater Bendigo (C),VIC193,118093,1426,44137,1207.5,149,7,Greater Bendigo,30/07/2022,2022-07-31
Greater Dandenong (C),VIC247,168201,1052,54789,625.4,99,6,Greater Dandenong,30/07/2022,2022-07-31
Greater Geelong (C),VIC215,258934,2723,99964,1051.6,317,7,Greater Geelong,30/07/2022,2022-07-31
Greater Shepparton (C),VIC93,66498,699,23285,1051.2,81,7,Greater Shepparton,30/07/2022,2022-07-31
Hepburn (S),VIC94,15975,131,4414,820,14,6,Hepburn,30/07/2022,2022-07-31
Hindmarsh (S),VIC152,5588,47,1537,841.1,6,6,Hindmarsh,30/07/2022,2022-07-31
Hobsons Bay (C),VIC235,97751,943,35131,964.7,106,6,Hobsons Bay,30/07/2022,2022-07-31
Horsham (RC),VIC153,19921,252,6714,1265,34,7,Horsham,30/07/2022,2022-07-31
Hume (C),VIC198,233471,1971,93174,844.2,217,6,Hume,30/07/2022,2022-07-31
Indigo (S),VIC191,16701,123,5069,736.5,10,6,Indigo,30/07/2022,2022-07-31
Interstate,,,123,5913,0,23,0,,30/07/2022,2022-07-31
Kingston (C),VIC226,165782,1500,60714,904.8,173,6,Kingston,30/07/2022,2022-07-31
Knox (C),VIC209,164538,1742,59732,1058.7,214,7,Knox,30/07/2022,2022-07-31
Latrobe (C),VIC219,75561,810,26090,1072,94,7,Latrobe,30/07/2022,2022-07-31
Loddon (S),VIC185,7504,54,1715,719.6,9,6,Loddon,30/07/2022,2022-07-31
Macedon Ranges (S),VIC228,50231,569,16893,1132.8,67,7,Macedon Ranges,30/07/2022,2022-07-31
Manningham (C),VIC195,127573,1328,45053,1041,155,7,Manningham,30/07/2022,2022-07-31
Mansfield (S),VIC244,9176,84,3059,915.4,3,6,Mansfield,30/07/2022,2022-07-31
Maribyrnong (C),VIC234,93448,902,36927,965.2,106,6,Maribyrnong,30/07/2022,2022-07-31
Maroondah (C),VIC207,118558,1190,44282,1003.7,143,7,Maroondah,30/07/2022,2022-07-31
Melbourne (C),VIC132,178955,1580,67751,882.9,137,6,Melbourne,30/07/2022,2022-07-31
Melton (C),VIC237,164895,1949,73524,1182,216,7,Melton,30/07/2022,2022-07-31
Mildura (RC),VIC222,55777,744,19174,1333.9,66,7,Mildura,30/07/2022,2022-07-31
Mitchell (S),VIC211,46082,576,17306,1249.9,62,7,Mitchell,30/07/2022,2022-07-31
Moira (S),VIC190,29925,195,8867,651.6,15,6,Moira,30/07/2022,2022-07-31
Monash (C),VIC210,202847,2071,70036,1021,246,7,Monash,30/07/2022,2022-07-31
Moonee Valley (C),VIC121,130294,1101,49376,845,119,6,Moonee Valley,30/07/2022,2022-07-31
Moorabool (S),VIC236,35049,359,12816,1024.3,47,7,Moorabool,30/07/2022,2022-07-31
Moreland (C),VIC131,185767,1783,73857,959.8,207,6,Moreland,30/07/2022,2022-07-31
Mornington Peninsula (S),VIC204,167636,1432,57725,854.2,169,6,Mornington Peninsula,30/07/2022,2022-07-31
Mount Alexander (S),VIC105,19754,171,6111,865.6,15,6,Mount Alexander,30/07/2022,2022-07-31
Moyne (S),VIC229,16953,145,4933,855.3,18,6,Moyne,30/07/2022,2022-07-31
Murrindindi (S),VIC250,14570,131,3896,899.1,16,6,Murrindindi,30/07/2022,2022-07-31
Nillumbik (S),VIC216,65094,812,24393,1247.4,66,7,Nillumbik,30/07/2022,2022-07-31
Northern Grampians (S),VIC166,11402,138,3444,1210.3,22,7,Northern Grampians,30/07/2022,2022-07-31
Overseas,,,10,179,0,1,0,,30/07/2022,2022-07-31
Overseas Traveller,,,0,621,0,0,0,,30/07/2022,2022-07-31
Port Phillip (C),VIC208,115601,889,42434,769,82,6,Port Phillip,30/07/2022,2022-07-31
Pyrenees (S),VIC217,7472,90,2053,1204.5,9,7,Pyrenees,30/07/2022,2022-07-31
Queenscliffe (B),VIC238,2940,23,1039,782.3,4,6,Queenscliffe,30/07/2022,2022-07-31
South Gippsland (S),VIC178,29914,315,8731,1053,34,7,South Gippsland,30/07/2022,2022-07-31
Southern Grampians (S),VIC233,16100,189,4870,1173.9,15,7,Southern Grampians,30/07/2022,2022-07-31
Stonnington (C),VIC203,117768,928,40564,788,91,6,Stonnington,30/07/2022,2022-07-31
Strathbogie (S),VIC110,10781,64,2769,593.6,6,6,Strathbogie,30/07/2022,2022-07-31
Surf Coast (S),VIC225,33456,277,13738,828,35,6,Surf Coast,30/07/2022,2022-07-31
Swan Hill (RC),VIC180,20649,151,6212,731.3,20,6,Swan Hill,30/07/2022,2022-07-31
Towong (S),VIC187,6040,22,1442,364.2,4,5,Towong,30/07/2022,2022-07-31
Unincorporated Vic,,,18,401,0,2,0,,30/07/2022,2022-07-31
Unknown,,,183,5423,0,23,0,,30/07/2022,2022-07-31
Wangaratta (RC),VIC186,29187,297,9407,1017.6,22,7,Wangaratta,30/07/2022,2022-07-31
Warrnambool (C),VIC179,35181,318,11970,903.9,49,6,Warrnambool,30/07/2022,2022-07-31
Wellington (S),VIC218,44380,396,13685,892.3,51,6,Wellington,30/07/2022,2022-07-31
West Wimmera (S),VIC232,3841,36,808,937.3,5,6,West Wimmera,30/07/2022,2022-07-31
Whitehorse (C),VIC196,178739,1829,61363,1023.3,218,7,Whitehorse,30/07/2022,2022-07-31
Whittlesea (C),VIC197,230238,2256,90824,979.9,244,6,Whittlesea,30/07/2022,2022-07-31
Wodonga (C),VIC192,42083,394,15593,936.2,46,6,Wodonga,30/07/2022,2022-07-31
Wyndham (C),VIC221,270487,3185,109720,1177.5,342,7,Wyndham,30/07/2022,2022-07-31
Yarra (C),VIC202,101495,881,39795,868,79,6,Yarra,30/07/2022,2022-07-31
Yarra Ranges (S),VIC206,159462,1584,56318,993.3,173,6,Yarra Ranges,30/07/2022,2022-07-31
Yarriambiack (S),VIC200,6639,102,1652,1536.4,11,7,Yarriambiack,30/07/2022,2022-07-31
