LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,159,3757,1240.8,38,7,Alpine,21/07/2022,2022-07-22
Ararat (RC),VIC220,11845,133,3090,1122.8,37,7,Ararat,21/07/2022,2022-07-22
Ballarat (C),VIC241,109505,1613,40999,1473,270,7,Ballarat,21/07/2022,2022-07-22
Banyule (C),VIC188,131631,1553,47504,1179.8,267,7,Banyule,21/07/2022,2022-07-22
Bass Coast (S),VIC173,36320,344,11819,947.1,69,6,Bass Coast,21/07/2022,2022-07-22
Baw Baw (S),VIC194,53396,586,18085,1097.5,90,7,Baw Baw,21/07/2022,2022-07-22
Bayside (C),VIC182,106862,997,36811,933,178,6,Bayside,21/07/2022,2022-07-22
Benalla (RC),VIC199,14037,120,3639,854.9,20,6,Benalla,21/07/2022,2022-07-22
Boroondara (C),VIC201,183199,1957,59910,1068.2,301,7,Boroondara,21/07/2022,2022-07-22
Brimbank (C),VIC189,209523,1603,69360,765.1,255,6,Brimbank,21/07/2022,2022-07-22
Buloke (S),VIC183,6124,44,1234,718.5,9,6,Buloke,21/07/2022,2022-07-22
Campaspe (S),VIC239,37622,356,10734,946.3,65,6,Campaspe,21/07/2022,2022-07-22
Cardinia (S),VIC212,112159,1258,41947,1121.6,239,7,Cardinia,21/07/2022,2022-07-22
Casey (C),VIC213,353872,3670,132850,1037.1,682,7,Casey,21/07/2022,2022-07-22
Central Goldfields (S),VIC169,13186,124,3432,940.4,26,6,Central Goldfields,21/07/2022,2022-07-22
Colac-Otway (S),VIC224,21564,221,5927,1024.9,43,7,Colac-Otway,21/07/2022,2022-07-22
Corangamite (S),VIC231,16020,122,3858,761.5,24,6,Corangamite,21/07/2022,2022-07-22
Darebin (C),VIC205,164184,1647,59841,1003.1,299,7,Darebin,21/07/2022,2022-07-22
East Gippsland (S),VIC243,47316,370,11862,782,69,6,East Gippsland,21/07/2022,2022-07-22
Frankston (C),VIC227,142643,1568,49920,1099.2,262,7,Frankston,21/07/2022,2022-07-22
Gannawarra (S),VIC214,10472,118,2333,1126.8,18,7,Gannawarra,21/07/2022,2022-07-22
Glen Eira (C),VIC177,156511,1572,57540,1004.4,257,7,Glen Eira,21/07/2022,2022-07-22
Glenelg (S),VIC223,19674,219,5089,1113.1,41,7,Glenelg,21/07/2022,2022-07-22
Golden Plains (S),VIC230,23722,240,7824,1011.7,29,7,Golden Plains,21/07/2022,2022-07-22
Greater Bendigo (C),VIC193,118093,1705,42029,1443.8,309,7,Greater Bendigo,21/07/2022,2022-07-22
Greater Dandenong (C),VIC247,168201,1347,53134,800.8,252,6,Greater Dandenong,21/07/2022,2022-07-22
Greater Geelong (C),VIC215,258934,2978,95877,1150.1,517,7,Greater Geelong,21/07/2022,2022-07-22
Greater Shepparton (C),VIC93,66498,764,22193,1148.9,131,7,Greater Shepparton,21/07/2022,2022-07-22
Hepburn (S),VIC94,15975,169,4205,1057.9,26,7,Hepburn,21/07/2022,2022-07-22
Hindmarsh (S),VIC152,5588,75,1472,1342.2,10,7,Hindmarsh,21/07/2022,2022-07-22
Hobsons Bay (C),VIC235,97751,1121,33670,1146.8,153,7,Hobsons Bay,21/07/2022,2022-07-22
Horsham (RC),VIC153,19921,253,6347,1270,30,7,Horsham,21/07/2022,2022-07-22
Hume (C),VIC198,233471,2093,90030,896.5,381,6,Hume,21/07/2022,2022-07-22
Indigo (S),VIC191,16701,155,4844,928.1,27,6,Indigo,21/07/2022,2022-07-22
Interstate,,,119,5781,0,40,0,,21/07/2022,2022-07-22
Kingston (C),VIC226,165782,1673,58463,1009.2,279,7,Kingston,21/07/2022,2022-07-22
Knox (C),VIC209,164538,2022,57080,1228.9,356,7,Knox,21/07/2022,2022-07-22
Latrobe (C),VIC219,75561,647,24963,856.3,101,6,Latrobe,21/07/2022,2022-07-22
Loddon (S),VIC185,7504,85,1621,1132.7,20,7,Loddon,21/07/2022,2022-07-22
Macedon Ranges (S),VIC228,50231,546,16036,1087,102,7,Macedon Ranges,21/07/2022,2022-07-22
Manningham (C),VIC195,127573,1435,42965,1124.8,210,7,Manningham,21/07/2022,2022-07-22
Mansfield (S),VIC244,9176,71,2939,773.8,11,6,Mansfield,21/07/2022,2022-07-22
Maribyrnong (C),VIC234,93448,996,35505,1065.8,146,7,Maribyrnong,21/07/2022,2022-07-22
Maroondah (C),VIC207,118558,1529,42391,1289.7,257,7,Maroondah,21/07/2022,2022-07-22
Melbourne (C),VIC132,178955,1841,64945,1028.8,324,7,Melbourne,21/07/2022,2022-07-22
Melton (C),VIC237,164895,1798,70550,1090.4,315,7,Melton,21/07/2022,2022-07-22
Mildura (RC),VIC222,55777,719,18074,1289.1,105,7,Mildura,21/07/2022,2022-07-22
Mitchell (S),VIC211,46082,621,16456,1347.6,117,7,Mitchell,21/07/2022,2022-07-22
Moira (S),VIC190,29925,293,8537,979.1,64,6,Moira,21/07/2022,2022-07-22
Monash (C),VIC210,202847,2508,66841,1236.4,438,7,Monash,21/07/2022,2022-07-22
Moonee Valley (C),VIC121,130294,1350,47650,1036.1,230,7,Moonee Valley,21/07/2022,2022-07-22
Moorabool (S),VIC236,35049,377,12298,1075.6,61,7,Moorabool,21/07/2022,2022-07-22
Moreland (C),VIC131,185767,1949,71044,1049.2,336,7,Moreland,21/07/2022,2022-07-22
Mornington Peninsula (S),VIC204,167636,1568,55572,935.4,254,6,Mornington Peninsula,21/07/2022,2022-07-22
Mount Alexander (S),VIC105,19754,248,5833,1255.4,41,7,Mount Alexander,21/07/2022,2022-07-22
Moyne (S),VIC229,16953,183,4707,1079.5,23,7,Moyne,21/07/2022,2022-07-22
Murrindindi (S),VIC250,14570,141,3711,967.7,22,6,Murrindindi,21/07/2022,2022-07-22
Nillumbik (S),VIC216,65094,722,23217,1109.2,132,7,Nillumbik,21/07/2022,2022-07-22
Northern Grampians (S),VIC166,11402,142,3255,1245.4,27,7,Northern Grampians,21/07/2022,2022-07-22
