LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,60,4041,468.2,6,5,Alpine,07/08/2022,2022-08-08
Ararat (RC),VIC220,11845,110,3430,928.7,20,6,Ararat,07/08/2022,2022-08-08
Ballarat (C),VIC241,109505,783,43945,715,94,6,Ballarat,07/08/2022,2022-08-08
Banyule (C),VIC188,131631,860,50834,653.3,101,6,Banyule,07/08/2022,2022-08-08
Bass Coast (S),VIC173,36320,255,12558,702.1,39,6,Bass Coast,07/08/2022,2022-08-08
Baw Baw (S),VIC194,53396,387,19448,724.8,50,6,Baw Baw,07/08/2022,2022-08-08
Bayside (C),VIC182,106862,584,39038,546.5,66,6,Bayside,07/08/2022,2022-08-08
Benalla (RC),VIC199,14037,83,3978,591.3,16,6,Benalla,07/08/2022,2022-08-08
Boroondara (C),VIC201,183199,1073,63826,585.7,128,6,Boroondara,07/08/2022,2022-08-08
Brimbank (C),VIC189,209523,881,72932,420.5,104,5,Brimbank,07/08/2022,2022-08-08
Buloke (S),VIC183,6124,32,1350,522.5,0,6,Buloke,07/08/2022,2022-08-08
Campaspe (S),VIC239,37622,219,11561,582.1,23,6,Campaspe,07/08/2022,2022-08-08
Cardinia (S),VIC212,112159,874,44968,779.3,94,6,Cardinia,07/08/2022,2022-08-08
Casey (C),VIC213,353872,2337,141414,660.4,246,6,Casey,07/08/2022,2022-08-08
Central Goldfields (S),VIC169,13186,30,3645,227.5,6,5,Central Goldfields,07/08/2022,2022-08-08
Colac-Otway (S),VIC224,21564,135,6345,626,16,6,Colac-Otway,07/08/2022,2022-08-08
Corangamite (S),VIC231,16020,83,4124,518.1,12,6,Corangamite,07/08/2022,2022-08-08
Darebin (C),VIC205,164184,1059,63791,645,118,6,Darebin,07/08/2022,2022-08-08
East Gippsland (S),VIC243,47316,301,12699,636.1,29,6,East Gippsland,07/08/2022,2022-08-08
Frankston (C),VIC227,142643,969,53212,679.3,115,6,Frankston,07/08/2022,2022-08-08
Gannawarra (S),VIC214,10472,46,2539,439.3,5,5,Gannawarra,07/08/2022,2022-08-08
Glen Eira (C),VIC177,156511,995,61042,635.7,128,6,Glen Eira,07/08/2022,2022-08-08
Glenelg (S),VIC223,19674,97,5437,493,14,5,Glenelg,07/08/2022,2022-08-08
Golden Plains (S),VIC230,23722,178,8376,750.4,20,6,Golden Plains,07/08/2022,2022-08-08
Greater Bendigo (C),VIC193,118093,905,45399,766.3,102,6,Greater Bendigo,07/08/2022,2022-08-08
Greater Dandenong (C),VIC247,168201,829,55942,492.9,87,5,Greater Dandenong,07/08/2022,2022-08-08
Greater Geelong (C),VIC215,258934,2204,102855,851.2,263,6,Greater Geelong,07/08/2022,2022-08-08
Greater Shepparton (C),VIC93,66498,438,23901,658.7,47,6,Greater Shepparton,07/08/2022,2022-08-08
Hepburn (S),VIC94,15975,84,4523,525.8,8,6,Hepburn,07/08/2022,2022-08-08
Hindmarsh (S),VIC152,5588,22,1569,393.7,2,5,Hindmarsh,07/08/2022,2022-08-08
Hobsons Bay (C),VIC235,97751,612,35941,626.1,74,6,Hobsons Bay,07/08/2022,2022-08-08
Horsham (RC),VIC153,19921,120,6887,602.4,4,6,Horsham,07/08/2022,2022-08-08
Hume (C),VIC198,233471,1355,95044,580.4,165,6,Hume,07/08/2022,2022-08-08
Indigo (S),VIC191,16701,104,5201,622.7,9,6,Indigo,07/08/2022,2022-08-08
Interstate,,,40,5942,0,7,0,,07/08/2022,2022-08-08
Kingston (C),VIC226,165782,1008,62118,608,126,6,Kingston,07/08/2022,2022-08-08
Knox (C),VIC209,164538,1166,61298,708.7,119,6,Knox,07/08/2022,2022-08-08
Latrobe (C),VIC219,75561,583,26877,771.6,77,6,Latrobe,07/08/2022,2022-08-08
