LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,94,2216,733.6,12,6,Alpine,21/04/2022,2022-04-22
Ararat (RC),VIC220,11845,95,1708,802,22,6,Ararat,21/04/2022,2022-04-22
Ballarat (C),VIC241,109505,1116,22481,1019.1,173,7,Ballarat,21/04/2022,2022-04-22
Banyule (C),VIC188,131631,1239,29162,941.3,206,6,Banyule,21/04/2022,2022-04-22
Bass Coast (S),VIC173,36320,322,6496,886.6,62,6,Bass Coast,21/04/2022,2022-04-22
Baw Baw (S),VIC194,53396,454,10782,850.3,83,6,Baw Baw,21/04/2022,2022-04-22
Bayside (C),VIC182,106862,838,23908,784.2,131,6,Bayside,21/04/2022,2022-04-22
Benalla (RC),VIC199,14037,114,2159,812.1,19,6,Benalla,21/04/2022,2022-04-22
Boroondara (C),VIC201,183199,1405,36570,766.9,236,6,Boroondara,21/04/2022,2022-04-22
Brimbank (C),VIC189,209523,1595,51889,761.3,295,6,Brimbank,21/04/2022,2022-04-22
Buloke (S),VIC183,6124,30,641,489.9,6,5,Buloke,21/04/2022,2022-04-22
Campaspe (S),VIC239,37622,224,6673,595.4,43,6,Campaspe,21/04/2022,2022-04-22
Cardinia (S),VIC212,112159,976,27541,870.2,149,6,Cardinia,21/04/2022,2022-04-22
Casey (C),VIC213,353872,2669,91100,754.2,419,6,Casey,21/04/2022,2022-04-22
Central Goldfields (S),VIC169,13186,120,1816,910.1,13,6,Central Goldfields,21/04/2022,2022-04-22
Colac-Otway (S),VIC224,21564,125,3640,579.7,26,6,Colac-Otway,21/04/2022,2022-04-22
Corangamite (S),VIC231,16020,96,2307,599.3,16,6,Corangamite,21/04/2022,2022-04-22
Darebin (C),VIC205,164184,1521,38064,926.4,274,6,Darebin,21/04/2022,2022-04-22
East Gippsland (S),VIC243,47316,393,6103,830.6,67,6,East Gippsland,21/04/2022,2022-04-22
Frankston (C),VIC227,142643,1139,31563,798.5,191,6,Frankston,21/04/2022,2022-04-22
Gannawarra (S),VIC214,10472,49,1199,467.9,6,5,Gannawarra,21/04/2022,2022-04-22
Glen Eira (C),VIC177,156511,1360,37980,868.9,231,6,Glen Eira,21/04/2022,2022-04-22
Glenelg (S),VIC223,19674,173,2810,879.3,32,6,Glenelg,21/04/2022,2022-04-22
Golden Plains (S),VIC230,23722,184,4363,775.7,34,6,Golden Plains,21/04/2022,2022-04-22
Greater Bendigo (C),VIC193,118093,1120,22715,948.4,196,6,Greater Bendigo,21/04/2022,2022-04-22
Greater Dandenong (C),VIC247,168201,1034,38442,614.7,208,6,Greater Dandenong,21/04/2022,2022-04-22
Greater Geelong (C),VIC215,258934,2273,55446,877.8,408,6,Greater Geelong,21/04/2022,2022-04-22
Greater Shepparton (C),VIC93,66498,381,13654,572.9,73,6,Greater Shepparton,21/04/2022,2022-04-22
Hepburn (S),VIC94,15975,122,2197,763.7,21,6,Hepburn,21/04/2022,2022-04-22
Hindmarsh (S),VIC152,5588,40,651,715.8,9,6,Hindmarsh,21/04/2022,2022-04-22
Hobsons Bay (C),VIC235,97751,788,21370,806.1,139,6,Hobsons Bay,21/04/2022,2022-04-22
Horsham (RC),VIC153,19921,251,3367,1260,52,7,Horsham,21/04/2022,2022-04-22
Hume (C),VIC198,233471,1435,67738,614.6,241,6,Hume,21/04/2022,2022-04-22
Indigo (S),VIC191,16701,122,2395,730.5,19,6,Indigo,21/04/2022,2022-04-22
Interstate,,,21,4355,0,8,0,,21/04/2022,2022-04-22
Kingston (C),VIC226,165782,1382,36876,833.6,228,6,Kingston,21/04/2022,2022-04-22
Knox (C),VIC209,164538,1368,33617,831.4,219,6,Knox,21/04/2022,2022-04-22
Latrobe (C),VIC219,75561,746,15366,987.3,117,6,Latrobe,21/04/2022,2022-04-22
Loddon (S),VIC185,7504,31,844,413.1,2,5,Loddon,21/04/2022,2022-04-22
Macedon Ranges (S),VIC228,50231,396,9591,788.4,79,6,Macedon Ranges,21/04/2022,2022-04-22
Manningham (C),VIC195,127573,1005,25892,787.8,172,6,Manningham,21/04/2022,2022-04-22
Mansfield (S),VIC244,9176,82,1810,893.6,13,6,Mansfield,21/04/2022,2022-04-22
Maribyrnong (C),VIC234,93448,830,23377,888.2,144,6,Maribyrnong,21/04/2022,2022-04-22
Maroondah (C),VIC207,118558,1010,23961,851.9,182,6,Maroondah,21/04/2022,2022-04-22
Melbourne (C),VIC132,178955,1647,43884,920.3,319,6,Melbourne,21/04/2022,2022-04-22
Melton (C),VIC237,164895,1315,50426,797.5,238,6,Melton,21/04/2022,2022-04-22
Mildura (RC),VIC222,55777,438,11926,785.3,100,6,Mildura,21/04/2022,2022-04-22
Mitchell (S),VIC211,46082,343,10359,744.3,59,6,Mitchell,21/04/2022,2022-04-22
Moira (S),VIC190,29925,165,5389,551.4,29,6,Moira,21/04/2022,2022-04-22
Monash (C),VIC210,202847,1688,39771,832.2,367,6,Monash,21/04/2022,2022-04-22
Moonee Valley (C),VIC121,130294,1036,31921,795.1,158,6,Moonee Valley,21/04/2022,2022-04-22
Moorabool (S),VIC236,35049,286,7856,816,39,6,Moorabool,21/04/2022,2022-04-22
Moreland (C),VIC131,185767,1712,47491,921.6,319,6,Moreland,21/04/2022,2022-04-22
Mornington Peninsula (S),VIC204,167636,1320,35587,787.4,240,6,Mornington Peninsula,21/04/2022,2022-04-22
Mount Alexander (S),VIC105,19754,143,2845,723.9,23,6,Mount Alexander,21/04/2022,2022-04-22
Moyne (S),VIC229,16953,151,2573,890.7,14,6,Moyne,21/04/2022,2022-04-22
Murrindindi (S),VIC250,14570,78,2093,535.3,15,6,Murrindindi,21/04/2022,2022-04-22
Nillumbik (S),VIC216,65094,569,13954,874.1,105,6,Nillumbik,21/04/2022,2022-04-22
Northern Grampians (S),VIC166,11402,105,1831,920.9,23,6,Northern Grampians,21/04/2022,2022-04-22
Other,,,1,1,0,1,0,,21/04/2022,2022-04-22
Overseas,,,0,78,0,0,0,,21/04/2022,2022-04-22
Overseas Traveller,,,0,621,0,0,0,,21/04/2022,2022-04-22
Port Phillip (C),VIC208,115601,952,27946,823.5,173,6,Port Phillip,21/04/2022,2022-04-22
Pyrenees (S),VIC217,7472,53,1016,709.3,2,6,Pyrenees,21/04/2022,2022-04-22
Queenscliffe (B),VIC238,2940,36,604,1224.5,10,7,Queenscliffe,21/04/2022,2022-04-22
South Gippsland (S),VIC178,29914,219,4575,732.1,49,6,South Gippsland,21/04/2022,2022-04-22
Southern Grampians (S),VIC233,16100,129,2408,801.2,22,6,Southern Grampians,21/04/2022,2022-04-22
Stonnington (C),VIC203,117768,882,26624,748.9,183,6,Stonnington,21/04/2022,2022-04-22
Strathbogie (S),VIC110,10781,69,1575,640,11,6,Strathbogie,21/04/2022,2022-04-22
Surf Coast (S),VIC225,33456,305,8344,911.6,65,6,Surf Coast,21/04/2022,2022-04-22
Swan Hill (RC),VIC180,20649,118,4078,571.5,19,6,Swan Hill,21/04/2022,2022-04-22
Towong (S),VIC187,6040,41,700,678.8,9,6,Towong,21/04/2022,2022-04-22
Unincorporated Vic,,,3,103,0,1,0,,21/04/2022,2022-04-22
Unknown,,,115,6588,0,6,0,,21/04/2022,2022-04-22
Wangaratta (RC),VIC186,29187,297,5234,1017.6,59,7,Wangaratta,21/04/2022,2022-04-22
