LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,80,4000,624.3,6,6,Alpine,03/08/2022,2022-08-04
Ararat (RC),VIC220,11845,113,3371,954,14,6,Ararat,03/08/2022,2022-08-04
Ballarat (C),VIC241,109505,985,43493,899.5,147,6,Ballarat,03/08/2022,2022-08-04
Banyule (C),VIC188,131631,1104,50360,838.7,162,6,Banyule,03/08/2022,2022-08-04
Bass Coast (S),VIC173,36320,257,12394,707.6,49,6,Bass Coast,03/08/2022,2022-08-04
Baw Baw (S),VIC194,53396,502,19224,940.1,77,6,Baw Baw,03/08/2022,2022-08-04
Bayside (C),VIC182,106862,755,38710,706.5,127,6,Bayside,03/08/2022,2022-08-04
Benalla (RC),VIC199,14037,86,3928,612.7,16,6,Benalla,03/08/2022,2022-08-04
Boroondara (C),VIC201,183199,1327,63270,724.3,226,6,Boroondara,03/08/2022,2022-08-04
Brimbank (C),VIC189,209523,1075,72396,513.1,166,6,Brimbank,03/08/2022,2022-08-04
Buloke (S),VIC183,6124,33,1334,538.9,8,6,Buloke,03/08/2022,2022-08-04
Campaspe (S),VIC239,37622,260,11450,691.1,50,6,Campaspe,03/08/2022,2022-08-04
Cardinia (S),VIC212,112159,1062,44490,946.9,183,6,Cardinia,03/08/2022,2022-08-04
Casey (C),VIC213,353872,2996,140155,846.6,517,6,Casey,03/08/2022,2022-08-04
Central Goldfields (S),VIC169,13186,57,3628,432.3,5,5,Central Goldfields,03/08/2022,2022-08-04
Colac-Otway (S),VIC224,21564,140,6272,649.2,26,6,Colac-Otway,03/08/2022,2022-08-04
Corangamite (S),VIC231,16020,77,4067,480.6,12,5,Corangamite,03/08/2022,2022-08-04
Darebin (C),VIC205,164184,1297,63234,790,211,6,Darebin,03/08/2022,2022-08-04
East Gippsland (S),VIC243,47316,327,12541,691.1,67,6,East Gippsland,03/08/2022,2022-08-04
Frankston (C),VIC227,142643,1155,52675,809.7,202,6,Frankston,03/08/2022,2022-08-04
Gannawarra (S),VIC214,10472,75,2523,716.2,9,6,Gannawarra,03/08/2022,2022-08-04
Glen Eira (C),VIC177,156511,1155,60478,738,195,6,Glen Eira,03/08/2022,2022-08-04
Glenelg (S),VIC223,19674,90,5375,457.5,19,5,Glenelg,03/08/2022,2022-08-04
Golden Plains (S),VIC230,23722,235,8298,990.6,49,6,Golden Plains,03/08/2022,2022-08-04
Greater Bendigo (C),VIC193,118093,1171,44925,991.6,159,6,Greater Bendigo,03/08/2022,2022-08-04
Greater Dandenong (C),VIC247,168201,941,55476,559.4,190,6,Greater Dandenong,03/08/2022,2022-08-04
Greater Geelong (C),VIC215,258934,2468,101646,953.1,421,6,Greater Geelong,03/08/2022,2022-08-04
Greater Shepparton (C),VIC93,66498,582,23670,875.2,88,6,Greater Shepparton,03/08/2022,2022-08-04
Hepburn (S),VIC94,15975,103,4479,644.8,15,6,Hepburn,03/08/2022,2022-08-04
Hindmarsh (S),VIC152,5588,34,1560,608.4,6,6,Hindmarsh,03/08/2022,2022-08-04
Hobsons Bay (C),VIC235,97751,730,35609,746.8,127,6,Hobsons Bay,03/08/2022,2022-08-04
Horsham (RC),VIC153,19921,158,6812,793.1,23,6,Horsham,03/08/2022,2022-08-04
Hume (C),VIC198,233471,1649,94317,706.3,297,6,Hume,03/08/2022,2022-08-04
Indigo (S),VIC191,16701,119,5152,712.5,31,6,Indigo,03/08/2022,2022-08-04
Interstate,,,83,5950,0,23,0,,03/08/2022,2022-08-04
Kingston (C),VIC226,165782,1288,61591,776.9,177,6,Kingston,03/08/2022,2022-08-04
Knox (C),VIC209,164538,1397,60630,849,227,6,Knox,03/08/2022,2022-08-04
Latrobe (C),VIC219,75561,674,26551,892,115,6,Latrobe,03/08/2022,2022-08-04
Loddon (S),VIC185,7504,50,1748,666.3,11,6,Loddon,03/08/2022,2022-08-04
Macedon Ranges (S),VIC228,50231,513,17243,1021.3,85,7,Macedon Ranges,03/08/2022,2022-08-04
Manningham (C),VIC195,127573,975,45676,764.3,134,6,Manningham,03/08/2022,2022-08-04
Mansfield (S),VIC244,9176,61,3098,664.8,11,6,Mansfield,03/08/2022,2022-08-04
Maribyrnong (C),VIC234,93448,712,37417,761.9,125,6,Maribyrnong,03/08/2022,2022-08-04
Maroondah (C),VIC207,118558,961,44941,810.6,148,6,Maroondah,03/08/2022,2022-08-04
Melbourne (C),VIC132,178955,1310,68662,732,222,6,Melbourne,03/08/2022,2022-08-04
Melton (C),VIC237,164895,1649,74653,1000,262,7,Melton,03/08/2022,2022-08-04
Mildura (RC),VIC222,55777,553,19553,991.4,102,6,Mildura,03/08/2022,2022-08-04
Mitchell (S),VIC211,46082,512,17650,1111.1,92,7,Mitchell,03/08/2022,2022-08-04
Moira (S),VIC190,29925,140,8974,467.8,22,5,Moira,03/08/2022,2022-08-04
Monash (C),VIC210,202847,1590,71118,783.8,271,6,Monash,03/08/2022,2022-08-04
Moonee Valley (C),VIC121,130294,930,50023,713.8,138,6,Moonee Valley,03/08/2022,2022-08-04
Moorabool (S),VIC236,35049,302,13012,861.7,47,6,Moorabool,03/08/2022,2022-08-04
