LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,38,4093,296.6,5,5,Alpine,2022-08-14,2022-08-15
Ararat (RC),VIC220,11845,104,3540,878,7,6,Ararat,2022-08-14,2022-08-15
Ballarat (C),VIC241,109505,689,44733,629.2,99,6,Ballarat,2022-08-14,2022-08-15
Banyule (C),VIC188,131631,605,51559,459.6,63,5,Banyule,2022-08-14,2022-08-15
Bass Coast (S),VIC173,36320,160,12752,440.5,11,5,Bass Coast,2022-08-14,2022-08-15
Baw Baw (S),VIC194,53396,261,19762,488.8,29,5,Baw Baw,2022-08-14,2022-08-15
Bayside (C),VIC182,106862,379,39470,354.7,40,5,Bayside,2022-08-14,2022-08-15
Benalla (RC),VIC199,14037,103,4094,733.8,11,6,Benalla,2022-08-14,2022-08-15
Boroondara (C),VIC201,183199,649,64641,354.3,87,5,Boroondara,2022-08-14,2022-08-15
Brimbank (C),VIC189,209523,558,73615,266.3,65,5,Brimbank,2022-08-14,2022-08-15
Buloke (S),VIC183,6124,21,1373,342.9,4,5,Buloke,2022-08-14,2022-08-15
Campaspe (S),VIC239,37622,151,11745,401.4,26,5,Campaspe,2022-08-14,2022-08-15
Cardinia (S),VIC212,112159,519,45601,462.7,71,5,Cardinia,2022-08-14,2022-08-15
Casey (C),VIC213,353872,1595,143357,450.7,215,5,Casey,2022-08-14,2022-08-15
Central Goldfields (S),VIC169,13186,46,3690,348.9,8,5,Central Goldfields,2022-08-14,2022-08-15
Colac-Otway (S),VIC224,21564,80,6438,371,8,5,Colac-Otway,2022-08-14,2022-08-15
Corangamite (S),VIC231,16020,78,4216,486.9,14,5,Corangamite,2022-08-14,2022-08-15
Darebin (C),VIC205,164184,653,64579,397.7,65,5,Darebin,2022-08-14,2022-08-15
East Gippsland (S),VIC243,47316,167,12911,352.9,22,5,East Gippsland,2022-08-14,2022-08-15
Frankston (C),VIC227,142643,695,54056,487.2,101,5,Frankston,2022-08-14,2022-08-15
Gannawarra (S),VIC214,10472,31,2578,296,6,5,Gannawarra,2022-08-14,2022-08-15
Glen Eira (C),VIC177,156511,591,61755,377.6,70,5,Glen Eira,2022-08-14,2022-08-15
Glenelg (S),VIC223,19674,99,5546,503.2,11,6,Glenelg,2022-08-14,2022-08-15
Golden Plains (S),VIC230,23722,126,8528,531.2,22,6,Golden Plains,2022-08-14,2022-08-15
Greater Bendigo (C),VIC193,118093,533,46021,451.3,65,5,Greater Bendigo,2022-08-14,2022-08-15
Greater Dandenong (C),VIC247,168201,593,56647,352.6,68,5,Greater Dandenong,2022-08-14,2022-08-15
Greater Geelong (C),VIC215,258934,1472,104633,568.5,189,6,Greater Geelong,2022-08-14,2022-08-15
Greater Shepparton (C),VIC93,66498,338,24297,508.3,41,6,Greater Shepparton,2022-08-14,2022-08-15
Hepburn (S),VIC94,15975,63,4593,394.4,8,5,Hepburn,2022-08-14,2022-08-15
Hindmarsh (S),VIC152,5588,12,1581,214.7,2,5,Hindmarsh,2022-08-14,2022-08-15
Hobsons Bay (C),VIC235,97751,429,36437,438.9,61,5,Hobsons Bay,2022-08-14,2022-08-15
