LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,151,3776,1178.4,19,7,Alpine,22/07/2022,2022-07-23
Ararat (RC),VIC220,11845,153,3122,1291.7,33,7,Ararat,22/07/2022,2022-07-23
Ballarat (C),VIC241,109505,1629,41251,1487.6,247,7,Ballarat,22/07/2022,2022-07-23
Banyule (C),VIC188,131631,1542,47735,1171.5,230,7,Banyule,22/07/2022,2022-07-23
Bass Coast (S),VIC173,36320,333,11869,916.9,49,6,Bass Coast,22/07/2022,2022-07-23
Baw Baw (S),VIC194,53396,571,18162,1069.4,78,7,Baw Baw,22/07/2022,2022-07-23
Bayside (C),VIC182,106862,992,36963,928.3,150,6,Bayside,22/07/2022,2022-07-23
Benalla (RC),VIC199,14037,135,3669,961.7,30,6,Benalla,22/07/2022,2022-07-23
Boroondara (C),VIC201,183199,1928,60178,1052.4,276,7,Boroondara,22/07/2022,2022-07-23
Brimbank (C),VIC189,209523,1584,69590,756,228,6,Brimbank,22/07/2022,2022-07-23
Buloke (S),VIC183,6124,43,1240,702.2,6,6,Buloke,22/07/2022,2022-07-23
Campaspe (S),VIC239,37622,375,10797,996.8,63,6,Campaspe,22/07/2022,2022-07-23
Cardinia (S),VIC212,112159,1270,42146,1132.3,199,7,Cardinia,22/07/2022,2022-07-23
Casey (C),VIC213,353872,3695,133430,1044.2,573,7,Casey,22/07/2022,2022-07-23
Central Goldfields (S),VIC169,13186,143,3463,1084.5,31,7,Central Goldfields,22/07/2022,2022-07-23
Colac-Otway (S),VIC224,21564,220,5959,1020.2,32,7,Colac-Otway,22/07/2022,2022-07-23
Corangamite (S),VIC231,16020,124,3879,774,22,6,Corangamite,22/07/2022,2022-07-23
Darebin (C),VIC205,164184,1693,60096,1031.2,254,7,Darebin,22/07/2022,2022-07-23
East Gippsland (S),VIC243,47316,395,11933,834.8,70,6,East Gippsland,22/07/2022,2022-07-23
Frankston (C),VIC227,142643,1529,50125,1071.9,208,7,Frankston,22/07/2022,2022-07-23
Gannawarra (S),VIC214,10472,115,2351,1098.2,18,7,Gannawarra,22/07/2022,2022-07-23
Glen Eira (C),VIC177,156511,1554,57745,992.9,205,6,Glen Eira,22/07/2022,2022-07-23
