LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,56,4053,437,12,5,Alpine,08/08/2022,2022-08-09
Ararat (RC),VIC220,11845,104,3446,878,17,6,Ararat,08/08/2022,2022-08-09
Ballarat (C),VIC241,109505,779,44097,711.4,152,6,Ballarat,08/08/2022,2022-08-09
Banyule (C),VIC188,131631,810,50967,615.4,130,6,Banyule,08/08/2022,2022-08-09
Bass Coast (S),VIC173,36320,240,12592,660.8,33,6,Bass Coast,08/08/2022,2022-08-09
Baw Baw (S),VIC194,53396,391,19518,732.3,70,6,Baw Baw,08/08/2022,2022-08-09
Bayside (C),VIC182,106862,553,39122,517.5,86,6,Bayside,08/08/2022,2022-08-09
Benalla (RC),VIC199,14037,78,3994,555.7,16,6,Benalla,08/08/2022,2022-08-09
Boroondara (C),VIC201,183199,995,63981,543.1,156,6,Boroondara,08/08/2022,2022-08-09
Brimbank (C),VIC189,209523,846,73066,403.8,129,5,Brimbank,08/08/2022,2022-08-09
Buloke (S),VIC183,6124,28,1351,457.2,1,5,Buloke,08/08/2022,2022-08-09
Campaspe (S),VIC239,37622,199,11593,528.9,32,6,Campaspe,08/08/2022,2022-08-09
Cardinia (S),VIC212,112159,776,45083,691.9,114,6,Cardinia,08/08/2022,2022-08-09
Casey (C),VIC213,353872,2200,141791,621.7,377,6,Casey,08/08/2022,2022-08-09
Central Goldfields (S),VIC169,13186,30,3649,227.5,5,5,Central Goldfields,08/08/2022,2022-08-09
Colac-Otway (S),VIC224,21564,124,6364,575,21,6,Colac-Otway,08/08/2022,2022-08-09
Corangamite (S),VIC231,16020,87,4140,543.1,18,6,Corangamite,08/08/2022,2022-08-09
Darebin (C),VIC205,164184,956,63933,582.3,139,6,Darebin,08/08/2022,2022-08-09
East Gippsland (S),VIC243,47316,285,12746,602.3,46,6,East Gippsland,08/08/2022,2022-08-09
Frankston (C),VIC227,142643,927,53376,649.9,157,6,Frankston,08/08/2022,2022-08-09
Gannawarra (S),VIC214,10472,37,2551,353.3,12,5,Gannawarra,08/08/2022,2022-08-09
