LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,46,4073,359,2,5,Alpine,2022-08-11,2022-08-12
Ararat (RC),VIC220,11845,112,3506,945.5,13,6,Ararat,2022-08-11,2022-08-12
Ballarat (C),VIC241,109505,744,44478,679.4,126,6,Ballarat,2022-08-11,2022-08-12
Banyule (C),VIC188,131631,744,51362,565.2,109,6,Banyule,2022-08-11,2022-08-12
Bass Coast (S),VIC173,36320,205,12695,564.4,30,6,Bass Coast,2022-08-11,2022-08-12
Baw Baw (S),VIC194,53396,327,19679,612.4,49,6,Baw Baw,2022-08-11,2022-08-12
Bayside (C),VIC182,106862,459,39330,429.5,61,5,Bayside,2022-08-11,2022-08-12
Benalla (RC),VIC199,14037,111,4066,790.8,32,6,Benalla,2022-08-11,2022-08-12
Boroondara (C),VIC201,183199,778,64393,424.7,114,5,Boroondara,2022-08-11,2022-08-12
Brimbank (C),VIC189,209523,662,73401,316,92,5,Brimbank,2022-08-11,2022-08-12
Buloke (S),VIC183,6124,23,1367,375.6,7,5,Buloke,2022-08-11,2022-08-12
Campaspe (S),VIC239,37622,176,11680,467.8,24,5,Campaspe,2022-08-11,2022-08-12
Cardinia (S),VIC212,112159,623,45388,555.5,103,6,Cardinia,2022-08-11,2022-08-12
Casey (C),VIC213,353872,1803,142709,509.5,298,6,Casey,2022-08-11,2022-08-12
Central Goldfields (S),VIC169,13186,35,3670,265.4,7,5,Central Goldfields,2022-08-11,2022-08-12
Colac-Otway (S),VIC224,21564,93,6406,431.3,17,5,Colac-Otway,2022-08-11,2022-08-12
Corangamite (S),VIC231,16020,86,4186,536.8,12,6,Corangamite,2022-08-11,2022-08-12
Darebin (C),VIC205,164184,796,64350,484.8,121,5,Darebin,2022-08-11,2022-08-12
East Gippsland (S),VIC243,47316,215,12848,454.4,34,5,East Gippsland,2022-08-11,2022-08-12
Frankston (C),VIC227,142643,764,53752,535.6,121,6,Frankston,2022-08-11,2022-08-12
Gannawarra (S),VIC214,10472,32,2565,305.6,5,5,Gannawarra,2022-08-11,2022-08-12
Glen Eira (C),VIC177,156511,706,61512,451.1,114,5,Glen Eira,2022-08-11,2022-08-12
Glenelg (S),VIC223,19674,108,5510,548.9,15,6,Glenelg,2022-08-11,2022-08-12
Golden Plains (S),VIC230,23722,128,8472,539.6,17,6,Golden Plains,2022-08-11,2022-08-12
Greater Bendigo (C),VIC193,118093,622,45822,526.7,101,6,Greater Bendigo,2022-08-11,2022-08-12
Greater Dandenong (C),VIC247,168201,645,56395,383.5,95,5,Greater Dandenong,2022-08-11,2022-08-12
Greater Geelong (C),VIC215,258934,1709,104026,660,289,6,Greater Geelong,2022-08-11,2022-08-12
Greater Shepparton (C),VIC93,66498,372,24175,559.4,59,6,Greater Shepparton,2022-08-11,2022-08-12
Hepburn (S),VIC94,15975,67,4570,419.4,14,5,Hepburn,2022-08-11,2022-08-12
Hindmarsh (S),VIC152,5588,13,1578,232.6,3,5,Hindmarsh,2022-08-11,2022-08-12
Hobsons Bay (C),VIC235,97751,470,36266,480.8,84,5,Hobsons Bay,2022-08-11,2022-08-12
Horsham (RC),VIC153,19921,88,6940,441.7,10,5,Horsham,2022-08-11,2022-08-12
Hume (C),VIC198,233471,958,95724,410.3,163,5,Hume,2022-08-11,2022-08-12
Indigo (S),VIC191,16701,76,5256,455.1,11,5,Indigo,2022-08-11,2022-08-12
Interstate,,,49,5984,0,12,0,,2022-08-11,2022-08-12
Kingston (C),VIC226,165782,780,62655,470.5,125,5,Kingston,2022-08-11,2022-08-12
Knox (C),VIC209,164538,903,61918,548.8,164,6,Knox,2022-08-11,2022-08-12
Latrobe (C),VIC219,75561,487,27209,644.5,71,6,Latrobe,2022-08-11,2022-08-12
Loddon (S),VIC185,7504,25,1787,333.2,4,5,Loddon,2022-08-11,2022-08-12
Macedon Ranges (S),VIC228,50231,330,17680,657,49,6,Macedon Ranges,2022-08-11,2022-08-12
Manningham (C),VIC195,127573,558,46497,437.4,77,5,Manningham,2022-08-11,2022-08-12
Mansfield (S),VIC244,9176,37,3154,403.2,5,5,Mansfield,2022-08-11,2022-08-12
Maribyrnong (C),VIC234,93448,412,38012,440.9,64,5,Maribyrnong,2022-08-11,2022-08-12
Maroondah (C),VIC207,118558,583,45781,491.7,106,5,Maroondah,2022-08-11,2022-08-12
Melbourne (C),VIC132,178955,760,69743,424.7,123,5,Melbourne,2022-08-11,2022-08-12
Melton (C),VIC237,164895,1041,76079,631.3,182,6,Melton,2022-08-11,2022-08-12
Mildura (RC),VIC222,55777,339,20032,607.8,58,6,Mildura,2022-08-11,2022-08-12
Mitchell (S),VIC211,46082,326,18103,707.4,51,6,Mitchell,2022-08-11,2022-08-12
Moira (S),VIC190,29925,133,9173,444.4,27,5,Moira,2022-08-11,2022-08-12
Monash (C),VIC210,202847,960,72536,473.3,152,5,Monash,2022-08-11,2022-08-12
Moonee Valley (C),VIC121,130294,604,50886,463.6,85,5,Moonee Valley,2022-08-11,2022-08-12
Moorabool (S),VIC236,35049,208,13292,593.5,38,6,Moorabool,2022-08-11,2022-08-12
Moreland (C),VIC131,185767,872,76056,469.4,126,5,Moreland,2022-08-11,2022-08-12
Mornington Peninsula (S),VIC204,167636,750,59526,447.4,128,5,Mornington Peninsula,2022-08-11,2022-08-12
Mount Alexander (S),VIC105,19754,115,6387,582.2,11,6,Mount Alexander,2022-08-11,2022-08-12
Moyne (S),VIC229,16953,66,5091,389.3,10,5,Moyne,2022-08-11,2022-08-12
Murrindindi (S),VIC250,14570,55,4028,377.5,9,5,Murrindindi,2022-08-11,2022-08-12
Nillumbik (S),VIC216,65094,317,25044,487,46,5,Nillumbik,2022-08-11,2022-08-12
Northern Grampians (S),VIC166,11402,86,3637,754.3,15,6,Northern Grampians,2022-08-11,2022-08-12
Overseas,,,7,183,0,0,0,,2022-08-11,2022-08-12
Overseas Traveller,,,0,621,0,0,0,,2022-08-11,2022-08-12
Port Phillip (C),VIC208,115601,385,43575,333,57,5,Port Phillip,2022-08-11,2022-08-12
Pyrenees (S),VIC217,7472,47,2158,629,14,6,Pyrenees,2022-08-11,2022-08-12
Queenscliffe (B),VIC238,2940,11,1071,374.1,2,5,Queenscliffe,2022-08-11,2022-08-12
South Gippsland (S),VIC178,29914,149,9106,498.1,25,5,South Gippsland,2022-08-11,2022-08-12
Southern Grampians (S),VIC233,16100,94,5074,583.9,14,6,Southern Grampians,2022-08-11,2022-08-12
Stonnington (C),VIC203,117768,441,41749,374.5,67,5,Stonnington,2022-08-11,2022-08-12
Strathbogie (S),VIC110,10781,43,2885,398.8,6,5,Strathbogie,2022-08-11,2022-08-12
Surf Coast (S),VIC225,33456,182,14178,544,14,6,Surf Coast,2022-08-11,2022-08-12
Swan Hill (RC),VIC180,20649,104,6429,503.7,18,6,Swan Hill,2022-08-11,2022-08-12
Towong (S),VIC187,6040,32,1506,529.8,3,6,Towong,2022-08-11,2022-08-12
Unincorporated Vic,,,7,424,0,0,0,,2022-08-11,2022-08-12
Unknown,,,83,5598,0,12,0,,2022-08-11,2022-08-12
Wangaratta (RC),VIC186,29187,144,9794,493.4,21,5,Wangaratta,2022-08-11,2022-08-12
Warrnambool (C),VIC179,35181,153,12401,434.9,15,5,Warrnambool,2022-08-11,2022-08-12
Wellington (S),VIC218,44380,196,14155,441.6,25,5,Wellington,2022-08-11,2022-08-12
West Wimmera (S),VIC232,3841,20,856,520.7,3,6,West Wimmera,2022-08-11,2022-08-12
Whitehorse (C),VIC196,178739,990,63704,553.9,126,6,Whitehorse,2022-08-11,2022-08-12
Whittlesea (C),VIC197,230238,1055,93624,458.2,160,5,Whittlesea,2022-08-11,2022-08-12
Wodonga (C),VIC192,42083,274,16220,651.1,41,6,Wodonga,2022-08-11,2022-08-12
Wyndham (C),VIC221,270487,1741,114056,643.7,291,6,Wyndham,2022-08-11,2022-08-12
Yarra (C),VIC202,101495,371,40829,365.5,57,5,Yarra,2022-08-11,2022-08-12
Yarra Ranges (S),VIC206,159462,772,58252,484.1,116,5,Yarra Ranges,2022-08-11,2022-08-12
Yarriambiack (S),VIC200,6639,21,1724,316.3,3,5,Yarriambiack,2022-08-11,2022-08-12
