postcode,population,active,cases,rate,new,band,data_date,file_processed_date
3000,37979,500,21591,1316.5,72,7,28/07/2022,2022-07-29
3001,0,0,0,0,0,0,28/07/2022,2022-07-29
3002,4957,49,1995,988.5,8,6,28/07/2022,2022-07-29
3003,5516,87,3931,1577.2,18,7,28/07/2022,2022-07-29
3004,9311,138,4821,1482.1,21,7,28/07/2022,2022-07-29
3005,523,0,0,0,0,0,28/07/2022,2022-07-29
3006,18811,215,9926,1142.9,39,7,28/07/2022,2022-07-29
3008,10438,180,5700,1724.5,29,7,28/07/2022,2022-07-29
3010,1595,0,4,0,0,0,28/07/2022,2022-07-29
3011,21464,261,9968,1216,44,7,28/07/2022,2022-07-29
3012,26295,295,11685,1121.9,29,7,28/07/2022,2022-07-29
3013,14967,210,6831,1403.1,34,7,28/07/2022,2022-07-29
3015,17472,240,7801,1373.6,35,7,28/07/2022,2022-07-29
3016,15558,166,6146,1067,28,7,28/07/2022,2022-07-29
3018,12685,119,4609,938.1,19,6,28/07/2022,2022-07-29
3019,9199,74,3729,804.4,17,6,28/07/2022,2022-07-29
3020,44784,334,16211,745.8,54,6,28/07/2022,2022-07-29
3021,54190,362,17784,668,56,6,28/07/2022,2022-07-29
3022,3102,27,1226,870.4,3,6,28/07/2022,2022-07-29
3023,63974,677,26320,1058.2,130,7,28/07/2022,2022-07-29
3024,23852,432,13472,1811.2,68,7,28/07/2022,2022-07-29
3025,12155,120,5244,987.2,22,6,28/07/2022,2022-07-29
3026,72,82,3652,113888.9,8,7,28/07/2022,2022-07-29
3027,6650,94,3593,1413.5,17,7,28/07/2022,2022-07-29
3028,29198,334,10380,1143.9,53,7,28/07/2022,2022-07-29
3029,93946,1428,48061,1520,238,7,28/07/2022,2022-07-29
3030,100311,1424,44477,1419.6,219,7,28/07/2022,2022-07-29
3031,18533,202,7725,1089.9,23,7,28/07/2022,2022-07-29
3032,29449,300,12490,1018.7,49,7,28/07/2022,2022-07-29
3033,14512,153,5720,1054.3,19,7,28/07/2022,2022-07-29
3034,11633,105,4805,902.6,20,6,28/07/2022,2022-07-29
3036,5921,52,2141,878.2,5,6,28/07/2022,2022-07-29
3037,51156,460,20788,899.2,73,6,28/07/2022,2022-07-29
3038,27258,228,10045,836.5,38,6,28/07/2022,2022-07-29
3039,14252,165,6733,1157.7,33,7,28/07/2022,2022-07-29
3040,25939,282,10852,1087.2,49,7,28/07/2022,2022-07-29
3041,12412,116,5310,934.6,25,6,28/07/2022,2022-07-29
3042,15762,166,6585,1053.2,26,7,28/07/2022,2022-07-29
3043,17715,178,7019,1004.8,26,7,28/07/2022,2022-07-29
3044,27116,332,12219,1224.4,39,7,28/07/2022,2022-07-29
3045,100,0,124,0,0,0,28/07/2022,2022-07-29
3046,34061,413,14881,1212.5,51,7,28/07/2022,2022-07-29
3047,20901,120,7726,574.1,23,6,28/07/2022,2022-07-29
3048,18025,106,6242,588.1,11,6,28/07/2022,2022-07-29
3049,9266,109,4083,1176.3,19,7,28/07/2022,2022-07-29
3050,119,0,1,0,0,0,28/07/2022,2022-07-29
3051,14939,211,6469,1412.4,37,7,28/07/2022,2022-07-29
3052,5697,96,3178,1685.1,16,7,28/07/2022,2022-07-29
3053,18538,212,7573,1143.6,34,7,28/07/2022,2022-07-29
3054,8426,106,3589,1258,18,7,28/07/2022,2022-07-29
3055,14160,182,6310,1285.3,26,7,28/07/2022,2022-07-29
3056,24475,293,11513,1197.1,52,7,28/07/2022,2022-07-29
3057,11502,176,6318,1530.2,30,7,28/07/2022,2022-07-29
3058,33783,432,15654,1278.7,66,7,28/07/2022,2022-07-29
3059,15466,196,8629,1267.3,30,7,28/07/2022,2022-07-29
3060,14040,93,5188,662.4,13,6,28/07/2022,2022-07-29
3061,5059,36,1872,711.6,6,6,28/07/2022,2022-07-29
3062,0,0,5,0,0,0,28/07/2022,2022-07-29
3063,574,3,199,522.6,0,6,28/07/2022,2022-07-29
3064,75458,916,44287,1213.9,149,7,28/07/2022,2022-07-29
3065,10447,94,4668,899.8,12,6,28/07/2022,2022-07-29
3066,8512,78,4146,916.4,14,6,28/07/2022,2022-07-29
3067,8199,108,3998,1317.2,20,7,28/07/2022,2022-07-29
3068,18665,225,8742,1205.5,44,7,28/07/2022,2022-07-29
3070,24567,366,11593,1489.8,63,7,28/07/2022,2022-07-29
3071,18569,246,8565,1324.8,34,7,28/07/2022,2022-07-29
3072,32848,390,14253,1187.3,54,7,28/07/2022,2022-07-29
3073,50479,518,19591,1026.2,81,7,28/07/2022,2022-07-29
3074,20522,165,7142,804,26,6,28/07/2022,2022-07-29
3075,22594,178,8513,787.8,28,6,28/07/2022,2022-07-29
3076,32395,330,13445,1018.7,52,7,28/07/2022,2022-07-29
3078,11638,170,5285,1460.7,32,7,28/07/2022,2022-07-29
3079,15990,241,6733,1507.2,34,7,28/07/2022,2022-07-29
3081,13424,151,5524,1124.9,17,7,28/07/2022,2022-07-29
3082,29713,296,11073,996.2,46,6,28/07/2022,2022-07-29
3083,31526,336,11980,1065.8,56,7,28/07/2022,2022-07-29
3084,25514,343,10328,1344.4,51,7,28/07/2022,2022-07-29
3085,13882,161,5560,1159.8,28,7,28/07/2022,2022-07-29
3086,908,1,8,110.1,0,4,28/07/2022,2022-07-29
3087,9033,117,3487,1295.3,18,7,28/07/2022,2022-07-29
3088,26890,298,10805,1108.2,45,7,28/07/2022,2022-07-29
3089,11739,174,5090,1482.2,22,7,28/07/2022,2022-07-29
3090,2362,25,1051,1058.4,3,7,28/07/2022,2022-07-29
3091,1585,8,464,504.7,0,6,28/07/2022,2022-07-29
3093,3891,34,1559,873.8,3,6,28/07/2022,2022-07-29
3094,8963,118,3539,1316.5,21,7,28/07/2022,2022-07-29
3095,27770,531,11421,1912.1,220,7,28/07/2022,2022-07-29
3096,1966,15,693,763,0,6,28/07/2022,2022-07-29
3097,1443,15,517,1039.5,2,7,28/07/2022,2022-07-29
3099,4877,69,1712,1414.8,13,7,28/07/2022,2022-07-29
3101,24604,284,9111,1154.3,39,7,28/07/2022,2022-07-29
3102,6634,62,2606,934.6,15,6,28/07/2022,2022-07-29
3103,15343,155,5004,1010.2,35,7,28/07/2022,2022-07-29
3104,20404,211,7526,1034.1,35,7,28/07/2022,2022-07-29
3105,10877,116,4225,1066.5,19,7,28/07/2022,2022-07-29
3106,16620,225,6088,1353.8,33,7,28/07/2022,2022-07-29
3107,13557,177,5167,1305.6,21,7,28/07/2022,2022-07-29
3108,20823,273,8961,1311.1,43,7,28/07/2022,2022-07-29
3109,28357,341,10692,1202.5,34,7,28/07/2022,2022-07-29
3111,12348,166,4569,1344.3,29,7,28/07/2022,2022-07-29
3113,8460,88,3313,1040.2,12,7,28/07/2022,2022-07-29
3114,3823,41,1376,1072.5,5,7,28/07/2022,2022-07-29
3115,3799,18,1359,473.8,8,5,28/07/2022,2022-07-29
3116,9872,129,4390,1306.7,19,7,28/07/2022,2022-07-29
3121,30502,257,13430,842.6,47,6,28/07/2022,2022-07-29
3122,23508,181,8709,770,31,6,28/07/2022,2022-07-29
3123,14319,163,5735,1138.3,35,7,28/07/2022,2022-07-29
3124,22091,208,8335,941.6,17,6,28/07/2022,2022-07-29
3125,15021,157,5391,1045.2,19,7,28/07/2022,2022-07-29
3126,8060,85,2694,1054.6,10,7,28/07/2022,2022-07-29
3127,18445,188,6803,1019.2,35,7,28/07/2022,2022-07-29
3128,19832,235,7815,1185,38,7,28/07/2022,2022-07-29
3129,17374,195,6438,1122.4,21,7,28/07/2022,2022-07-29
3130,32171,417,12592,1296.2,55,7,28/07/2022,2022-07-29
3131,22499,255,8061,1133.4,40,7,28/07/2022,2022-07-29
3132,16148,213,6391,1319,33,7,28/07/2022,2022-07-29
3133,22119,309,8208,1397,48,7,28/07/2022,2022-07-29
3134,32782,413,13180,1259.8,60,7,28/07/2022,2022-07-29
3135,19954,270,7939,1353.1,33,7,28/07/2022,2022-07-29
3136,44373,500,17628,1126.8,93,7,28/07/2022,2022-07-29
3137,13872,175,5678,1261.5,29,7,28/07/2022,2022-07-29
3138,21964,271,9062,1233.8,45,7,28/07/2022,2022-07-29
3139,13722,139,4690,1013,20,7,28/07/2022,2022-07-29
3140,16532,219,6480,1324.7,33,7,28/07/2022,2022-07-29
3141,25149,249,9900,990.1,41,6,28/07/2022,2022-07-29
3142,12912,110,4120,851.9,16,6,28/07/2022,2022-07-29
3143,9052,79,3394,872.7,13,6,28/07/2022,2022-07-29
3144,10885,79,3944,725.8,12,6,28/07/2022,2022-07-29
3145,23294,272,9029,1167.7,43,7,28/07/2022,2022-07-29
3146,25256,252,9903,997.8,41,6,28/07/2022,2022-07-29
3147,14634,176,5863,1202.7,25,7,28/07/2022,2022-07-29
3148,8643,94,3511,1087.6,11,7,28/07/2022,2022-07-29
3149,33612,471,12446,1401.3,80,7,28/07/2022,2022-07-29
3150,60082,736,21456,1225,118,7,28/07/2022,2022-07-29
3151,10269,149,3592,1451,26,7,28/07/2022,2022-07-29
3152,33089,428,12800,1293.5,67,7,28/07/2022,2022-07-29
