postcode,population,active,cases,rate,new,band,data_date,file_processed_date
3000,37979,524,20708,1379.7,103,7,19/07/2022,2022-07-20
3001,0,0,0,0,0,0,19/07/2022,2022-07-20
3002,4957,81,1922,1634.1,14,7,19/07/2022,2022-07-20
3003,5516,98,3816,1776.6,17,7,19/07/2022,2022-07-20
3004,9311,100,4615,1074,20,7,19/07/2022,2022-07-20
3005,523,0,0,0,0,0,19/07/2022,2022-07-20
3006,18811,241,9537,1281.2,47,7,19/07/2022,2022-07-20
3008,10438,174,5425,1667,20,7,19/07/2022,2022-07-20
3010,1595,0,4,0,0,0,19/07/2022,2022-07-20
3011,21464,276,9595,1285.9,41,7,19/07/2022,2022-07-20
3012,26295,288,11247,1095.3,60,7,19/07/2022,2022-07-20
3013,14967,198,6512,1322.9,36,7,19/07/2022,2022-07-20
3015,17472,247,7434,1413.7,56,7,19/07/2022,2022-07-20
3016,15558,198,5895,1272.7,45,7,19/07/2022,2022-07-20
3018,12685,139,4422,1095.8,24,7,19/07/2022,2022-07-20
3019,9199,115,3618,1250.1,20,7,19/07/2022,2022-07-20
3020,44784,372,15659,830.7,65,6,19/07/2022,2022-07-20
3021,54190,295,17228,544.4,57,6,19/07/2022,2022-07-20
3022,3102,20,1188,644.7,2,6,19/07/2022,2022-07-20
3023,63974,580,25372,906.6,114,6,19/07/2022,2022-07-20
3024,23852,364,12840,1526.1,73,7,19/07/2022,2022-07-20
3025,12155,152,5082,1250.5,37,7,19/07/2022,2022-07-20
3026,72,77,3528,106944.4,12,7,19/07/2022,2022-07-20
3027,6650,111,3453,1669.2,24,7,19/07/2022,2022-07-20
3028,29198,340,9892,1164.5,84,7,19/07/2022,2022-07-20
3029,93946,1078,45845,1147.5,201,7,19/07/2022,2022-07-20
3030,100311,1255,42282,1251.1,274,7,19/07/2022,2022-07-20
3031,18533,196,7441,1057.6,36,7,19/07/2022,2022-07-20
3032,29449,319,12034,1083.2,63,7,19/07/2022,2022-07-20
3033,14512,178,5478,1226.6,30,7,19/07/2022,2022-07-20
3034,11633,131,4637,1126.1,32,7,19/07/2022,2022-07-20
3036,5921,38,2072,641.8,8,6,19/07/2022,2022-07-20
3037,51156,462,20044,903.1,85,6,19/07/2022,2022-07-20
3038,27258,239,9673,876.8,52,6,19/07/2022,2022-07-20
3039,14252,184,6479,1291,39,7,19/07/2022,2022-07-20
3040,25939,239,10451,921.4,52,6,19/07/2022,2022-07-20
3041,12412,110,5115,886.2,14,6,19/07/2022,2022-07-20
3042,15762,170,6348,1078.5,27,7,19/07/2022,2022-07-20
3043,17715,153,6771,863.7,45,6,19/07/2022,2022-07-20
3044,27116,358,11725,1320.3,74,7,19/07/2022,2022-07-20
3045,100,3,121,3000,0,7,19/07/2022,2022-07-20
3046,34061,356,14259,1045.2,80,7,19/07/2022,2022-07-20
3047,20901,112,7524,535.9,27,6,19/07/2022,2022-07-20
3048,18025,46,6097,255.2,7,5,19/07/2022,2022-07-20
3049,9266,79,3933,852.6,18,6,19/07/2022,2022-07-20
3050,119,1,1,840.3,1,6,19/07/2022,2022-07-20
3051,14939,187,6170,1251.8,19,7,19/07/2022,2022-07-20
3052,5697,70,3039,1228.7,16,7,19/07/2022,2022-07-20
3053,18538,186,7234,1003.3,40,7,19/07/2022,2022-07-20
3054,8426,78,3452,925.7,18,6,19/07/2022,2022-07-20
3055,14160,169,6039,1193.5,38,7,19/07/2022,2022-07-20
3056,24475,272,11089,1111.3,59,7,19/07/2022,2022-07-20
3057,11502,165,6043,1434.5,38,7,19/07/2022,2022-07-20
3058,33783,430,15010,1272.8,74,7,19/07/2022,2022-07-20
3059,15466,189,8317,1222,40,7,19/07/2022,2022-07-20
3060,14040,116,5034,826.2,32,6,19/07/2022,2022-07-20
3061,5059,24,1822,474.4,5,5,19/07/2022,2022-07-20
3062,0,1,5,0,0,0,19/07/2022,2022-07-20
3063,574,8,193,1393.7,0,7,19/07/2022,2022-07-20
3064,75458,892,42766,1182.1,153,7,19/07/2022,2022-07-20
3065,10447,86,4527,823.2,13,6,19/07/2022,2022-07-20
3066,8512,78,4016,916.4,11,6,19/07/2022,2022-07-20
3067,8199,109,3833,1329.4,23,7,19/07/2022,2022-07-20
3068,18665,252,8431,1350.1,46,7,19/07/2022,2022-07-20
3070,24567,311,11067,1265.9,71,7,19/07/2022,2022-07-20
3071,18569,211,8201,1136.3,37,7,19/07/2022,2022-07-20
3072,32848,382,13666,1162.9,68,7,19/07/2022,2022-07-20
3073,50479,477,18808,944.9,90,6,19/07/2022,2022-07-20
3074,20522,159,6894,774.8,30,6,19/07/2022,2022-07-20
3075,22594,195,8240,863.1,34,6,19/07/2022,2022-07-20
3076,32395,316,12959,975.5,63,6,19/07/2022,2022-07-20
3078,11638,158,5039,1357.6,19,7,19/07/2022,2022-07-20
3079,15990,205,6372,1282.1,40,7,19/07/2022,2022-07-20
3081,13424,160,5299,1191.9,44,7,19/07/2022,2022-07-20
3082,29713,293,10579,986.1,51,6,19/07/2022,2022-07-20
3083,31526,315,11471,999.2,50,6,19/07/2022,2022-07-20
3084,25514,350,9828,1371.8,49,7,19/07/2022,2022-07-20
3085,13882,153,5314,1102.1,43,7,19/07/2022,2022-07-20
3086,908,0,7,0,0,0,19/07/2022,2022-07-20
3087,9033,94,3302,1040.6,18,7,19/07/2022,2022-07-20
3088,26890,301,10378,1119.4,55,7,19/07/2022,2022-07-20
3089,11739,117,4837,996.7,26,6,19/07/2022,2022-07-20
3090,2362,28,1016,1185.4,7,7,19/07/2022,2022-07-20
3091,1585,11,449,694,3,6,19/07/2022,2022-07-20
