LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,159,3856,1240.8,27,7,Alpine,25/07/2022,2022-07-26
Ararat (RC),VIC220,11845,171,3200,1443.6,32,7,Ararat,25/07/2022,2022-07-26
Ballarat (C),VIC241,109505,1507,41851,1376.2,231,7,Ballarat,25/07/2022,2022-07-26
Banyule (C),VIC188,131631,1578,48421,1198.8,238,7,Banyule,25/07/2022,2022-07-26
Bass Coast (S),VIC173,36320,263,11978,724.1,35,6,Bass Coast,25/07/2022,2022-07-26
Baw Baw (S),VIC194,53396,552,18414,1033.8,120,7,Baw Baw,25/07/2022,2022-07-26
Bayside (C),VIC182,106862,962,37403,900.2,162,6,Bayside,25/07/2022,2022-07-26
Benalla (RC),VIC199,14037,147,3748,1047.2,33,7,Benalla,25/07/2022,2022-07-26
Boroondara (C),VIC201,183199,1763,60958,962.3,315,6,Boroondara,25/07/2022,2022-07-26
Brimbank (C),VIC189,209523,1532,70275,731.2,245,6,Brimbank,25/07/2022,2022-07-26
Buloke (S),VIC183,6124,50,1269,816.5,8,6,Buloke,25/07/2022,2022-07-26
Campaspe (S),VIC239,37622,366,10961,972.8,80,6,Campaspe,25/07/2022,2022-07-26
Cardinia (S),VIC212,112159,1307,42767,1165.3,241,7,Cardinia,25/07/2022,2022-07-26
Casey (C),VIC213,353872,3747,135175,1058.9,649,7,Casey,25/07/2022,2022-07-26
Central Goldfields (S),VIC169,13186,146,3524,1107.2,28,7,Central Goldfields,25/07/2022,2022-07-26
Colac-Otway (S),VIC224,21564,199,6035,922.8,29,6,Colac-Otway,25/07/2022,2022-07-26
Corangamite (S),VIC231,16020,134,3935,836.5,28,6,Corangamite,25/07/2022,2022-07-26
Darebin (C),VIC205,164184,1720,60913,1047.6,318,7,Darebin,25/07/2022,2022-07-26
East Gippsland (S),VIC243,47316,352,12075,743.9,56,6,East Gippsland,25/07/2022,2022-07-26
Frankston (C),VIC227,142643,1421,50756,996.2,238,6,Frankston,25/07/2022,2022-07-26
Gannawarra (S),VIC214,10472,116,2400,1107.7,13,7,Gannawarra,25/07/2022,2022-07-26
Glen Eira (C),VIC177,156511,1453,58435,928.4,254,6,Glen Eira,25/07/2022,2022-07-26
Glenelg (S),VIC223,19674,197,5209,1001.3,31,7,Glenelg,25/07/2022,2022-07-26
Golden Plains (S),VIC230,23722,184,7930,775.7,32,6,Golden Plains,25/07/2022,2022-07-26
Greater Bendigo (C),VIC193,118093,1682,42996,1424.3,290,7,Greater Bendigo,25/07/2022,2022-07-26
Greater Dandenong (C),VIC247,168201,1286,53909,764.6,235,6,Greater Dandenong,25/07/2022,2022-07-26
Greater Geelong (C),VIC215,258934,2938,97596,1134.7,469,7,Greater Geelong,25/07/2022,2022-07-26
Greater Shepparton (C),VIC93,66498,796,22676,1197,165,7,Greater Shepparton,25/07/2022,2022-07-26
Hepburn (S),VIC94,15975,150,4295,939,17,6,Hepburn,25/07/2022,2022-07-26
Hindmarsh (S),VIC152,5588,51,1502,912.7,12,6,Hindmarsh,25/07/2022,2022-07-26
Hobsons Bay (C),VIC235,97751,1003,34265,1026.1,186,7,Hobsons Bay,25/07/2022,2022-07-26
Horsham (RC),VIC153,19921,254,6503,1275,46,7,Horsham,25/07/2022,2022-07-26
Hume (C),VIC198,233471,2155,91402,923,417,6,Hume,25/07/2022,2022-07-26
Indigo (S),VIC191,16701,152,4942,910.1,31,6,Indigo,25/07/2022,2022-07-26
Interstate,,,149,5857,0,27,0,,25/07/2022,2022-07-26
Kingston (C),VIC226,165782,1597,59430,963.3,276,6,Kingston,25/07/2022,2022-07-26
Knox (C),VIC209,164538,1970,58277,1197.3,333,7,Knox,25/07/2022,2022-07-26
Latrobe (C),VIC219,75561,751,25432,993.9,173,6,Latrobe,25/07/2022,2022-07-26
Loddon (S),VIC185,7504,93,1671,1239.3,13,7,Loddon,25/07/2022,2022-07-26
Macedon Ranges (S),VIC228,50231,592,16414,1178.6,103,7,Macedon Ranges,25/07/2022,2022-07-26
Manningham (C),VIC195,127573,1453,43897,1139,249,7,Manningham,25/07/2022,2022-07-26
Mansfield (S),VIC244,9176,76,2989,828.2,25,6,Mansfield,25/07/2022,2022-07-26
Maribyrnong (C),VIC234,93448,941,36069,1007,152,7,Maribyrnong,25/07/2022,2022-07-26
Maroondah (C),VIC207,118558,1491,43254,1257.6,228,7,Maroondah,25/07/2022,2022-07-26
Melbourne (C),VIC132,178955,1803,66035,1007.5,326,7,Melbourne,25/07/2022,2022-07-26
Melton (C),VIC237,164895,2006,71877,1216.5,411,7,Melton,25/07/2022,2022-07-26
Mildura (RC),VIC222,55777,819,18615,1468.3,155,7,Mildura,25/07/2022,2022-07-26
Mitchell (S),VIC211,46082,652,16842,1414.9,118,7,Mitchell,25/07/2022,2022-07-26
