LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,97,2280,757,15,6,Alpine,25/04/2022,2022-04-26
Ararat (RC),VIC220,11845,120,1776,1013.1,12,7,Ararat,25/04/2022,2022-04-26
Ballarat (C),VIC241,109505,1008,23082,920.5,178,6,Ballarat,25/04/2022,2022-04-26
Banyule (C),VIC188,131631,1185,29873,900.2,189,6,Banyule,25/04/2022,2022-04-26
Bass Coast (S),VIC173,36320,275,6650,757.2,35,6,Bass Coast,25/04/2022,2022-04-26
Baw Baw (S),VIC194,53396,402,11002,752.9,55,6,Baw Baw,25/04/2022,2022-04-26
Bayside (C),VIC182,106862,849,24451,794.5,162,6,Bayside,25/04/2022,2022-04-26
Benalla (RC),VIC199,14037,111,2226,790.8,22,6,Benalla,25/04/2022,2022-04-26
Boroondara (C),VIC201,183199,1441,37500,786.6,281,6,Boroondara,25/04/2022,2022-04-26
Brimbank (C),VIC189,209523,1500,52747,715.9,258,6,Brimbank,25/04/2022,2022-04-26
Buloke (S),VIC183,6124,21,651,342.9,1,5,Buloke,25/04/2022,2022-04-26
Campaspe (S),VIC239,37622,194,6786,515.7,36,6,Campaspe,25/04/2022,2022-04-26
Cardinia (S),VIC212,112159,881,28087,785.5,156,6,Cardinia,25/04/2022,2022-04-26
Casey (C),VIC213,353872,2501,92607,706.8,468,6,Casey,25/04/2022,2022-04-26
Central Goldfields (S),VIC169,13186,101,1872,766,12,6,Central Goldfields,25/04/2022,2022-04-26
Colac-Otway (S),VIC224,21564,135,3710,626,27,6,Colac-Otway,25/04/2022,2022-04-26
Corangamite (S),VIC231,16020,105,2374,655.4,18,6,Corangamite,25/04/2022,2022-04-26
Darebin (C),VIC205,164184,1478,38896,900.2,238,6,Darebin,25/04/2022,2022-04-26
East Gippsland (S),VIC243,47316,352,6314,743.9,73,6,East Gippsland,25/04/2022,2022-04-26
Frankston (C),VIC227,142643,1097,32254,769.1,205,6,Frankston,25/04/2022,2022-04-26
Gannawarra (S),VIC214,10472,45,1226,429.7,6,5,Gannawarra,25/04/2022,2022-04-26
Glen Eira (C),VIC177,156511,1307,38766,835.1,247,6,Glen Eira,25/04/2022,2022-04-26
Glenelg (S),VIC223,19674,154,2883,782.8,22,6,Glenelg,25/04/2022,2022-04-26
Golden Plains (S),VIC230,23722,201,4481,847.3,42,6,Golden Plains,25/04/2022,2022-04-26
Greater Bendigo (C),VIC193,118093,1170,23460,990.7,224,6,Greater Bendigo,25/04/2022,2022-04-26
Greater Dandenong (C),VIC247,168201,1081,39080,642.7,192,6,Greater Dandenong,25/04/2022,2022-04-26
Greater Geelong (C),VIC215,258934,2329,56863,899.5,445,6,Greater Geelong,25/04/2022,2022-04-26
Greater Shepparton (C),VIC93,66498,422,13912,634.6,87,6,Greater Shepparton,25/04/2022,2022-04-26
Hepburn (S),VIC94,15975,116,2261,726.1,19,6,Hepburn,25/04/2022,2022-04-26
Hindmarsh (S),VIC152,5588,48,676,859,5,6,Hindmarsh,25/04/2022,2022-04-26
Hobsons Bay (C),VIC235,97751,737,21792,754,119,6,Hobsons Bay,25/04/2022,2022-04-26
Horsham (RC),VIC153,19921,267,3515,1340.3,52,7,Horsham,25/04/2022,2022-04-26
Hume (C),VIC198,233471,1390,68614,595.4,249,6,Hume,25/04/2022,2022-04-26
Indigo (S),VIC191,16701,126,2481,754.4,38,6,Indigo,25/04/2022,2022-04-26
Interstate,,,26,4375,0,13,0,,25/04/2022,2022-04-26
Kingston (C),VIC226,165782,1320,37681,796.2,250,6,Kingston,25/04/2022,2022-04-26
Knox (C),VIC209,164538,1301,34390,790.7,235,6,Knox,25/04/2022,2022-04-26
Latrobe (C),VIC219,75561,635,15707,840.4,83,6,Latrobe,25/04/2022,2022-04-26
Loddon (S),VIC185,7504,29,864,386.5,5,5,Loddon,25/04/2022,2022-04-26
Macedon Ranges (S),VIC228,50231,419,9835,834.1,65,6,Macedon Ranges,25/04/2022,2022-04-26
Manningham (C),VIC195,127573,987,26529,773.7,190,6,Manningham,25/04/2022,2022-04-26
Mansfield (S),VIC244,9176,75,1856,817.3,11,6,Mansfield,25/04/2022,2022-04-26
Maribyrnong (C),VIC234,93448,795,23828,850.7,147,6,Maribyrnong,25/04/2022,2022-04-26
Maroondah (C),VIC207,118558,1009,24573,851.1,161,6,Maroondah,25/04/2022,2022-04-26
Melbourne (C),VIC132,178955,1655,44854,924.8,295,6,Melbourne,25/04/2022,2022-04-26
Melton (C),VIC237,164895,1251,51185,758.7,282,6,Melton,25/04/2022,2022-04-26
Mildura (RC),VIC222,55777,468,12205,839.1,64,6,Mildura,25/04/2022,2022-04-26
Mitchell (S),VIC211,46082,300,10530,651,44,6,Mitchell,25/04/2022,2022-04-26
Moira (S),VIC190,29925,169,5496,564.7,31,6,Moira,25/04/2022,2022-04-26
Monash (C),VIC210,202847,1734,40809,854.8,297,6,Monash,25/04/2022,2022-04-26
Moonee Valley (C),VIC121,130294,976,32544,749.1,145,6,Moonee Valley,25/04/2022,2022-04-26
Moorabool (S),VIC236,35049,251,8004,716.1,49,6,Moorabool,25/04/2022,2022-04-26
Moreland (C),VIC131,185767,1669,48461,898.4,285,6,Moreland,25/04/2022,2022-04-26
Mornington Peninsula (S),VIC204,167636,1218,36346,726.6,221,6,Mornington Peninsula,25/04/2022,2022-04-26
