LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,94,2243,733.6,10,6,Alpine,23/04/2022,2022-04-24
Ararat (RC),VIC220,11845,104,1741,878,12,6,Ararat,23/04/2022,2022-04-24
Ballarat (C),VIC241,109505,1041,22740,950.6,106,6,Ballarat,23/04/2022,2022-04-24
Banyule (C),VIC188,131631,1206,29497,916.2,152,6,Banyule,23/04/2022,2022-04-24
Bass Coast (S),VIC173,36320,295,6571,812.2,32,6,Bass Coast,23/04/2022,2022-04-24
Baw Baw (S),VIC194,53396,394,10875,737.9,48,6,Baw Baw,23/04/2022,2022-04-24
Bayside (C),VIC182,106862,812,24154,759.9,110,6,Bayside,23/04/2022,2022-04-24
Benalla (RC),VIC199,14037,115,2189,819.3,12,6,Benalla,23/04/2022,2022-04-24
Boroondara (C),VIC201,183199,1442,37012,787.1,235,6,Boroondara,23/04/2022,2022-04-24
Brimbank (C),VIC189,209523,1542,52291,736,212,6,Brimbank,23/04/2022,2022-04-24
Buloke (S),VIC183,6124,24,645,391.9,2,5,Buloke,23/04/2022,2022-04-24
Campaspe (S),VIC239,37622,220,6723,584.8,14,6,Campaspe,23/04/2022,2022-04-24
Cardinia (S),VIC212,112159,953,27812,849.7,128,6,Cardinia,23/04/2022,2022-04-24
Casey (C),VIC213,353872,2638,91814,745.5,332,6,Casey,23/04/2022,2022-04-24
Central Goldfields (S),VIC169,13186,122,1847,925.2,19,6,Central Goldfields,23/04/2022,2022-04-24
Colac-Otway (S),VIC224,21564,133,3675,616.8,16,6,Colac-Otway,23/04/2022,2022-04-24
Corangamite (S),VIC231,16020,104,2347,649.2,16,6,Corangamite,23/04/2022,2022-04-24
Darebin (C),VIC205,164184,1519,38456,925.2,189,6,Darebin,23/04/2022,2022-04-24
East Gippsland (S),VIC243,47316,372,6199,786.2,51,6,East Gippsland,23/04/2022,2022-04-24
Frankston (C),VIC227,142643,1119,31887,784.5,144,6,Frankston,23/04/2022,2022-04-24
Gannawarra (S),VIC214,10472,46,1213,439.3,7,5,Gannawarra,23/04/2022,2022-04-24
Glen Eira (C),VIC177,156511,1319,38352,842.8,193,6,Glen Eira,23/04/2022,2022-04-24
Glenelg (S),VIC223,19674,159,2839,808.2,20,6,Glenelg,23/04/2022,2022-04-24
Golden Plains (S),VIC230,23722,186,4415,784.1,25,6,Golden Plains,23/04/2022,2022-04-24
Greater Bendigo (C),VIC193,118093,1097,23041,928.9,165,6,Greater Bendigo,23/04/2022,2022-04-24
Greater Dandenong (C),VIC247,168201,1065,38741,633.2,164,6,Greater Dandenong,23/04/2022,2022-04-24
Greater Geelong (C),VIC215,258934,2300,56111,888.3,310,6,Greater Geelong,23/04/2022,2022-04-24
