LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,88,3484,686.7,21,6,Alpine,10/07/2022,2022-07-11
Ararat (RC),VIC220,11845,66,2884,557.2,9,6,Ararat,10/07/2022,2022-07-11
Ballarat (C),VIC241,109505,997,38294,910.5,153,6,Ballarat,10/07/2022,2022-07-11
Banyule (C),VIC188,131631,1187,44868,901.8,172,6,Banyule,10/07/2022,2022-07-11
Bass Coast (S),VIC173,36320,341,11144,938.9,53,6,Bass Coast,10/07/2022,2022-07-11
Baw Baw (S),VIC194,53396,431,17062,807.2,74,6,Baw Baw,10/07/2022,2022-07-11
Bayside (C),VIC182,106862,853,35016,798.2,112,6,Bayside,10/07/2022,2022-07-11
Benalla (RC),VIC199,14037,88,3449,626.9,13,6,Benalla,10/07/2022,2022-07-11
Boroondara (C),VIC201,183199,1583,56340,864.1,239,6,Boroondara,10/07/2022,2022-07-11
Brimbank (C),VIC189,209523,1082,66577,516.4,162,6,Brimbank,10/07/2022,2022-07-11
Buloke (S),VIC183,6124,54,1153,881.8,6,6,Buloke,10/07/2022,2022-07-11
Campaspe (S),VIC239,37622,284,10144,754.9,58,6,Campaspe,10/07/2022,2022-07-11
Cardinia (S),VIC212,112159,963,39671,858.6,168,6,Cardinia,10/07/2022,2022-07-11
Casey (C),VIC213,353872,2875,126274,812.4,458,6,Casey,10/07/2022,2022-07-11
Central Goldfields (S),VIC169,13186,113,3213,857,18,6,Central Goldfields,10/07/2022,2022-07-11
Colac-Otway (S),VIC224,21564,166,5539,769.8,38,6,Colac-Otway,10/07/2022,2022-07-11
Corangamite (S),VIC231,16020,99,3641,618,14,6,Corangamite,10/07/2022,2022-07-11
Darebin (C),VIC205,164184,1533,56860,933.7,209,6,Darebin,10/07/2022,2022-07-11
East Gippsland (S),VIC243,47316,317,11209,670,39,6,East Gippsland,10/07/2022,2022-07-11
Frankston (C),VIC227,142643,1159,47178,812.5,159,6,Frankston,10/07/2022,2022-07-11
Gannawarra (S),VIC214,10472,83,2109,792.6,12,6,Gannawarra,10/07/2022,2022-07-11
Glen Eira (C),VIC177,156511,1415,54652,904.1,225,6,Glen Eira,10/07/2022,2022-07-11
Glenelg (S),VIC223,19674,95,4750,482.9,19,5,Glenelg,10/07/2022,2022-07-11
Golden Plains (S),VIC230,23722,213,7394,897.9,29,6,Golden Plains,10/07/2022,2022-07-11
Greater Bendigo (C),VIC193,118093,1359,39134,1150.8,196,7,Greater Bendigo,10/07/2022,2022-07-11
Greater Dandenong (C),VIC247,168201,990,50750,588.6,155,6,Greater Dandenong,10/07/2022,2022-07-11
Greater Geelong (C),VIC215,258934,2479,90485,957.4,366,6,Greater Geelong,10/07/2022,2022-07-11
Greater Shepparton (C),VIC93,66498,607,20846,912.8,99,6,Greater Shepparton,10/07/2022,2022-07-11
Hepburn (S),VIC94,15975,101,3932,632.2,12,6,Hepburn,10/07/2022,2022-07-11
Hindmarsh (S),VIC152,5588,26,1354,465.3,1,5,Hindmarsh,10/07/2022,2022-07-11
Hobsons Bay (C),VIC235,97751,857,31748,876.7,122,6,Hobsons Bay,10/07/2022,2022-07-11
Horsham (RC),VIC153,19921,185,5891,928.7,23,6,Horsham,10/07/2022,2022-07-11
Hume (C),VIC198,233471,1437,86502,615.5,238,6,Hume,10/07/2022,2022-07-11
