LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,38,4104,296.6,11,5,Alpine,2022-08-15,2022-08-16
Ararat (RC),VIC220,11845,95,3554,802,15,6,Ararat,2022-08-15,2022-08-16
Ballarat (C),VIC241,109505,671,44844,612.8,111,6,Ballarat,2022-08-15,2022-08-16
Banyule (C),VIC188,131631,572,51659,434.5,102,5,Banyule,2022-08-15,2022-08-16
Bass Coast (S),VIC173,36320,149,12772,410.2,20,5,Bass Coast,2022-08-15,2022-08-16
Baw Baw (S),VIC194,53396,243,19812,455.1,50,5,Baw Baw,2022-08-15,2022-08-16
Bayside (C),VIC182,106862,351,39525,328.5,55,5,Bayside,2022-08-15,2022-08-16
Benalla (RC),VIC199,14037,104,4117,740.9,23,6,Benalla,2022-08-15,2022-08-16
Boroondara (C),VIC201,183199,605,64729,330.2,94,5,Boroondara,2022-08-15,2022-08-16
Brimbank (C),VIC189,209523,536,73721,255.8,110,5,Brimbank,2022-08-15,2022-08-16
Buloke (S),VIC183,6124,24,1379,391.9,6,5,Buloke,2022-08-15,2022-08-16
Campaspe (S),VIC239,37622,153,11773,406.7,28,5,Campaspe,2022-08-15,2022-08-16
Cardinia (S),VIC212,112159,488,45687,435.1,86,5,Cardinia,2022-08-15,2022-08-16
Casey (C),VIC213,353872,1531,143632,432.6,282,5,Casey,2022-08-15,2022-08-16
Central Goldfields (S),VIC169,13186,46,3695,348.9,5,5,Central Goldfields,2022-08-15,2022-08-16
Colac-Otway (S),VIC224,21564,79,6452,366.4,14,5,Colac-Otway,2022-08-15,2022-08-16
Corangamite (S),VIC231,16020,68,4223,424.5,5,5,Corangamite,2022-08-15,2022-08-16
Darebin (C),VIC205,164184,607,64677,369.7,98,5,Darebin,2022-08-15,2022-08-16
East Gippsland (S),VIC243,47316,159,12940,336,30,5,East Gippsland,2022-08-15,2022-08-16
Frankston (C),VIC227,142643,652,54155,457.1,103,5,Frankston,2022-08-15,2022-08-16
Gannawarra (S),VIC214,10472,31,2586,296,8,5,Gannawarra,2022-08-15,2022-08-16
Glen Eira (C),VIC177,156511,582,61860,371.9,107,5,Glen Eira,2022-08-15,2022-08-16
Glenelg (S),VIC223,19674,89,5553,452.4,7,5,Glenelg,2022-08-15,2022-08-16
Golden Plains (S),VIC230,23722,127,8552,535.4,24,6,Golden Plains,2022-08-15,2022-08-16
Greater Bendigo (C),VIC193,118093,513,46135,434.4,115,5,Greater Bendigo,2022-08-15,2022-08-16
Greater Dandenong (C),VIC247,168201,550,56730,327,83,5,Greater Dandenong,2022-08-15,2022-08-16
Greater Geelong (C),VIC215,258934,1365,104854,527.2,225,6,Greater Geelong,2022-08-15,2022-08-16
Greater Shepparton (C),VIC93,66498,301,24345,452.6,48,5,Greater Shepparton,2022-08-15,2022-08-16
Hepburn (S),VIC94,15975,71,4613,444.4,19,5,Hepburn,2022-08-15,2022-08-16
Hindmarsh (S),VIC152,5588,12,1583,214.7,2,5,Hindmarsh,2022-08-15,2022-08-16
Hobsons Bay (C),VIC235,97751,420,36515,429.7,75,5,Hobsons Bay,2022-08-15,2022-08-16
Horsham (RC),VIC153,19921,79,6990,396.6,16,5,Horsham,2022-08-15,2022-08-16
Hume (C),VIC198,233471,841,96254,360.2,124,5,Hume,2022-08-15,2022-08-16
Indigo (S),VIC191,16701,73,5300,437.1,14,5,Indigo,2022-08-15,2022-08-16
Interstate,,,58,6016,0,12,0,,2022-08-15,2022-08-16
Kingston (C),VIC226,165782,693,63066,418,117,5,Kingston,2022-08-15,2022-08-16
Knox (C),VIC209,164538,782,62403,475.3,162,5,Knox,2022-08-15,2022-08-16
Latrobe (C),VIC219,75561,376,27419,497.6,63,5,Latrobe,2022-08-15,2022-08-16
Loddon (S),VIC185,7504,21,1801,279.9,3,5,Loddon,2022-08-15,2022-08-16
Macedon Ranges (S),VIC228,50231,246,17805,489.7,38,5,Macedon Ranges,2022-08-15,2022-08-16
Manningham (C),VIC195,127573,485,46800,380.2,101,5,Manningham,2022-08-15,2022-08-16
