LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,100,2204,780.4,19,6,Alpine,20/04/2022,2022-04-21
Ararat (RC),VIC220,11845,82,1688,692.3,24,6,Ararat,20/04/2022,2022-04-21
Ballarat (C),VIC241,109505,1149,22318,1049.3,241,7,Ballarat,20/04/2022,2022-04-21
Banyule (C),VIC188,131631,1243,28965,944.3,215,6,Banyule,20/04/2022,2022-04-21
Bass Coast (S),VIC173,36320,299,6432,823.2,49,6,Bass Coast,20/04/2022,2022-04-21
Baw Baw (S),VIC194,53396,441,10701,825.9,70,6,Baw Baw,20/04/2022,2022-04-21
Bayside (C),VIC182,106862,864,23788,808.5,169,6,Bayside,20/04/2022,2022-04-21
Benalla (RC),VIC199,14037,107,2140,762.3,24,6,Benalla,20/04/2022,2022-04-21
Boroondara (C),VIC201,183199,1440,36348,786,286,6,Boroondara,20/04/2022,2022-04-21
Brimbank (C),VIC189,209523,1552,51592,740.7,321,6,Brimbank,20/04/2022,2022-04-21
Buloke (S),VIC183,6124,28,635,457.2,5,5,Buloke,20/04/2022,2022-04-21
Campaspe (S),VIC239,37622,203,6631,539.6,42,6,Campaspe,20/04/2022,2022-04-21
Cardinia (S),VIC212,112159,988,27397,880.9,181,6,Cardinia,20/04/2022,2022-04-21
Casey (C),VIC213,353872,2657,90703,750.8,533,6,Casey,20/04/2022,2022-04-21
Central Goldfields (S),VIC169,13186,128,1803,970.7,22,6,Central Goldfields,20/04/2022,2022-04-21
Colac-Otway (S),VIC224,21564,128,3614,593.6,35,6,Colac-Otway,20/04/2022,2022-04-21
Corangamite (S),VIC231,16020,97,2291,605.5,17,6,Corangamite,20/04/2022,2022-04-21
Darebin (C),VIC205,164184,1512,37807,920.9,313,6,Darebin,20/04/2022,2022-04-21
East Gippsland (S),VIC243,47316,377,6035,796.8,86,6,East Gippsland,20/04/2022,2022-04-21
Frankston (C),VIC227,142643,1120,31376,785.2,221,6,Frankston,20/04/2022,2022-04-21
Gannawarra (S),VIC214,10472,51,1194,487,18,5,Gannawarra,20/04/2022,2022-04-21
Glen Eira (C),VIC177,156511,1354,37763,865.1,253,6,Glen Eira,20/04/2022,2022-04-21
Glenelg (S),VIC223,19674,175,2782,889.5,38,6,Glenelg,20/04/2022,2022-04-21
Golden Plains (S),VIC230,23722,194,4329,817.8,45,6,Golden Plains,20/04/2022,2022-04-21
Greater Bendigo (C),VIC193,118093,1110,22526,939.9,207,6,Greater Bendigo,20/04/2022,2022-04-21
Greater Dandenong (C),VIC247,168201,1012,38251,601.7,219,6,Greater Dandenong,20/04/2022,2022-04-21
Greater Geelong (C),VIC215,258934,2248,55052,868.2,446,6,Greater Geelong,20/04/2022,2022-04-21
Greater Shepparton (C),VIC93,66498,387,13587,582,80,6,Greater Shepparton,20/04/2022,2022-04-21
Hepburn (S),VIC94,15975,121,2176,757.4,34,6,Hepburn,20/04/2022,2022-04-21
Hindmarsh (S),VIC152,5588,37,642,662.1,8,6,Hindmarsh,20/04/2022,2022-04-21
Hobsons Bay (C),VIC235,97751,803,21240,821.5,153,6,Hobsons Bay,20/04/2022,2022-04-21
Horsham (RC),VIC153,19921,243,3315,1219.8,43,7,Horsham,20/04/2022,2022-04-21
Hume (C),VIC198,233471,1483,67527,635.2,287,6,Hume,20/04/2022,2022-04-21
Indigo (S),VIC191,16701,124,2375,742.5,26,6,Indigo,20/04/2022,2022-04-21
Interstate,,,37,4368,0,21,0,,20/04/2022,2022-04-21
Kingston (C),VIC226,165782,1402,36672,845.7,273,6,Kingston,20/04/2022,2022-04-21
Knox (C),VIC209,164538,1397,33408,849,277,6,Knox,20/04/2022,2022-04-21
Latrobe (C),VIC219,75561,778,15258,1029.6,167,7,Latrobe,20/04/2022,2022-04-21
Loddon (S),VIC185,7504,33,842,439.8,5,5,Loddon,20/04/2022,2022-04-21
Macedon Ranges (S),VIC228,50231,380,9517,756.5,86,6,Macedon Ranges,20/04/2022,2022-04-21
Manningham (C),VIC195,127573,1002,25733,785.4,182,6,Manningham,20/04/2022,2022-04-21
Mansfield (S),VIC244,9176,73,1797,795.6,14,6,Mansfield,20/04/2022,2022-04-21
Maribyrnong (C),VIC234,93448,827,23246,885,169,6,Maribyrnong,20/04/2022,2022-04-21
Maroondah (C),VIC207,118558,1000,23792,843.5,188,6,Maroondah,20/04/2022,2022-04-21
Melbourne (C),VIC132,178955,1583,43591,884.6,349,6,Melbourne,20/04/2022,2022-04-21
Melton (C),VIC237,164895,1339,50204,812,254,6,Melton,20/04/2022,2022-04-21
Mildura (RC),VIC222,55777,398,11831,713.6,92,6,Mildura,20/04/2022,2022-04-21
Mitchell (S),VIC211,46082,360,10304,781.2,69,6,Mitchell,20/04/2022,2022-04-21
Moira (S),VIC190,29925,155,5361,518,29,6,Moira,20/04/2022,2022-04-21
Monash (C),VIC210,202847,1591,39413,784.3,318,6,Monash,20/04/2022,2022-04-21
Moonee Valley (C),VIC121,130294,1076,31772,825.8,158,6,Moonee Valley,20/04/2022,2022-04-21
Moorabool (S),VIC236,35049,290,7820,827.4,55,6,Moorabool,20/04/2022,2022-04-21
Moreland (C),VIC131,185767,1669,47185,898.4,327,6,Moreland,20/04/2022,2022-04-21
Mornington Peninsula (S),VIC204,167636,1322,35362,788.6,247,6,Mornington Peninsula,20/04/2022,2022-04-21
Mount Alexander (S),VIC105,19754,146,2825,739.1,33,6,Mount Alexander,20/04/2022,2022-04-21
Moyne (S),VIC229,16953,153,2561,902.5,32,6,Moyne,20/04/2022,2022-04-21
Murrindindi (S),VIC250,14570,73,2077,501,12,6,Murrindindi,20/04/2022,2022-04-21
Nillumbik (S),VIC216,65094,591,13850,907.9,112,6,Nillumbik,20/04/2022,2022-04-21
Northern Grampians (S),VIC166,11402,94,1807,824.4,24,6,Northern Grampians,20/04/2022,2022-04-21
Overseas,,,0,78,0,0,0,,20/04/2022,2022-04-21
Overseas Traveller,,,0,621,0,0,0,,20/04/2022,2022-04-21
Port Phillip (C),VIC208,115601,944,27780,816.6,222,6,Port Phillip,20/04/2022,2022-04-21
Pyrenees (S),VIC217,7472,54,1013,722.7,14,6,Pyrenees,20/04/2022,2022-04-21
Queenscliffe (B),VIC238,2940,31,595,1054.4,8,7,Queenscliffe,20/04/2022,2022-04-21
South Gippsland (S),VIC178,29914,197,4527,658.6,35,6,South Gippsland,20/04/2022,2022-04-21
Southern Grampians (S),VIC233,16100,122,2387,757.8,26,6,Southern Grampians,20/04/2022,2022-04-21
Stonnington (C),VIC203,117768,865,26452,734.5,192,6,Stonnington,20/04/2022,2022-04-21
Strathbogie (S),VIC110,10781,70,1565,649.3,14,6,Strathbogie,20/04/2022,2022-04-21
Surf Coast (S),VIC225,33456,309,8284,923.6,73,6,Surf Coast,20/04/2022,2022-04-21
Swan Hill (RC),VIC180,20649,121,4060,586,21,6,Swan Hill,20/04/2022,2022-04-21
Towong (S),VIC187,6040,39,692,645.7,12,6,Towong,20/04/2022,2022-04-21
Unincorporated Vic,,,4,102,0,1,0,,20/04/2022,2022-04-21
Unknown,,,134,6575,0,5,0,,20/04/2022,2022-04-21
Wangaratta (RC),VIC186,29187,269,5175,921.6,60,6,Wangaratta,20/04/2022,2022-04-21
Warrnambool (C),VIC179,35181,354,6614,1006.2,77,7,Warrnambool,20/04/2022,2022-04-21
Wellington (S),VIC218,44380,443,6918,998.2,72,6,Wellington,20/04/2022,2022-04-21
West Wimmera (S),VIC232,3841,16,308,416.6,2,5,West Wimmera,20/04/2022,2022-04-21
Whitehorse (C),VIC196,178739,1556,32105,870.5,275,6,Whitehorse,20/04/2022,2022-04-21
Whittlesea (C),VIC197,230238,1785,60786,775.3,358,6,Whittlesea,20/04/2022,2022-04-21
Wodonga (C),VIC192,42083,478,8116,1135.9,92,7,Wodonga,20/04/2022,2022-04-21
Wyndham (C),VIC221,270487,2035,70719,752.3,367,6,Wyndham,20/04/2022,2022-04-21
Yarra (C),VIC202,101495,913,25569,899.6,193,6,Yarra,20/04/2022,2022-04-21
Yarra Ranges (S),VIC206,159462,1490,32109,934.4,322,6,Yarra Ranges,20/04/2022,2022-04-21
Yarriambiack (S),VIC200,6639,40,754,602.5,9,6,Yarriambiack,20/04/2022,2022-04-21
