LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,144,3720,1123.8,26,7,Alpine,20/07/2022,2022-07-21
Ararat (RC),VIC220,11845,116,3053,979.3,24,6,Ararat,20/07/2022,2022-07-21
Ballarat (C),VIC241,109505,1602,40729,1462.9,308,7,Ballarat,20/07/2022,2022-07-21
Banyule (C),VIC188,131631,1456,47236,1106.1,296,7,Banyule,20/07/2022,2022-07-21
Bass Coast (S),VIC173,36320,349,11749,960.9,48,6,Bass Coast,20/07/2022,2022-07-21
Baw Baw (S),VIC194,53396,586,17998,1097.5,138,7,Baw Baw,20/07/2022,2022-07-21
Bayside (C),VIC182,106862,976,36632,913.3,172,6,Bayside,20/07/2022,2022-07-21
Benalla (RC),VIC199,14037,119,3626,847.8,25,6,Benalla,20/07/2022,2022-07-21
Boroondara (C),VIC201,183199,1967,59614,1073.7,406,7,Boroondara,20/07/2022,2022-07-21
Brimbank (C),VIC189,209523,1606,69109,766.5,363,6,Brimbank,20/07/2022,2022-07-21
Buloke (S),VIC183,6124,36,1225,587.9,5,6,Buloke,20/07/2022,2022-07-21
Campaspe (S),VIC239,37622,336,10670,893.1,89,6,Campaspe,20/07/2022,2022-07-21
Cardinia (S),VIC212,112159,1227,41710,1094,234,7,Cardinia,20/07/2022,2022-07-21
Casey (C),VIC213,353872,3582,132165,1012.2,782,7,Casey,20/07/2022,2022-07-21
Central Goldfields (S),VIC169,13186,122,3406,925.2,25,6,Central Goldfields,20/07/2022,2022-07-21
Colac-Otway (S),VIC224,21564,209,5885,969.2,35,6,Colac-Otway,20/07/2022,2022-07-21
Corangamite (S),VIC231,16020,120,3834,749.1,28,6,Corangamite,20/07/2022,2022-07-21
Darebin (C),VIC205,164184,1655,59543,1008,317,7,Darebin,20/07/2022,2022-07-21
East Gippsland (S),VIC243,47316,358,11794,756.6,74,6,East Gippsland,20/07/2022,2022-07-21
Frankston (C),VIC227,142643,1538,49659,1078.2,293,7,Frankston,20/07/2022,2022-07-21
Gannawarra (S),VIC214,10472,113,2315,1079.1,24,7,Gannawarra,20/07/2022,2022-07-21
Glen Eira (C),VIC177,156511,1554,57282,992.9,276,6,Glen Eira,20/07/2022,2022-07-21
Glenelg (S),VIC223,19674,198,5048,1006.4,38,7,Glenelg,20/07/2022,2022-07-21
Golden Plains (S),VIC230,23722,251,7794,1058.1,39,7,Golden Plains,20/07/2022,2022-07-21
Greater Bendigo (C),VIC193,118093,1654,41713,1400.6,337,7,Greater Bendigo,20/07/2022,2022-07-21
Greater Dandenong (C),VIC247,168201,1310,52883,778.8,269,6,Greater Dandenong,20/07/2022,2022-07-21
Greater Geelong (C),VIC215,258934,2939,95359,1135,658,7,Greater Geelong,20/07/2022,2022-07-21
Greater Shepparton (C),VIC93,66498,762,22062,1145.9,150,7,Greater Shepparton,20/07/2022,2022-07-21
Hepburn (S),VIC94,15975,167,4181,1045.4,37,7,Hepburn,20/07/2022,2022-07-21
Hindmarsh (S),VIC152,5588,71,1462,1270.6,13,7,Hindmarsh,20/07/2022,2022-07-21
Hobsons Bay (C),VIC235,97751,1126,33521,1151.9,208,7,Hobsons Bay,20/07/2022,2022-07-21
Horsham (RC),VIC153,19921,260,6316,1305.2,51,7,Horsham,20/07/2022,2022-07-21
Hume (C),VIC198,233471,2025,89646,867.3,443,6,Hume,20/07/2022,2022-07-21
Indigo (S),VIC191,16701,173,4842,1035.9,27,7,Indigo,20/07/2022,2022-07-21
Interstate,,,93,5742,0,26,0,,20/07/2022,2022-07-21
Kingston (C),VIC226,165782,1640,58187,989.3,336,6,Kingston,20/07/2022,2022-07-21
Knox (C),VIC209,164538,1972,56722,1198.5,411,7,Knox,20/07/2022,2022-07-21
Latrobe (C),VIC219,75561,659,24857,872.1,143,6,Latrobe,20/07/2022,2022-07-21
Loddon (S),VIC185,7504,75,1601,999.5,17,6,Loddon,20/07/2022,2022-07-21
Macedon Ranges (S),VIC228,50231,509,15937,1013.3,103,7,Macedon Ranges,20/07/2022,2022-07-21
Manningham (C),VIC195,127573,1437,42760,1126.4,301,7,Manningham,20/07/2022,2022-07-21
Mansfield (S),VIC244,9176,72,2928,784.7,14,6,Mansfield,20/07/2022,2022-07-21
Maribyrnong (C),VIC234,93448,1029,35361,1101.1,210,7,Maribyrnong,20/07/2022,2022-07-21
Maroondah (C),VIC207,118558,1526,42135,1287.1,315,7,Maroondah,20/07/2022,2022-07-21
Melbourne (C),VIC132,178955,1813,64620,1013.1,423,7,Melbourne,20/07/2022,2022-07-21
Melton (C),VIC237,164895,1731,70228,1049.8,368,7,Melton,20/07/2022,2022-07-21
Mildura (RC),VIC222,55777,703,17971,1260.4,161,7,Mildura,20/07/2022,2022-07-21
Mitchell (S),VIC211,46082,582,16340,1263,138,7,Mitchell,20/07/2022,2022-07-21
Moira (S),VIC190,29925,270,8474,902.3,69,6,Moira,20/07/2022,2022-07-21
Monash (C),VIC210,202847,2471,66400,1218.2,460,7,Monash,20/07/2022,2022-07-21
Moonee Valley (C),VIC121,130294,1288,47420,988.5,252,6,Moonee Valley,20/07/2022,2022-07-21
Moorabool (S),VIC236,35049,363,12236,1035.7,67,7,Moorabool,20/07/2022,2022-07-21
Moreland (C),VIC131,185767,1906,70708,1026,374,7,Moreland,20/07/2022,2022-07-21
Mornington Peninsula (S),VIC204,167636,1575,55319,939.5,317,6,Mornington Peninsula,20/07/2022,2022-07-21
Mount Alexander (S),VIC105,19754,252,5791,1275.7,57,7,Mount Alexander,20/07/2022,2022-07-21
Moyne (S),VIC229,16953,179,4683,1055.9,35,7,Moyne,20/07/2022,2022-07-21
Murrindindi (S),VIC250,14570,145,3690,995.2,33,6,Murrindindi,20/07/2022,2022-07-21
Nillumbik (S),VIC216,65094,704,23087,1081.5,124,7,Nillumbik,20/07/2022,2022-07-21
Northern Grampians (S),VIC166,11402,149,3228,1306.8,26,7,Northern Grampians,20/07/2022,2022-07-21
Overseas,,,15,168,0,1,0,,20/07/2022,2022-07-21
Overseas Traveller,,,0,621,0,0,0,,20/07/2022,2022-07-21
Port Phillip (C),VIC208,115601,941,40859,814,212,6,Port Phillip,20/07/2022,2022-07-21
Pyrenees (S),VIC217,7472,102,1906,1365.1,16,7,Pyrenees,20/07/2022,2022-07-21
Queenscliffe (B),VIC238,2940,40,986,1360.5,7,7,Queenscliffe,20/07/2022,2022-07-21
South Gippsland (S),VIC178,29914,352,8168,1176.7,74,7,South Gippsland,20/07/2022,2022-07-21
Southern Grampians (S),VIC233,16100,192,4543,1192.5,38,7,Southern Grampians,20/07/2022,2022-07-21
Stonnington (C),VIC203,117768,977,38956,829.6,220,6,Stonnington,20/07/2022,2022-07-21
Strathbogie (S),VIC110,10781,81,2644,751.3,23,6,Strathbogie,20/07/2022,2022-07-21
Surf Coast (S),VIC225,33456,327,13238,977.4,71,6,Surf Coast,20/07/2022,2022-07-21
