LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,47,3385,366.8,8,5,Alpine,03/07/2022,2022-07-04
Ararat (RC),VIC220,11845,72,2811,607.9,16,6,Ararat,03/07/2022,2022-07-04
Ballarat (C),VIC241,109505,927,37194,846.5,129,6,Ballarat,03/07/2022,2022-07-04
Banyule (C),VIC188,131631,1071,43546,813.6,179,6,Banyule,03/07/2022,2022-07-04
Bass Coast (S),VIC173,36320,243,10758,669.1,36,6,Bass Coast,03/07/2022,2022-07-04
Baw Baw (S),VIC194,53396,399,16558,747.2,57,6,Baw Baw,03/07/2022,2022-07-04
Bayside (C),VIC182,106862,748,34044,700,126,6,Bayside,03/07/2022,2022-07-04
Benalla (RC),VIC199,14037,63,3345,448.8,18,5,Benalla,03/07/2022,2022-07-04
Boroondara (C),VIC201,183199,1379,54527,752.7,242,6,Boroondara,03/07/2022,2022-07-04
Brimbank (C),VIC189,209523,875,65344,417.6,142,5,Brimbank,03/07/2022,2022-07-04
Buloke (S),VIC183,6124,48,1094,783.8,8,6,Buloke,03/07/2022,2022-07-04
Campaspe (S),VIC239,37622,258,9833,685.8,30,6,Campaspe,03/07/2022,2022-07-04
Cardinia (S),VIC212,112159,807,38542,719.5,121,6,Cardinia,03/07/2022,2022-07-04
Casey (C),VIC213,353872,2293,123057,648,369,6,Casey,03/07/2022,2022-07-04
Central Goldfields (S),VIC169,13186,79,3090,599.1,8,6,Central Goldfields,03/07/2022,2022-07-04
Colac-Otway (S),VIC224,21564,145,5336,672.4,33,6,Colac-Otway,03/07/2022,2022-07-04
Corangamite (S),VIC231,16020,89,3526,555.6,15,6,Corangamite,03/07/2022,2022-07-04
Darebin (C),VIC205,164184,1324,55130,806.4,197,6,Darebin,03/07/2022,2022-07-04
East Gippsland (S),VIC243,47316,330,10855,697.4,47,6,East Gippsland,03/07/2022,2022-07-04
Frankston (C),VIC227,142643,1071,45837,750.8,145,6,Frankston,03/07/2022,2022-07-04
Gannawarra (S),VIC214,10472,32,2008,305.6,6,5,Gannawarra,03/07/2022,2022-07-04
Glen Eira (C),VIC177,156511,1165,53030,744.4,176,6,Glen Eira,03/07/2022,2022-07-04
Glenelg (S),VIC223,19674,97,4637,493,10,5,Glenelg,03/07/2022,2022-07-04
Golden Plains (S),VIC230,23722,174,7153,733.5,27,6,Golden Plains,03/07/2022,2022-07-04
Greater Bendigo (C),VIC193,118093,1187,37605,1005.1,186,7,Greater Bendigo,03/07/2022,2022-07-04
Greater Dandenong (C),VIC247,168201,827,49631,491.7,115,5,Greater Dandenong,03/07/2022,2022-07-04
Greater Geelong (C),VIC215,258934,2441,87551,942.7,337,6,Greater Geelong,03/07/2022,2022-07-04
Greater Shepparton (C),VIC93,66498,471,20160,708.3,79,6,Greater Shepparton,03/07/2022,2022-07-04
Hepburn (S),VIC94,15975,98,3810,613.5,14,6,Hepburn,03/07/2022,2022-07-04
Hindmarsh (S),VIC152,5588,25,1323,447.4,5,5,Hindmarsh,03/07/2022,2022-07-04
Hobsons Bay (C),VIC235,97751,672,30778,687.5,87,6,Hobsons Bay,03/07/2022,2022-07-04
Horsham (RC),VIC153,19921,117,5696,587.3,16,6,Horsham,03/07/2022,2022-07-04
Hume (C),VIC198,233471,1132,84878,484.9,172,5,Hume,03/07/2022,2022-07-04
Indigo (S),VIC191,16701,74,4406,443.1,15,5,Indigo,03/07/2022,2022-07-04
Interstate,,,105,5478,0,12,0,,03/07/2022,2022-07-04
Kingston (C),VIC226,165782,1293,53847,779.9,190,6,Kingston,03/07/2022,2022-07-04
Knox (C),VIC209,164538,1477,51474,897.7,212,6,Knox,03/07/2022,2022-07-04
Latrobe (C),VIC219,75561,561,23034,742.4,83,6,Latrobe,03/07/2022,2022-07-04
Loddon (S),VIC185,7504,31,1449,413.1,6,5,Loddon,03/07/2022,2022-07-04
Macedon Ranges (S),VIC228,50231,377,14740,750.5,60,6,Macedon Ranges,03/07/2022,2022-07-04
Manningham (C),VIC195,127573,1044,38956,818.4,159,6,Manningham,03/07/2022,2022-07-04
Mansfield (S),VIC244,9176,69,2700,752,7,6,Mansfield,03/07/2022,2022-07-04
Maribyrnong (C),VIC234,93448,709,32776,758.7,96,6,Maribyrnong,03/07/2022,2022-07-04
Maroondah (C),VIC207,118558,1448,37944,1221.3,240,7,Maroondah,03/07/2022,2022-07-04
Melbourne (C),VIC132,178955,1416,59764,791.3,200,6,Melbourne,03/07/2022,2022-07-04
Melton (C),VIC237,164895,995,66233,603.4,127,6,Melton,03/07/2022,2022-07-04
Mildura (RC),VIC222,55777,291,16416,521.7,49,6,Mildura,03/07/2022,2022-07-04
Mitchell (S),VIC211,46082,399,14964,865.8,63,6,Mitchell,03/07/2022,2022-07-04
Moira (S),VIC190,29925,153,7836,511.3,32,6,Moira,03/07/2022,2022-07-04
Monash (C),VIC210,202847,1637,60093,807,240,6,Monash,03/07/2022,2022-07-04
Moonee Valley (C),VIC121,130294,906,44083,695.4,145,6,Moonee Valley,03/07/2022,2022-07-04
Moorabool (S),VIC236,35049,251,11346,716.1,27,6,Moorabool,03/07/2022,2022-07-04
Moreland (C),VIC131,185767,1409,65680,758.5,237,6,Moreland,03/07/2022,2022-07-04
Mornington Peninsula (S),VIC204,167636,1268,51059,756.4,180,6,Mornington Peninsula,03/07/2022,2022-07-04
Mount Alexander (S),VIC105,19754,177,5063,896,38,6,Mount Alexander,03/07/2022,2022-07-04
Moyne (S),VIC229,16953,105,4248,619.4,14,6,Moyne,03/07/2022,2022-07-04
Murrindindi (S),VIC250,14570,97,3339,665.8,17,6,Murrindindi,03/07/2022,2022-07-04
Nillumbik (S),VIC216,65094,570,21342,875.7,87,6,Nillumbik,03/07/2022,2022-07-04
Northern Grampians (S),VIC166,11402,74,2797,649,9,6,Northern Grampians,03/07/2022,2022-07-04
Overseas,,,5,125,0,1,0,,03/07/2022,2022-07-04
Overseas Traveller,,,0,621,0,0,0,,03/07/2022,2022-07-04
Port Phillip (C),VIC208,115601,835,38151,722.3,91,6,Port Phillip,03/07/2022,2022-07-04
Pyrenees (S),VIC217,7472,32,1699,428.3,1,5,Pyrenees,03/07/2022,2022-07-04
Queenscliffe (B),VIC238,2940,23,881,782.3,3,6,Queenscliffe,03/07/2022,2022-07-04
South Gippsland (S),VIC178,29914,185,7300,618.4,34,6,South Gippsland,03/07/2022,2022-07-04
Southern Grampians (S),VIC233,16100,93,4135,577.6,5,6,Southern Grampians,03/07/2022,2022-07-04
Stonnington (C),VIC203,117768,795,36292,675.1,124,6,Stonnington,03/07/2022,2022-07-04
Strathbogie (S),VIC110,10781,53,2436,491.6,7,5,Strathbogie,03/07/2022,2022-07-04
Surf Coast (S),VIC225,33456,327,12351,977.4,33,6,Surf Coast,03/07/2022,2022-07-04
Swan Hill (RC),VIC180,20649,122,5490,590.8,22,6,Swan Hill,03/07/2022,2022-07-04
Towong (S),VIC187,6040,22,1235,364.2,4,5,Towong,03/07/2022,2022-07-04
Unincorporated Vic,,,27,264,0,4,0,,03/07/2022,2022-07-04
Unknown,,,158,8315,0,21,0,,03/07/2022,2022-07-04
Wangaratta (RC),VIC186,29187,166,8227,568.7,36,6,Wangaratta,03/07/2022,2022-07-04
Warrnambool (C),VIC179,35181,257,10541,730.5,33,6,Warrnambool,03/07/2022,2022-07-04
Wellington (S),VIC218,44380,257,12007,579.1,43,6,Wellington,03/07/2022,2022-07-04
West Wimmera (S),VIC232,3841,26,679,676.9,2,6,West Wimmera,03/07/2022,2022-07-04
Whitehorse (C),VIC196,178739,1722,52163,963.4,265,6,Whitehorse,03/07/2022,2022-07-04
Whittlesea (C),VIC197,230238,1480,81067,642.8,216,6,Whittlesea,03/07/2022,2022-07-04
Wodonga (C),VIC192,42083,293,13569,696.2,40,6,Wodonga,03/07/2022,2022-07-04
Wyndham (C),VIC221,270487,1819,97060,672.5,304,6,Wyndham,03/07/2022,2022-07-04
Yarra (C),VIC202,101495,712,35733,701.5,99,6,Yarra,03/07/2022,2022-07-04
Yarra Ranges (S),VIC206,159462,1385,48960,868.5,218,6,Yarra Ranges,03/07/2022,2022-07-04
Yarriambiack (S),VIC200,6639,45,1343,677.8,10,6,Yarriambiack,03/07/2022,2022-07-04
