LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,41,4205,320,6,5,Alpine,2022-08-30,2022-08-31
Ararat (RC),VIC220,11845,25,3680,211.1,6,5,Ararat,2022-08-30,2022-08-31
Ballarat (C),VIC241,109505,378,46045,345.2,67,5,Ballarat,2022-08-30,2022-08-31
Banyule (C),VIC188,131631,317,52550,240.8,53,5,Banyule,2022-08-30,2022-08-31
Bass Coast (S),VIC173,36320,77,13033,212,16,5,Bass Coast,2022-08-30,2022-08-31
Baw Baw (S),VIC194,53396,127,20169,237.8,28,5,Baw Baw,2022-08-30,2022-08-31
Bayside (C),VIC182,106862,199,40152,186.2,43,4,Bayside,2022-08-30,2022-08-31
Benalla (RC),VIC199,14037,90,4337,641.2,17,6,Benalla,2022-08-30,2022-08-31
Boroondara (C),VIC201,183199,349,65775,190.5,77,4,Boroondara,2022-08-30,2022-08-31
Brimbank (C),VIC189,209523,401,74791,191.4,70,4,Brimbank,2022-08-30,2022-08-31
Buloke (S),VIC183,6124,26,1428,424.6,3,5,Buloke,2022-08-30,2022-08-31
Campaspe (S),VIC239,37622,114,12074,303,26,5,Campaspe,2022-08-30,2022-08-31
Cardinia (S),VIC212,112159,267,46562,238.1,54,5,Cardinia,2022-08-30,2022-08-31
Casey (C),VIC213,353872,843,146152,238.2,139,5,Casey,2022-08-30,2022-08-31
Central Goldfields (S),VIC169,13186,28,3797,212.3,5,5,Central Goldfields,2022-08-30,2022-08-31
Colac-Otway (S),VIC224,21564,55,6612,255.1,7,5,Colac-Otway,2022-08-30,2022-08-31
Corangamite (S),VIC231,16020,19,4291,118.6,2,4,Corangamite,2022-08-30,2022-08-31
Darebin (C),VIC205,164184,341,65662,207.7,55,5,Darebin,2022-08-30,2022-08-31
East Gippsland (S),VIC243,47316,91,13232,192.3,26,4,East Gippsland,2022-08-30,2022-08-31
Frankston (C),VIC227,142643,437,55338,306.4,69,5,Frankston,2022-08-30,2022-08-31
Gannawarra (S),VIC214,10472,21,2645,200.5,10,5,Gannawarra,2022-08-30,2022-08-31
