postcode,population,active,cases,rate,new,band,data_date,file_processed_date,last7days_new
3205,10919,21,4998,192.3,3,4,2022-09-08,2022-09-09,22
3206,10366,12,4129,115.8,1,4,2022-09-08,2022-09-09,12
3207,16180,33,7407,204,3,5,2022-09-08,2022-09-09,37
3211,1319,0,467,0,0,0,2022-09-08,2022-09-09,0
3212,16650,62,8068,372.4,11,5,2022-09-08,2022-09-09,73
3213,4032,0,0,0,0,0,2022-09-08,2022-09-09,0
3214,23960,48,8717,200.3,12,5,2022-09-08,2022-09-09,62
3215,20615,46,8518,223.1,14,5,2022-09-08,2022-09-09,58
3216,56285,107,24533,190.1,21,4,2022-09-08,2022-09-09,127
3217,6607,84,10438,1271.4,12,7,2022-09-08,2022-09-09,87
3218,13438,29,6283,215.8,3,5,2022-09-08,2022-09-09,33
3219,19719,51,7734,258.6,4,5,2022-09-08,2022-09-09,61
3220,16352,27,6876,165.1,6,4,2022-09-08,2022-09-09,36
3221,754,1,281,132.6,0,4,2022-09-08,2022-09-09,1
3222,14962,44,6508,294.1,6,5,2022-09-08,2022-09-09,51
3223,7401,20,2871,270.2,2,5,2022-09-08,2022-09-09,25
3224,14187,24,5894,169.2,3,4,2022-09-08,2022-09-09,31
3225,4058,14,1946,345,1,5,2022-09-08,2022-09-09,14
3226,14161,28,7187,197.7,5,4,2022-09-08,2022-09-09,29
3227,4821,12,2002,248.9,4,5,2022-09-08,2022-09-09,14
3228,17939,48,9689,267.6,11,5,2022-09-08,2022-09-09,50
3230,2548,11,1237,431.7,0,5,2022-09-08,2022-09-09,13
3231,1257,0,638,0,0,0,2022-09-08,2022-09-09,0
3232,1111,1,506,90,0,3,2022-09-08,2022-09-09,1
3233,2029,4,608,197.1,0,4,2022-09-08,2022-09-09,7
3234,179,0,0,0,0,0,2022-09-08,2022-09-09,0
3235,380,0,159,0,0,0,2022-09-08,2022-09-09,0
3236,230,0,60,0,0,0,2022-09-08,2022-09-09,2
3237,218,0,48,0,0,0,2022-09-08,2022-09-09,0
3238,219,1,59,456.6,0,5,2022-09-08,2022-09-09,1
3239,423,1,110,236.4,0,5,2022-09-08,2022-09-09,2
3240,2026,6,872,296.2,1,5,2022-09-08,2022-09-09,6
3241,2565,5,923,194.9,0,4,2022-09-08,2022-09-09,5
3242,828,1,253,120.8,0,4,2022-09-08,2022-09-09,1
3243,357,0,119,0,0,0,2022-09-08,2022-09-09,0
3249,3204,5,803,156.1,0,4,2022-09-08,2022-09-09,5
3250,12250,16,4186,130.6,1,4,2022-09-08,2022-09-09,20
3251,522,1,138,191.6,0,4,2022-09-08,2022-09-09,2
3254,307,1,124,325.7,1,5,2022-09-08,2022-09-09,1
3260,4768,5,1251,104.9,0,4,2022-09-08,2022-09-09,5
3264,2289,2,721,87.4,0,3,2022-09-08,2022-09-09,2
3265,2614,5,746,191.3,2,4,2022-09-08,2022-09-09,9
3266,3071,4,866,130.3,1,4,2022-09-08,2022-09-09,4
3267,245,0,49,0,0,0,2022-09-08,2022-09-09,0
3268,2601,2,681,76.9,0,3,2022-09-08,2022-09-09,2
3269,729,0,189,0,0,0,2022-09-08,2022-09-09,0
3270,251,0,75,0,0,0,2022-09-08,2022-09-09,0
3271,193,0,29,0,0,0,2022-09-08,2022-09-09,0
3272,1533,4,399,260.9,1,5,2022-09-08,2022-09-09,4
3273,146,0,25,0,0,0,2022-09-08,2022-09-09,0
3274,242,0,58,0,0,0,2022-09-08,2022-09-09,0
3275,426,3,181,704.2,1,6,2022-09-08,2022-09-09,3
3276,479,0,131,0,0,0,2022-09-08,2022-09-09,0
3277,1922,5,567,260.1,0,5,2022-09-08,2022-09-09,6
3278,315,2,105,634.9,2,6,2022-09-08,2022-09-09,2
3279,291,0,107,0,0,0,2022-09-08,2022-09-09,0
3280,31568,84,12243,266.1,11,5,2022-09-08,2022-09-09,107
3281,1702,1,682,58.8,1,3,2022-09-08,2022-09-09,2
3282,2363,15,905,634.8,4,6,2022-09-08,2022-09-09,20
3283,1361,6,438,440.9,0,5,2022-09-08,2022-09-09,9
3284,3437,4,1286,116.4,1,4,2022-09-08,2022-09-09,7
3285,1210,3,409,247.9,1,5,2022-09-08,2022-09-09,6
3286,564,0,127,0,0,0,2022-09-08,2022-09-09,0
3287,436,0,111,0,0,0,2022-09-08,2022-09-09,1
3289,757,2,194,264.2,1,5,2022-09-08,2022-09-09,2
3292,187,2,23,1069.5,0,7,2022-09-08,2022-09-09,2
3293,302,0,56,0,0,0,2022-09-08,2022-09-09,0
3294,954,3,288,314.5,0,5,2022-09-08,2022-09-09,4
3300,10087,14,3590,138.8,3,4,2022-09-08,2022-09-09,17
3301,1212,2,382,165,0,4,2022-09-08,2022-09-09,2
3302,371,0,101,0,0,0,2022-09-08,2022-09-09,0
3303,338,0,63,0,0,0,2022-09-08,2022-09-09,0
3304,2725,6,658,220.2,1,5,2022-09-08,2022-09-09,8
3305,12815,29,4062,226.3,2,5,2022-09-08,2022-09-09,29
3309,126,0,28,0,0,0,2022-09-08,2022-09-09,0
3310,272,0,49,0,0,0,2022-09-08,2022-09-09,0
3311,1696,3,458,176.9,0,4,2022-09-08,2022-09-09,4
3312,1033,0,163,0,0,0,2022-09-08,2022-09-09,0
3314,525,1,166,190.5,0,4,2022-09-08,2022-09-09,1
3315,1629,6,422,368.3,2,5,2022-09-08,2022-09-09,7
3317,197,0,61,0,0,0,2022-09-08,2022-09-09,0
3318,1265,5,294,395.3,0,5,2022-09-08,2022-09-09,6
3319,345,0,65,0,0,0,2022-09-08,2022-09-09,0
3321,1519,5,661,329.2,0,5,2022-09-08,2022-09-09,5
3322,176,0,53,0,0,0,2022-09-08,2022-09-09,0
3323,88,0,20,0,0,0,2022-09-08,2022-09-09,0
3324,531,1,111,188.3,0,4,2022-09-08,2022-09-09,1
3325,480,0,92,0,0,0,2022-09-08,2022-09-09,0
3328,1720,6,877,348.8,2,5,2022-09-08,2022-09-09,7
3329,284,0,77,0,0,0,2022-09-08,2022-09-09,0
3330,222,0,49,0,0,0,2022-09-08,2022-09-09,0
3331,5996,26,2856,433.6,5,5,2022-09-08,2022-09-09,28
3332,1013,3,399,296.2,0,5,2022-09-08,2022-09-09,3
3333,827,3,238,362.8,1,5,2022-09-08,2022-09-09,4
3334,566,0,134,0,0,0,2022-09-08,2022-09-09,0
3335,5859,17,4680,290.2,2,5,2022-09-08,2022-09-09,20
3336,0,0,0,0,0,0,2022-09-08,2022-09-09,0
3337,36455,100,16647,274.3,15,5,2022-09-08,2022-09-09,112
3338,23419,97,16035,414.2,14,5,2022-09-08,2022-09-09,109
3340,21123,61,9824,288.8,12,5,2022-09-08,2022-09-09,70
3341,1666,4,588,240.1,1,5,2022-09-08,2022-09-09,5
3342,3440,8,1359,232.6,0,5,2022-09-08,2022-09-09,10
3345,1151,4,458,347.5,1,5,2022-09-08,2022-09-09,5
3350,59147,156,27434,263.7,23,5,2022-09-08,2022-09-09,180
3351,8169,22,3075,269.3,2,5,2022-09-08,2022-09-09,28
3352,16000,42,7012,262.5,10,5,2022-09-08,2022-09-09,49
3355,13016,46,4613,353.4,8,5,2022-09-08,2022-09-09,48
3356,16322,51,6382,312.5,8,5,2022-09-08,2022-09-09,58
3357,3714,7,1570,188.5,2,4,2022-09-08,2022-09-09,7
3360,765,2,223,261.4,1,5,2022-09-08,2022-09-09,3
3361,680,0,182,0,0,0,2022-09-08,2022-09-09,0
3363,3476,2,1105,57.5,1,3,2022-09-08,2022-09-09,2
3364,2149,3,647,139.6,1,4,2022-09-08,2022-09-09,4
3370,1782,4,540,224.5,2,5,2022-09-08,2022-09-09,4
3371,990,1,255,101,0,4,2022-09-08,2022-09-09,1
3373,2291,2,859,87.3,0,3,2022-09-08,2022-09-09,2
3374,399,2,137,501.3,0,6,2022-09-08,2022-09-09,2
3375,206,0,98,0,0,0,2022-09-08,2022-09-09,0
3377,9414,18,3146,191.2,1,4,2022-09-08,2022-09-09,23
3378,149,0,36,0,0,0,2022-09-08,2022-09-09,0
3379,801,0,138,0,0,0,2022-09-08,2022-09-09,0
3380,6033,18,2294,298.4,2,5,2022-09-08,2022-09-09,18
3381,1211,0,437,0,0,0,2022-09-08,2022-09-09,1
3384,547,0,184,0,0,0,2022-09-08,2022-09-09,1
3385,517,0,133,0,0,0,2022-09-08,2022-09-09,0
3387,315,0,79,0,0,0,2022-09-08,2022-09-09,0
3388,562,0,144,0,0,0,2022-09-08,2022-09-09,0
3390,914,5,270,547,1,6,2022-09-08,2022-09-09,5
3391,172,0,18,0,0,0,2022-09-08,2022-09-09,0
3392,581,1,151,172.1,0,4,2022-09-08,2022-09-09,4
3393,2684,0,812,0,0,0,2022-09-08,2022-09-09,0
3395,361,0,80,0,0,0,2022-09-08,2022-09-09,0
3396,738,0,166,0,0,0,2022-09-08,2022-09-09,0
3400,14541,14,5527,96.3,1,3,2022-09-08,2022-09-09,15
3401,4418,4,1465,90.5,0,3,2022-09-08,2022-09-09,5
3407,422,0,122,0,0,0,2022-09-08,2022-09-09,0
3409,937,1,234,106.7,1,4,2022-09-08,2022-09-09,1
3412,299,0,98,0,0,0,2022-09-08,2022-09-09,0
3413,220,0,33,0,0,0,2022-09-08,2022-09-09,0
3414,1824,0,445,0,0,0,2022-09-08,2022-09-09,0
3415,40,0,17,0,0,0,2022-09-08,2022-09-09,0
3418,2771,9,917,324.8,1,5,2022-09-08,2022-09-09,10
3419,806,6,191,744.4,0,6,2022-09-08,2022-09-09,6
3420,277,0,57,0,0,0,2022-09-08,2022-09-09,0
3423,480,1,101,208.3,0,5,2022-09-08,2022-09-09,1
3424,769,2,207,260.1,1,5,2022-09-08,2022-09-09,2
3427,2761,18,2502,651.9,4,6,2022-09-08,2022-09-09,20
3428,680,0,241,0,0,0,2022-09-08,2022-09-09,2
3429,36296,78,15635,214.9,13,5,2022-09-08,2022-09-09,92
3430,322,0,79,0,0,0,2022-09-08,2022-09-09,0
3431,3945,13,1647,329.5,1,5,2022-09-08,2022-09-09,14
3432,196,0,45,0,0,0,2022-09-08,2022-09-09,0
3433,216,0,81,0,0,0,2022-09-08,2022-09-09,0
3434,5070,4,2103,78.9,0,3,2022-09-08,2022-09-09,4
3435,2878,1,1081,34.7,0,2,2022-09-08,2022-09-09,1
3437,10445,27,4340,258.5,2,5,2022-09-08,2022-09-09,30
3438,2386,14,1041,586.8,3,6,2022-09-08,2022-09-09,15
3440,2040,5,760,245.1,0,5,2022-09-08,2022-09-09,5
3441,1337,0,488,0,0,0,2022-09-08,2022-09-09,0
3442,7463,13,3125,174.2,1,4,2022-09-08,2022-09-09,14
3444,9197,17,3306,184.8,3,4,2022-09-08,2022-09-09,19
3446,1028,0,363,0,0,0,2022-09-08,2022-09-09,0
3447,448,0,153,0,0,0,2022-09-08,2022-09-09,0
3448,878,1,257,113.9,0,4,2022-09-08,2022-09-09,1
3450,6838,16,2596,234,2,5,2022-09-08,2022-09-09,17
3451,5654,22,1993,389.1,4,5,2022-09-08,2022-09-09,25
3453,1725,3,678,173.9,0,4,2022-09-08,2022-09-09,3
3458,1947,2,747,102.7,0,4,2022-09-08,2022-09-09,3
3460,2566,5,770,194.9,2,4,2022-09-08,2022-09-09,7
3461,4150,9,1269,216.9,1,5,2022-09-08,2022-09-09,15
3462,1173,3,392,255.8,3,5,2022-09-08,2022-09-09,3
3463,2454,9,639,366.7,3,5,2022-09-08,2022-09-09,9
3464,1118,1,405,89.4,1,3,2022-09-08,2022-09-09,2
3465,9770,14,2945,143.3,2,4,2022-09-08,2022-09-09,20
3467,1196,0,324,0,0,0,2022-09-08,2022-09-09,0
3468,284,0,50,0,0,0,2022-09-08,2022-09-09,0
3469,278,0,73,0,0,0,2022-09-08,2022-09-09,0
3472,1482,0,321,0,0,0,2022-09-08,2022-09-09,0
3475,348,2,76,574.7,0,6,2022-09-08,2022-09-09,2
3477,824,1,185,121.4,0,4,2022-09-08,2022-09-09,1
3478,2457,10,670,407,5,5,2022-09-08,2022-09-09,11
3480,1862,4,489,214.8,1,5,2022-09-08,2022-09-09,6
3482,169,0,26,0,1,0,2022-09-08,2022-09-09,2
3483,888,0,185,0,0,0,2022-09-08,2022-09-09,0
3485,302,0,63,0,0,0,2022-09-08,2022-09-09,0
3487,96,0,19,0,0,0,2022-09-08,2022-09-09,0
3488,110,0,26,0,0,0,2022-09-08,2022-09-09,0
3489,53,0,15,0,0,0,2022-09-08,2022-09-09,0
3490,1290,0,316,0,0,0,2022-09-08,2022-09-09,1
3491,133,0,19,0,0,0,2022-09-08,2022-09-09,0
3494,661,0,153,0,0,0,2022-09-08,2022-09-09,2
3496,6224,36,2127,578.4,4,6,2022-09-08,2022-09-09,38
3498,5324,15,2065,281.7,2,5,2022-09-08,2022-09-09,15
3500,32738,121,13537,369.6,22,5,2022-09-08,2022-09-09,125
3501,1939,1,825,51.6,0,3,2022-09-08,2022-09-09,2
3505,4829,10,1663,207.1,4,5,2022-09-08,2022-09-09,11
3506,37,0,8,0,0,0,2022-09-08,2022-09-09,0
3507,157,0,44,0,0,0,2022-09-08,2022-09-09,0
3509,231,0,53,0,0,0,2022-09-08,2022-09-09,0
3512,371,0,99,0,0,0,2022-09-08,2022-09-09,0
3515,1940,3,1047,154.6,0,4,2022-09-08,2022-09-09,3
3516,694,0,222,0,0,0,2022-09-08,2022-09-09,0
3517,1416,0,374,0,0,0,2022-09-08,2022-09-09,1
3518,1307,2,286,153,1,4,2022-09-08,2022-09-09,2
3520,179,0,32,0,0,0,2022-09-08,2022-09-09,0
3521,660,0,256,0,0,0,2022-09-08,2022-09-09,0
3522,334,1,78,299.4,1,5,2022-09-08,2022-09-09,2
3523,3619,5,976,138.2,0,4,2022-09-08,2022-09-09,5
3525,1302,2,315,153.6,1,4,2022-09-08,2022-09-09,2
3527,785,1,160,127.4,0,4,2022-09-08,2022-09-09,1
3529,120,0,23,0,0,0,2022-09-08,2022-09-09,0
3530,125,0,20,0,0,0,2022-09-08,2022-09-09,0
3531,191,0,62,0,0,0,2022-09-08,2022-09-09,0
3533,779,1,161,128.4,1,4,2022-09-08,2022-09-09,1
3537,1042,0,245,0,0,0,2022-09-08,2022-09-09,1
3540,286,0,64,0,0,0,2022-09-08,2022-09-09,0
3542,155,0,29,0,0,0,2022-09-08,2022-09-09,0
3544,249,0,59,0,0,0,2022-09-08,2022-09-09,0
3546,403,0,103,0,0,0,2022-09-08,2022-09-09,0
3549,3527,2,1196,56.7,0,3,2022-09-08,2022-09-09,3
3550,40341,83,15912,205.7,10,5,2022-09-08,2022-09-09,98
3551,29564,66,14379,223.2,11,5,2022-09-08,2022-09-09,73
3555,19688,60,7617,304.8,8,5,2022-09-08,2022-09-09,65
3556,13087,40,5291,305.6,7,5,2022-09-08,2022-09-09,44
3557,785,4,279,509.6,3,6,2022-09-08,2022-09-09,4
3558,916,1,251,109.2,0,4,2022-09-08,2022-09-09,1
3559,545,1,101,183.5,1,4,2022-09-08,2022-09-09,1
3561,4434,7,1217,157.9,0,4,2022-09-08,2022-09-09,10
