postcode,population,active,cases,rate,new,band,data_date,file_processed_date,last7days_new
3000,37979,79,23188,208,13,5,2022-09-15,2022-09-16,109
3001,0,0,0,0,0,0,2022-09-15,2022-09-16,0
3002,4957,10,2125,201.7,1,5,2022-09-15,2022-09-16,12
3003,5516,12,4188,217.5,1,5,2022-09-15,2022-09-16,17
3004,9311,25,5150,268.5,4,5,2022-09-15,2022-09-16,25
3005,523,0,0,0,0,0,2022-09-15,2022-09-16,0
3006,18811,43,10552,228.6,8,5,2022-09-15,2022-09-16,54
3008,10438,15,6051,143.7,1,4,2022-09-15,2022-09-16,17
3010,1595,0,4,0,0,0,2022-09-15,2022-09-16,0
3011,21464,28,10672,130.5,5,4,2022-09-15,2022-09-16,37
3012,26295,51,12475,194,8,4,2022-09-15,2022-09-16,59
3013,14967,18,7268,120.3,2,4,2022-09-15,2022-09-16,22
3015,17472,35,8373,200.3,3,5,2022-09-15,2022-09-16,40
3016,15558,23,6596,147.8,5,4,2022-09-15,2022-09-16,27
3018,12685,13,4979,102.5,1,4,2022-09-15,2022-09-16,18
3019,9199,17,3966,184.8,1,4,2022-09-15,2022-09-16,20
3020,44784,74,17335,165.2,9,4,2022-09-15,2022-09-16,88
3021,54190,55,18808,101.5,14,4,2022-09-15,2022-09-16,68
3022,3102,2,1317,64.5,1,3,2022-09-15,2022-09-16,7
3023,63974,77,28094,120.4,17,4,2022-09-15,2022-09-16,89
3024,23852,80,14690,335.4,19,5,2022-09-15,2022-09-16,90
3025,12155,14,5565,115.2,3,4,2022-09-15,2022-09-16,16
3026,72,7,3836,9722.2,2,7,2022-09-15,2022-09-16,9
3027,6650,11,3923,165.4,5,4,2022-09-15,2022-09-16,13
3028,29198,42,11274,143.8,3,4,2022-09-15,2022-09-16,52
3029,93946,179,52142,190.5,43,4,2022-09-15,2022-09-16,222
3030,100311,213,48693,212.3,46,5,2022-09-15,2022-09-16,248
3031,18533,32,8257,172.7,5,4,2022-09-15,2022-09-16,37
3032,29449,22,13290,74.7,2,3,2022-09-15,2022-09-16,33
3033,14512,14,6132,96.5,2,3,2022-09-15,2022-09-16,19
3034,11633,8,5043,68.8,2,3,2022-09-15,2022-09-16,9
3036,5921,7,2242,118.2,1,4,2022-09-15,2022-09-16,9
3037,51156,49,22082,95.8,10,3,2022-09-15,2022-09-16,62
3038,27258,45,10585,165.1,9,4,2022-09-15,2022-09-16,51
3039,14252,18,7102,126.3,5,4,2022-09-15,2022-09-16,19
3040,25939,26,11565,100.2,9,4,2022-09-15,2022-09-16,37
3041,12412,15,5659,120.9,2,4,2022-09-15,2022-09-16,19
3042,15762,11,7047,69.8,2,3,2022-09-15,2022-09-16,16
3043,17715,15,7485,84.7,3,3,2022-09-15,2022-09-16,18
3044,27116,36,13012,132.8,7,4,2022-09-15,2022-09-16,47
3045,100,1,126,1000,1,7,2022-09-15,2022-09-16,1
3046,34061,44,15821,129.2,8,4,2022-09-15,2022-09-16,54
3047,20901,34,8157,162.7,8,4,2022-09-15,2022-09-16,46
3048,18025,16,6578,88.8,3,3,2022-09-15,2022-09-16,19
3049,9266,8,4395,86.3,2,3,2022-09-15,2022-09-16,8
3050,119,0,2,0,0,0,2022-09-15,2022-09-16,0
3051,14939,26,6987,174,4,4,2022-09-15,2022-09-16,30
3052,5697,21,3493,368.6,3,5,2022-09-15,2022-09-16,27
3053,18538,28,8151,151,1,4,2022-09-15,2022-09-16,35
3054,8426,8,3831,94.9,2,3,2022-09-15,2022-09-16,16
3055,14160,24,6794,169.5,3,4,2022-09-15,2022-09-16,25
3056,24475,37,12284,151.2,6,4,2022-09-15,2022-09-16,42
3057,11502,21,6754,182.6,6,4,2022-09-15,2022-09-16,25
3058,33783,59,16656,174.6,10,4,2022-09-15,2022-09-16,69
3059,15466,32,9139,206.9,7,5,2022-09-15,2022-09-16,40
3060,14040,19,5500,135.3,3,4,2022-09-15,2022-09-16,21
3061,5059,3,1959,59.3,1,3,2022-09-15,2022-09-16,7
3062,0,0,5,0,0,0,2022-09-15,2022-09-16,0
