LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,17,4233,132.7,0,4,Alpine,2022-09-07,2022-09-08
Ararat (RC),VIC220,11845,25,3715,211.1,3,5,Ararat,2022-09-07,2022-09-08
Ballarat (C),VIC241,109505,288,46443,263,65,5,Ballarat,2022-09-07,2022-09-08
Banyule (C),VIC188,131631,200,52819,151.9,35,4,Banyule,2022-09-07,2022-09-08
Bass Coast (S),VIC173,36320,48,13110,132.2,11,4,Bass Coast,2022-09-07,2022-09-08
Baw Baw (S),VIC194,53396,100,20294,187.3,19,4,Baw Baw,2022-09-07,2022-09-08
Bayside (C),VIC182,106862,163,40376,152.5,26,4,Bayside,2022-09-07,2022-09-08
Benalla (RC),VIC199,14037,58,4418,413.2,7,5,Benalla,2022-09-07,2022-09-08
Boroondara (C),VIC201,183199,289,66180,157.8,54,4,Boroondara,2022-09-07,2022-09-08
Brimbank (C),VIC189,209523,243,75144,116,41,4,Brimbank,2022-09-07,2022-09-08
Buloke (S),VIC183,6124,6,1441,98,2,3,Buloke,2022-09-07,2022-09-08
Campaspe (S),VIC239,37622,84,12211,223.3,7,5,Campaspe,2022-09-07,2022-09-08
Cardinia (S),VIC212,112159,188,46818,167.6,40,4,Cardinia,2022-09-07,2022-09-08
Casey (C),VIC213,353872,596,147047,168.4,114,4,Casey,2022-09-07,2022-09-08
Central Goldfields (S),VIC169,13186,23,3824,174.4,7,4,Central Goldfields,2022-09-07,2022-09-08
Colac-Otway (S),VIC224,21564,33,6674,153,7,4,Colac-Otway,2022-09-07,2022-09-08
Corangamite (S),VIC231,16020,13,4307,81.1,5,3,Corangamite,2022-09-07,2022-09-08
Darebin (C),VIC205,164184,310,66093,188.8,52,4,Darebin,2022-09-07,2022-09-08
East Gippsland (S),VIC243,47316,90,13357,190.2,15,4,East Gippsland,2022-09-07,2022-09-08
Frankston (C),VIC227,142643,288,55748,201.9,38,5,Frankston,2022-09-07,2022-09-08
Gannawarra (S),VIC214,10472,22,2672,210.1,4,5,Gannawarra,2022-09-07,2022-09-08
Glen Eira (C),VIC177,156511,255,63182,162.9,41,4,Glen Eira,2022-09-07,2022-09-08
Glenelg (S),VIC223,19674,42,5714,213.5,12,5,Glenelg,2022-09-07,2022-09-08
Golden Plains (S),VIC230,23722,71,8884,299.3,12,5,Golden Plains,2022-09-07,2022-09-08
Greater Bendigo (C),VIC193,118093,261,47370,221,31,5,Greater Bendigo,2022-09-07,2022-09-08
Greater Dandenong (C),VIC247,168201,241,58016,143.3,46,4,Greater Dandenong,2022-09-07,2022-09-08
Greater Geelong (C),VIC215,258934,585,107825,225.9,112,5,Greater Geelong,2022-09-07,2022-09-08
Greater Shepparton (C),VIC93,66498,189,25020,284.2,30,5,Greater Shepparton,2022-09-07,2022-09-08
Hepburn (S),VIC94,15975,24,4794,150.2,2,4,Hepburn,2022-09-07,2022-09-08
Hindmarsh (S),VIC152,5588,11,1633,196.9,2,4,Hindmarsh,2022-09-07,2022-09-08
Hobsons Bay (C),VIC235,97751,146,37355,149.4,21,4,Hobsons Bay,2022-09-07,2022-09-08
Horsham (RC),VIC153,19921,23,7167,115.5,7,4,Horsham,2022-09-07,2022-09-08
Hume (C),VIC198,233471,365,98183,156.3,59,4,Hume,2022-09-07,2022-09-08
Indigo (S),VIC191,16701,36,5495,215.6,5,5,Indigo,2022-09-07,2022-09-08
Interstate,,,15,6091,0,1,0,,2022-09-07,2022-09-08
Kingston (C),VIC226,165782,272,64559,164.1,38,4,Kingston,2022-09-07,2022-09-08
Knox (C),VIC209,164538,327,64121,198.7,50,4,Knox,2022-09-07,2022-09-08
Latrobe (C),VIC219,75561,165,28397,218.4,36,5,Latrobe,2022-09-07,2022-09-08
Loddon (S),VIC185,7504,5,1855,66.6,1,3,Loddon,2022-09-07,2022-09-08
Macedon Ranges (S),VIC228,50231,96,18278,191.1,12,4,Macedon Ranges,2022-09-07,2022-09-08
Manningham (C),VIC195,127573,199,47824,156,34,4,Manningham,2022-09-07,2022-09-08
Mansfield (S),VIC244,9176,12,3237,130.8,2,4,Mansfield,2022-09-07,2022-09-08
Maribyrnong (C),VIC234,93448,146,38941,156.2,23,4,Maribyrnong,2022-09-07,2022-09-08
Maroondah (C),VIC207,118558,231,47253,194.8,46,4,Maroondah,2022-09-07,2022-09-08
Melbourne (C),VIC132,178955,366,71721,204.5,65,5,Melbourne,2022-09-07,2022-09-08
Melton (C),VIC237,164895,400,78650,242.6,75,5,Melton,2022-09-07,2022-09-08
Mildura (RC),VIC222,55777,166,20817,297.6,28,5,Mildura,2022-09-07,2022-09-08
Mitchell (S),VIC211,46082,119,18820,258.2,24,5,Mitchell,2022-09-07,2022-09-08
Moira (S),VIC190,29925,51,9499,170.4,4,4,Moira,2022-09-07,2022-09-08
