LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,38,4189,296.6,3,5,Alpine,2022-08-28,2022-08-29
Ararat (RC),VIC220,11845,35,3669,295.5,2,5,Ararat,2022-08-28,2022-08-29
Ballarat (C),VIC241,109505,432,45929,394.5,56,5,Ballarat,2022-08-28,2022-08-29
Banyule (C),VIC188,131631,339,52447,257.5,28,5,Banyule,2022-08-28,2022-08-29
Bass Coast (S),VIC173,36320,82,13004,225.8,12,5,Bass Coast,2022-08-28,2022-08-29
Baw Baw (S),VIC194,53396,142,20115,265.9,20,5,Baw Baw,2022-08-28,2022-08-29
Bayside (C),VIC182,106862,219,40073,204.9,24,5,Bayside,2022-08-28,2022-08-29
Benalla (RC),VIC199,14037,88,4303,626.9,16,6,Benalla,2022-08-28,2022-08-29
Boroondara (C),VIC201,183199,368,65645,200.9,44,5,Boroondara,2022-08-28,2022-08-29
Brimbank (C),VIC189,209523,401,74643,191.4,48,4,Brimbank,2022-08-28,2022-08-29
Buloke (S),VIC183,6124,26,1420,424.6,3,5,Buloke,2022-08-28,2022-08-29
Campaspe (S),VIC239,37622,131,12028,348.2,11,5,Campaspe,2022-08-28,2022-08-29
Cardinia (S),VIC212,112159,298,46457,265.7,49,5,Cardinia,2022-08-28,2022-08-29
Casey (C),VIC213,353872,868,145849,245.3,127,5,Casey,2022-08-28,2022-08-29
Central Goldfields (S),VIC169,13186,34,3785,257.8,6,5,Central Goldfields,2022-08-28,2022-08-29
Colac-Otway (S),VIC224,21564,63,6600,292.2,10,5,Colac-Otway,2022-08-28,2022-08-29
Corangamite (S),VIC231,16020,15,4282,93.6,4,3,Corangamite,2022-08-28,2022-08-29
Darebin (C),VIC205,164184,357,65547,217.4,34,5,Darebin,2022-08-28,2022-08-29
East Gippsland (S),VIC243,47316,110,13193,232.5,21,5,East Gippsland,2022-08-28,2022-08-29
Frankston (C),VIC227,142643,482,55194,337.9,61,5,Frankston,2022-08-28,2022-08-29
Gannawarra (S),VIC214,10472,18,2631,171.9,1,4,Gannawarra,2022-08-28,2022-08-29
Glen Eira (C),VIC177,156511,386,62711,246.6,50,5,Glen Eira,2022-08-28,2022-08-29
Glenelg (S),VIC223,19674,45,5652,228.7,9,5,Glenelg,2022-08-28,2022-08-29
Golden Plains (S),VIC230,23722,94,8763,396.3,15,5,Golden Plains,2022-08-28,2022-08-29
Greater Bendigo (C),VIC193,118093,315,46897,266.7,37,5,Greater Bendigo,2022-08-28,2022-08-29
Greater Dandenong (C),VIC247,168201,365,57597,217,35,5,Greater Dandenong,2022-08-28,2022-08-29
Greater Geelong (C),VIC215,258934,817,106726,315.5,119,5,Greater Geelong,2022-08-28,2022-08-29
Greater Shepparton (C),VIC93,66498,131,24733,197,21,4,Greater Shepparton,2022-08-28,2022-08-29
Hepburn (S),VIC94,15975,51,4736,319.2,7,5,Hepburn,2022-08-28,2022-08-29
Hindmarsh (S),VIC152,5588,20,1612,357.9,3,5,Hindmarsh,2022-08-28,2022-08-29
Hobsons Bay (C),VIC235,97751,238,37056,243.5,46,5,Hobsons Bay,2022-08-28,2022-08-29
Horsham (RC),VIC153,19921,47,7121,235.9,8,5,Horsham,2022-08-28,2022-08-29
Hume (C),VIC198,233471,477,97498,204.3,54,5,Hume,2022-08-28,2022-08-29
Indigo (S),VIC191,16701,49,5431,293.4,9,5,Indigo,2022-08-28,2022-08-29
Interstate,,,36,6060,0,4,0,,2022-08-28,2022-08-29
Kingston (C),VIC226,165782,417,64024,251.5,47,5,Kingston,2022-08-28,2022-08-29
Knox (C),VIC209,164538,440,63527,267.4,63,5,Knox,2022-08-28,2022-08-29
Latrobe (C),VIC219,75561,214,28041,283.2,23,5,Latrobe,2022-08-28,2022-08-29
Loddon (S),VIC185,7504,21,1843,279.9,1,5,Loddon,2022-08-28,2022-08-29
Macedon Ranges (S),VIC228,50231,104,18101,207,10,5,Macedon Ranges,2022-08-28,2022-08-29
Manningham (C),VIC195,127573,281,47449,220.3,48,5,Manningham,2022-08-28,2022-08-29
Mansfield (S),VIC244,9176,11,3217,119.9,1,4,Mansfield,2022-08-28,2022-08-29
Maribyrnong (C),VIC234,93448,192,38661,205.5,29,5,Maribyrnong,2022-08-28,2022-08-29
Maroondah (C),VIC207,118558,298,46848,251.4,41,5,Maroondah,2022-08-28,2022-08-29
Melbourne (C),VIC132,178955,389,71086,217.4,53,5,Melbourne,2022-08-28,2022-08-29
Melton (C),VIC237,164895,558,77878,338.4,74,5,Melton,2022-08-28,2022-08-29
Mildura (RC),VIC222,55777,147,20541,263.5,20,5,Mildura,2022-08-28,2022-08-29
Mitchell (S),VIC211,46082,145,18604,314.7,19,5,Mitchell,2022-08-28,2022-08-29
Moira (S),VIC190,29925,78,9401,260.7,10,5,Moira,2022-08-28,2022-08-29
Monash (C),VIC210,202847,519,74243,255.9,81,5,Monash,2022-08-28,2022-08-29
Moonee Valley (C),VIC121,130294,228,51711,175,26,4,Moonee Valley,2022-08-28,2022-08-29
Moorabool (S),VIC236,35049,109,13672,311,18,5,Moorabool,2022-08-28,2022-08-29
Moreland (C),VIC131,185767,344,77468,185.2,45,4,Moreland,2022-08-28,2022-08-29
Mornington Peninsula (S),VIC204,167636,460,60924,274.4,48,5,Mornington Peninsula,2022-08-28,2022-08-29
Mount Alexander (S),VIC105,19754,52,6548,263.2,6,5,Mount Alexander,2022-08-28,2022-08-29
Moyne (S),VIC229,16953,45,5243,265.4,11,5,Moyne,2022-08-28,2022-08-29
Murrindindi (S),VIC250,14570,21,4113,144.1,1,4,Murrindindi,2022-08-28,2022-08-29
Nillumbik (S),VIC216,65094,193,25662,296.5,24,5,Nillumbik,2022-08-28,2022-08-29
Northern Grampians (S),VIC166,11402,35,3797,307,3,5,Northern Grampians,2022-08-28,2022-08-29
Overseas,,,5,192,0,1,0,,2022-08-28,2022-08-29
Overseas Traveller,,,0,621,0,0,0,,2022-08-28,2022-08-29
Port Phillip (C),VIC208,115601,217,44319,187.7,36,4,Port Phillip,2022-08-28,2022-08-29
Pyrenees (S),VIC217,7472,2,2201,26.8,0,2,Pyrenees,2022-08-28,2022-08-29
Queenscliffe (B),VIC238,2940,4,1102,136.1,1,4,Queenscliffe,2022-08-28,2022-08-29
South Gippsland (S),VIC178,29914,56,9318,187.2,2,4,South Gippsland,2022-08-28,2022-08-29
Southern Grampians (S),VIC233,16100,43,5219,267.1,7,5,Southern Grampians,2022-08-28,2022-08-29
Stonnington (C),VIC203,117768,200,42456,169.8,28,4,Stonnington,2022-08-28,2022-08-29
Strathbogie (S),VIC110,10781,31,2962,287.5,6,5,Strathbogie,2022-08-28,2022-08-29
Surf Coast (S),VIC225,33456,88,14502,263,13,5,Surf Coast,2022-08-28,2022-08-29
Swan Hill (RC),VIC180,20649,49,6580,237.3,7,5,Swan Hill,2022-08-28,2022-08-29
Towong (S),VIC187,6040,14,1549,231.8,0,5,Towong,2022-08-28,2022-08-29
