postcode,population,active,cases,rate,new,band,data_date,file_processed_date,last7days_new
3158,6648,6,2978,90.3,3,3,2022-10-13,2022-10-14,6
3159,2652,0,1058,0,0,0,2022-10-13,2022-10-14,0
3160,9014,11,3969,122,2,4,2022-10-13,2022-10-14,13
3161,15271,5,7508,32.7,0,2,2022-10-13,2022-10-14,9
3162,17452,13,8142,74.5,1,3,2022-10-13,2022-10-14,16
3163,32355,36,13753,111.3,6,4,2022-10-13,2022-10-14,42
3164,0,0,0,0,0,0,2022-10-13,2022-10-14,0
3165,27636,21,13055,76,5,3,2022-10-13,2022-10-14,27
3166,23759,18,10735,75.8,2,3,2022-10-13,2022-10-14,23
3167,9259,7,4041,75.6,0,3,2022-10-13,2022-10-14,7
3168,20200,20,9577,99,3,3,2022-10-13,2022-10-14,30
3169,20122,26,8233,129.2,3,4,2022-10-13,2022-10-14,31
3170,19370,23,8279,118.7,3,4,2022-10-13,2022-10-14,28
3171,21713,15,7764,69.1,4,3,2022-10-13,2022-10-14,16
3172,23091,14,8773,60.6,3,3,2022-10-13,2022-10-14,17
3173,25785,19,11834,73.7,5,3,2022-10-13,2022-10-14,23
3174,38465,35,15070,91,4,3,2022-10-13,2022-10-14,42
3175,53297,37,19856,69.4,5,3,2022-10-13,2022-10-14,46
3177,11305,8,4051,70.8,1,3,2022-10-13,2022-10-14,10
3178,33669,31,13921,92.1,4,3,2022-10-13,2022-10-14,43
3179,6019,7,2655,116.3,1,4,2022-10-13,2022-10-14,7
3180,7462,12,3038,160.8,3,4,2022-10-13,2022-10-14,12
3181,20267,19,9176,93.7,6,3,2022-10-13,2022-10-14,21
3182,23394,30,10456,128.2,5,4,2022-10-13,2022-10-14,33
3183,18491,19,8526,102.8,0,4,2022-10-13,2022-10-14,23
3184,15547,12,6434,77.2,4,3,2022-10-13,2022-10-14,20
3185,12932,12,5826,92.8,1,3,2022-10-13,2022-10-14,16
3186,23258,17,9018,73.1,2,3,2022-10-13,2022-10-14,21
3187,15997,37,7066,231.3,7,5,2022-10-13,2022-10-14,39
3188,18082,22,7502,121.7,4,4,2022-10-13,2022-10-14,25
3189,5894,4,2848,67.9,0,3,2022-10-13,2022-10-14,4
3190,10457,6,5209,57.4,1,3,2022-10-13,2022-10-14,8
3191,10242,10,4487,97.6,1,3,2022-10-13,2022-10-14,12
3192,22292,17,10351,76.3,3,3,2022-10-13,2022-10-14,23
3193,19505,30,7826,153.8,2,4,2022-10-13,2022-10-14,31
3194,12965,12,5532,92.6,3,3,2022-10-13,2022-10-14,13
3195,35867,25,16031,69.7,3,3,2022-10-13,2022-10-14,29
3196,25329,19,11089,75,2,3,2022-10-13,2022-10-14,24
3197,11547,14,4557,121.2,5,4,2022-10-13,2022-10-14,16
3198,16462,19,6971,115.4,4,4,2022-10-13,2022-10-14,27
3199,54299,61,22274,112.3,11,4,2022-10-13,2022-10-14,79
3200,5759,11,2259,191,2,4,2022-10-13,2022-10-14,14
3201,20713,22,9135,106.2,7,4,2022-10-13,2022-10-14,24
3202,2907,2,1157,68.8,0,3,2022-10-13,2022-10-14,1
3204,30642,56,13784,182.8,7,4,2022-10-13,2022-10-14,59
3205,10919,10,5091,91.6,0,3,2022-10-13,2022-10-14,16
3206,10366,7,4169,67.5,1,3,2022-10-13,2022-10-14,9
3207,16180,15,7521,92.7,4,3,2022-10-13,2022-10-14,16
3211,1319,1,473,75.8,1,3,2022-10-13,2022-10-14,1
3212,16650,22,8252,132.1,6,4,2022-10-13,2022-10-14,25
3213,4032,0,0,0,0,0,2022-10-13,2022-10-14,0
3214,23960,25,8918,104.3,7,4,2022-10-13,2022-10-14,29
3215,20615,26,8688,126.1,6,4,2022-10-13,2022-10-14,31
3216,56285,60,25030,106.6,10,4,2022-10-13,2022-10-14,73
3217,6607,30,10694,454.1,7,5,2022-10-13,2022-10-14,44
3218,13438,16,6410,119.1,3,4,2022-10-13,2022-10-14,22
3219,19719,24,7905,121.7,5,4,2022-10-13,2022-10-14,35
3220,16352,22,6984,134.5,0,4,2022-10-13,2022-10-14,27
3221,754,1,285,132.6,0,4,2022-10-13,2022-10-14,1
3222,14962,16,6648,106.9,1,4,2022-10-13,2022-10-14,22
3223,7401,11,2962,148.6,2,4,2022-10-13,2022-10-14,12
3224,14187,12,6026,84.6,3,3,2022-10-13,2022-10-14,13
3225,4058,15,1993,369.6,4,5,2022-10-13,2022-10-14,15
3226,14161,24,7355,169.5,3,4,2022-10-13,2022-10-14,30
3227,4821,3,2032,62.2,0,3,2022-10-13,2022-10-14,5
3228,17939,20,9847,111.5,3,4,2022-10-13,2022-10-14,27
3230,2548,3,1251,117.7,2,4,2022-10-13,2022-10-14,4
3231,1257,5,666,397.8,0,5,2022-10-13,2022-10-14,5
3232,1111,0,523,0,0,0,2022-10-13,2022-10-14,0
3233,2029,3,621,147.9,0,4,2022-10-13,2022-10-14,4
3234,179,0,0,0,0,0,2022-10-13,2022-10-14,0
3235,380,0,156,0,0,0,2022-10-13,2022-10-14,0
3236,230,0,60,0,0,0,2022-10-13,2022-10-14,0
3237,218,0,48,0,0,0,2022-10-13,2022-10-14,0
3238,219,0,59,0,0,0,2022-10-13,2022-10-14,0
3239,423,0,111,0,0,0,2022-10-13,2022-10-14,0
3240,2026,2,875,98.7,0,3,2022-10-13,2022-10-14,2
3241,2565,2,945,78,0,3,2022-10-13,2022-10-14,2
3242,828,0,254,0,0,0,2022-10-13,2022-10-14,0
3243,357,0,119,0,0,0,2022-10-13,2022-10-14,0
3249,3204,2,810,62.4,0,3,2022-10-13,2022-10-14,2
3250,12250,12,4252,98,1,3,2022-10-13,2022-10-14,13
3251,522,0,138,0,0,0,2022-10-13,2022-10-14,0
3254,307,0,127,0,0,0,2022-10-13,2022-10-14,0
3260,4768,4,1271,83.9,0,3,2022-10-13,2022-10-14,4
3264,2289,2,728,87.4,0,3,2022-10-13,2022-10-14,2
3265,2614,0,750,0,0,0,2022-10-13,2022-10-14,0
3266,3071,0,876,0,0,0,2022-10-13,2022-10-14,1
3267,245,0,49,0,0,0,2022-10-13,2022-10-14,0
3268,2601,0,709,0,0,0,2022-10-13,2022-10-14,0
3269,729,0,193,0,0,0,2022-10-13,2022-10-14,0
3270,251,0,79,0,0,0,2022-10-13,2022-10-14,0
3271,193,0,29,0,0,0,2022-10-13,2022-10-14,0
3272,1533,1,403,65.2,0,3,2022-10-13,2022-10-14,1
3273,146,0,25,0,0,0,2022-10-13,2022-10-14,0
3274,242,0,58,0,0,0,2022-10-13,2022-10-14,0
3275,426,0,183,0,0,0,2022-10-13,2022-10-14,0
3276,479,0,131,0,0,0,2022-10-13,2022-10-14,0
3277,1922,1,573,52,0,3,2022-10-13,2022-10-14,1
3278,315,0,105,0,0,0,2022-10-13,2022-10-14,0
3279,291,0,107,0,0,0,2022-10-13,2022-10-14,0
3280,31568,38,12513,120.4,10,4,2022-10-13,2022-10-14,46
3281,1702,1,688,58.8,1,3,2022-10-13,2022-10-14,1
3282,2363,2,923,84.6,1,3,2022-10-13,2022-10-14,3
3283,1361,0,441,0,0,0,2022-10-13,2022-10-14,0
3284,3437,0,1308,0,0,0,2022-10-13,2022-10-14,0
3285,1210,0,414,0,0,0,2022-10-13,2022-10-14,2
3286,564,0,129,0,0,0,2022-10-13,2022-10-14,0
3287,436,0,112,0,1,0,2022-10-13,2022-10-14,1
3289,757,3,200,396.3,1,5,2022-10-13,2022-10-14,4
3292,187,0,24,0,0,0,2022-10-13,2022-10-14,0
3293,302,0,55,0,0,0,2022-10-13,2022-10-14,0
3294,954,0,289,0,0,0,2022-10-13,2022-10-14,0
3300,10087,7,3654,69.4,1,3,2022-10-13,2022-10-14,8
3301,1212,0,382,0,0,0,2022-10-13,2022-10-14,0
3302,371,0,101,0,0,0,2022-10-13,2022-10-14,0
3303,338,3,66,887.6,3,6,2022-10-13,2022-10-14,3
3304,2725,5,673,183.5,0,4,2022-10-13,2022-10-14,4
3305,12815,7,4154,54.6,2,3,2022-10-13,2022-10-14,8
3309,126,0,28,0,0,0,2022-10-13,2022-10-14,0
3310,272,0,55,0,0,0,2022-10-13,2022-10-14,0
3311,1696,2,469,117.9,0,4,2022-10-13,2022-10-14,2
3312,1033,0,166,0,0,0,2022-10-13,2022-10-14,0
3314,525,0,166,0,0,0,2022-10-13,2022-10-14,0
3315,1629,21,450,1289.1,3,7,2022-10-13,2022-10-14,22
3317,197,0,63,0,0,0,2022-10-13,2022-10-14,0
3318,1265,2,299,158.1,0,4,2022-10-13,2022-10-14,2
3319,345,0,65,0,0,0,2022-10-13,2022-10-14,0
3321,1519,1,671,65.8,0,3,2022-10-13,2022-10-14,1
3322,176,0,53,0,0,0,2022-10-13,2022-10-14,0
3323,88,1,21,1136.4,0,7,2022-10-13,2022-10-14,1
3324,531,0,111,0,0,0,2022-10-13,2022-10-14,0
3325,480,1,94,208.3,0,5,2022-10-13,2022-10-14,1
3328,1720,0,906,0,0,0,2022-10-13,2022-10-14,0
3329,284,0,77,0,0,0,2022-10-13,2022-10-14,0
3330,222,1,51,450.5,0,5,2022-10-13,2022-10-14,1
3331,5996,4,2889,66.7,0,3,2022-10-13,2022-10-14,5
3332,1013,0,409,0,0,0,2022-10-13,2022-10-14,2
3333,827,0,248,0,0,0,2022-10-13,2022-10-14,1
3334,566,1,134,176.7,0,4,2022-10-13,2022-10-14,1
3335,5859,10,4751,170.7,2,4,2022-10-13,2022-10-14,11
3336,0,0,0,0,0,0,2022-10-13,2022-10-14,0
3337,36455,53,16904,145.4,10,4,2022-10-13,2022-10-14,59
3338,23419,40,16388,170.8,5,4,2022-10-13,2022-10-14,56
3340,21123,24,10076,113.6,2,4,2022-10-13,2022-10-14,29
3341,1666,3,602,180.1,2,4,2022-10-13,2022-10-14,3
3342,3440,1,1390,29.1,0,2,2022-10-13,2022-10-14,3
3345,1151,2,474,173.8,0,4,2022-10-13,2022-10-14,2
3350,59147,80,28028,135.3,13,4,2022-10-13,2022-10-14,87
3351,8169,7,3137,85.7,2,3,2022-10-13,2022-10-14,12
3352,16000,17,7167,106.2,0,4,2022-10-13,2022-10-14,18
3355,13016,16,4734,122.9,0,4,2022-10-13,2022-10-14,19
3356,16322,24,6535,147,5,4,2022-10-13,2022-10-14,30
3357,3714,7,1588,188.5,2,4,2022-10-13,2022-10-14,7
3360,765,2,234,261.4,0,5,2022-10-13,2022-10-14,2
3361,680,1,189,147.1,0,4,2022-10-13,2022-10-14,2
3363,3476,2,1131,57.5,0,3,2022-10-13,2022-10-14,2
3364,2149,1,663,46.5,1,2,2022-10-13,2022-10-14,1
3370,1782,1,549,56.1,0,3,2022-10-13,2022-10-14,1
3371,990,2,259,202,0,5,2022-10-13,2022-10-14,2
3373,2291,0,876,0,0,0,2022-10-13,2022-10-14,0
3374,399,1,141,250.6,0,5,2022-10-13,2022-10-14,1
3375,206,0,98,0,0,0,2022-10-13,2022-10-14,0
3377,9414,20,3213,212.4,2,5,2022-10-13,2022-10-14,22
3378,149,0,36,0,0,0,2022-10-13,2022-10-14,0
3379,801,0,143,0,0,0,2022-10-13,2022-10-14,0
3380,6033,11,2352,182.3,2,4,2022-10-13,2022-10-14,12
3381,1211,1,446,82.6,0,3,2022-10-13,2022-10-14,2
3384,547,0,187,0,0,0,2022-10-13,2022-10-14,0
3385,517,0,140,0,0,0,2022-10-13,2022-10-14,1
3387,315,0,79,0,0,0,2022-10-13,2022-10-14,0
3388,562,0,145,0,0,0,2022-10-13,2022-10-14,0
3390,914,7,284,765.9,0,6,2022-10-13,2022-10-14,8
3391,172,0,18,0,0,0,2022-10-13,2022-10-14,0
3392,581,0,159,0,0,0,2022-10-13,2022-10-14,0
3393,2684,0,830,0,0,0,2022-10-13,2022-10-14,3
3395,361,0,80,0,0,0,2022-10-13,2022-10-14,0
3396,738,0,168,0,0,0,2022-10-13,2022-10-14,0
3400,14541,24,5657,165.1,6,4,2022-10-13,2022-10-14,25
3401,4418,8,1501,181.1,0,4,2022-10-13,2022-10-14,9
3407,422,0,128,0,0,0,2022-10-13,2022-10-14,0
3409,937,8,243,853.8,4,6,2022-10-13,2022-10-14,8
3412,299,0,98,0,0,0,2022-10-13,2022-10-14,0
3413,220,1,35,454.5,0,5,2022-10-13,2022-10-14,1
3414,1824,0,451,0,0,0,2022-10-13,2022-10-14,0
3415,40,0,17,0,0,0,2022-10-13,2022-10-14,0
3418,2771,2,950,72.2,0,3,2022-10-13,2022-10-14,6
3419,806,2,198,248.1,0,5,2022-10-13,2022-10-14,2
3420,277,0,61,0,0,0,2022-10-13,2022-10-14,0
3423,480,0,104,0,0,0,2022-10-13,2022-10-14,0
3424,769,3,214,390.1,0,5,2022-10-13,2022-10-14,3
3427,2761,8,2546,289.8,0,5,2022-10-13,2022-10-14,8
3428,680,2,246,294.1,0,5,2022-10-13,2022-10-14,2
3429,36296,31,15946,85.4,4,3,2022-10-13,2022-10-14,43
3430,322,0,80,0,0,0,2022-10-13,2022-10-14,0
3431,3945,8,1684,202.8,1,5,2022-10-13,2022-10-14,8
3432,196,0,47,0,0,0,2022-10-13,2022-10-14,0
3433,216,0,83,0,0,0,2022-10-13,2022-10-14,0
3434,5070,4,2140,78.9,1,3,2022-10-13,2022-10-14,4
3435,2878,2,1096,69.5,0,3,2022-10-13,2022-10-14,3
3437,10445,5,4400,47.9,1,2,2022-10-13,2022-10-14,7
3438,2386,2,1066,83.8,0,3,2022-10-13,2022-10-14,2
3440,2040,4,783,196.1,0,4,2022-10-13,2022-10-14,4
3441,1337,0,492,0,0,0,2022-10-13,2022-10-14,0
3442,7463,7,3188,93.8,1,3,2022-10-13,2022-10-14,8
3444,9197,12,3411,130.5,0,4,2022-10-13,2022-10-14,13
3446,1028,1,370,97.3,0,3,2022-10-13,2022-10-14,1
3447,448,0,159,0,0,0,2022-10-13,2022-10-14,0
3448,878,0,270,0,0,0,2022-10-13,2022-10-14,0
3450,6838,6,2636,87.7,0,3,2022-10-13,2022-10-14,9
3451,5654,8,2036,141.5,0,4,2022-10-13,2022-10-14,9
3453,1725,4,708,231.9,0,5,2022-10-13,2022-10-14,5
3458,1947,2,758,102.7,0,4,2022-10-13,2022-10-14,2
3460,2566,5,791,194.9,3,4,2022-10-13,2022-10-14,6
3461,4150,2,1296,48.2,0,2,2022-10-13,2022-10-14,2
3462,1173,0,393,0,0,0,2022-10-13,2022-10-14,0
3463,2454,2,660,81.5,1,3,2022-10-13,2022-10-14,2
3464,1118,1,414,89.4,0,3,2022-10-13,2022-10-14,1
3465,9770,3,3000,30.7,0,2,2022-10-13,2022-10-14,4
3467,1196,2,328,167.2,0,4,2022-10-13,2022-10-14,2
3468,284,0,50,0,0,0,2022-10-13,2022-10-14,0
3469,278,0,73,0,0,0,2022-10-13,2022-10-14,0
3472,1482,0,325,0,0,0,2022-10-13,2022-10-14,0
3475,348,0,77,0,0,0,2022-10-13,2022-10-14,0
3477,824,0,187,0,0,0,2022-10-13,2022-10-14,0
3478,2457,0,687,0,0,0,2022-10-13,2022-10-14,1
3480,1862,0,503,0,0,0,2022-10-13,2022-10-14,0
3482,169,0,26,0,0,0,2022-10-13,2022-10-14,0
3483,888,0,194,0,0,0,2022-10-13,2022-10-14,0
3485,302,0,63,0,0,0,2022-10-13,2022-10-14,0
3487,96,0,19,0,0,0,2022-10-13,2022-10-14,0
3488,110,0,26,0,0,0,2022-10-13,2022-10-14,0
3489,53,0,15,0,0,0,2022-10-13,2022-10-14,0
3490,1290,1,319,77.5,0,3,2022-10-13,2022-10-14,2
3491,133,0,19,0,0,0,2022-10-13,2022-10-14,0
3494,661,0,154,0,0,0,2022-10-13,2022-10-14,0
3496,6224,8,2176,128.5,0,4,2022-10-13,2022-10-14,10
3498,5324,7,2101,131.5,2,4,2022-10-13,2022-10-14,7
3500,32738,41,13833,125.2,7,4,2022-10-13,2022-10-14,49
3501,1939,1,839,51.6,0,3,2022-10-13,2022-10-14,1
3505,4829,6,1693,124.2,2,4,2022-10-13,2022-10-14,6
3506,37,0,10,0,0,0,2022-10-13,2022-10-14,0
3507,157,0,45,0,0,0,2022-10-13,2022-10-14,0
3509,231,0,55,0,0,0,2022-10-13,2022-10-14,0
3512,371,0,99,0,0,0,2022-10-13,2022-10-14,0
3515,1940,0,1069,0,0,0,2022-10-13,2022-10-14,1
3516,694,0,224,0,0,0,2022-10-13,2022-10-14,0
3517,1416,3,410,211.9,0,5,2022-10-13,2022-10-14,3
3518,1307,0,293,0,0,0,2022-10-13,2022-10-14,0
3520,179,0,32,0,0,0,2022-10-13,2022-10-14,0
3521,660,0,260,0,0,0,2022-10-13,2022-10-14,0
3522,334,0,81,0,0,0,2022-10-13,2022-10-14,0
3523,3619,3,1038,82.9,0,3,2022-10-13,2022-10-14,3
3525,1302,0,330,0,0,0,2022-10-13,2022-10-14,0
3527,785,1,176,127.4,0,4,2022-10-13,2022-10-14,1
3529,120,0,23,0,0,0,2022-10-13,2022-10-14,0
3530,125,0,20,0,0,0,2022-10-13,2022-10-14,0
3531,191,0,62,0,0,0,2022-10-13,2022-10-14,0
3533,779,0,163,0,0,0,2022-10-13,2022-10-14,0
3537,1042,0,247,0,0,0,2022-10-13,2022-10-14,0
3540,286,0,65,0,0,0,2022-10-13,2022-10-14,0
3542,155,0,31,0,0,0,2022-10-13,2022-10-14,0
3544,249,0,63,0,0,0,2022-10-13,2022-10-14,0
3546,403,0,106,0,0,0,2022-10-13,2022-10-14,0
3549,3527,0,1205,0,0,0,2022-10-13,2022-10-14,0
3550,40341,49,16298,121.5,12,4,2022-10-13,2022-10-14,67
3551,29564,27,14660,91.3,3,3,2022-10-13,2022-10-14,31
3555,19688,13,7766,66,3,3,2022-10-13,2022-10-14,19
3556,13087,21,5403,160.5,5,4,2022-10-13,2022-10-14,20
3557,785,2,288,254.8,0,5,2022-10-13,2022-10-14,2
3558,916,0,253,0,0,0,2022-10-13,2022-10-14,0
3559,545,0,103,0,0,0,2022-10-13,2022-10-14,0
3561,4434,1,1243,22.6,0,2,2022-10-13,2022-10-14,1
3562,278,0,70,0,0,0,2022-10-13,2022-10-14,0
