postcode,population,active,cases,rate,new,band,data_date,file_processed_date,last7days_new
3000,37979,73,23558,192.2,13,4,2022-10-13,2022-10-14,90
3001,0,0,0,0,0,0,2022-10-13,2022-10-14,0
3002,4957,6,2151,121,0,4,2022-10-13,2022-10-14,6
3003,5516,12,4260,217.5,2,5,2022-10-13,2022-10-14,15
3004,9311,13,5208,139.6,3,4,2022-10-13,2022-10-14,16
3005,523,0,0,0,0,0,2022-10-13,2022-10-14,0
3006,18811,41,10710,218,6,5,2022-10-13,2022-10-14,43
3008,10438,12,6142,115,1,4,2022-10-13,2022-10-14,18
3010,1595,0,4,0,0,0,2022-10-13,2022-10-14,0
3011,21464,24,10804,111.8,4,4,2022-10-13,2022-10-14,29
3012,26295,31,12628,117.9,13,4,2022-10-13,2022-10-14,34
3013,14967,21,7367,140.3,3,4,2022-10-13,2022-10-14,25
3015,17472,25,8462,143.1,3,4,2022-10-13,2022-10-14,31
3016,15558,15,6676,96.4,3,3,2022-10-13,2022-10-14,17
3018,12685,17,5074,134,2,4,2022-10-13,2022-10-14,20
3019,9199,6,4022,65.2,1,3,2022-10-13,2022-10-14,9
3020,44784,41,17549,91.6,10,3,2022-10-13,2022-10-14,54
3021,54190,24,19024,44.3,6,2,2022-10-13,2022-10-14,36
3022,3102,6,1354,193.4,2,4,2022-10-13,2022-10-14,6
3023,63974,41,28350,64.1,11,3,2022-10-13,2022-10-14,50
3024,23852,34,14938,142.5,7,4,2022-10-13,2022-10-14,48
3025,12155,14,5615,115.2,5,4,2022-10-13,2022-10-14,18
3026,72,3,3873,4166.7,0,7,2022-10-13,2022-10-14,3
3027,6650,1,3965,15,0,1,2022-10-13,2022-10-14,2
3028,29198,24,11405,82.2,5,3,2022-10-13,2022-10-14,30
3029,93946,124,52792,132,31,4,2022-10-13,2022-10-14,161
3030,100311,110,49356,109.7,23,4,2022-10-13,2022-10-14,146
3031,18533,20,8358,107.9,2,4,2022-10-13,2022-10-14,24
3032,29449,24,13457,81.5,3,3,2022-10-13,2022-10-14,30
3033,14512,15,6224,103.4,8,4,2022-10-13,2022-10-14,19
3034,11633,8,5098,68.8,3,3,2022-10-13,2022-10-14,9
3036,5921,3,2266,50.7,2,3,2022-10-13,2022-10-14,5
3037,51156,32,22274,62.6,4,3,2022-10-13,2022-10-14,39
3038,27258,25,10700,91.7,6,3,2022-10-13,2022-10-14,29
3039,14252,12,7196,84.2,0,3,2022-10-13,2022-10-14,17
3040,25939,41,11720,158.1,5,4,2022-10-13,2022-10-14,46
3041,12412,6,5716,48.3,2,2,2022-10-13,2022-10-14,11
3042,15762,8,7109,50.8,0,3,2022-10-13,2022-10-14,11
3043,17715,16,7571,90.3,5,3,2022-10-13,2022-10-14,20
3044,27116,28,13156,103.3,9,4,2022-10-13,2022-10-14,34
3045,100,0,129,0,0,0,2022-10-13,2022-10-14,0
3046,34061,36,15998,105.7,8,4,2022-10-13,2022-10-14,44
3047,20901,14,8260,67,3,3,2022-10-13,2022-10-14,18
3048,18025,14,6651,77.7,5,3,2022-10-13,2022-10-14,17
3049,9266,7,4430,75.5,1,3,2022-10-13,2022-10-14,7
3050,119,0,2,0,0,0,2022-10-13,2022-10-14,0
3051,14939,38,7107,254.4,6,5,2022-10-13,2022-10-14,40
3052,5697,2,3528,35.1,1,2,2022-10-13,2022-10-14,4
3053,18538,27,8308,145.6,5,4,2022-10-13,2022-10-14,41
3054,8426,8,3883,94.9,1,3,2022-10-13,2022-10-14,10
3055,14160,19,6895,134.2,3,4,2022-10-13,2022-10-14,24
3056,24475,39,12465,159.3,11,4,2022-10-13,2022-10-14,47
3057,11502,27,6836,234.7,5,5,2022-10-13,2022-10-14,31
3058,33783,41,16854,121.4,8,4,2022-10-13,2022-10-14,50
3059,15466,16,9225,103.5,4,4,2022-10-13,2022-10-14,16
3060,14040,5,5543,35.6,0,2,2022-10-13,2022-10-14,10
3061,5059,6,1983,118.6,0,4,2022-10-13,2022-10-14,6
3062,0,0,6,0,0,0,2022-10-13,2022-10-14,0
3063,574,1,207,174.2,0,4,2022-10-13,2022-10-14,1
3064,75458,85,47482,112.6,17,4,2022-10-13,2022-10-14,101
3065,10447,12,4969,114.9,4,4,2022-10-13,2022-10-14,15
3066,8512,8,4460,94,5,3,2022-10-13,2022-10-14,12
3067,8199,15,4337,182.9,0,4,2022-10-13,2022-10-14,21
3068,18665,21,9490,112.5,4,4,2022-10-13,2022-10-14,28
3070,24567,32,12505,130.3,8,4,2022-10-13,2022-10-14,39
3071,18569,23,9218,123.9,5,4,2022-10-13,2022-10-14,27
3072,32848,31,15575,94.4,5,3,2022-10-13,2022-10-14,36
3073,50479,39,21331,77.3,8,3,2022-10-13,2022-10-14,56
3074,20522,25,7641,121.8,5,4,2022-10-13,2022-10-14,27
3075,22594,20,9175,88.5,4,3,2022-10-13,2022-10-14,22
3076,32395,25,14490,77.2,1,3,2022-10-13,2022-10-14,27
3078,11638,18,5760,154.7,2,4,2022-10-13,2022-10-14,26
3079,15990,18,7308,112.6,1,4,2022-10-13,2022-10-14,21
3081,13424,18,6019,134.1,2,4,2022-10-13,2022-10-14,24
3082,29713,22,12047,74,5,3,2022-10-13,2022-10-14,32
3083,31526,49,13042,155.4,6,4,2022-10-13,2022-10-14,52
3084,25514,53,11356,207.7,4,5,2022-10-13,2022-10-14,58
3085,13882,32,6060,230.5,5,5,2022-10-13,2022-10-14,36
3086,908,0,8,0,0,0,2022-10-13,2022-10-14,0
3087,9033,9,3834,99.6,0,3,2022-10-13,2022-10-14,13
3088,26890,23,11759,85.5,5,3,2022-10-13,2022-10-14,27
3089,11739,21,5530,178.9,3,4,2022-10-13,2022-10-14,23
3090,2362,3,1155,127,1,4,2022-10-13,2022-10-14,3
3091,1585,0,496,0,0,0,2022-10-13,2022-10-14,0
3093,3891,2,1690,51.4,0,3,2022-10-13,2022-10-14,3
3094,8963,10,3885,111.6,0,4,2022-10-13,2022-10-14,12
3095,27770,37,12295,133.2,3,4,2022-10-13,2022-10-14,40
3096,1966,4,786,203.5,0,5,2022-10-13,2022-10-14,4
3097,1443,0,549,0,0,0,2022-10-13,2022-10-14,0
3099,4877,5,1883,102.5,1,4,2022-10-13,2022-10-14,7
3101,24604,31,9874,126,6,4,2022-10-13,2022-10-14,38
3102,6634,10,2826,150.7,3,4,2022-10-13,2022-10-14,11
3103,15343,22,5554,143.4,4,4,2022-10-13,2022-10-14,23
3104,20404,17,8187,83.3,4,3,2022-10-13,2022-10-14,24
3105,10877,15,4531,137.9,7,4,2022-10-13,2022-10-14,17
3106,16620,17,6527,102.3,3,4,2022-10-13,2022-10-14,20
3107,13557,6,5638,44.3,1,2,2022-10-13,2022-10-14,9
3108,20823,38,9839,182.5,8,4,2022-10-13,2022-10-14,44
3109,28357,35,11689,123.4,4,4,2022-10-13,2022-10-14,41
3111,12348,13,4997,105.3,0,4,2022-10-13,2022-10-14,13
3113,8460,8,3592,94.6,0,3,2022-10-13,2022-10-14,10
3114,3823,1,1500,26.2,0,2,2022-10-13,2022-10-14,2
3115,3799,2,1495,52.6,1,3,2022-10-13,2022-10-14,2
3116,9872,9,4775,91.2,0,3,2022-10-13,2022-10-14,11
3121,30502,29,14229,95.1,9,3,2022-10-13,2022-10-14,41
3122,23508,31,9455,131.9,7,4,2022-10-13,2022-10-14,32
3123,14319,20,6183,139.7,5,4,2022-10-13,2022-10-14,21
3124,22091,24,9103,108.6,3,4,2022-10-13,2022-10-14,32
3125,15021,16,5940,106.5,0,4,2022-10-13,2022-10-14,18
3126,8060,15,2914,186.1,0,4,2022-10-13,2022-10-14,14
3127,18445,25,7448,135.5,3,4,2022-10-13,2022-10-14,31
3128,19832,38,8639,191.6,7,4,2022-10-13,2022-10-14,45
3129,17374,15,7006,86.3,1,3,2022-10-13,2022-10-14,20
3130,32171,43,13835,133.7,9,4,2022-10-13,2022-10-14,51
3131,22499,25,9048,111.1,3,4,2022-10-13,2022-10-14,28
3132,16148,25,7000,154.8,3,4,2022-10-13,2022-10-14,27
3133,22119,37,9048,167.3,8,4,2022-10-13,2022-10-14,46
3134,32782,43,14508,131.2,3,4,2022-10-13,2022-10-14,53
3135,19954,31,8743,155.4,7,4,2022-10-13,2022-10-14,34
3136,44373,56,19216,126.2,13,4,2022-10-13,2022-10-14,66
3137,13872,27,6269,194.6,6,4,2022-10-13,2022-10-14,28
3138,21964,23,9851,104.7,0,4,2022-10-13,2022-10-14,29
3139,13722,6,5052,43.7,2,2,2022-10-13,2022-10-14,6
3140,16532,18,7064,108.9,4,4,2022-10-13,2022-10-14,25
3141,25149,31,10602,123.3,4,4,2022-10-13,2022-10-14,37
3142,12912,13,4446,100.7,2,4,2022-10-13,2022-10-14,17
3143,9052,19,3673,209.9,4,5,2022-10-13,2022-10-14,21
3144,10885,9,4239,82.7,2,3,2022-10-13,2022-10-14,11
3145,23294,22,9829,94.4,7,3,2022-10-13,2022-10-14,29
3146,25256,17,10670,67.3,6,3,2022-10-13,2022-10-14,21
3147,14634,8,6434,54.7,3,3,2022-10-13,2022-10-14,12
3148,8643,6,3820,69.4,0,3,2022-10-13,2022-10-14,10
3149,33612,34,13810,101.2,8,4,2022-10-13,2022-10-14,41
3150,60082,54,23742,89.9,9,3,2022-10-13,2022-10-14,64
3151,10269,8,3934,77.9,2,3,2022-10-13,2022-10-14,9
3152,33089,30,14096,90.7,7,3,2022-10-13,2022-10-14,42
3153,20552,22,9024,107,3,4,2022-10-13,2022-10-14,28
3154,4418,6,1989,135.8,1,4,2022-10-13,2022-10-14,10
3155,22193,43,9617,193.8,3,4,2022-10-13,2022-10-14,51
3156,37458,38,16072,101.4,11,4,2022-10-13,2022-10-14,47
