postcode,population,active,cases,rate,new,band,data_date,file_processed_date,last7days_new
3000,37979,152,24016,400.2,21,5,2022-11-10,2022-11-11,172
3001,0,0,0,0,0,0,2022-11-10,2022-11-11,0
3002,4957,13,2184,262.3,2,5,2022-11-10,2022-11-11,14
3003,5516,46,4353,833.9,8,6,2022-11-10,2022-11-11,52
3004,9311,35,5291,375.9,1,5,2022-11-10,2022-11-11,36
3005,523,0,0,0,0,0,2022-11-10,2022-11-11,0
3006,18811,94,10908,499.7,17,5,2022-11-10,2022-11-11,101
3008,10438,42,6250,402.4,9,5,2022-11-10,2022-11-11,46
3010,1595,0,4,0,0,0,2022-11-10,2022-11-11,0
3011,21464,65,10980,302.8,9,5,2022-11-10,2022-11-11,72
3012,26295,77,12821,292.8,13,5,2022-11-10,2022-11-11,78
3013,14967,41,7460,273.9,9,5,2022-11-10,2022-11-11,42
3015,17472,45,8575,257.6,8,5,2022-11-10,2022-11-11,47
3016,15558,45,6796,289.2,9,5,2022-11-10,2022-11-11,52
3018,12685,40,5186,315.3,7,5,2022-11-10,2022-11-11,43
3019,9199,18,4075,195.7,6,4,2022-11-10,2022-11-11,18
3020,44784,94,17789,209.9,19,5,2022-11-10,2022-11-11,103
3021,54190,81,19214,149.5,14,4,2022-11-10,2022-11-11,88
3022,3102,4,1364,128.9,1,4,2022-11-10,2022-11-11,4
3023,63974,191,28822,298.6,35,5,2022-11-10,2022-11-11,208
3024,23852,65,15161,272.5,9,5,2022-11-10,2022-11-11,69
3025,12155,25,5680,205.7,2,5,2022-11-10,2022-11-11,28
3026,72,15,3915,20833.3,4,7,2022-11-10,2022-11-11,18
3027,6650,21,4019,315.8,2,5,2022-11-10,2022-11-11,25
3028,29198,60,11565,205.5,14,5,2022-11-10,2022-11-11,66
3029,93946,188,53419,200.1,40,5,2022-11-10,2022-11-11,202
3030,100311,317,50174,316,65,5,2022-11-10,2022-11-11,346
3031,18533,81,8548,437.1,13,5,2022-11-10,2022-11-11,88
3032,29449,91,13725,309,25,5,2022-11-10,2022-11-11,104
3033,14512,30,6329,206.7,5,5,2022-11-10,2022-11-11,34
3034,11633,32,5180,275.1,8,5,2022-11-10,2022-11-11,37
3036,5921,12,2301,202.7,4,5,2022-11-10,2022-11-11,12
3037,51156,93,22518,181.8,18,4,2022-11-10,2022-11-11,107
3038,27258,49,10824,179.8,14,4,2022-11-10,2022-11-11,54
3039,14252,71,7339,498.2,14,5,2022-11-10,2022-11-11,78
3040,25939,68,11924,262.2,11,5,2022-11-10,2022-11-11,74
3041,12412,23,5786,185.3,4,4,2022-11-10,2022-11-11,27
3042,15762,51,7222,323.6,4,5,2022-11-10,2022-11-11,56
3043,17715,35,7676,197.6,1,4,2022-11-10,2022-11-11,39
3044,27116,90,13376,331.9,16,5,2022-11-10,2022-11-11,97
3045,100,0,129,0,0,0,2022-11-10,2022-11-11,0
3046,34061,69,16187,202.6,11,5,2022-11-10,2022-11-11,74
3047,20901,22,8341,105.3,5,4,2022-11-10,2022-11-11,23
3048,18025,26,6713,144.2,3,4,2022-11-10,2022-11-11,28
3049,9266,16,4484,172.7,2,4,2022-11-10,2022-11-11,19
3050,119,0,2,0,0,0,2022-11-10,2022-11-11,0
3051,14939,67,7289,448.5,11,5,2022-11-10,2022-11-11,72
3052,5697,25,3583,438.8,7,5,2022-11-10,2022-11-11,29
3053,18538,51,8465,275.1,11,5,2022-11-10,2022-11-11,54
3054,8426,34,3967,403.5,3,5,2022-11-10,2022-11-11,35
3055,14160,49,7043,346,12,5,2022-11-10,2022-11-11,55
3056,24475,113,12761,461.7,20,5,2022-11-10,2022-11-11,125
3057,11502,52,6958,452.1,17,5,2022-11-10,2022-11-11,56
3058,33783,87,17170,257.5,25,5,2022-11-10,2022-11-11,103
3059,15466,30,9315,194,8,4,2022-11-10,2022-11-11,31
3060,14040,13,5597,92.6,5,3,2022-11-10,2022-11-11,13
3061,5059,4,1997,79.1,1,3,2022-11-10,2022-11-11,6
3062,0,0,6,0,0,0,2022-11-10,2022-11-11,0
3063,574,0,209,0,0,0,2022-11-10,2022-11-11,0
3064,75458,147,47912,194.8,27,4,2022-11-10,2022-11-11,161
3065,10447,43,5073,411.6,13,5,2022-11-10,2022-11-11,48
3066,8512,35,4551,411.2,7,5,2022-11-10,2022-11-11,41
3067,8199,32,4416,390.3,7,5,2022-11-10,2022-11-11,34
3068,18665,102,9741,546.5,11,6,2022-11-10,2022-11-11,120
3070,24567,99,12798,403,27,5,2022-11-10,2022-11-11,114
3071,18569,104,9438,560.1,19,6,2022-11-10,2022-11-11,112
3072,32848,106,15876,322.7,26,5,2022-11-10,2022-11-11,118
3073,50479,136,21668,269.4,18,5,2022-11-10,2022-11-11,147
3074,20522,31,7718,151.1,3,4,2022-11-10,2022-11-11,36
