LGA,lga_pid,population,active,cases,rate,new,band,LGADisplay,data_date,file_processed_date
Alpine (S),VIC242,12814,29,4231,226.3,8,5,Alpine,2022-09-05,2022-09-06
Ararat (RC),VIC220,11845,32,3708,270.2,5,5,Ararat,2022-09-05,2022-09-06
Ballarat (C),VIC241,109505,311,46333,284,67,5,Ballarat,2022-09-05,2022-09-06
Banyule (C),VIC188,131631,221,52749,167.9,32,4,Banyule,2022-09-05,2022-09-06
Bass Coast (S),VIC173,36320,57,13092,156.9,9,4,Bass Coast,2022-09-05,2022-09-06
Baw Baw (S),VIC194,53396,95,20254,177.9,17,4,Baw Baw,2022-09-05,2022-09-06
Bayside (C),VIC182,106862,183,40325,171.2,34,4,Bayside,2022-09-05,2022-09-06
Benalla (RC),VIC199,14037,72,4406,512.9,8,6,Benalla,2022-09-05,2022-09-06
Boroondara (C),VIC201,183199,297,66064,162.1,62,4,Boroondara,2022-09-05,2022-09-06
Brimbank (C),VIC189,209523,267,75054,127.4,52,4,Brimbank,2022-09-05,2022-09-06
Buloke (S),VIC183,6124,11,1439,179.6,0,4,Buloke,2022-09-05,2022-09-06
Campaspe (S),VIC239,37622,110,12189,292.4,21,5,Campaspe,2022-09-05,2022-09-06
Cardinia (S),VIC212,112159,202,46751,180.1,41,4,Cardinia,2022-09-05,2022-09-06
Casey (C),VIC213,353872,678,146849,191.6,123,4,Casey,2022-09-05,2022-09-06
Central Goldfields (S),VIC169,13186,21,3814,159.3,4,4,Central Goldfields,2022-09-05,2022-09-06
Colac-Otway (S),VIC224,21564,46,6664,213.3,15,5,Colac-Otway,2022-09-05,2022-09-06
Corangamite (S),VIC231,16020,8,4299,49.9,2,2,Corangamite,2022-09-05,2022-09-06
Darebin (C),VIC205,164184,309,65979,188.2,56,4,Darebin,2022-09-05,2022-09-06
East Gippsland (S),VIC243,47316,99,13325,209.2,15,5,East Gippsland,2022-09-05,2022-09-06
Frankston (C),VIC227,142643,309,55654,216.6,71,5,Frankston,2022-09-05,2022-09-06
Gannawarra (S),VIC214,10472,24,2665,229.2,5,5,Gannawarra,2022-09-05,2022-09-06
Glen Eira (C),VIC177,156511,276,63109,176.3,47,4,Glen Eira,2022-09-05,2022-09-06
Glenelg (S),VIC223,19674,34,5695,172.8,8,4,Glenelg,2022-09-05,2022-09-06
Golden Plains (S),VIC230,23722,61,8853,257.1,11,5,Golden Plains,2022-09-05,2022-09-06
Greater Bendigo (C),VIC193,118093,298,47286,252.3,57,5,Greater Bendigo,2022-09-05,2022-09-06
Greater Dandenong (C),VIC247,168201,231,57934,137.3,51,4,Greater Dandenong,2022-09-05,2022-09-06
Greater Geelong (C),VIC215,258934,630,107612,243.3,115,5,Greater Geelong,2022-09-05,2022-09-06
