postcode,population,active,cases,rate,new,band,data_date,file_processed_date,last7days_new
3000,37979,78,23473,205.4,11,5,2022-10-06,2022-10-07,99
3001,0,0,0,0,0,0,2022-10-06,2022-10-07,0
3002,4957,8,2147,161.4,3,4,2022-10-06,2022-10-07,12
3003,5516,12,4248,217.5,1,5,2022-10-06,2022-10-07,18
3004,9311,14,5190,150.4,4,4,2022-10-06,2022-10-07,16
3005,523,0,0,0,0,0,2022-10-06,2022-10-07,0
3006,18811,43,10668,228.6,4,5,2022-10-06,2022-10-07,50
3008,10438,25,6124,239.5,1,5,2022-10-06,2022-10-07,29
3010,1595,0,4,0,0,0,2022-10-06,2022-10-07,0
3011,21464,24,10771,111.8,9,4,2022-10-06,2022-10-07,30
3012,26295,29,12594,110.3,3,4,2022-10-06,2022-10-07,35
3013,14967,21,7338,140.3,3,4,2022-10-06,2022-10-07,25
3015,17472,13,8437,74.4,0,3,2022-10-06,2022-10-07,14
3016,15558,21,6660,135,4,4,2022-10-06,2022-10-07,27
3018,12685,23,5054,181.3,5,4,2022-10-06,2022-10-07,26
3019,9199,11,4008,119.6,2,4,2022-10-06,2022-10-07,19
3020,44784,57,17492,127.3,10,4,2022-10-06,2022-10-07,63
3021,54190,43,18993,79.4,9,3,2022-10-06,2022-10-07,59
3022,3102,12,1348,386.8,1,5,2022-10-06,2022-10-07,12
3023,63974,59,28302,92.2,11,3,2022-10-06,2022-10-07,73
3024,23852,56,14886,234.8,9,5,2022-10-06,2022-10-07,71
3025,12155,11,5601,90.5,3,3,2022-10-06,2022-10-07,15
3026,72,8,3870,11111.1,2,7,2022-10-06,2022-10-07,11
3027,6650,10,3966,150.4,1,4,2022-10-06,2022-10-07,13
3028,29198,37,11375,126.7,3,4,2022-10-06,2022-10-07,44
3029,93946,114,52628,121.3,20,4,2022-10-06,2022-10-07,152
3030,100311,143,49216,142.6,30,4,2022-10-06,2022-10-07,177
3031,18533,18,8331,97.1,1,3,2022-10-06,2022-10-07,24
3032,29449,39,13427,132.4,7,4,2022-10-06,2022-10-07,46
3033,14512,17,6202,117.1,3,4,2022-10-06,2022-10-07,21
3034,11633,14,5088,120.3,4,4,2022-10-06,2022-10-07,17
3036,5921,8,2261,135.1,0,4,2022-10-06,2022-10-07,8
3037,51156,37,22233,72.3,7,3,2022-10-06,2022-10-07,51
3038,27258,21,10674,77,5,3,2022-10-06,2022-10-07,28
3039,14252,22,7178,154.4,5,4,2022-10-06,2022-10-07,26
3040,25939,30,11673,115.7,7,4,2022-10-06,2022-10-07,33
3041,12412,12,5704,96.7,0,3,2022-10-06,2022-10-07,18
3042,15762,13,7099,82.5,4,3,2022-10-06,2022-10-07,16
3043,17715,16,7551,90.3,3,3,2022-10-06,2022-10-07,23
3044,27116,22,13126,81.1,6,3,2022-10-06,2022-10-07,34
3045,100,0,129,0,0,0,2022-10-06,2022-10-07,1
3046,34061,24,15958,70.5,2,3,2022-10-06,2022-10-07,32
3047,20901,18,8244,86.1,5,3,2022-10-06,2022-10-07,29
3048,18025,11,6628,61,0,3,2022-10-06,2022-10-07,14
3049,9266,9,4422,97.1,2,3,2022-10-06,2022-10-07,15
3050,119,0,2,0,0,0,2022-10-06,2022-10-07,0
3051,14939,23,7067,154,5,4,2022-10-06,2022-10-07,25
3052,5697,15,3524,263.3,1,5,2022-10-06,2022-10-07,16
3053,18538,30,8268,161.8,8,4,2022-10-06,2022-10-07,41
3054,8426,16,3871,189.9,5,4,2022-10-06,2022-10-07,18
3055,14160,19,6872,134.2,6,4,2022-10-06,2022-10-07,21
3056,24475,37,12418,151.2,10,4,2022-10-06,2022-10-07,46
3057,11502,20,6808,173.9,3,4,2022-10-06,2022-10-07,21
3058,33783,46,16805,136.2,5,4,2022-10-06,2022-10-07,56
3059,15466,23,9211,148.7,10,4,2022-10-06,2022-10-07,31
3060,14040,8,5530,57,1,3,2022-10-06,2022-10-07,9
3061,5059,8,1975,158.1,0,4,2022-10-06,2022-10-07,9
3062,0,0,6,0,0,0,2022-10-06,2022-10-07,0
3063,574,0,206,0,0,0,2022-10-06,2022-10-07,0
3064,75458,102,47378,135.2,18,4,2022-10-06,2022-10-07,151
3065,10447,18,4957,172.3,4,4,2022-10-06,2022-10-07,20
3066,8512,14,4449,164.5,2,4,2022-10-06,2022-10-07,18
3067,8199,16,4315,195.1,1,4,2022-10-06,2022-10-07,18
3068,18665,29,9459,155.4,9,4,2022-10-06,2022-10-07,38
3070,24567,46,12465,187.2,9,4,2022-10-06,2022-10-07,62
3071,18569,33,9191,177.7,7,4,2022-10-06,2022-10-07,39
3072,32848,37,15534,112.6,8,4,2022-10-06,2022-10-07,44
3073,50479,64,21278,126.8,13,4,2022-10-06,2022-10-07,76
3074,20522,17,7615,82.8,6,3,2022-10-06,2022-10-07,19
3075,22594,13,9153,57.5,3,3,2022-10-06,2022-10-07,19
3076,32395,38,14468,117.3,5,4,2022-10-06,2022-10-07,45
3078,11638,12,5731,103.1,2,4,2022-10-06,2022-10-07,12
3079,15990,25,7287,156.3,3,4,2022-10-06,2022-10-07,29
3081,13424,16,5996,119.2,1,4,2022-10-06,2022-10-07,17
3082,29713,28,12015,94.2,6,3,2022-10-06,2022-10-07,33
3083,31526,37,12988,117.4,3,4,2022-10-06,2022-10-07,40
3084,25514,58,11298,227.3,9,5,2022-10-06,2022-10-07,64
3085,13882,8,6021,57.6,2,3,2022-10-06,2022-10-07,9
3086,908,0,8,0,0,0,2022-10-06,2022-10-07,0
3087,9033,9,3824,99.6,1,3,2022-10-06,2022-10-07,13
3088,26890,33,11736,122.7,1,4,2022-10-06,2022-10-07,39
3089,11739,17,5507,144.8,0,4,2022-10-06,2022-10-07,16
3090,2362,2,1151,84.7,1,3,2022-10-06,2022-10-07,3
3091,1585,2,496,126.2,0,4,2022-10-06,2022-10-07,3
3093,3891,4,1690,102.8,1,4,2022-10-06,2022-10-07,8
3094,8963,13,3874,145,3,4,2022-10-06,2022-10-07,14
3095,27770,30,12256,108,4,4,2022-10-06,2022-10-07,36
3096,1966,1,783,50.9,1,3,2022-10-06,2022-10-07,1
3097,1443,1,549,69.3,0,3,2022-10-06,2022-10-07,1
3099,4877,4,1875,82,0,3,2022-10-06,2022-10-07,5
3101,24604,28,9838,113.8,4,4,2022-10-06,2022-10-07,38
3102,6634,9,2814,135.7,0,4,2022-10-06,2022-10-07,9
3103,15343,17,5530,110.8,5,4,2022-10-06,2022-10-07,21
3104,20404,28,8165,137.2,1,4,2022-10-06,2022-10-07,34
3105,10877,13,4513,119.5,4,4,2022-10-06,2022-10-07,17
3106,16620,16,6505,96.3,4,3,2022-10-06,2022-10-07,19
3107,13557,8,5629,59,1,3,2022-10-06,2022-10-07,11
3108,20823,25,9794,120.1,2,4,2022-10-06,2022-10-07,40
3109,28357,44,11650,155.2,8,4,2022-10-06,2022-10-07,51
3111,12348,25,4984,202.5,1,5,2022-10-06,2022-10-07,27
3113,8460,3,3584,35.5,0,2,2022-10-06,2022-10-07,4
3114,3823,6,1498,156.9,0,4,2022-10-06,2022-10-07,7
3115,3799,6,1493,157.9,1,4,2022-10-06,2022-10-07,10
3116,9872,11,4761,111.4,3,4,2022-10-06,2022-10-07,13
3121,30502,36,14189,118,5,4,2022-10-06,2022-10-07,38
3122,23508,28,9425,119.1,7,4,2022-10-06,2022-10-07,36
3123,14319,19,6162,132.7,3,4,2022-10-06,2022-10-07,21
3124,22091,37,9071,167.5,4,4,2022-10-06,2022-10-07,45
3125,15021,24,5924,159.8,3,4,2022-10-06,2022-10-07,29
3126,8060,6,2900,74.4,3,3,2022-10-06,2022-10-07,5
3127,18445,34,7415,184.3,8,4,2022-10-06,2022-10-07,50
3128,19832,30,8597,151.3,10,4,2022-10-06,2022-10-07,38
3129,17374,24,6985,138.1,6,4,2022-10-06,2022-10-07,28
3130,32171,48,13781,149.2,6,4,2022-10-06,2022-10-07,52
3131,22499,22,9021,97.8,3,3,2022-10-06,2022-10-07,27
3132,16148,7,6975,43.3,4,2,2022-10-06,2022-10-07,12
3133,22119,11,9003,49.7,2,2,2022-10-06,2022-10-07,19
3134,32782,48,14456,146.4,4,4,2022-10-06,2022-10-07,57
3135,19954,24,8708,120.3,6,4,2022-10-06,2022-10-07,28
3136,44373,40,19152,90.1,8,3,2022-10-06,2022-10-07,54
3137,13872,9,6242,64.9,1,3,2022-10-06,2022-10-07,15
3138,21964,24,9822,109.3,3,4,2022-10-06,2022-10-07,32
3139,13722,12,5045,87.5,1,3,2022-10-06,2022-10-07,13
3140,16532,15,7040,90.7,1,3,2022-10-06,2022-10-07,19
3141,25149,16,10563,63.6,2,3,2022-10-06,2022-10-07,25
3142,12912,10,4429,77.4,0,3,2022-10-06,2022-10-07,14
3143,9052,5,3652,55.2,0,3,2022-10-06,2022-10-07,6
3144,10885,10,4229,91.9,0,3,2022-10-06,2022-10-07,10
3145,23294,20,9800,85.9,3,3,2022-10-06,2022-10-07,26
3146,25256,27,10646,106.9,6,4,2022-10-06,2022-10-07,31
3147,14634,25,6422,170.8,6,4,2022-10-06,2022-10-07,27
3148,8643,5,3812,57.9,3,3,2022-10-06,2022-10-07,8
3149,33612,38,13774,113.1,7,4,2022-10-06,2022-10-07,46
3150,60082,80,23679,133.2,21,4,2022-10-06,2022-10-07,104
3151,10269,9,3925,87.6,0,3,2022-10-06,2022-10-07,10
3152,33089,38,14054,114.8,1,4,2022-10-06,2022-10-07,50
3153,20552,28,8993,136.2,2,4,2022-10-06,2022-10-07,34
3154,4418,9,1977,203.7,0,5,2022-10-06,2022-10-07,9
3155,22193,31,9567,139.7,8,4,2022-10-06,2022-10-07,38
3156,37458,41,16026,109.5,8,4,2022-10-06,2022-10-07,53
3158,6648,12,2973,180.5,0,4,2022-10-06,2022-10-07,16
3159,2652,1,1058,37.7,0,2,2022-10-06,2022-10-07,1
3160,9014,17,3956,188.6,5,4,2022-10-06,2022-10-07,17
3161,15271,22,7501,144.1,3,4,2022-10-06,2022-10-07,29
3162,17452,15,8127,86,1,3,2022-10-06,2022-10-07,17
3163,32355,36,13713,111.3,7,4,2022-10-06,2022-10-07,40
3164,0,0,0,0,0,0,2022-10-06,2022-10-07,0
3165,27636,48,13028,173.7,10,4,2022-10-06,2022-10-07,55
3166,23759,21,10712,88.4,6,3,2022-10-06,2022-10-07,26
3167,9259,8,4035,86.4,1,3,2022-10-06,2022-10-07,11
3168,20200,37,9548,183.2,7,4,2022-10-06,2022-10-07,43
3169,20122,28,8197,139.2,5,4,2022-10-06,2022-10-07,32
3170,19370,30,8252,154.9,4,4,2022-10-06,2022-10-07,39
3171,21713,15,7749,69.1,1,3,2022-10-06,2022-10-07,22
3172,23091,14,8760,60.6,0,3,2022-10-06,2022-10-07,15
3173,25785,25,11812,97,7,3,2022-10-06,2022-10-07,32
3174,38465,42,15029,109.2,7,4,2022-10-06,2022-10-07,53
